lr,mean,std,sem,count
0.0001,59.834,2.636418593471074,1.5221369846370594,3
0.001,59.456666666666656,2.2229694292394866,1.2834319983717264,3
0.01,59.1215,1.1391315771235522,0.6576779226946857,3
