seed,rep,run,n_gens,avg_fitness,top20percent_fitness,best_fitness,total_agents,peak_population,genome_variance,avg_lifetime,avg_energy_end,avg_learned_weight_diff,avg_network_weight_mag,inter_gen_weight_change
2001,1,roam60d5_w500_purerl_h128_noeps_lr0.02_seed2001_r1,1000,6.5649939999999996,18.162802000000003,50.60719999999999,903.4,326.46,0.0181788,1561.8159999999998,0.39442,0.0062249,0.607512,-3.04e-05
2001,2,roam60d5_w500_purerl_h128_noeps_lr0.02_seed2001_r2,1000,5.964308,16.972936,47.907199999999996,615.2,254.46,0.01665656,1627.7359999999999,-0.62098,0.00482196,0.6061559999999999,2.0300000000000002e-05
2001,3,roam60d5_w500_purerl_h128_noeps_lr0.02_seed2001_r3,1000,5.750291999999999,16.103340000000003,40.4874,511.74,215.36,0.01183526,1462.6599999999996,-1.11094,0.005474279999999999,0.606336,-2.0739999999999998e-05
2001,4,roam60d5_w500_purerl_h128_noeps_lr0.02_seed2001_r4,1000,6.293628000000001,17.832298,50.77440000000001,744.88,295.56,0.01659008,1646.0159999999998,-0.06862000000000001,0.00472696,0.606864,2.5659999999999988e-05
2001,5,roam60d5_w500_purerl_h128_noeps_lr0.02_seed2001_r5,1000,6.05901,17.080356000000002,46.5182,662.08,264.08,0.012372860000000001,1558.878,-0.10890000000000005,0.0051201599999999995,0.6079019999999999,5.8260000000000015e-05
2001,6,roam60d5_w500_purerl_h128_noeps_lr0.02_seed2001_r6,1000,6.638396,18.557596,54.62519999999999,994.38,382.38,0.01950066,1685.8399999999997,1.01596,0.005326759999999999,0.606342,-2.3600000000000004e-05
2001,7,roam60d5_w500_purerl_h128_noeps_lr0.02_seed2001_r7,1000,6.667657999999999,18.739022,54.123999999999995,1028.06,389.52,0.0174453,1609.2,1.03384,0.00587506,0.613854,-4.420000000000004e-06
2001,8,roam60d5_w500_purerl_h128_noeps_lr0.02_seed2001_r8,1000,6.211850000000001,17.481492,47.615,676.66,261.46,0.01990108,1726.5379999999998,0.4978600000000001,0.0049576,0.612962,-0.00010246
2001,9,roam60d5_w500_purerl_h128_noeps_lr0.02_seed2001_r9,1000,6.288927999999999,17.427535999999996,49.8266,828.3,319.0,0.017508779999999998,1537.256,0.11994000000000003,0.00630294,0.6093520000000001,-2.382e-05
2001,10,roam60d5_w500_purerl_h128_noeps_lr0.02_seed2001_r10,1000,5.971822,17.07985,47.56759999999999,623.02,240.16,0.01679052,1534.73,-0.9337399999999999,0.00616424,0.613296,-1.3000000000000016e-05
