environment,term,reference,coef,hazard_ratio,hr_ci95_lo,hr_ci95_hi,se_clustered,z,p,n_runs,n_events,n_seeds,concordance,ph_assumption_min_p
baseline,learning,evolution,0.52607572462335,1.692278295023378,1.3503484704254793,2.1207902186202934,0.11516183002399949,4.568143147028116,4.920639465605137e-06,300,300,10,0.5400028204103697,1.0491254425244848e-05
baseline,pure_rl,evolution,-0.23474035232709944,0.7907761461613347,0.5463641879098752,1.1445239771844686,0.1886407940938775,-1.2443774606370688,0.21336067433314618,300,300,10,0.5400028204103697,1.0491254425244848e-05
hard,learning,evolution,2.1334650646753586,8.444075444853356,5.485848736770235,12.997516617702866,0.22005161754616462,9.695293715474639,3.157279296110856e-22,300,288,10,0.6892114218746479,2.5258103815003084e-05
hard,pure_rl,evolution,1.7900578929912925,5.98979922373991,3.5760167235735296,10.03286547968447,0.2631723659950228,6.80184595454504,1.0328701198658395e-11,300,288,10,0.6892114218746479,2.5258103815003084e-05
