environment,condition,seed,rep,run,n_gens,avg_fitness,top20percent_fitness,best_fitness,total_agents,peak_population,genome_variance,avg_lifetime,avg_energy_end,avg_learned_weight_diff,avg_network_weight_mag,inter_gen_weight_change,avg_fitness_normalised,top20percent_fitness_normalised,best_fitness_normalised
baseline,learning,2001,3,base_w500_learning_h128_lr0.01_seed2001_r3,1000,7.531424,21.140898000000004,62.08520000000001,1359.74,584.4,0.04663152,2071.154,4.45228,0.0009561000000000001,0.611414,5.399999999999985e-07,0.8477573605419012,0.8351136041454937,0.4861842323651453
baseline,learning,2001,4,base_w500_learning_h128_lr0.01_seed2001_r4,1000,7.4266879999999995,20.572688,59.748999999999995,1384.64,609.78,0.048338599999999995,2075.8700000000003,4.281140000000001,0.00093004,0.60644,-7.119999999999996e-06,0.8350202483308806,0.8103291881305587,0.4667966804979253
baseline,learning,2001,5,base_w500_learning_h128_lr0.01_seed2001_r5,1000,7.498056,20.896275999999997,61.9352,1377.8,600.12,0.0506234,2098.192,4.652099999999999,0.0009459600000000001,0.613672,4.1519999999999995e-05,0.8436994247771467,0.8244435817692498,0.48493941908713695
baseline,learning,2001,6,base_w500_learning_h128_lr0.01_seed2001_r6,1000,7.47804,20.850731999999997,57.8996,1388.54,594.66,0.04783646,2060.172,4.24174,0.0009588999999999999,0.610298,6.120000000000003e-06,0.841265247053959,0.8224570249628153,0.45144896265560164
baseline,learning,2001,7,base_w500_learning_h128_lr0.01_seed2001_r7,1000,7.5251339999999995,20.989454000000002,64.1962,1384.56,591.02,0.04804954,2060.322,4.4276800000000005,0.00092462,0.607976,-3.8499999999999994e-05,0.8469924235975141,0.8285078578563297,0.5037029045643154
baseline,learning,2001,8,base_w500_learning_h128_lr0.01_seed2001_r8,1000,7.487726,20.982654000000004,59.849399999999996,1396.72,603.44,0.049116259999999995,2066.2,4.22724,0.00092118,0.607668,-6.620000000000003e-06,0.842443176981357,0.8282112526770801,0.4676298755186722
baseline,learning,2001,9,base_w500_learning_h128_lr0.01_seed2001_r9,1000,7.561808,21.004626000000002,61.486000000000004,1362.8,592.4,0.049541180000000004,2073.486,4.26894,0.0009115200000000001,0.611904,-2.1599999999999992e-06,0.8514524073015601,0.8291696363533266,0.48121161825726144
baseline,learning,2001,10,base_w500_learning_h128_lr0.01_seed2001_r10,1000,7.385601999999999,20.703286,60.8086,1399.64,612.0,0.051141860000000004,2069.51,4.41666,0.00090942,0.609528,1.1300000000000002e-05,0.8300237142613918,0.8160256650716868,0.47559004149377593
baseline,learning,2002,1,base_w500_learning_h128_lr0.01_seed2002_r1,1000,7.579794,21.101829999999996,60.07899999999999,1401.38,598.42,0.04985136,2066.086,3.7322999999999995,0.0009625,0.6103620000000001,2.9059999999999996e-05,0.8536397134830777,0.8334095201538856,0.4695352697095435
baseline,learning,2002,2,base_w500_learning_h128_lr0.01_seed2002_r2,1000,7.549746,21.332034,61.190200000000004,1403.02,603.32,0.05115342,2087.1960000000004,4.01552,0.00096414,0.606228,3.1399999999999983e-06,0.8499855282199709,0.8434506523133023,0.4787568464730291
baseline,learning,2002,3,base_w500_learning_h128_lr0.01_seed2002_r3,1000,7.590086,20.951616000000005,57.497600000000006,1387.36,595.78,0.04739478,2072.3099999999995,3.9081600000000005,0.00098182,0.6111719999999999,-5.352e-05,0.8548913400381859,0.8268574245074394,0.4481128630705395
baseline,learning,2002,4,base_w500_learning_h128_lr0.01_seed2002_r4,1000,7.439436000000001,20.798092,60.266799999999996,1408.7,602.52,0.05083694,2054.3340000000003,3.3045599999999995,0.0009746199999999999,0.6064240000000001,1.3280000000000003e-05,0.836570552967931,0.8201609519281517,0.4710937759336099
baseline,learning,2002,5,base_w500_learning_h128_lr0.01_seed2002_r5,1000,7.547815999999999,21.151652,60.1678,1406.0,601.88,0.04695982,2083.366,4.04116,0.0009082199999999998,0.6112460000000001,4.406e-05,0.8497508178379889,0.8355826765127954,0.47027219917012447
baseline,learning,2002,6,base_w500_learning_h128_lr0.01_seed2002_r6,1000,7.585158,21.192391999999998,61.64860000000001,1406.08,598.88,0.051547459999999996,2048.0400000000004,3.4111599999999997,0.0009292799999999998,0.603926,3.459999999999998e-06,0.8542920380887521,0.8373596904837717,0.48256099585062245
baseline,learning,2002,7,base_w500_learning_h128_lr0.01_seed2002_r7,1000,7.635587999999999,21.194832,59.282,1397.32,600.08,0.04925054,2073.666,4.06654,0.0009333000000000001,0.6085340000000001,-3.920000000000001e-06,0.860424910919505,0.8374661194010321,0.4629211618257261
baseline,learning,2002,8,base_w500_learning_h128_lr0.01_seed2002_r8,1000,7.614645999999999,21.200576,63.6894,1394.3,590.12,0.048380919999999994,2053.3740000000003,3.5140800000000003,0.0009697399999999999,0.60961,6.005999999999999e-05,0.8578781208576047,0.8377166635406808,0.49949709543568466
baseline,learning,2002,9,base_w500_learning_h128_lr0.01_seed2002_r9,1000,7.521508,21.006522,61.1084,1410.72,610.56,0.04729136,2063.394,3.8562,0.0009044999999999999,0.6083839999999999,1.1279999999999999e-05,0.8465514599472204,0.8292523368562469,0.4780780082987552
baseline,learning,2002,10,base_w500_learning_h128_lr0.01_seed2002_r10,1000,7.556750000000001,21.231873999999998,61.24759999999999,1411.1,601.12,0.05053093999999999,2076.482,3.8886999999999996,0.0009078399999999999,0.610294,-6.822e-05,0.8508372958445318,0.8390818324965867,0.4792331950207468
baseline,learning,2003,1,base_w500_learning_h128_lr0.01_seed2003_r1,1000,7.369404,20.721500000000002,60.919200000000004,1353.56,592.54,0.04922576,2092.4120000000003,4.79918,0.0009515,0.60994,6.976e-05,0.8280538496150992,0.8168201307679894,0.4765078838174274
baseline,learning,2003,2,base_w500_learning_h128_lr0.01_seed2003_r2,1000,7.44202,20.798986,61.9968,1348.44,570.92,0.04841936,2042.112,4.27212,0.00095246,0.60996,-6.06e-05,0.8368847973342737,0.8201999467855413,0.485450622406639
baseline,learning,2003,3,base_w500_learning_h128_lr0.01_seed2003_r3,1000,7.442716000000002,20.606985999999996,61.25059999999999,1336.36,573.86,0.046693439999999996,2061.772,4.236940000000001,0.00097258,0.615108,3.268000000000001e-05,0.8369694390057036,0.8118252123126043,0.479258091286307
baseline,learning,2003,4,base_w500_learning_h128_lr0.01_seed2003_r4,1000,7.397321999999999,20.733208,60.639599999999994,1361.54,587.96,0.04698309999999999,2061.522,4.26766,0.0009207600000000001,0.608264,2.7900000000000007e-05,0.8314490021768475,0.8173308150972037,0.4741875518672199
baseline,learning,2003,5,base_w500_learning_h128_lr0.01_seed2003_r5,1000,7.450198,20.718783999999996,58.3696,1351.04,586.34,0.0502818,2077.7780000000002,4.73076,0.00088676,0.61019,8.580000000000003e-06,0.8378793369735738,0.8167016631699241,0.45534937759336097
baseline,learning,2003,6,base_w500_learning_h128_lr0.01_seed2003_r6,1000,7.425946,20.755000000000006,61.7178,1359.64,582.28,0.04611168000000001,2068.396,4.370119999999999,0.00092522,0.608904,-3.419999999999997e-06,0.8349300125259944,0.8182813474598822,0.48313526970954357
baseline,learning,2003,7,base_w500_learning_h128_lr0.01_seed2003_r7,1000,7.403910000000001,20.63214,58.72599999999999,1360.1,583.96,0.047758480000000006,2073.6800000000003,4.636939999999999,0.0009545999999999999,0.609872,1.4559999999999998e-05,0.8322501793771053,0.8129223897653766,0.4583070539419086
baseline,learning,2003,8,base_w500_learning_h128_lr0.01_seed2003_r8,1000,7.380446000000001,20.552582,60.757999999999996,1362.4,590.68,0.05014112000000001,2072.12,4.56774,0.00092968,0.612054,3.3759999999999995e-05,0.8293966848678691,0.8094521964049708,0.4751701244813278
baseline,learning,2003,9,base_w500_learning_h128_lr0.01_seed2003_r9,1000,7.355982,20.550548,60.5166,1352.3,580.8,0.04983616,2075.7259999999997,4.25638,0.00095526,0.610962,3.1060000000000004e-05,0.8264215787617506,0.8093634765616481,0.47316680497925306
baseline,learning,2003,10,base_w500_learning_h128_lr0.01_seed2003_r10,1000,7.4467120000000016,20.733072000000003,60.7696,1332.82,572.8,0.04868327999999999,2067.5460000000003,4.29232,0.0009428399999999999,0.605498,4.559999999999994e-06,0.8374553989468437,0.8173248829936188,0.47526639004149374
baseline,learning,2004,1,base_w500_learning_h128_lr0.01_seed2004_r1,1000,7.516731999999999,20.900268,60.97559999999999,1387.54,585.84,0.05048318,2059.334,4.12678,0.0009724999999999998,0.612166,2.64e-05,0.8459706429605126,0.8246177064568331,0.47697593360995844
baseline,learning,2004,2,base_w500_learning_h128_lr0.01_seed2004_r2,1000,7.50899,20.921068,61.528400000000005,1394.9,592.04,0.05012186,2077.5280000000002,4.28614,0.0009200399999999999,0.610026,-1.5899999999999997e-05,0.845029125977453,0.825524969358068,0.4815634854771785
baseline,learning,2004,3,base_w500_learning_h128_lr0.01_seed2004_r3,1000,7.442958,20.721808,61.426399999999994,1397.64,595.38,0.04885082,2064.254,4.023600000000001,0.0009669399999999999,0.6092540000000001,3.946e-05,0.8369988690121488,0.816833565237873,0.48071701244813275
baseline,learning,2004,4,base_w500_learning_h128_lr0.01_seed2004_r4,1000,7.516305999999999,21.163572,63.03639999999999,1395.96,597.9,0.04896778,2068.304,4.260739999999999,0.0008996,0.6122860000000001,-4.566000000000001e-05,0.8459188364202408,0.836102607944657,0.49407800829875514
baseline,learning,2004,5,base_w500_learning_h128_lr0.01_seed2004_r5,1000,7.461182,20.779875999999998,59.7376,1397.14,595.06,0.05021148,2062.384,4.07454,0.00094746,0.6074820000000001,-1.9860000000000006e-05,0.8392151187537242,0.8193663989950318,0.4667020746887967
baseline,learning,2004,6,base_w500_learning_h128_lr0.01_seed2004_r6,1000,7.498793999999999,20.968302000000005,62.37579999999999,1395.22,595.34,0.049277220000000004,2074.346,4.48004,0.0009378399999999999,0.61225,-9.399999999999996e-06,0.8437891741356454,0.827585241275228,0.48859585062240657
baseline,learning,2004,7,base_w500_learning_h128_lr0.01_seed2004_r7,1000,7.440202,20.737419999999997,61.379799999999996,1379.3,591.46,0.04829725999999999,2077.2499999999995,3.8288399999999996,0.00094366,0.6109,9.520000000000005e-06,0.8366637074511424,0.8175145358347036,0.4803302904564315
baseline,learning,2004,8,base_w500_learning_h128_lr0.01_seed2004_r8,1000,7.418081999999999,20.705682000000003,61.748599999999996,1396.4,596.2,0.04995354,2050.57,3.48726,0.00095682,0.6130580000000001,-1.9919999999999996e-05,0.8339736589281151,0.8161301747789639,0.4833908713692946
baseline,learning,2004,9,base_w500_learning_h128_lr0.01_seed2004_r9,1000,7.431944,20.652774,58.90599999999999,1395.86,597.34,0.050777560000000006,2086.982,4.54254,0.00095684,0.6101300000000001,5.2159999999999995e-05,0.8356594388840919,0.8138224120107651,0.4598008298755186
baseline,learning,2004,10,base_w500_learning_h128_lr0.01_seed2004_r10,1000,7.512201999999999,20.795192,59.54699999999999,1388.46,584.52,0.048778459999999996,2059.696,4.13036,0.0009483400000000002,0.611094,3.554000000000001e-05,0.8454197424266375,0.8200344585428835,0.4651203319502074
baseline,learning,2005,1,base_w500_learning_h128_lr0.01_seed2005_r1,1000,7.51498,21.06931,61.297599999999996,1369.74,582.68,0.04624788,2098.06,4.84214,0.0009081,0.607346,-5.119999999999998e-06,0.8457575794427755,0.8319910495025321,0.47964813278008295
baseline,learning,2005,2,base_w500_learning_h128_lr0.01_seed2005_r2,1000,7.516966,20.866730000000004,59.446400000000004,1369.0,578.7,0.04981394,2061.776,4.017460000000001,0.0009541999999999998,0.609272,2.06e-05,0.845999100074183,0.8231548322654095,0.4642854771784233
baseline,learning,2005,3,base_w500_learning_h128_lr0.01_seed2005_r3,1000,7.563504,21.047952,58.429399999999994,1352.2,568.06,0.050716359999999995,2083.0219999999995,4.60968,0.0009520999999999999,0.609914,-5.139999999999997e-06,0.8516586605698719,0.8310594475292352,0.45584564315352694
baseline,learning,2005,4,base_w500_learning_h128_lr0.01_seed2005_r4,1000,7.401458,20.625154,57.89940000000001,1385.66,586.76,0.049401959999999995,2071.4240000000004,4.38688,0.00096302,0.613504,-5.8779999999999996e-05,0.831951987741551,0.8126176715621061,0.45144730290456436
baseline,learning,2005,5,base_w500_learning_h128_lr0.01_seed2005_r5,1000,7.417954,20.675638,60.88960000000001,1384.62,586.98,0.048036100000000005,2077.1259999999997,4.17046,0.00099224,0.6116579999999999,-3.1599999999999973e-06,0.8339580926437145,0.8148197033075839,0.4762622406639005
baseline,learning,2005,6,base_w500_learning_h128_lr0.01_seed2005_r6,1000,7.447408,20.585874,59.904399999999995,1374.24,580.42,0.04858097999999999,2064.8940000000002,4.09698,0.00095678,0.606406,2.8000000000000003e-05,0.8375400406182733,0.8109043404678511,0.4680863070539419
baseline,learning,2005,7,base_w500_learning_h128_lr0.01_seed2005_r7,1000,7.503614,20.761802,62.5574,1363.04,567.86,0.04997964,2073.488,4.66684,0.0009430599999999999,0.609116,-6.500000000000001e-05,0.844375342032616,0.8185780398759492,0.4901029045643154
baseline,learning,2005,8,base_w500_learning_h128_lr0.01_seed2005_r8,1000,7.49469,20.844804,60.677600000000005,1374.28,574.2,0.04779206,2065.1839999999997,4.3497,0.0009486999999999998,0.611866,-1.7739999999999986e-05,0.8432900801420423,0.8221984550359634,0.4745029045643154
baseline,learning,2005,9,base_w500_learning_h128_lr0.01_seed2005_r9,1000,7.288786,20.345907999999998,59.7554,1388.0,589.1,0.04872123999999999,2051.472,3.67368,0.0009396000000000001,0.614168,3.738e-05,0.818249765897676,0.800437405402576,0.46684979253112036
baseline,learning,2005,10,base_w500_learning_h128_lr0.01_seed2005_r10,1000,7.485662,20.87754,59.51599999999999,1375.06,585.96,0.049129559999999996,2083.034,4.35054,0.00093896,0.613874,1.5879999999999997e-05,0.8421921706453926,0.8236263472635992,0.464863070539419
baseline,learning,2006,1,base_w500_learning_h128_lr0.01_seed2006_r1,1000,7.546368,20.979308,58.759800000000006,1383.1,594.54,0.04858082,2066.404,4.17732,0.0009398600000000002,0.6110180000000001,-1.0679999999999994e-05,0.8495747242457039,0.8280653054815255,0.45858755186721994
baseline,learning,2006,2,base_w500_learning_h128_lr0.01_seed2006_r2,1000,7.417520000000001,20.855894000000003,62.1204,1408.84,614.92,0.04985778,2092.942,4.539339999999999,0.0009189000000000002,0.6085200000000001,3.3360000000000006e-05,0.8339053132106676,0.8226821831885931,0.4864763485477178
baseline,learning,2006,3,base_w500_learning_h128_lr0.01_seed2006_r3,1000,7.4412959999999995,20.886206,63.03020000000001,1413.7,605.0,0.04847148,2055.25,4.29706,0.0009029,0.611386,4.016e-05,0.8367967505381312,0.8240043443935079,0.49402655601659756
baseline,learning,2006,4,base_w500_learning_h128_lr0.01_seed2006_r4,1000,7.512074000000001,20.930056,61.99799999999999,1382.26,593.76,0.04681978,2057.944,3.68422,0.00098354,0.6123480000000001,-2.1099999999999998e-05,0.8454041761422368,0.8259170116155823,0.485460580912863
baseline,learning,2006,5,base_w500_learning_h128_lr0.01_seed2006_r5,1000,7.496132,20.884994000000003,59.1584,1403.02,596.7,0.05034932,2075.0480000000002,4.4075999999999995,0.0009533200000000001,0.61111,-9.140000000000004e-06,0.8434654440647459,0.8239514788821476,0.4618954356846473
baseline,learning,2006,6,base_w500_learning_h128_lr0.01_seed2006_r6,1000,7.4720819999999994,20.82629,59.7864,1412.26,606.94,0.05045477999999999,2063.178,4.30916,0.00089624,0.6092160000000001,-2.144e-05,0.8405406851597366,0.8213909038170469,0.4671070539419087
baseline,learning,2006,7,base_w500_learning_h128_lr0.01_seed2006_r7,1000,7.517664,20.876981999999998,59.107200000000006,1398.42,602.46,0.04916113999999999,2074.7080000000005,4.8644,0.00095298,0.610818,-2.2859999999999995e-05,0.8460839849688065,0.8236020081915371,0.46147053941908717
baseline,learning,2006,8,base_w500_learning_h128_lr0.01_seed2006_r8,1000,7.535038000000001,21.036428,60.64039999999999,1401.0,597.42,0.047297040000000005,2056.6099999999997,3.9553400000000005,0.0009355200000000001,0.607104,4.711999999999999e-05,0.8481968648530324,0.8305567889872242,0.4741941908713692
baseline,learning,2006,9,base_w500_learning_h128_lr0.01_seed2006_r9,1000,7.518576,20.73839,59.6176,1401.4,597.66,0.048154180000000005,2051.854,4.05814,0.0009557400000000001,0.611268,-4.064000000000001e-05,0.8461948947451627,0.8175568456911555,0.46570622406639006
baseline,learning,2006,10,base_w500_learning_h128_lr0.01_seed2006_r10,1000,7.569655999999998,21.036002,61.04859999999999,1394.46,592.92,0.04944161999999999,2072.51,4.64858,0.00092668,0.6098660000000001,-1.5759999999999998e-05,0.852406815113889,0.8305382075451123,0.47758174273858917
baseline,learning,2007,1,base_w500_learning_h128_lr0.01_seed2007_r1,1000,7.558538000000001,21.239811999999997,58.82599999999999,1399.5,597.62,0.04741436,2083.3219999999997,4.57832,0.0009159799999999998,0.6066239999999999,-6.140000000000007e-06,0.8510547373797566,0.8394280754249522,0.4591369294605809
baseline,learning,2007,2,base_w500_learning_h128_lr0.01_seed2007_r2,1000,7.506664,21.157745999999996,62.839000000000006,1402.72,594.6,0.04952559999999999,2058.6220000000003,3.8595800000000002,0.0009049799999999998,0.611662,-9.719999999999997e-06,0.8447462574031058,0.8358484870954936,0.49243983402489633
baseline,learning,2007,3,base_w500_learning_h128_lr0.01_seed2007_r3,1000,7.5747480000000005,21.246229999999997,60.807199999999995,1395.1,593.92,0.04698352,2085.264,4.65906,0.0009440599999999999,0.605368,-4.61e-05,0.8530260613652116,0.8397080183720737,0.4755784232365145
baseline,learning,2007,4,base_w500_learning_h128_lr0.01_seed2007_r4,1000,7.55346,21.158184000000002,63.2164,1396.16,596.68,0.04901175999999999,2060.3,3.99704,0.0009130999999999999,0.606524,3.799999999999999e-06,0.8504371936907902,0.8358675919585102,0.49557178423236514
baseline,learning,2007,5,base_w500_learning_h128_lr0.01_seed2007_r5,1000,7.523608,20.918256,59.977799999999995,1390.8,591.38,0.05044448,2062.7760000000003,4.059360000000001,0.0009429,0.609314,7.457999999999998e-05,0.8468068443006724,0.8254023143927663,0.4686954356846473
baseline,learning,2007,6,base_w500_learning_h128_lr0.01_seed2007_r6,1000,7.4789699999999995,20.841794,60.49679999999999,1389.84,593.98,0.04806976,2062.7380000000003,3.95904,0.0009529800000000001,0.6106180000000001,3.9699999999999996e-05,0.841378345839059,0.8220671636257366,0.47300248962655594
baseline,learning,2007,7,base_w500_learning_h128_lr0.01_seed2007_r7,1000,7.413826,20.8104,61.9076,1389.94,596.86,0.04881094,2062.252,3.8709200000000004,0.0009535400000000001,0.6114,4.15e-05,0.8334560799717861,0.8206978073025941,0.48471037344398343
baseline,learning,2007,8,base_w500_learning_h128_lr0.01_seed2007_r8,1000,7.40175,20.768552,60.5564,1411.08,607.62,0.050518900000000005,2074.658,3.9688600000000003,0.00093332,0.607204,-4.452e-05,0.8319874983278405,0.8188724641347634,0.47349709543568463
baseline,learning,2007,9,base_w500_learning_h128_lr0.01_seed2007_r9,1000,7.565803999999999,21.204144,62.628599999999985,1390.72,597.66,0.048772140000000005,2082.732,4.42804,0.0009083799999999999,0.612644,-6.274e-05,0.8519383672427,0.8378722940229695,0.49069377593360985
baseline,learning,2007,10,base_w500_learning_h128_lr0.01_seed2007_r10,1000,7.530298,21.056422,59.47639999999999,1404.64,604.0,0.05291638,2060.3239999999996,3.6142800000000004,0.0008806399999999999,0.606136,9.080000000000001e-06,0.8476204258838123,0.8314288954510363,0.4645344398340248
baseline,learning,2008,1,base_w500_learning_h128_lr0.01_seed2008_r1,1000,7.488072000000001,20.809316,60.202200000000005,1378.9,597.76,0.049106359999999995,2080.4680000000003,4.6526000000000005,0.0009712199999999999,0.607454,-5.4000000000000005e-05,0.8424852545938781,0.8206505249475489,0.4705576763485478
baseline,learning,2008,2,base_w500_learning_h128_lr0.01_seed2008_r2,1000,7.509726000000001,21.253118000000004,59.8112,1393.56,604.86,0.04807296,2058.38,4.05122,0.0009281800000000001,0.6079440000000002,4.3219999999999996e-05,0.8451186321127583,0.8400084619712905,0.46731286307053943
baseline,learning,2008,3,base_w500_learning_h128_lr0.01_seed2008_r3,1000,7.597202000000001,21.18506,63.4182,1350.08,583.36,0.04719512,2066.3099999999995,3.8871800000000003,0.0009532200000000001,0.612638,-3.834000000000001e-05,0.8557567281615975,0.8370398803110866,0.4972464730290456
baseline,learning,2008,4,base_w500_learning_h128_lr0.01_seed2008_r4,1000,7.47833,20.850899999999996,63.055,1361.3,586.46,0.046619139999999996,2055.3579999999997,3.6279400000000006,0.0009355800000000002,0.612314,2.1999999999999885e-07,0.8413005144170548,0.8224643528554789,0.4942323651452282
baseline,learning,2008,5,base_w500_learning_h128_lr0.01_seed2008_r5,1000,7.452598,20.931392000000002,60.1272,1390.14,608.88,0.04695777999999999,2087.6960000000004,4.413920000000001,0.0009196600000000001,0.61071,4.5980000000000004e-05,0.8381712048060903,0.8259752858096232,0.4699352697095436
baseline,learning,2008,6,base_w500_learning_h128_lr0.01_seed2008_r6,1000,7.478578,20.74428,58.9858,1380.62,598.08,0.048435980000000003,2074.306,4.39004,0.00093506,0.610178,-1.7600000000000004e-05,0.8413306740930814,0.8178137581184763,0.46046307053941904
baseline,learning,2008,7,base_w500_learning_h128_lr0.01_seed2008_r7,1000,7.512872,21.045354000000003,62.60719999999999,1385.66,599.64,0.0458683,2066.056,4.202940000000001,0.00092262,0.60883,5.700000000000007e-06,0.8455012221965486,0.8309461269033985,0.49051618257261403
baseline,learning,2008,8,base_w500_learning_h128_lr0.01_seed2008_r8,1000,7.503480000000001,20.96013,62.6204,1367.58,592.56,0.0501435,2072.228,4.210799999999999,0.0009381000000000001,0.608148,-6.916000000000001e-05,0.844359046078634,0.8272287916392235,0.4906257261410788
baseline,learning,2008,9,base_w500_learning_h128_lr0.01_seed2008_r9,1000,7.576128,21.083123999999998,61.037400000000005,1370.66,592.44,0.048489439999999995,2084.262,4.647,0.0009516999999999999,0.6063679999999999,-5.168e-05,0.8531938853689086,0.8325935942004963,0.477488796680498
baseline,learning,2008,10,base_w500_learning_h128_lr0.01_seed2008_r10,1000,7.5982140000000005,21.100484,60.536,1359.56,581.68,0.04964532,2062.982,3.96692,0.0009475,0.608924,-2.7300000000000006e-05,0.855879799097642,0.8333508097757578,0.4733278008298755
baseline,learning,2009,1,base_w500_learning_h128_lr0.01_seed2009_r1,1000,7.554174000000001,21.05304,61.977999999999994,1354.82,577.3,0.046695839999999995,2086.1580000000004,4.2947999999999995,0.00096692,0.611746,1.4760000000000001e-05,0.850524024370964,0.831281377992768,0.4852946058091286
baseline,learning,2009,2,base_w500_learning_h128_lr0.01_seed2009_r2,1000,7.455680000000001,20.83239,59.5004,1372.46,588.34,0.04846488,2051.9120000000003,3.38426,0.0009327599999999999,0.610682,3.599999999999968e-07,0.8385460117476803,0.8216569761101976,0.4647336099585062
baseline,learning,2009,3,base_w500_learning_h128_lr0.01_seed2009_r3,1000,7.469615999999999,21.067079999999997,60.1596,1386.98,591.32,0.04809466,2056.656,3.92746,0.0009219200000000001,0.6079760000000001,1.022e-05,0.8402407909618259,0.8318937804511015,0.47020414937759336
baseline,learning,2009,4,base_w500_learning_h128_lr0.01_seed2009_r4,1000,7.545173999999999,21.11075,62.89900000000001,1369.6,581.84,0.04987388,2057.7099999999996,4.04056,0.00095522,0.611074,-2.124e-05,0.8494295199990269,0.8337985963596076,0.4929377593360997
baseline,learning,2009,5,base_w500_learning_h128_lr0.01_seed2009_r5,1000,7.503506,21.008905999999996,61.80620000000001,1355.38,568.66,0.0481023,2049.418,3.9787399999999997,0.0009674800000000001,0.60719,-2.7139999999999994e-05,0.8443622079801529,0.829356323142619,0.48386887966804987
baseline,learning,2009,6,base_w500_learning_h128_lr0.01_seed2009_r6,1000,7.435525999999999,20.748936000000004,61.316999999999986,1381.58,589.0,0.04837756,2070.7500000000005,4.33526,0.00096318,0.60968,4.97999999999999e-06,0.8360950516241228,0.8180168454294452,0.4798091286307053
baseline,learning,2009,7,base_w500_learning_h128_lr0.01_seed2009_r7,1000,7.3642439999999985,20.633654,61.499399999999994,1375.16,588.16,0.04700404,2059.61,4.05094,0.0009695999999999999,0.60576,2.4399999999999993e-05,0.8274263337751885,0.8129884280361684,0.4813228215767634
baseline,learning,2009,8,base_w500_learning_h128_lr0.01_seed2009_r8,1000,7.356654,20.712557999999998,59.53099999999999,1375.36,597.56,0.047663859999999995,2075.01,4.2018200000000006,0.0009249200000000001,0.612724,3.648e-05,0.8265033017548552,0.8164300949572757,0.46498755186721985
baseline,learning,2009,9,base_w500_learning_h128_lr0.01_seed2009_r9,1000,7.347072000000002,20.680529999999997,60.726200000000006,1380.7,595.74,0.04798611999999999,2061.804,3.8297,0.0009396400000000002,0.609334,5.305999999999999e-05,0.8253380194335332,0.8150330845630089,0.4749062240663901
baseline,learning,2009,10,base_w500_learning_h128_lr0.01_seed2009_r10,1000,7.564908,21.329631999999997,61.66780000000001,1354.38,583.7,0.04959828,2112.396,4.97022,0.00099068,0.615756,5.100000000000003e-06,0.8518294032518939,0.843345880895573,0.4827203319502075
baseline,learning,2010,1,base_w500_learning_h128_lr0.01_seed2010_r1,1000,7.410136,20.97899,62.5518,1403.66,616.06,0.05008877999999999,2103.8599999999997,4.1658,0.0009486799999999999,0.610642,-1.4720000000000001e-05,0.8330073331792919,0.8280514348275546,0.49005643153526973
baseline,learning,2010,2,base_w500_learning_h128_lr0.01_seed2010_r2,1000,7.510966000000001,20.939,57.8578,1385.68,594.34,0.050207299999999996,2053.9500000000003,3.527279999999999,0.0009224200000000001,0.6056560000000001,9.24e-06,0.8452694304928917,0.8263071346631132,0.45110207468879665
baseline,learning,2010,3,base_w500_learning_h128_lr0.01_seed2010_r3,1000,7.444319999999999,20.822238000000002,62.1968,1383.78,589.36,0.046270479999999996,2049.388,3.63394,0.00095648,0.6097819999999999,-2.48e-05,0.837164504007102,0.8212141620249411,0.48711037344398345
baseline,learning,2010,4,base_w500_learning_h128_lr0.01_seed2010_r4,1000,7.4803560000000004,21.141797999999998,59.85799999999999,1403.32,607.96,0.047854280000000006,2063.0,3.7876200000000004,0.0009512200000000001,0.610044,-3.832e-05,0.8415468995123375,0.8351528607133354,0.4677012448132779
baseline,learning,2010,5,base_w500_learning_h128_lr0.01_seed2010_r5,1000,7.5618880000000015,21.277088,60.26780000000001,1381.42,586.7,0.0475287,2057.2740000000003,3.5704599999999997,0.0009299199999999999,0.610502,1.5859999999999997e-05,0.851462136229311,0.8410539952281461,0.4711020746887967
baseline,learning,2010,6,base_w500_learning_h128_lr0.01_seed2010_r6,1000,7.5248680000000014,21.110688,62.05699999999999,1392.08,599.32,0.04917026,2067.8619999999996,3.8393800000000002,0.00095268,0.610324,-6.486e-05,0.8469600749127438,0.8337958920182674,0.48595020746887957
baseline,learning,2010,7,base_w500_learning_h128_lr0.01_seed2010_r7,1000,7.472516000000001,20.939651999999995,62.6198,1400.42,606.94,0.04836544,2076.5,3.7631200000000002,0.0009172199999999998,0.612162,-3.471999999999999e-05,0.8405934645927836,0.8263355738655941,0.4906207468879668
baseline,learning,2010,8,base_w500_learning_h128_lr0.01_seed2010_r8,1000,7.516552000000001,21.033244,62.201800000000006,1385.14,595.64,0.0493142,2057.07,3.4884399999999998,0.00091326,0.6096280000000001,-4.630000000000001e-05,0.845948752873074,0.8304179079738813,0.48715186721991705
baseline,learning,2010,9,base_w500_learning_h128_lr0.01_seed2010_r9,1000,7.4671140000000005,20.900816,60.2962,1386.66,610.22,0.04751818000000001,2082.9159999999997,3.68672,0.00090982,0.612428,2.782e-05,0.8399365187464277,0.8246416093448079,0.47133775933609956
baseline,learning,2010,10,base_w500_learning_h128_lr0.01_seed2010_r10,1000,7.497938,20.877768,61.3474,1390.52,596.6,0.05139914000000001,2059.404,3.7283600000000003,0.0009483600000000001,0.6063060000000001,-2.24e-05,0.8436850746087146,0.8236362922607857,0.48006141078838177
