environment,condition,seed,rep,run,n_gens,avg_fitness,top20percent_fitness,best_fitness,total_agents,peak_population,genome_variance,avg_lifetime,avg_energy_end,avg_learned_weight_diff,avg_network_weight_mag,inter_gen_weight_change,avg_fitness_normalised,top20percent_fitness_normalised,best_fitness_normalised
baseline,evolution,2001,1,base_w500_evolution_h128_seed2001_r1,1000,7.5095659999999995,20.898768,61.406800000000004,1362.82,587.48,0.04958258,2062.542,4.04834,0.0,0.606514,3.268e-05,0.8450991742572571,0.8245522788437633,0.4805543568464731
baseline,evolution,2001,2,base_w500_evolution_h128_seed2001_r2,1000,7.4823379999999995,20.821312,60.2902,1388.4,595.54,0.050099279999999996,2047.006,4.09104,0.0,0.612168,-9.386e-05,0.8417879336973572,0.8211737713784726,0.47128796680497925
baseline,evolution,2001,3,base_w500_evolution_h128_seed2001_r3,1000,7.531498,20.971828000000002,61.4978,1358.22,590.74,0.05043419999999999,2053.4260000000004,4.146159999999999,0.0,0.6126619999999999,6.999999999999999e-06,0.8477663598000704,0.8277390397843507,0.4813095435684647
baseline,evolution,2001,4,base_w500_evolution_h128_seed2001_r4,1000,7.495282,20.921508,61.105599999999995,1363.52,589.34,0.04749336,2047.8179999999995,3.3901799999999995,0.0,0.61167,-1.1800000000000044e-06,0.8433620742073963,0.8255441614579017,0.47805477178423234
baseline,evolution,2001,5,base_w500_evolution_h128_seed2001_r5,1000,7.512725999999999,20.940672,60.8692,1376.46,588.54,0.05093208,2075.918,4.49174,0.0,0.608826,-2.000000000000003e-06,0.8454834669034037,0.8263800646424817,0.47609294605809127
baseline,evolution,2001,6,base_w500_evolution_h128_seed2001_r6,1000,7.498774,20.940954,61.3696,1385.02,593.08,0.04966944000000001,2052.22,3.9246800000000004,0.0,0.606314,-3.5079999999999996e-05,0.8437867419037078,0.8263923650337389,0.48024564315352697
baseline,evolution,2001,7,base_w500_evolution_h128_seed2001_r7,1000,7.5022519999999995,20.830294,58.7442,1373.44,597.12,0.04515787999999999,2074.374,4.3617799999999995,0.0,0.607682,-1.738e-05,0.8442097070376628,0.8215655519255346,0.45845809128630705
baseline,evolution,2001,8,base_w500_evolution_h128_seed2001_r8,1000,7.478658,20.843387999999994,62.548199999999994,1377.1,594.2,0.04906691999999999,2059.5440000000003,4.02742,0.0,0.6068420000000001,1.428000000000001e-05,0.8413404030208319,0.8221366913692252,0.49002655601659745
baseline,evolution,2001,9,base_w500_evolution_h128_seed2001_r9,1000,7.533857999999999,21.182718,61.896800000000006,1385.3,597.44,0.049424960000000004,2093.788,5.14186,0.0,0.6076940000000001,-6.520000000000008e-06,0.8480533631687116,0.8369377259978802,0.48462074688796686
baseline,evolution,2001,10,base_w500_evolution_h128_seed2001_r10,1000,7.523469999999999,20.971151999999996,61.86860000000001,1368.28,587.06,0.04954062000000001,2059.634,4.2142599999999995,0.0,0.6121679999999999,-1.4159999999999991e-05,0.8467900619003025,0.8277095537400603,0.4843867219917013
baseline,evolution,2002,1,base_w500_evolution_h128_seed2002_r1,1000,7.562048000000001,21.32739,64.9072,1407.48,602.8,0.0486558,2059.938,3.6287000000000003,0.0,0.610642,9.28e-06,0.8514815940848119,0.8432480884232382,0.5096033195020747
baseline,evolution,2002,2,base_w500_evolution_h128_seed2002_r2,1000,7.518184,21.082078000000003,59.31879999999999,1401.3,596.1,0.046927840000000005,2078.334,3.9797000000000002,0.0,0.608536,4.504e-05,0.8461472229991851,0.8325479693449825,0.4632265560165974
baseline,evolution,2002,3,base_w500_evolution_h128_seed2002_r3,1000,7.53854,21.116276,62.93860000000001,1395.44,596.44,0.04912892000000001,2062.4519999999998,3.70048,0.0,0.6091599999999999,-2.148e-05,0.8486227486653126,0.8340396316861568,0.49326639004149386
baseline,evolution,2002,4,base_w500_evolution_h128_seed2002_r4,1000,7.482408000000001,21.113490000000002,62.361,1424.14,608.6,0.04944864,2050.9500000000003,3.3256,0.0,0.608954,2.3039999999999996e-05,0.8417964465091392,0.833918110799482,0.4884730290456431
baseline,evolution,2002,5,base_w500_evolution_h128_seed2002_r5,1000,7.580431999999999,21.301394000000002,62.0554,1393.9,596.18,0.0499857,2085.136,4.08078,0.0,0.6059760000000001,-5.520000000000004e-06,0.8537173016818881,0.8421141842703296,0.4859369294605809
baseline,evolution,2002,6,base_w500_evolution_h128_seed2002_r6,1000,7.5332799999999995,20.897476,62.25860000000001,1411.22,606.14,0.04986122,2068.56,3.8581800000000004,0.0,0.610022,-5.260000000000006e-06,0.847983071665714,0.8244959238597058,0.4876232365145229
baseline,evolution,2002,7,base_w500_evolution_h128_seed2002_r7,1000,7.4652639999999995,21.035472000000006,62.9178,1416.38,617.56,0.0492391,2087.0460000000003,3.90426,0.0,0.6082320000000001,-2.3740000000000003e-05,0.839711537292196,0.8305150897884946,0.49309377593361
baseline,evolution,2002,8,base_w500_evolution_h128_seed2002_r8,1000,7.481866000000001,21.155500000000004,63.0364,1417.9,617.12,0.04981534000000001,2101.522,4.419319999999999,0.0,0.6065079999999999,5.044e-05,0.8417305330236291,0.8357505201495241,0.4940780082987552
baseline,evolution,2002,9,base_w500_evolution_h128_seed2002_r9,1000,7.527380000000001,21.065299999999997,60.038799999999995,1405.22,602.24,0.04972216,2057.542,3.70912,0.0,0.6087600000000001,-3.6540000000000006e-05,0.8472655632441111,0.8318161396835919,0.4692016597510373
baseline,evolution,2002,10,base_w500_evolution_h128_seed2002_r10,1000,7.594018,21.415713999999998,65.6496,1397.38,603.1,0.05051193999999999,2072.228,3.7908,0.0,0.60977,1.962e-05,0.8553695168371256,0.8471006407544239,0.5157643153526972
baseline,evolution,2003,1,base_w500_evolution_h128_seed2003_r1,1000,7.304689999999999,20.481494,59.4464,1366.54,587.74,0.049141399999999995,2054.244,3.8667399999999996,0.0,0.609636,-2.3099999999999996e-05,0.8201838767344852,0.806351450966366,0.4642854771784232
baseline,evolution,2003,2,base_w500_evolution_h128_seed2003_r2,1000,7.372942,20.663032,58.5784,1368.42,599.1,0.047951799999999996,2092.026,4.72016,0.0,0.607264,3.519999999999986e-06,0.8284841114448673,0.8142698496473453,0.4570821576763486
baseline,evolution,2003,3,base_w500_evolution_h128_seed2003_r3,1000,7.409104,20.692486,61.907799999999995,1335.62,579.84,0.05065576,2063.22,3.7281999999999993,0.0,0.6059979999999999,1.2960000000000003e-05,0.8328818300113098,0.8155545862575841,0.4847120331950207
baseline,evolution,2003,4,base_w500_evolution_h128_seed2003_r4,1000,7.40395,20.636436,61.830999999999996,1338.5,578.36,0.04851265999999999,2053.3320000000003,3.98392,0.0,0.6083999999999999,2.500000000000003e-06,0.8322550438409806,0.8131097744492085,0.4840746887966805
baseline,evolution,2003,5,base_w500_evolution_h128_seed2003_r5,1000,7.344794,20.5713,60.358000000000004,1364.06,592.52,0.0516251,2062.3459999999995,4.13978,0.0,0.6066400000000001,1.1779999999999992e-05,0.8250609882158363,0.8102686457792647,0.47185062240663905
baseline,evolution,2003,6,base_w500_evolution_h128_seed2003_r6,1000,7.386233999999999,20.820104,60.989200000000004,1359.6,584.12,0.049377259999999985,2056.346,4.33352,0.0,0.607994,4.04e-05,0.830100572790621,0.821121080340747,0.477088796680498
baseline,evolution,2003,7,base_w500_evolution_h128_seed2003_r7,1000,7.4224120000000005,20.840795999999997,60.9872,1350.04,581.72,0.04819295999999999,2054.75,3.9634000000000005,0.0,0.612024,-1.3120000000000003e-05,0.8345002371426138,0.8220236324538407,0.4770721991701245
baseline,evolution,2003,8,base_w500_evolution_h128_seed2003_r8,1000,7.325900000000002,20.643065999999997,61.886,1361.82,595.32,0.048761160000000005,2083.1079999999997,4.5856,0.0,0.607062,-3.8939999999999996e-05,0.8227632587043501,0.8133989644989771,0.4845311203319502
baseline,evolution,2003,9,base_w500_evolution_h128_seed2003_r9,1000,7.45252,20.721904,59.0494,1343.7,572.14,0.05096674,2047.3480000000002,4.043780000000001,0.0,0.6117839999999999,3.45e-05,0.8381617191015335,0.8168377526051094,0.4609908713692946
baseline,evolution,2003,10,base_w500_evolution_h128_seed2003_r10,1000,7.389595999999999,20.707764,61.5282,1341.2,577.62,0.04776336,2081.874,4.61778,0.0,0.6113880000000002,-1.0479999999999996e-05,0.830509430979338,0.8162209883059047,0.4815618257261411
baseline,evolution,2004,1,base_w500_evolution_h128_seed2004_r1,1000,7.48214,20.771288,60.667,1384.78,585.34,0.04829881999999999,2055.03,3.96464,0.0,0.605976,-5.882e-05,0.8417638546011746,0.8189918041010027,0.47441493775933613
baseline,evolution,2004,2,base_w500_evolution_h128_seed2004_r2,1000,7.390713999999999,20.740144,60.736599999999996,1391.14,597.02,0.048522340000000004,2066.134,4.012759999999999,0.0,0.6108699999999999,4.267999999999999e-05,0.830645392744652,0.8176333523800385,0.4749925311203319
baseline,evolution,2004,3,base_w500_evolution_h128_seed2004_r3,1000,7.530777999999998,20.959348,59.707,1384.28,585.46,0.04817646,2079.994,4.49678,0.0,0.609016,3.1000000000000025e-06,0.8476787994503153,0.8271946820436097,0.466448132780083
baseline,evolution,2004,4,base_w500_evolution_h128_seed2004_r4,1000,7.480316,20.998608,64.23859999999999,1389.3,591.38,0.048862060000000006,2063.6279999999997,4.08346,0.0,0.611558,3.1859999999999997e-05,0.8415420350484621,0.8289071407696905,0.5040547717842323
baseline,evolution,2004,5,base_w500_evolution_h128_seed2004_r5,1000,7.506484,21.125004,63.675200000000004,1400.5,588.56,0.04916434,2063.83,4.19848,0.0,0.608174,2.772e-05,0.8447243673156672,0.8344203331574058,0.49937925311203324
baseline,evolution,2004,6,base_w500_evolution_h128_seed2004_r6,1000,7.453253999999999,20.937162000000004,63.3992,1389.96,594.24,0.04823885999999999,2061.944,4.0314,0.0,0.6104459999999999,3.638000000000001e-05,0.8382509820136447,0.8262269640278985,0.49708879668049794
baseline,evolution,2004,7,base_w500_evolution_h128_seed2004_r7,1000,7.476422,20.690095999999997,60.3786,1390.16,585.82,0.04837864,2067.4519999999998,4.119719999999999,0.0,0.608784,-8.820000000000002e-06,0.841068479490204,0.8154503382607594,0.47202157676348544
baseline,evolution,2004,8,base_w500_evolution_h128_seed2004_r8,1000,7.411644000000001,20.714830000000003,59.5986,1394.58,598.82,0.04973546000000001,2054.0480000000002,3.708980000000001,0.0,0.6119140000000001,-5.098e-05,0.8331907234673899,0.8165291959818723,0.4655485477178423
baseline,evolution,2004,9,base_w500_evolution_h128_seed2004_r9,1000,7.369081999999999,20.777541999999997,63.047999999999995,1399.08,602.84,0.04900921999999999,2067.9320000000002,3.8276800000000004,0.0,0.603692,1.0600000000000117e-06,0.8280146906809032,0.8192645936290951,0.4941742738589211
baseline,evolution,2004,10,base_w500_evolution_h128_seed2004_r10,1000,7.477724,20.918298,63.35959999999999,1391.38,594.12,0.04817888,2070.418,4.18258,0.0,0.613762,2.424e-05,0.8412268177893444,0.8254041463659323,0.4967601659751037
baseline,evolution,2005,1,base_w500_evolution_h128_seed2005_r1,1000,7.458255999999999,20.689059999999998,57.7892,1367.22,580.86,0.04779356,2073.13,4.47358,0.0,0.610064,2.2840000000000005e-05,0.8388592832212478,0.8154051495893326,0.4505327800829876
baseline,evolution,2005,2,base_w500_evolution_h128_seed2005_r2,1000,7.404977999999999,20.577992,58.688,1357.76,577.16,0.04819196,2066.3179999999998,3.8148400000000002,0.0,0.6079680000000001,-3.660000000000006e-06,0.832380060562575,0.8105605401703735,0.4579917012448133
baseline,evolution,2005,3,base_w500_evolution_h128_seed2005_r3,1000,7.494022,21.187428,61.1278,1381.06,579.34,0.046784120000000005,2043.8519999999999,3.8654599999999992,0.0,0.614868,-4.4460000000000005e-05,0.8432088435953251,0.8371431687029194,0.4782390041493776
baseline,evolution,2005,4,base_w500_evolution_h128_seed2005_r4,1000,7.439868000000001,20.800563999999998,60.9366,1366.78,577.48,0.04844774,2045.5539999999999,3.48836,0.0,0.6095579999999999,-3.48e-06,0.836623089177784,0.8202687766344907,0.47665228215767635
baseline,evolution,2005,5,base_w500_evolution_h128_seed2005_r5,1000,7.420861999999999,20.657674,61.961000000000006,1383.74,588.14,0.0483605,2069.3819999999996,4.248139999999999,0.0,0.612004,1.698e-05,0.8343117391674467,0.8140361422134598,0.48515352697095443
baseline,evolution,2005,6,base_w500_evolution_h128_seed2005_r6,1000,7.4765060000000005,20.68721,60.1392,1374.08,576.46,0.047064060000000005,2065.0360000000005,4.105339999999999,0.0,0.6106739999999999,-1.5680000000000002e-05,0.8410786948643423,0.8153244555332133,0.47003485477178425
baseline,evolution,2005,7,base_w500_evolution_h128_seed2005_r7,1000,7.450724,20.606546,59.8768,1355.16,564.62,0.047531659999999996,2041.816,3.5083400000000005,0.0,0.613826,-3.3799999999999995e-05,0.8379433046735335,0.8118060202127707,0.4678572614107884
baseline,evolution,2005,8,base_w500_evolution_h128_seed2005_r8,1000,7.461215999999999,20.682946,60.111599999999996,1379.52,579.86,0.04806915999999999,2046.3940000000002,3.6415799999999994,0.0,0.6083999999999999,-2.52e-06,0.8392192535480181,0.8151384666384601,0.4698058091286307
baseline,evolution,2005,9,base_w500_evolution_h128_seed2005_r9,1000,7.4494419999999995,20.80359,61.72839999999999,1379.68,584.66,0.048017260000000006,2067.272,4.106859999999999,0.0,0.60521,-5.46e-05,0.837787398606331,0.820400765939257,0.48322323651452276
baseline,evolution,2005,10,base_w500_evolution_h128_seed2005_r10,1000,7.447267999999999,20.812721999999997,61.0084,1373.8,582.64,0.04790344,2044.23,3.54122,0.0,0.606158,-1.3020000000000004e-05,0.8375230149947097,0.820799089247626,0.477248132780083
baseline,evolution,2006,1,base_w500_evolution_h128_seed2006_r1,1000,7.521358,20.942911999999996,60.9066,1387.26,587.28,0.04978252,2056.06,4.162780000000001,0.0,0.610852,-5.834000000000001e-05,0.8465332182076881,0.8264777698779991,0.47640331950207465
baseline,evolution,2006,2,base_w500_evolution_h128_seed2006_r2,1000,7.4994119999999995,20.897706,60.719199999999994,1390.92,595.4,0.04838378000000001,2092.9919999999997,4.56314,0.0,0.6076879999999999,3.488000000000002e-05,0.8438643301025185,0.8245059560937098,0.4748481327800829
baseline,evolution,2006,3,base_w500_evolution_h128_seed2006_r3,1000,7.513238,20.758470000000003,61.9118,1395.34,590.3,0.047988340000000004,2062.042,4.100420000000001,0.0,0.60719,-1.0239999999999995e-05,0.8455457320410074,0.8184327033381169,0.48474522821576765
baseline,evolution,2006,4,base_w500_evolution_h128_seed2006_r4,1000,7.4744459999999995,20.87687,61.958,1395.42,600.6,0.04658085999999999,2054.9680000000003,3.8611,0.0,0.613918,4.3e-05,0.8408281749747654,0.8235971229297613,0.4851286307053942
baseline,evolution,2006,5,base_w500_evolution_h128_seed2006_r5,1000,7.569342000000001,21.035771999999998,61.2714,1382.26,590.76,0.049291879999999996,2064.78,4.273639999999999,0.0,0.6077819999999999,4.880000000000004e-06,0.8523686290724684,0.8305281753111082,0.47943070539419086
baseline,evolution,2006,6,base_w500_evolution_h128_seed2006_r6,1000,7.553266000000001,21.033752,60.71900000000001,1385.52,591.54,0.04776675999999999,2059.1040000000003,3.9813200000000006,0.0,0.609636,-1.8000000000000058e-07,0.8504136010409953,0.8304400661255076,0.4748464730290457
baseline,evolution,2006,7,base_w500_evolution_h128_seed2006_r7,1000,7.463696,20.823282,62.102000000000004,1395.34,594.58,0.04981202,2054.0319999999997,4.00608,0.0,0.6068939999999999,3.668e-05,0.8395208503082852,0.8212596996436375,0.4863236514522822
baseline,evolution,2006,8,base_w500_evolution_h128_seed2006_r8,1000,7.551322000000002,20.915712000000003,60.92000000000001,1382.38,584.96,0.04904058000000001,2036.0839999999996,3.6182200000000004,0.0,0.6082599999999999,3.6519999999999996e-05,0.850177188096657,0.825291349161,0.47651452282157686
baseline,evolution,2006,9,base_w500_evolution_h128_seed2006_r9,1000,7.492054,20.734408,62.477,1398.14,594.56,0.047239699999999996,2067.528,4.350079999999999,0.0,0.6097839999999999,2.2960000000000004e-05,0.8429695119726616,0.8173831571876594,0.48943568464730286
baseline,evolution,2006,10,base_w500_evolution_h128_seed2006_r10,1000,7.4678819999999995,20.860857999999997,62.42679999999999,1382.62,599.76,0.050183979999999996,2087.036,4.86218,0.0,0.6096340000000001,1.1199999999999973e-06,0.8400299164528329,0.8228987049694452,0.4890190871369294
baseline,evolution,2007,1,base_w500_evolution_h128_seed2007_r1,1000,7.44015,20.782778000000004,59.1796,1397.14,604.2,0.04923933999999999,2064.846,3.9339,0.0,0.6091380000000001,-1.174e-05,0.8366573836481045,0.8194929796171178,0.4620713692946058
baseline,evolution,2007,2,base_w500_evolution_h128_seed2007_r2,1000,7.5288200000000005,21.172314,62.988600000000005,1388.64,594.7,0.04987438000000001,2079.924,4.08296,0.0,0.611024,-6.984e-05,0.8474406839436208,0.8364839200736279,0.4936813278008299
baseline,evolution,2007,3,base_w500_evolution_h128_seed2007_r3,1000,7.372538,20.763136,60.7488,1405.26,604.04,0.04780634000000001,2053.058,3.82688,0.0,0.6127819999999999,-2.1720000000000002e-05,0.8284349803597268,0.8186362268331727,0.47509377593360996
baseline,evolution,2007,4,base_w500_evolution_h128_seed2007_r4,1000,7.462949999999999,20.878748,61.30000000000001,1394.54,599.32,0.04823662000000001,2071.994,3.946120000000001,0.0,0.6065600000000001,4.234e-05,0.8394301280570113,0.8236790383013248,0.4796680497925312
baseline,evolution,2007,5,base_w500_evolution_h128_seed2007_r5,1000,7.546111999999999,21.01026,62.1276,1384.74,588.44,0.048220139999999995,2066.844,4.37286,0.0,0.6092920000000001,-1.494e-05,0.8495435916769022,0.8294153824680168,0.4865360995850623
baseline,evolution,2007,6,base_w500_evolution_h128_seed2007_r6,1000,7.4972379999999985,20.885088,62.1694,1399.38,600.76,0.0476365,2077.314,4.38202,0.0,0.60804,1.242e-05,0.8435999464908971,0.8239555790125664,0.48688298755186726
baseline,evolution,2007,7,base_w500_evolution_h128_seed2007_r7,1000,7.505492000000001,20.922394,61.8452,1378.34,586.4,0.04949542,2063.0460000000003,3.9076199999999996,0.0,0.611254,2.2720000000000006e-05,0.8446037286115604,0.8255828073680217,0.48419253112033195
baseline,evolution,2007,8,base_w500_evolution_h128_seed2007_r8,1000,7.46317,21.201296000000003,64.2184,1411.72,600.76,0.0481118,2063.724,4.01004,0.0,0.6133279999999999,-1.4700000000000002e-05,0.8394568826083255,0.8377480687949543,0.5038871369294606
baseline,evolution,2007,9,base_w500_evolution_h128_seed2007_r9,1000,7.496222,20.815773999999998,62.604800000000004,1396.04,602.7,0.046682959999999996,2063.442,3.8398000000000003,0.0,0.6104980000000001,8.88e-06,0.8434763891084652,0.8209322126310187,0.490496265560166
baseline,evolution,2007,10,base_w500_evolution_h128_seed2007_r10,1000,7.481683999999999,20.869829999999997,59.3252,1400.54,599.04,0.04768964,2065.48,4.46612,0.0,0.610274,-2.1580000000000003e-05,0.8417083997129963,0.8232900493324201,0.46327966804979254
baseline,evolution,2008,1,base_w500_evolution_h128_seed2008_r1,1000,7.477838,21.078906000000003,62.31760000000001,1350.02,569.38,0.04721162,2043.504,3.7922800000000008,0.0,0.610098,-3.096e-05,0.8412406815113889,0.8324096117525442,0.4881128630705395
baseline,evolution,2008,2,base_w500_evolution_h128_seed2008_r2,1000,7.487612000000001,21.044736000000004,58.7772,1385.5,592.82,0.04858196000000001,2052.374,4.0939000000000005,0.0,0.6120639999999999,3.218000000000001e-05,0.8424293132593124,0.8309191707268138,0.4587319502074689
baseline,evolution,2008,3,base_w500_evolution_h128_seed2008_r3,1000,7.466396000000002,21.032497999999997,61.846399999999996,1392.9,604.88,0.04846998,2064.1739999999995,4.07012,0.0,0.612096,-1.200000000000005e-06,0.8398492016198665,0.8303853686409811,0.484202489626556
baseline,evolution,2008,4,base_w500_evolution_h128_seed2008_r4,1000,7.552919999999999,21.098328000000002,61.56580000000001,1370.6,589.2,0.048557239999999995,2068.9600000000005,4.10896,0.0,0.6103879999999999,-2.8160000000000008e-05,0.8503715234284739,0.8332567684865722,0.4818738589211619
baseline,evolution,2008,5,base_w500_evolution_h128_seed2008_r5,1000,7.478268000000001,21.11593,64.2476,1370.02,591.46,0.04532884,2078.32,3.9716199999999997,0.0,0.610776,5.2860000000000006e-05,0.8412929744980481,0.8340245397167421,0.5041294605809129
baseline,evolution,2008,6,base_w500_evolution_h128_seed2008_r6,1000,7.478257999999999,20.976756,62.1614,1389.78,605.92,0.04760916,2059.49,3.715,0.0,0.612436,5.497999999999998e-05,0.841291758382079,0.8279539913024894,0.48681659751037343
baseline,evolution,2008,7,base_w500_evolution_h128_seed2008_r7,1000,7.538522,20.868166000000002,62.07580000000001,1357.36,585.06,0.04904794,2061.436,3.7599600000000004,0.0,0.6118199999999999,7.466e-05,0.8486205596565688,0.8232174683003216,0.4861062240663901
baseline,evolution,2008,8,base_w500_evolution_h128_seed2008_r8,1000,7.4630279999999996,21.010157999999997,61.6594,1393.18,609.36,0.0486956,2089.136,5.067159999999999,0.0,0.607952,-1.4660000000000004e-05,0.8394396137615682,0.8294109333903279,0.482650622406639
baseline,evolution,2008,9,base_w500_evolution_h128_seed2008_r9,1000,7.547808,20.925534000000003,58.920199999999994,1378.26,594.9,0.04849942,2072.3,4.1986,0.0,0.611,-6.560000000000007e-06,0.8497498449452139,0.8257197691713812,0.4599186721991701
baseline,evolution,2008,10,base_w500_evolution_h128_seed2008_r10,1000,7.476486000000001,21.063018000000003,62.7496,1372.44,600.0,0.04626198000000001,2068.4339999999997,3.9035200000000003,0.0,0.610622,-4.096e-05,0.8410762626324048,0.8317166024749086,0.4916979253112033
baseline,evolution,2009,1,base_w500_evolution_h128_seed2009_r1,1000,7.433679999999999,21.082583999999997,61.8974,1376.46,591.34,0.04829561999999999,2062.162,3.71226,0.0,0.606262,-1.9999999999999618e-07,0.8358705566162787,0.8325700402597911,0.4846257261410788
baseline,evolution,2009,2,base_w500_evolution_h128_seed2009_r2,1000,7.488980000000001,20.974612,60.97959999999999,1362.9,587.24,0.0492944,2082.692,4.23974,0.0,0.6094719999999999,2.5560000000000006e-05,0.8425956779238467,0.8278604734342082,0.4770091286307053
baseline,evolution,2009,3,base_w500_evolution_h128_seed2009_r3,1000,7.519036000000001,21.165072,61.43460000000001,1348.84,579.66,0.0499502,2072.2780000000002,3.771820000000001,0.0,0.610492,-4.2579999999999996e-05,0.8462508360797285,0.8361680355577268,0.480785062240664
baseline,evolution,2009,4,base_w500_evolution_h128_seed2009_r4,1000,7.483787999999999,21.318506,63.508199999999995,1367.68,587.72,0.04831908,2082.93,4.38842,0.0,0.6098859999999999,-5.5540000000000014e-05,0.841964270512836,0.84286058248023,0.49799336099585056
baseline,evolution,2009,5,base_w500_evolution_h128_seed2009_r5,1000,7.422927999999998,21.134564,63.4096,1383.76,592.7,0.05149132,2060.4339999999997,3.9396199999999997,0.0,0.610592,2.2759999999999992e-05,0.8345629887266046,0.8348373251447041,0.4971751037344398
baseline,evolution,2009,6,base_w500_evolution_h128_seed2009_r6,1000,7.429328000000001,20.953015999999998,62.1616,1372.8,587.84,0.04903042,2069.726,4.10096,0.0,0.608326,-2.439999999999992e-06,0.835341302946649,0.8269184902796376,0.4868182572614108
baseline,evolution,2009,7,base_w500_evolution_h128_seed2009_r7,1000,7.421642,20.694506,57.979400000000005,1368.68,582.86,0.04878236,2056.4919999999997,3.9833,0.0,0.6047479999999998,-3.800000000000076e-07,0.8344065962130148,0.8156426954431849,0.4521112033195021
baseline,evolution,2009,8,base_w500_evolution_h128_seed2009_r8,1000,7.423422,20.894132,60.937599999999996,1363.6,586.86,0.048781120000000004,2056.844,3.8579000000000003,0.0,0.61116,-1.088e-05,0.8346230648554647,0.8243500639009688,0.47666058091286306
baseline,evolution,2009,9,base_w500_evolution_h128_seed2009_r9,1000,7.468514,21.023584,57.7966,1363.86,589.58,0.04772545999999999,2083.348,4.42608,0.0,0.60724,3.920000000000003e-06,0.8401067749820621,0.8299965541457117,0.45059419087136926
baseline,evolution,2009,10,base_w500_evolution_h128_seed2009_r10,1000,7.4968639999999995,21.150609999999997,61.9174,1363.46,580.22,0.047590099999999996,2047.2920000000001,3.5456,0.0,0.609674,-1.1920000000000001e-05,0.8435544637536634,0.8355372261309162,0.4847917012448133
baseline,evolution,2010,1,base_w500_evolution_h128_seed2010_r1,1000,7.517127999999999,21.065638,62.398799999999994,1380.4,591.46,0.05023184000000001,2063.9339999999997,3.5435199999999996,0.0,0.608464,-7.519999999999997e-06,0.8460188011528776,0.8318308827057371,0.4887867219917012
