metric,condition,n_runs,norm_lo,norm_hi,raw_mean,raw_std,norm_mean,norm_std,norm_min,norm_max,norm_iqr
avg_fitness,evolution,100,0.5604,8.4169,6.6537054,1.0174127454389474,0.7755750525042958,0.1294994902868895,0.386840705148603,0.8509002736587541,0.026384013237446546
avg_fitness,learning,100,0.5604,8.4169,7.187158060000001,0.061370721934354264,0.8434745828295039,0.007811458274594827,0.8170633233628207,0.8684378540062369,0.009293133074524396
avg_fitness,pure_rl,100,0.5604,8.4169,6.1649478,0.4912995507877474,0.7133644498186213,0.06253415016709062,0.3843917775090689,0.7953910774517914,0.06680118373321442
