panel,fraction,seed,rep,run,n_gens,avg_fitness
0.10,0.5,999,1,roam60d5_10r_evo_cull0.5_rec0.10_seed999_r1,1000,7.018277999999999
0.10,0.5,999,2,roam60d5_10r_evo_cull0.5_rec0.10_seed999_r2,1000,3.697628000000001
0.10,0.5,999,3,roam60d5_10r_evo_cull0.5_rec0.10_seed999_r3,1000,3.6411360000000004
0.10,0.5,999,4,roam60d5_10r_evo_cull0.5_rec0.10_seed999_r4,1000,3.735298
0.10,0.5,999,5,roam60d5_10r_evo_cull0.5_rec0.10_seed999_r5,1000,7.007617999999999
0.10,0.5,999,6,roam60d5_10r_evo_cull0.5_rec0.10_seed999_r6,1000,3.7144879999999993
0.10,0.5,999,7,roam60d5_10r_evo_cull0.5_rec0.10_seed999_r7,1000,3.8318119999999993
0.10,0.5,999,8,roam60d5_10r_evo_cull0.5_rec0.10_seed999_r8,1000,7.076996
0.10,0.5,999,9,roam60d5_10r_evo_cull0.5_rec0.10_seed999_r9,1000,3.558996
0.10,0.5,999,10,roam60d5_10r_evo_cull0.5_rec0.10_seed999_r10,1000,3.72828
0.10,0.6,1,1,roam60d5_10r_evo_cull0.6_rec0.10_seed1_r1,1000,7.018674
0.10,0.6,1,2,roam60d5_10r_evo_cull0.6_rec0.10_seed1_r2,1000,3.8824819999999995
0.10,0.6,1,3,roam60d5_10r_evo_cull0.6_rec0.10_seed1_r3,1000,7.1127
0.10,0.6,1,4,roam60d5_10r_evo_cull0.6_rec0.10_seed1_r4,1000,6.948994
0.10,0.6,1,5,roam60d5_10r_evo_cull0.6_rec0.10_seed1_r5,1000,3.541326
0.10,0.6,1,6,roam60d5_10r_evo_cull0.6_rec0.10_seed1_r6,1000,6.270894000000001
0.10,0.6,1,7,roam60d5_10r_evo_cull0.6_rec0.10_seed1_r7,1000,3.72533
0.10,0.6,1,8,roam60d5_10r_evo_cull0.6_rec0.10_seed1_r8,1000,3.8638480000000004
0.10,0.6,1,9,roam60d5_10r_evo_cull0.6_rec0.10_seed1_r9,1000,3.529708
0.10,0.6,1,10,roam60d5_10r_evo_cull0.6_rec0.10_seed1_r10,1000,7.008362
0.10,0.6,42,1,roam60d5_10r_evo_cull0.6_rec0.10_seed42_r1,1000,7.164485999999999
0.10,0.6,42,2,roam60d5_10r_evo_cull0.6_rec0.10_seed42_r2,1000,7.212606000000001
0.10,0.6,42,3,roam60d5_10r_evo_cull0.6_rec0.10_seed42_r3,1000,6.992812
0.10,0.6,42,4,roam60d5_10r_evo_cull0.6_rec0.10_seed42_r4,1000,4.58245
0.10,0.6,42,5,roam60d5_10r_evo_cull0.6_rec0.10_seed42_r5,1000,7.026948
0.10,0.6,42,6,roam60d5_10r_evo_cull0.6_rec0.10_seed42_r6,1000,7.096206
0.10,0.6,42,7,roam60d5_10r_evo_cull0.6_rec0.10_seed42_r7,1000,3.652224
0.10,0.6,42,8,roam60d5_10r_evo_cull0.6_rec0.10_seed42_r8,1000,7.092126
0.10,0.6,42,9,roam60d5_10r_evo_cull0.6_rec0.10_seed42_r9,1000,7.078917999999999
0.10,0.6,42,10,roam60d5_10r_evo_cull0.6_rec0.10_seed42_r10,1000,7.189927999999998
0.10,0.6,999,1,roam60d5_10r_evo_cull0.6_rec0.10_seed999_r1,1000,3.987412
0.10,0.6,999,2,roam60d5_10r_evo_cull0.6_rec0.10_seed999_r2,1000,3.704068
0.10,0.6,999,3,roam60d5_10r_evo_cull0.6_rec0.10_seed999_r3,1000,7.081446
0.10,0.6,999,4,roam60d5_10r_evo_cull0.6_rec0.10_seed999_r4,1000,7.135866000000001
0.10,0.6,999,5,roam60d5_10r_evo_cull0.6_rec0.10_seed999_r5,1000,3.6705859999999997
0.10,0.6,999,6,roam60d5_10r_evo_cull0.6_rec0.10_seed999_r6,1000,3.9746039999999994
0.10,0.6,999,7,roam60d5_10r_evo_cull0.6_rec0.10_seed999_r7,1000,7.028592
0.10,0.6,999,8,roam60d5_10r_evo_cull0.6_rec0.10_seed999_r8,1000,3.673222
0.10,0.6,999,9,roam60d5_10r_evo_cull0.6_rec0.10_seed999_r9,1000,7.110518000000001
0.10,0.6,999,10,roam60d5_10r_evo_cull0.6_rec0.10_seed999_r10,1000,3.789384
snap-back,0.2,1,1,roam60d5_10r_evo_cull0.2_seed1_r1,1000,3.4717159999999994
snap-back,0.2,1,2,roam60d5_10r_evo_cull0.2_seed1_r2,1000,5.893625999999999
snap-back,0.2,1,3,roam60d5_10r_evo_cull0.2_seed1_r3,1000,3.4465299999999996
snap-back,0.2,1,4,roam60d5_10r_evo_cull0.2_seed1_r4,1000,3.488804
snap-back,0.2,1,5,roam60d5_10r_evo_cull0.2_seed1_r5,1000,7.019010000000001
snap-back,0.2,1,6,roam60d5_10r_evo_cull0.2_seed1_r6,1000,3.5121240000000005
snap-back,0.2,1,7,roam60d5_10r_evo_cull0.2_seed1_r7,1000,7.023148000000001
snap-back,0.2,1,8,roam60d5_10r_evo_cull0.2_seed1_r8,1000,3.472627999999999
snap-back,0.2,1,9,roam60d5_10r_evo_cull0.2_seed1_r9,1000,7.2273900000000015
snap-back,0.2,1,10,roam60d5_10r_evo_cull0.2_seed1_r10,1000,7.155311999999999
snap-back,0.2,42,1,roam60d5_10r_evo_cull0.2_seed42_r1,1000,3.6796999999999995
snap-back,0.2,42,2,roam60d5_10r_evo_cull0.2_seed42_r2,1000,3.654552
snap-back,0.2,42,3,roam60d5_10r_evo_cull0.2_seed42_r3,1000,3.6179020000000004
snap-back,0.2,42,4,roam60d5_10r_evo_cull0.2_seed42_r4,1000,3.6456459999999997
snap-back,0.2,42,5,roam60d5_10r_evo_cull0.2_seed42_r5,1000,3.8892500000000005
snap-back,0.2,42,6,roam60d5_10r_evo_cull0.2_seed42_r6,1000,7.154299999999999
snap-back,0.2,42,7,roam60d5_10r_evo_cull0.2_seed42_r7,1000,6.91827
snap-back,0.2,42,8,roam60d5_10r_evo_cull0.2_seed42_r8,1000,6.777724000000001
snap-back,0.2,42,9,roam60d5_10r_evo_cull0.2_seed42_r9,1000,7.136028
snap-back,0.2,42,10,roam60d5_10r_evo_cull0.2_seed42_r10,1000,3.67603
snap-back,0.2,999,1,roam60d5_10r_evo_cull0.2_seed999_r1,1000,3.6549300000000007
snap-back,0.2,999,2,roam60d5_10r_evo_cull0.2_seed999_r2,1000,7.107473999999999
snap-back,0.2,999,3,roam60d5_10r_evo_cull0.2_seed999_r3,1000,7.030304000000001
snap-back,0.2,999,4,roam60d5_10r_evo_cull0.2_seed999_r4,1000,7.083393999999999
snap-back,0.2,999,5,roam60d5_10r_evo_cull0.2_seed999_r5,1000,6.732057999999999
snap-back,0.2,999,6,roam60d5_10r_evo_cull0.2_seed999_r6,1000,3.440144
snap-back,0.2,999,7,roam60d5_10r_evo_cull0.2_seed999_r7,1000,3.9577439999999995
snap-back,0.2,999,8,roam60d5_10r_evo_cull0.2_seed999_r8,1000,7.070292
snap-back,0.2,999,9,roam60d5_10r_evo_cull0.2_seed999_r9,1000,6.848364000000001
snap-back,0.2,999,10,roam60d5_10r_evo_cull0.2_seed999_r10,1000,7.04441
snap-back,0.3,1,1,roam60d5_10r_evo_cull0.3_seed1_r1,1000,3.859794
snap-back,0.3,1,2,roam60d5_10r_evo_cull0.3_seed1_r2,1000,7.019183999999999
snap-back,0.3,1,3,roam60d5_10r_evo_cull0.3_seed1_r3,1000,3.8757900000000007
snap-back,0.3,1,4,roam60d5_10r_evo_cull0.3_seed1_r4,1000,6.87088
snap-back,0.3,1,5,roam60d5_10r_evo_cull0.3_seed1_r5,1000,3.866176
snap-back,0.3,1,6,roam60d5_10r_evo_cull0.3_seed1_r6,1000,5.628915999999999
snap-back,0.3,1,7,roam60d5_10r_evo_cull0.3_seed1_r7,1000,3.779706
snap-back,0.3,1,8,roam60d5_10r_evo_cull0.3_seed1_r8,1000,3.443672
snap-back,0.3,1,9,roam60d5_10r_evo_cull0.3_seed1_r9,1000,3.507138
snap-back,0.3,1,10,roam60d5_10r_evo_cull0.3_seed1_r10,1000,3.4724180000000002
snap-back,0.3,42,1,roam60d5_10r_evo_cull0.3_seed42_r1,1000,3.617702
snap-back,0.3,42,2,roam60d5_10r_evo_cull0.3_seed42_r2,1000,3.823112
snap-back,0.3,42,3,roam60d5_10r_evo_cull0.3_seed42_r3,1000,7.09672
snap-back,0.3,42,4,roam60d5_10r_evo_cull0.3_seed42_r4,1000,6.476482
snap-back,0.3,42,5,roam60d5_10r_evo_cull0.3_seed42_r5,1000,7.114624
snap-back,0.3,42,6,roam60d5_10r_evo_cull0.3_seed42_r6,1000,3.9004399999999997
snap-back,0.3,42,7,roam60d5_10r_evo_cull0.3_seed42_r7,1000,3.8902360000000002
snap-back,0.3,42,8,roam60d5_10r_evo_cull0.3_seed42_r8,1000,7.16847
snap-back,0.3,42,9,roam60d5_10r_evo_cull0.3_seed42_r9,1000,3.6815959999999994
snap-back,0.3,42,10,roam60d5_10r_evo_cull0.3_seed42_r10,1000,3.61478
snap-back,0.3,999,1,roam60d5_10r_evo_cull0.3_seed999_r1,1000,3.5197780000000005
snap-back,0.3,999,2,roam60d5_10r_evo_cull0.3_seed999_r2,1000,3.6462380000000003
snap-back,0.3,999,3,roam60d5_10r_evo_cull0.3_seed999_r3,1000,7.12293
snap-back,0.3,999,4,roam60d5_10r_evo_cull0.3_seed999_r4,1000,7.203176000000001
snap-back,0.3,999,5,roam60d5_10r_evo_cull0.3_seed999_r5,1000,3.528308
snap-back,0.3,999,6,roam60d5_10r_evo_cull0.3_seed999_r6,1000,7.098248
snap-back,0.3,999,7,roam60d5_10r_evo_cull0.3_seed999_r7,1000,6.876616
snap-back,0.3,999,8,roam60d5_10r_evo_cull0.3_seed999_r8,1000,6.288866
snap-back,0.3,999,9,roam60d5_10r_evo_cull0.3_seed999_r9,1000,7.104646
snap-back,0.3,999,10,roam60d5_10r_evo_cull0.3_seed999_r10,1000,3.6751019999999994
snap-back,0.4,1,1,roam60d5_10r_evo_cull0.4_seed1_r1,1000,7.167388
snap-back,0.4,1,2,roam60d5_10r_evo_cull0.4_seed1_r2,1000,7.114151999999999
snap-back,0.4,1,3,roam60d5_10r_evo_cull0.4_seed1_r3,1000,7.020107999999999
snap-back,0.4,1,4,roam60d5_10r_evo_cull0.4_seed1_r4,1000,6.5348619999999995
snap-back,0.4,1,5,roam60d5_10r_evo_cull0.4_seed1_r5,1000,6.078268
snap-back,0.4,1,6,roam60d5_10r_evo_cull0.4_seed1_r6,1000,7.187371999999999
snap-back,0.4,1,7,roam60d5_10r_evo_cull0.4_seed1_r7,1000,3.8029680000000003
snap-back,0.4,1,8,roam60d5_10r_evo_cull0.4_seed1_r8,1000,7.141740000000001
snap-back,0.4,1,9,roam60d5_10r_evo_cull0.4_seed1_r9,1000,3.8481559999999995
snap-back,0.4,1,10,roam60d5_10r_evo_cull0.4_seed1_r10,1000,6.253216
snap-back,0.4,42,1,roam60d5_10r_evo_cull0.4_seed42_r1,1000,6.439510000000001
snap-back,0.4,42,2,roam60d5_10r_evo_cull0.4_seed42_r2,1000,7.0956399999999995
snap-back,0.4,42,3,roam60d5_10r_evo_cull0.4_seed42_r3,1000,4.003178
snap-back,0.4,42,4,roam60d5_10r_evo_cull0.4_seed42_r4,1000,7.024539999999999
snap-back,0.4,42,5,roam60d5_10r_evo_cull0.4_seed42_r5,1000,7.098055999999999
snap-back,0.4,42,6,roam60d5_10r_evo_cull0.4_seed42_r6,1000,3.831338
snap-back,0.4,42,7,roam60d5_10r_evo_cull0.4_seed42_r7,1000,3.6269020000000007
snap-back,0.4,42,8,roam60d5_10r_evo_cull0.4_seed42_r8,1000,3.6562820000000005
snap-back,0.4,42,9,roam60d5_10r_evo_cull0.4_seed42_r9,1000,3.97053
snap-back,0.4,42,10,roam60d5_10r_evo_cull0.4_seed42_r10,1000,3.860504
snap-back,0.4,999,1,roam60d5_10r_evo_cull0.4_seed999_r1,1000,3.551696
snap-back,0.4,999,2,roam60d5_10r_evo_cull0.4_seed999_r2,1000,3.7165019999999998
snap-back,0.4,999,3,roam60d5_10r_evo_cull0.4_seed999_r3,1000,3.9935140000000002
snap-back,0.4,999,4,roam60d5_10r_evo_cull0.4_seed999_r4,1000,7.0675799999999995
snap-back,0.4,999,5,roam60d5_10r_evo_cull0.4_seed999_r5,1000,3.63327
snap-back,0.4,999,6,roam60d5_10r_evo_cull0.4_seed999_r6,1000,3.6875600000000004
snap-back,0.4,999,7,roam60d5_10r_evo_cull0.4_seed999_r7,1000,3.507104
snap-back,0.4,999,8,roam60d5_10r_evo_cull0.4_seed999_r8,1000,7.176307999999999
snap-back,0.4,999,9,roam60d5_10r_evo_cull0.4_seed999_r9,1000,3.532334
snap-back,0.4,999,10,roam60d5_10r_evo_cull0.4_seed999_r10,1000,6.984978
snap-back,0.5,1,1,roam60d5_10r_evo_cull0.5_seed1_r1,1000,3.4439180000000005
snap-back,0.5,1,2,roam60d5_10r_evo_cull0.5_seed1_r2,1000,6.079294
snap-back,0.5,1,3,roam60d5_10r_evo_cull0.5_seed1_r3,1000,7.105281999999999
snap-back,0.5,1,4,roam60d5_10r_evo_cull0.5_seed1_r4,1000,7.1607639999999995
snap-back,0.5,1,5,roam60d5_10r_evo_cull0.5_seed1_r5,1000,3.4733599999999996
snap-back,0.5,1,6,roam60d5_10r_evo_cull0.5_seed1_r6,1000,7.143428
snap-back,0.5,1,7,roam60d5_10r_evo_cull0.5_seed1_r7,1000,6.423909999999999
snap-back,0.5,1,8,roam60d5_10r_evo_cull0.5_seed1_r8,1000,4.037296
snap-back,0.5,1,9,roam60d5_10r_evo_cull0.5_seed1_r9,1000,7.111406
snap-back,0.5,1,10,roam60d5_10r_evo_cull0.5_seed1_r10,1000,7.252256
snap-back,0.5,42,1,roam60d5_10r_evo_cull0.5_seed42_r1,1000,7.05231
snap-back,0.5,42,2,roam60d5_10r_evo_cull0.5_seed42_r2,1000,3.82485
snap-back,0.5,42,3,roam60d5_10r_evo_cull0.5_seed42_r3,1000,3.734308000000001
snap-back,0.5,42,4,roam60d5_10r_evo_cull0.5_seed42_r4,1000,3.90806
snap-back,0.5,42,5,roam60d5_10r_evo_cull0.5_seed42_r5,1000,6.095867999999999
snap-back,0.5,42,6,roam60d5_10r_evo_cull0.5_seed42_r6,1000,3.600002
snap-back,0.5,42,7,roam60d5_10r_evo_cull0.5_seed42_r7,1000,7.2197460000000016
snap-back,0.5,42,8,roam60d5_10r_evo_cull0.5_seed42_r8,1000,3.9104479999999997
snap-back,0.5,42,9,roam60d5_10r_evo_cull0.5_seed42_r9,1000,3.677308
snap-back,0.5,42,10,roam60d5_10r_evo_cull0.5_seed42_r10,1000,7.136900000000001
snap-back,0.5,999,1,roam60d5_10r_evo_cull0.5_seed999_r1,1000,7.197789999999999
snap-back,0.5,999,2,roam60d5_10r_evo_cull0.5_seed999_r2,1000,7.165799999999999
snap-back,0.5,999,3,roam60d5_10r_evo_cull0.5_seed999_r3,1000,7.104965999999999
snap-back,0.5,999,4,roam60d5_10r_evo_cull0.5_seed999_r4,1000,3.5123680000000004
snap-back,0.5,999,5,roam60d5_10r_evo_cull0.5_seed999_r5,1000,3.6754960000000008
snap-back,0.5,999,6,roam60d5_10r_evo_cull0.5_seed999_r6,1000,6.973748
snap-back,0.5,999,7,roam60d5_10r_evo_cull0.5_seed999_r7,1000,3.968542
snap-back,0.5,999,8,roam60d5_10r_evo_cull0.5_seed999_r8,1000,7.041042
snap-back,0.5,999,9,roam60d5_10r_evo_cull0.5_seed999_r9,1000,3.554506
snap-back,0.5,999,10,roam60d5_10r_evo_cull0.5_seed999_r10,1000,7.109888000000001
snap-back,0.6,1,1,roam60d5_10r_evo_cull0.6_seed1_r1,1000,3.494452
snap-back,0.6,1,2,roam60d5_10r_evo_cull0.6_seed1_r2,1000,3.478614
snap-back,0.6,1,3,roam60d5_10r_evo_cull0.6_seed1_r3,1000,7.185142
snap-back,0.6,1,4,roam60d5_10r_evo_cull0.6_seed1_r4,1000,7.055302
snap-back,0.6,1,5,roam60d5_10r_evo_cull0.6_seed1_r5,1000,3.8110119999999994
snap-back,0.6,1,6,roam60d5_10r_evo_cull0.6_seed1_r6,1000,3.5109520000000005
snap-back,0.6,1,7,roam60d5_10r_evo_cull0.6_seed1_r7,1000,3.481948
snap-back,0.6,1,8,roam60d5_10r_evo_cull0.6_seed1_r8,1000,7.102253999999999
snap-back,0.6,1,9,roam60d5_10r_evo_cull0.6_seed1_r9,1000,7.236988
snap-back,0.6,1,10,roam60d5_10r_evo_cull0.6_seed1_r10,1000,3.423679999999999
snap-back,0.6,42,1,roam60d5_10r_evo_cull0.6_seed42_r1,1000,3.73928
snap-back,0.6,42,2,roam60d5_10r_evo_cull0.6_seed42_r2,1000,7.0864660000000015
snap-back,0.6,42,3,roam60d5_10r_evo_cull0.6_seed42_r3,1000,6.880948000000001
snap-back,0.6,42,4,roam60d5_10r_evo_cull0.6_seed42_r4,1000,7.242419999999999
snap-back,0.6,42,5,roam60d5_10r_evo_cull0.6_seed42_r5,1000,5.19872
snap-back,0.6,42,6,roam60d5_10r_evo_cull0.6_seed42_r6,1000,4.292962
snap-back,0.6,42,7,roam60d5_10r_evo_cull0.6_seed42_r7,1000,6.583290000000001
snap-back,0.6,42,8,roam60d5_10r_evo_cull0.6_seed42_r8,1000,3.6377759999999997
snap-back,0.6,42,9,roam60d5_10r_evo_cull0.6_seed42_r9,1000,7.249312
snap-back,0.6,42,10,roam60d5_10r_evo_cull0.6_seed42_r10,1000,3.6161479999999995
snap-back,0.6,999,1,roam60d5_10r_evo_cull0.6_seed999_r1,1000,7.101768000000001
snap-back,0.6,999,2,roam60d5_10r_evo_cull0.6_seed999_r2,1000,4.528952
snap-back,0.6,999,3,roam60d5_10r_evo_cull0.6_seed999_r3,1000,7.066032000000002
snap-back,0.6,999,4,roam60d5_10r_evo_cull0.6_seed999_r4,1000,3.680026
snap-back,0.6,999,5,roam60d5_10r_evo_cull0.6_seed999_r5,1000,7.035634
snap-back,0.6,999,6,roam60d5_10r_evo_cull0.6_seed999_r6,1000,3.691112
snap-back,0.6,999,7,roam60d5_10r_evo_cull0.6_seed999_r7,1000,4.6374640000000005
snap-back,0.6,999,8,roam60d5_10r_evo_cull0.6_seed999_r8,1000,6.2943120000000015
snap-back,0.6,999,9,roam60d5_10r_evo_cull0.6_seed999_r9,1000,3.8665019999999997
snap-back,0.6,999,10,roam60d5_10r_evo_cull0.6_seed999_r10,1000,6.788018000000001
