id,rl,map_index,ticks,mean_fitness,std_clones,n_clones,mean_lifetime,mean_cave_entries,mean_drained_ticks,mean_predator_touches,deaths_survived,deaths_starved,deaths_drained,deaths_lifespan
s0_r0,0,0,2000,1.618400,2.519934,100,2000.00,0.0000,0.0000,0.0000,100,0,0,0
s0_r1,0,1,2000,0.297900,0.935179,100,2000.00,0.0000,0.0000,0.0000,100,0,0,0
s1_r0,0,0,2000,1.493400,2.040581,100,2000.00,0.0000,0.0000,0.0000,100,0,0,0
s1_r1,0,1,2000,0.283500,0.820020,100,2000.00,0.0000,0.0000,0.0000,100,0,0,0
s2_r0,0,0,2000,1.260500,1.687512,100,2000.00,0.0000,0.0000,0.0000,100,0,0,0
s2_r1,0,1,2000,0.463300,1.147382,100,2000.00,0.0000,0.0000,0.0000,100,0,0,0
s3_r0,0,0,2000,1.536400,2.439999,100,2000.00,0.0000,0.0000,0.0000,100,0,0,0
s3_r1,0,1,2000,0.427700,1.477751,100,2000.00,0.0000,0.0000,0.0000,100,0,0,0
s4_r0,0,0,2000,1.524900,2.355894,100,2000.00,0.0000,0.0000,0.0000,100,0,0,0
s4_r1,0,1,2000,0.254300,0.643180,100,2000.00,0.0000,0.0000,0.0000,100,0,0,0
s5_r0,0,0,2000,1.448500,2.163992,100,2000.00,0.0000,0.0000,0.0000,100,0,0,0
s5_r1,0,1,2000,0.369800,1.247517,100,2000.00,0.0000,0.0000,0.0000,100,0,0,0
s6_r0,0,0,2000,1.629600,2.423686,100,2000.00,0.0000,0.0000,0.0000,100,0,0,0
s6_r1,0,1,2000,0.235500,0.667220,100,2000.00,0.0000,0.0000,0.0000,100,0,0,0
s7_r0,0,0,2000,1.573900,2.212393,100,2000.00,0.0000,0.0000,0.0000,100,0,0,0
s7_r1,0,1,2000,0.343700,0.991568,100,2000.00,0.0000,0.0000,0.0000,100,0,0,0
s8_r0,0,0,2000,1.618900,2.251037,100,2000.00,0.0000,0.0000,0.0000,100,0,0,0
s8_r1,0,1,2000,0.403800,1.174091,100,2000.00,0.0000,0.0000,0.0000,100,0,0,0
s9_r0,0,0,2000,1.902700,2.552533,100,2000.00,0.0000,0.0000,0.0000,100,0,0,0
s9_r1,0,1,2000,0.597900,1.506847,100,2000.00,0.0000,0.0000,0.0000,100,0,0,0
s10_r0,0,0,2000,1.547100,2.381611,100,2000.00,0.0000,0.0000,0.0000,100,0,0,0
s10_r1,0,1,2000,0.487500,1.306333,100,2000.00,0.0000,0.0000,0.0000,100,0,0,0
s11_r0,0,0,2000,1.961300,2.882392,100,2000.00,0.0000,0.0000,0.0000,100,0,0,0
s11_r1,0,1,2000,0.626900,1.674734,100,2000.00,0.0000,0.0000,0.0000,100,0,0,0
s12_r0,0,0,2000,1.785800,2.282272,100,2000.00,0.0000,0.0000,0.0000,100,0,0,0
s12_r1,0,1,2000,0.595600,1.263009,100,2000.00,0.0000,0.0000,0.0000,100,0,0,0
s13_r0,0,0,2000,1.855700,2.570293,100,2000.00,0.0000,0.0000,0.0000,100,0,0,0
s13_r1,0,1,2000,0.726600,1.721382,100,2000.00,0.0000,0.0000,0.0000,100,0,0,0
s14_r0,0,0,2000,1.677300,2.439763,100,2000.00,0.0000,0.0000,0.0000,100,0,0,0
s14_r1,0,1,2000,0.541600,1.397728,100,2000.00,0.0000,0.0000,0.0000,100,0,0,0
s15_r0,0,0,2000,1.696500,2.384034,100,2000.00,0.0000,0.0000,0.0000,100,0,0,0
s15_r1,0,1,2000,0.468400,0.962340,100,2000.00,0.0000,0.0000,0.0000,100,0,0,0
s16_r0,0,0,2000,1.713600,2.540663,100,2000.00,0.0000,0.0000,0.0000,100,0,0,0
s16_r1,0,1,2000,0.477500,1.126253,100,2000.00,0.0000,0.0000,0.0000,100,0,0,0
s17_r0,0,0,2000,1.701100,2.455299,100,2000.00,0.0000,0.0000,0.0000,100,0,0,0
s17_r1,0,1,2000,0.392700,0.982597,100,2000.00,0.0000,0.0000,0.0000,100,0,0,0
s18_r0,0,0,2000,1.696700,2.702622,100,2000.00,0.0000,0.0000,0.0000,100,0,0,0
s18_r1,0,1,2000,0.331100,0.743490,100,2000.00,0.0000,0.0000,0.0000,100,0,0,0
s19_r0,0,0,2000,1.817900,2.823804,100,2000.00,0.0000,0.0000,0.0000,100,0,0,0
s19_r1,0,1,2000,0.446400,0.987186,100,2000.00,0.0000,0.0000,0.0000,100,0,0,0
s20_r0,0,0,2000,1.666400,2.611126,100,2000.00,0.0000,0.0000,0.0000,100,0,0,0
s20_r1,0,1,2000,0.547200,1.377567,100,2000.00,0.0000,0.0000,0.0000,100,0,0,0
s21_r0,0,0,2000,1.680600,2.480661,100,2000.00,0.0000,0.0000,0.0000,100,0,0,0
s21_r1,0,1,2000,0.861700,2.131926,100,2000.00,0.0000,0.0000,0.0000,100,0,0,0
s22_r0,0,0,2000,1.570500,2.077383,100,2000.00,0.0000,0.0000,0.0000,100,0,0,0
s22_r1,0,1,2000,0.740600,1.610898,100,2000.00,0.0000,0.0000,0.0000,100,0,0,0
s23_r0,0,0,2000,2.030200,2.900027,100,2000.00,0.0000,0.0000,0.0000,100,0,0,0
s23_r1,0,1,2000,0.709800,1.502976,100,2000.00,0.0000,0.0000,0.0000,100,0,0,0
s24_r0,0,0,2000,1.813800,2.743632,100,2000.00,0.0000,0.0000,0.0000,100,0,0,0
s24_r1,0,1,2000,0.779200,1.492926,100,2000.00,0.0000,0.0000,0.0000,100,0,0,0
s25_r0,0,0,2000,1.704400,2.098273,100,2000.00,0.0000,0.0000,0.0000,100,0,0,0
s25_r1,0,1,2000,0.659500,1.176889,100,2000.00,0.0000,0.0000,0.0000,100,0,0,0
