environment,condition,seed,rep,run,time,event,last_gen,first_crossing
hard,learning,2006,9,roam60d5_w500_learning_h128_lr0.02_seed2006_r9,43.0,1,1000.0,13.0
hard,learning,2006,10,roam60d5_w500_learning_h128_lr0.02_seed2006_r10,78.0,1,1000.0,7.0
hard,learning,2007,1,roam60d5_w500_learning_h128_lr0.02_seed2007_r1,55.0,1,1000.0,7.0
hard,learning,2007,2,roam60d5_w500_learning_h128_lr0.02_seed2007_r2,46.0,1,1000.0,10.0
hard,learning,2007,3,roam60d5_w500_learning_h128_lr0.02_seed2007_r3,55.0,1,1000.0,7.0
hard,learning,2007,4,roam60d5_w500_learning_h128_lr0.02_seed2007_r4,36.0,1,1000.0,7.0
hard,learning,2007,5,roam60d5_w500_learning_h128_lr0.02_seed2007_r5,46.0,1,1000.0,7.0
hard,learning,2007,6,roam60d5_w500_learning_h128_lr0.02_seed2007_r6,55.0,1,1000.0,13.0
hard,learning,2007,7,roam60d5_w500_learning_h128_lr0.02_seed2007_r7,30.0,1,1000.0,10.0
hard,learning,2007,8,roam60d5_w500_learning_h128_lr0.02_seed2007_r8,46.0,1,1000.0,10.0
hard,learning,2007,9,roam60d5_w500_learning_h128_lr0.02_seed2007_r9,55.0,1,1000.0,7.0
hard,learning,2007,10,roam60d5_w500_learning_h128_lr0.02_seed2007_r10,37.0,1,1000.0,7.0
hard,learning,2008,1,roam60d5_w500_learning_h128_lr0.02_seed2008_r1,52.0,1,1000.0,16.0
hard,learning,2008,2,roam60d5_w500_learning_h128_lr0.02_seed2008_r2,285.0,1,1000.0,16.0
hard,learning,2008,3,roam60d5_w500_learning_h128_lr0.02_seed2008_r3,48.0,1,1000.0,10.0
hard,learning,2008,4,roam60d5_w500_learning_h128_lr0.02_seed2008_r4,46.0,1,1000.0,13.0
hard,learning,2008,5,roam60d5_w500_learning_h128_lr0.02_seed2008_r5,49.0,1,1000.0,10.0
hard,learning,2008,6,roam60d5_w500_learning_h128_lr0.02_seed2008_r6,63.0,1,1000.0,16.0
hard,learning,2008,7,roam60d5_w500_learning_h128_lr0.02_seed2008_r7,64.0,1,1000.0,10.0
hard,learning,2008,8,roam60d5_w500_learning_h128_lr0.02_seed2008_r8,58.0,1,1000.0,10.0
hard,learning,2008,9,roam60d5_w500_learning_h128_lr0.02_seed2008_r9,52.0,1,1000.0,10.0
hard,learning,2008,10,roam60d5_w500_learning_h128_lr0.02_seed2008_r10,58.0,1,1000.0,10.0
hard,learning,2009,1,roam60d5_w500_learning_h128_lr0.02_seed2009_r1,43.0,1,1000.0,13.0
hard,learning,2009,2,roam60d5_w500_learning_h128_lr0.02_seed2009_r2,55.0,1,1000.0,13.0
hard,learning,2009,3,roam60d5_w500_learning_h128_lr0.02_seed2009_r3,55.0,1,1000.0,10.0
hard,learning,2009,4,roam60d5_w500_learning_h128_lr0.02_seed2009_r4,51.0,1,1000.0,13.0
hard,learning,2009,5,roam60d5_w500_learning_h128_lr0.02_seed2009_r5,37.0,1,1000.0,13.0
hard,learning,2009,6,roam60d5_w500_learning_h128_lr0.02_seed2009_r6,52.0,1,1000.0,13.0
hard,learning,2009,7,roam60d5_w500_learning_h128_lr0.02_seed2009_r7,52.0,1,1000.0,13.0
hard,learning,2009,8,roam60d5_w500_learning_h128_lr0.02_seed2009_r8,52.0,1,1000.0,13.0
hard,learning,2009,9,roam60d5_w500_learning_h128_lr0.02_seed2009_r9,46.0,1,1000.0,10.0
hard,learning,2009,10,roam60d5_w500_learning_h128_lr0.02_seed2009_r10,55.0,1,1000.0,7.0
hard,learning,2010,1,roam60d5_w500_learning_h128_lr0.02_seed2010_r1,46.0,1,1000.0,13.0
hard,learning,2010,2,roam60d5_w500_learning_h128_lr0.02_seed2010_r2,49.0,1,1000.0,13.0
hard,learning,2010,3,roam60d5_w500_learning_h128_lr0.02_seed2010_r3,49.0,1,1000.0,16.0
hard,learning,2010,4,roam60d5_w500_learning_h128_lr0.02_seed2010_r4,40.0,1,1000.0,13.0
hard,learning,2010,5,roam60d5_w500_learning_h128_lr0.02_seed2010_r5,46.0,1,1000.0,13.0
hard,learning,2010,6,roam60d5_w500_learning_h128_lr0.02_seed2010_r6,61.0,1,1000.0,13.0
hard,learning,2010,7,roam60d5_w500_learning_h128_lr0.02_seed2010_r7,61.0,1,1000.0,13.0
hard,learning,2010,8,roam60d5_w500_learning_h128_lr0.02_seed2010_r8,46.0,1,1000.0,13.0
hard,learning,2010,9,roam60d5_w500_learning_h128_lr0.02_seed2010_r9,51.0,1,1000.0,13.0
hard,learning,2010,10,roam60d5_w500_learning_h128_lr0.02_seed2010_r10,40.0,1,1000.0,13.0
