environment,condition,seed,rep,run,time,event,last_gen,first_crossing
hard,learning,2001,1,roam60d5_w500_learning_h128_lr0.02_seed2001_r1,54.0,1,1000.0,7.0
hard,learning,2001,2,roam60d5_w500_learning_h128_lr0.02_seed2001_r2,52.0,1,1000.0,16.0
hard,learning,2001,3,roam60d5_w500_learning_h128_lr0.02_seed2001_r3,64.0,1,1000.0,7.0
hard,learning,2001,4,roam60d5_w500_learning_h128_lr0.02_seed2001_r4,34.0,1,1000.0,16.0
hard,learning,2001,5,roam60d5_w500_learning_h128_lr0.02_seed2001_r5,49.0,1,1000.0,10.0
hard,learning,2001,6,roam60d5_w500_learning_h128_lr0.02_seed2001_r6,54.0,1,1000.0,16.0
hard,learning,2001,7,roam60d5_w500_learning_h128_lr0.02_seed2001_r7,64.0,1,1000.0,10.0
hard,learning,2001,8,roam60d5_w500_learning_h128_lr0.02_seed2001_r8,52.0,1,1000.0,7.0
hard,learning,2001,9,roam60d5_w500_learning_h128_lr0.02_seed2001_r9,37.0,1,1000.0,13.0
hard,learning,2001,10,roam60d5_w500_learning_h128_lr0.02_seed2001_r10,54.0,1,1000.0,16.0
hard,learning,2002,1,roam60d5_w500_learning_h128_lr0.02_seed2002_r1,42.0,1,1000.0,10.0
hard,learning,2002,2,roam60d5_w500_learning_h128_lr0.02_seed2002_r2,67.0,1,1000.0,16.0
hard,learning,2002,3,roam60d5_w500_learning_h128_lr0.02_seed2002_r3,55.0,1,1000.0,13.0
hard,learning,2002,4,roam60d5_w500_learning_h128_lr0.02_seed2002_r4,46.0,1,1000.0,7.0
hard,learning,2002,5,roam60d5_w500_learning_h128_lr0.02_seed2002_r5,49.0,1,1000.0,13.0
hard,learning,2002,6,roam60d5_w500_learning_h128_lr0.02_seed2002_r6,109.0,1,1000.0,7.0
hard,learning,2002,7,roam60d5_w500_learning_h128_lr0.02_seed2002_r7,40.0,1,1000.0,7.0
hard,learning,2002,8,roam60d5_w500_learning_h128_lr0.02_seed2002_r8,49.0,1,1000.0,13.0
hard,learning,2002,9,roam60d5_w500_learning_h128_lr0.02_seed2002_r9,57.0,1,1000.0,7.0
hard,learning,2002,10,roam60d5_w500_learning_h128_lr0.02_seed2002_r10,52.0,1,1000.0,16.0
hard,learning,2003,1,roam60d5_w500_learning_h128_lr0.02_seed2003_r1,55.0,1,1000.0,16.0
hard,learning,2003,2,roam60d5_w500_learning_h128_lr0.02_seed2003_r2,135.0,1,1000.0,99.0
hard,learning,2003,3,roam60d5_w500_learning_h128_lr0.02_seed2003_r3,43.0,1,1000.0,7.0
hard,learning,2003,4,roam60d5_w500_learning_h128_lr0.02_seed2003_r4,77.0,1,1000.0,19.0
hard,learning,2003,5,roam60d5_w500_learning_h128_lr0.02_seed2003_r5,67.0,1,1000.0,19.0
hard,learning,2003,6,roam60d5_w500_learning_h128_lr0.02_seed2003_r6,64.0,1,1000.0,10.0
hard,learning,2003,7,roam60d5_w500_learning_h128_lr0.02_seed2003_r7,40.0,1,1000.0,13.0
hard,learning,2003,8,roam60d5_w500_learning_h128_lr0.02_seed2003_r8,52.0,1,1000.0,13.0
hard,learning,2003,9,roam60d5_w500_learning_h128_lr0.02_seed2003_r9,61.0,1,1000.0,16.0
hard,learning,2003,10,roam60d5_w500_learning_h128_lr0.02_seed2003_r10,64.0,1,1000.0,16.0
hard,learning,2004,1,roam60d5_w500_learning_h128_lr0.02_seed2004_r1,43.0,1,1000.0,13.0
hard,learning,2004,2,roam60d5_w500_learning_h128_lr0.02_seed2004_r2,46.0,1,1000.0,19.0
hard,learning,2004,3,roam60d5_w500_learning_h128_lr0.02_seed2004_r3,43.0,1,1000.0,16.0
hard,learning,2004,4,roam60d5_w500_learning_h128_lr0.02_seed2004_r4,42.0,1,1000.0,10.0
hard,learning,2004,5,roam60d5_w500_learning_h128_lr0.02_seed2004_r5,43.0,1,1000.0,10.0
hard,learning,2004,6,roam60d5_w500_learning_h128_lr0.02_seed2004_r6,42.0,1,1000.0,16.0
hard,learning,2004,7,roam60d5_w500_learning_h128_lr0.02_seed2004_r7,40.0,1,1000.0,10.0
hard,learning,2004,8,roam60d5_w500_learning_h128_lr0.02_seed2004_r8,42.0,1,1000.0,10.0
hard,learning,2004,9,roam60d5_w500_learning_h128_lr0.02_seed2004_r9,43.0,1,1000.0,13.0
hard,learning,2004,10,roam60d5_w500_learning_h128_lr0.02_seed2004_r10,51.0,1,1000.0,13.0
hard,learning,2005,1,roam60d5_w500_learning_h128_lr0.02_seed2005_r1,37.0,1,1000.0,13.0
hard,learning,2005,2,roam60d5_w500_learning_h128_lr0.02_seed2005_r2,49.0,1,1000.0,13.0
hard,learning,2005,3,roam60d5_w500_learning_h128_lr0.02_seed2005_r3,57.0,1,1000.0,7.0
hard,learning,2005,4,roam60d5_w500_learning_h128_lr0.02_seed2005_r4,49.0,1,1000.0,13.0
hard,learning,2005,5,roam60d5_w500_learning_h128_lr0.02_seed2005_r5,61.0,1,1000.0,13.0
hard,learning,2005,6,roam60d5_w500_learning_h128_lr0.02_seed2005_r6,67.0,1,1000.0,13.0
hard,learning,2005,7,roam60d5_w500_learning_h128_lr0.02_seed2005_r7,37.0,1,1000.0,7.0
hard,learning,2005,8,roam60d5_w500_learning_h128_lr0.02_seed2005_r8,69.0,1,1000.0,7.0
hard,learning,2005,9,roam60d5_w500_learning_h128_lr0.02_seed2005_r9,45.0,1,1000.0,7.0
hard,learning,2005,10,roam60d5_w500_learning_h128_lr0.02_seed2005_r10,46.0,1,1000.0,7.0
hard,learning,2006,1,roam60d5_w500_learning_h128_lr0.02_seed2006_r1,48.0,1,1000.0,16.0
hard,learning,2006,2,roam60d5_w500_learning_h128_lr0.02_seed2006_r2,43.0,1,1000.0,13.0
hard,learning,2006,3,roam60d5_w500_learning_h128_lr0.02_seed2006_r3,43.0,1,1000.0,16.0
hard,learning,2006,4,roam60d5_w500_learning_h128_lr0.02_seed2006_r4,58.0,1,1000.0,13.0
hard,learning,2006,5,roam60d5_w500_learning_h128_lr0.02_seed2006_r5,51.0,1,1000.0,13.0
hard,learning,2006,6,roam60d5_w500_learning_h128_lr0.02_seed2006_r6,51.0,1,1000.0,13.0
hard,learning,2006,7,roam60d5_w500_learning_h128_lr0.02_seed2006_r7,43.0,1,1000.0,13.0
hard,learning,2006,8,roam60d5_w500_learning_h128_lr0.02_seed2006_r8,61.0,1,1000.0,7.0
