seed,rep,run,n_gens,avg_fitness,top20percent_fitness,best_fitness,total_agents,peak_population,genome_variance,avg_lifetime,avg_energy_end,avg_learned_weight_diff,avg_network_weight_mag,inter_gen_weight_change
2001,1,base_w500_learning_h128_lr0.01_seed2001_r1,1000,7.422778000000001,20.487489999999998,57.9482,1379.98,599.3,0.04781614,2060.458,4.13188,0.00095926,0.607166,-4.83e-05
2001,2,base_w500_learning_h128_lr0.01_seed2001_r2,1000,7.49264,20.950791999999996,61.675599999999996,1377.04,602.04,0.04791612,2102.41,4.5947000000000005,0.0009620999999999999,0.607178,5.103999999999999e-05
2001,3,base_w500_learning_h128_lr0.01_seed2001_r3,1000,7.531424,21.140898000000004,62.08520000000001,1359.74,584.4,0.04663152,2071.154,4.45228,0.0009561000000000001,0.611414,5.399999999999985e-07
2001,4,base_w500_learning_h128_lr0.01_seed2001_r4,1000,7.4266879999999995,20.572688,59.748999999999995,1384.64,609.78,0.048338599999999995,2075.8700000000003,4.281140000000001,0.00093004,0.60644,-7.119999999999996e-06
2001,5,base_w500_learning_h128_lr0.01_seed2001_r5,1000,7.498056,20.896275999999997,61.9352,1377.8,600.12,0.0506234,2098.192,4.652099999999999,0.0009459600000000001,0.613672,4.1519999999999995e-05
2001,6,base_w500_learning_h128_lr0.01_seed2001_r6,1000,7.47804,20.850731999999997,57.8996,1388.54,594.66,0.04783646,2060.172,4.24174,0.0009588999999999999,0.610298,6.120000000000003e-06
2001,7,base_w500_learning_h128_lr0.01_seed2001_r7,1000,7.5251339999999995,20.989454000000002,64.1962,1384.56,591.02,0.04804954,2060.322,4.4276800000000005,0.00092462,0.607976,-3.8499999999999994e-05
2001,8,base_w500_learning_h128_lr0.01_seed2001_r8,1000,7.487726,20.982654000000004,59.849399999999996,1396.72,603.44,0.049116259999999995,2066.2,4.22724,0.00092118,0.607668,-6.620000000000003e-06
2001,9,base_w500_learning_h128_lr0.01_seed2001_r9,1000,7.561808,21.004626000000002,61.486000000000004,1362.8,592.4,0.049541180000000004,2073.486,4.26894,0.0009115200000000001,0.611904,-2.1599999999999992e-06
2001,10,base_w500_learning_h128_lr0.01_seed2001_r10,1000,7.385601999999999,20.703286,60.8086,1399.64,612.0,0.051141860000000004,2069.51,4.41666,0.00090942,0.609528,1.1300000000000002e-05
2002,1,base_w500_learning_h128_lr0.01_seed2002_r1,1000,7.579794,21.101829999999996,60.07899999999999,1401.38,598.42,0.04985136,2066.086,3.7322999999999995,0.0009625,0.6103620000000001,2.9059999999999996e-05
2002,2,base_w500_learning_h128_lr0.01_seed2002_r2,1000,7.549746,21.332034,61.190200000000004,1403.02,603.32,0.05115342,2087.1960000000004,4.01552,0.00096414,0.606228,3.1399999999999983e-06
2002,3,base_w500_learning_h128_lr0.01_seed2002_r3,1000,7.590086,20.951616000000005,57.497600000000006,1387.36,595.78,0.04739478,2072.3099999999995,3.9081600000000005,0.00098182,0.6111719999999999,-5.352e-05
2002,4,base_w500_learning_h128_lr0.01_seed2002_r4,1000,7.439436000000001,20.798092,60.266799999999996,1408.7,602.52,0.05083694,2054.3340000000003,3.3045599999999995,0.0009746199999999999,0.6064240000000001,1.3280000000000003e-05
2002,5,base_w500_learning_h128_lr0.01_seed2002_r5,1000,7.547815999999999,21.151652,60.1678,1406.0,601.88,0.04695982,2083.366,4.04116,0.0009082199999999998,0.6112460000000001,4.406e-05
2002,6,base_w500_learning_h128_lr0.01_seed2002_r6,1000,7.585158,21.192391999999998,61.64860000000001,1406.08,598.88,0.051547459999999996,2048.0400000000004,3.4111599999999997,0.0009292799999999998,0.603926,3.459999999999998e-06
2002,7,base_w500_learning_h128_lr0.01_seed2002_r7,1000,7.635587999999999,21.194832,59.282,1397.32,600.08,0.04925054,2073.666,4.06654,0.0009333000000000001,0.6085340000000001,-3.920000000000001e-06
2002,8,base_w500_learning_h128_lr0.01_seed2002_r8,1000,7.614645999999999,21.200576,63.6894,1394.3,590.12,0.048380919999999994,2053.3740000000003,3.5140800000000003,0.0009697399999999999,0.60961,6.005999999999999e-05
2002,9,base_w500_learning_h128_lr0.01_seed2002_r9,1000,7.521508,21.006522,61.1084,1410.72,610.56,0.04729136,2063.394,3.8562,0.0009044999999999999,0.6083839999999999,1.1279999999999999e-05
2002,10,base_w500_learning_h128_lr0.01_seed2002_r10,1000,7.556750000000001,21.231873999999998,61.24759999999999,1411.1,601.12,0.05053093999999999,2076.482,3.8886999999999996,0.0009078399999999999,0.610294,-6.822e-05
2003,1,base_w500_learning_h128_lr0.01_seed2003_r1,1000,7.369404,20.721500000000002,60.919200000000004,1353.56,592.54,0.04922576,2092.4120000000003,4.79918,0.0009515,0.60994,6.976e-05
2003,2,base_w500_learning_h128_lr0.01_seed2003_r2,1000,7.44202,20.798986,61.9968,1348.44,570.92,0.04841936,2042.112,4.27212,0.00095246,0.60996,-6.06e-05
2003,3,base_w500_learning_h128_lr0.01_seed2003_r3,1000,7.442716000000002,20.606985999999996,61.25059999999999,1336.36,573.86,0.046693439999999996,2061.772,4.236940000000001,0.00097258,0.615108,3.268000000000001e-05
2003,4,base_w500_learning_h128_lr0.01_seed2003_r4,1000,7.397321999999999,20.733208,60.639599999999994,1361.54,587.96,0.04698309999999999,2061.522,4.26766,0.0009207600000000001,0.608264,2.7900000000000007e-05
2003,5,base_w500_learning_h128_lr0.01_seed2003_r5,1000,7.450198,20.718783999999996,58.3696,1351.04,586.34,0.0502818,2077.7780000000002,4.73076,0.00088676,0.61019,8.580000000000003e-06
2003,6,base_w500_learning_h128_lr0.01_seed2003_r6,1000,7.425946,20.755000000000006,61.7178,1359.64,582.28,0.04611168000000001,2068.396,4.370119999999999,0.00092522,0.608904,-3.419999999999997e-06
2003,7,base_w500_learning_h128_lr0.01_seed2003_r7,1000,7.403910000000001,20.63214,58.72599999999999,1360.1,583.96,0.047758480000000006,2073.6800000000003,4.636939999999999,0.0009545999999999999,0.609872,1.4559999999999998e-05
2003,8,base_w500_learning_h128_lr0.01_seed2003_r8,1000,7.380446000000001,20.552582,60.757999999999996,1362.4,590.68,0.05014112000000001,2072.12,4.56774,0.00092968,0.612054,3.3759999999999995e-05
2003,9,base_w500_learning_h128_lr0.01_seed2003_r9,1000,7.355982,20.550548,60.5166,1352.3,580.8,0.04983616,2075.7259999999997,4.25638,0.00095526,0.610962,3.1060000000000004e-05
2003,10,base_w500_learning_h128_lr0.01_seed2003_r10,1000,7.4467120000000016,20.733072000000003,60.7696,1332.82,572.8,0.04868327999999999,2067.5460000000003,4.29232,0.0009428399999999999,0.605498,4.559999999999994e-06
2004,1,base_w500_learning_h128_lr0.01_seed2004_r1,1000,7.516731999999999,20.900268,60.97559999999999,1387.54,585.84,0.05048318,2059.334,4.12678,0.0009724999999999998,0.612166,2.64e-05
2004,2,base_w500_learning_h128_lr0.01_seed2004_r2,1000,7.50899,20.921068,61.528400000000005,1394.9,592.04,0.05012186,2077.5280000000002,4.28614,0.0009200399999999999,0.610026,-1.5899999999999997e-05
2004,3,base_w500_learning_h128_lr0.01_seed2004_r3,1000,7.442958,20.721808,61.426399999999994,1397.64,595.38,0.04885082,2064.254,4.023600000000001,0.0009669399999999999,0.6092540000000001,3.946e-05
2004,4,base_w500_learning_h128_lr0.01_seed2004_r4,1000,7.516305999999999,21.163572,63.03639999999999,1395.96,597.9,0.04896778,2068.304,4.260739999999999,0.0008996,0.6122860000000001,-4.566000000000001e-05
2004,5,base_w500_learning_h128_lr0.01_seed2004_r5,1000,7.461182,20.779875999999998,59.7376,1397.14,595.06,0.05021148,2062.384,4.07454,0.00094746,0.6074820000000001,-1.9860000000000006e-05
2004,6,base_w500_learning_h128_lr0.01_seed2004_r6,1000,7.498793999999999,20.968302000000005,62.37579999999999,1395.22,595.34,0.049277220000000004,2074.346,4.48004,0.0009378399999999999,0.61225,-9.399999999999996e-06
2004,7,base_w500_learning_h128_lr0.01_seed2004_r7,1000,7.440202,20.737419999999997,61.379799999999996,1379.3,591.46,0.04829725999999999,2077.2499999999995,3.8288399999999996,0.00094366,0.6109,9.520000000000005e-06
2004,8,base_w500_learning_h128_lr0.01_seed2004_r8,1000,7.418081999999999,20.705682000000003,61.748599999999996,1396.4,596.2,0.04995354,2050.57,3.48726,0.00095682,0.6130580000000001,-1.9919999999999996e-05
2004,9,base_w500_learning_h128_lr0.01_seed2004_r9,1000,7.431944,20.652774,58.90599999999999,1395.86,597.34,0.050777560000000006,2086.982,4.54254,0.00095684,0.6101300000000001,5.2159999999999995e-05
2004,10,base_w500_learning_h128_lr0.01_seed2004_r10,1000,7.512201999999999,20.795192,59.54699999999999,1388.46,584.52,0.048778459999999996,2059.696,4.13036,0.0009483400000000002,0.611094,3.554000000000001e-05
2005,1,base_w500_learning_h128_lr0.01_seed2005_r1,1000,7.51498,21.06931,61.297599999999996,1369.74,582.68,0.04624788,2098.06,4.84214,0.0009081,0.607346,-5.119999999999998e-06
2005,2,base_w500_learning_h128_lr0.01_seed2005_r2,1000,7.516966,20.866730000000004,59.446400000000004,1369.0,578.7,0.04981394,2061.776,4.017460000000001,0.0009541999999999998,0.609272,2.06e-05
2005,3,base_w500_learning_h128_lr0.01_seed2005_r3,1000,7.563504,21.047952,58.429399999999994,1352.2,568.06,0.050716359999999995,2083.0219999999995,4.60968,0.0009520999999999999,0.609914,-5.139999999999997e-06
2005,4,base_w500_learning_h128_lr0.01_seed2005_r4,1000,7.401458,20.625154,57.89940000000001,1385.66,586.76,0.049401959999999995,2071.4240000000004,4.38688,0.00096302,0.613504,-5.8779999999999996e-05
2005,5,base_w500_learning_h128_lr0.01_seed2005_r5,1000,7.417954,20.675638,60.88960000000001,1384.62,586.98,0.048036100000000005,2077.1259999999997,4.17046,0.00099224,0.6116579999999999,-3.1599999999999973e-06
2005,6,base_w500_learning_h128_lr0.01_seed2005_r6,1000,7.447408,20.585874,59.904399999999995,1374.24,580.42,0.04858097999999999,2064.8940000000002,4.09698,0.00095678,0.606406,2.8000000000000003e-05
2005,7,base_w500_learning_h128_lr0.01_seed2005_r7,1000,7.503614,20.761802,62.5574,1363.04,567.86,0.04997964,2073.488,4.66684,0.0009430599999999999,0.609116,-6.500000000000001e-05
2005,8,base_w500_learning_h128_lr0.01_seed2005_r8,1000,7.49469,20.844804,60.677600000000005,1374.28,574.2,0.04779206,2065.1839999999997,4.3497,0.0009486999999999998,0.611866,-1.7739999999999986e-05
2005,9,base_w500_learning_h128_lr0.01_seed2005_r9,1000,7.288786,20.345907999999998,59.7554,1388.0,589.1,0.04872123999999999,2051.472,3.67368,0.0009396000000000001,0.614168,3.738e-05
2005,10,base_w500_learning_h128_lr0.01_seed2005_r10,1000,7.485662,20.87754,59.51599999999999,1375.06,585.96,0.049129559999999996,2083.034,4.35054,0.00093896,0.613874,1.5879999999999997e-05
2006,1,base_w500_learning_h128_lr0.01_seed2006_r1,1000,7.546368,20.979308,58.759800000000006,1383.1,594.54,0.04858082,2066.404,4.17732,0.0009398600000000002,0.6110180000000001,-1.0679999999999994e-05
2006,2,base_w500_learning_h128_lr0.01_seed2006_r2,1000,7.417520000000001,20.855894000000003,62.1204,1408.84,614.92,0.04985778,2092.942,4.539339999999999,0.0009189000000000002,0.6085200000000001,3.3360000000000006e-05
2006,3,base_w500_learning_h128_lr0.01_seed2006_r3,1000,7.4412959999999995,20.886206,63.03020000000001,1413.7,605.0,0.04847148,2055.25,4.29706,0.0009029,0.611386,4.016e-05
2006,4,base_w500_learning_h128_lr0.01_seed2006_r4,1000,7.512074000000001,20.930056,61.99799999999999,1382.26,593.76,0.04681978,2057.944,3.68422,0.00098354,0.6123480000000001,-2.1099999999999998e-05
2006,5,base_w500_learning_h128_lr0.01_seed2006_r5,1000,7.496132,20.884994000000003,59.1584,1403.02,596.7,0.05034932,2075.0480000000002,4.4075999999999995,0.0009533200000000001,0.61111,-9.140000000000004e-06
2006,6,base_w500_learning_h128_lr0.01_seed2006_r6,1000,7.4720819999999994,20.82629,59.7864,1412.26,606.94,0.05045477999999999,2063.178,4.30916,0.00089624,0.6092160000000001,-2.144e-05
2006,7,base_w500_learning_h128_lr0.01_seed2006_r7,1000,7.517664,20.876981999999998,59.107200000000006,1398.42,602.46,0.04916113999999999,2074.7080000000005,4.8644,0.00095298,0.610818,-2.2859999999999995e-05
2006,8,base_w500_learning_h128_lr0.01_seed2006_r8,1000,7.535038000000001,21.036428,60.64039999999999,1401.0,597.42,0.047297040000000005,2056.6099999999997,3.9553400000000005,0.0009355200000000001,0.607104,4.711999999999999e-05
2006,9,base_w500_learning_h128_lr0.01_seed2006_r9,1000,7.518576,20.73839,59.6176,1401.4,597.66,0.048154180000000005,2051.854,4.05814,0.0009557400000000001,0.611268,-4.064000000000001e-05
2006,10,base_w500_learning_h128_lr0.01_seed2006_r10,1000,7.569655999999998,21.036002,61.04859999999999,1394.46,592.92,0.04944161999999999,2072.51,4.64858,0.00092668,0.6098660000000001,-1.5759999999999998e-05
2007,1,base_w500_learning_h128_lr0.01_seed2007_r1,1000,7.558538000000001,21.239811999999997,58.82599999999999,1399.5,597.62,0.04741436,2083.3219999999997,4.57832,0.0009159799999999998,0.6066239999999999,-6.140000000000007e-06
2007,2,base_w500_learning_h128_lr0.01_seed2007_r2,1000,7.506664,21.157745999999996,62.839000000000006,1402.72,594.6,0.04952559999999999,2058.6220000000003,3.8595800000000002,0.0009049799999999998,0.611662,-9.719999999999997e-06
2007,3,base_w500_learning_h128_lr0.01_seed2007_r3,1000,7.5747480000000005,21.246229999999997,60.807199999999995,1395.1,593.92,0.04698352,2085.264,4.65906,0.0009440599999999999,0.605368,-4.61e-05
2007,4,base_w500_learning_h128_lr0.01_seed2007_r4,1000,7.55346,21.158184000000002,63.2164,1396.16,596.68,0.04901175999999999,2060.3,3.99704,0.0009130999999999999,0.606524,3.799999999999999e-06
2007,5,base_w500_learning_h128_lr0.01_seed2007_r5,1000,7.523608,20.918256,59.977799999999995,1390.8,591.38,0.05044448,2062.7760000000003,4.059360000000001,0.0009429,0.609314,7.457999999999998e-05
2007,6,base_w500_learning_h128_lr0.01_seed2007_r6,1000,7.4789699999999995,20.841794,60.49679999999999,1389.84,593.98,0.04806976,2062.7380000000003,3.95904,0.0009529800000000001,0.6106180000000001,3.9699999999999996e-05
