environment,condition,seed,rep,run,time,event,last_gen,first_crossing
baseline,learning,2007,7,base_w500_learning_h128_lr0.01_seed2007_r7,27.0,1,1000.0,4.0
baseline,learning,2007,8,base_w500_learning_h128_lr0.01_seed2007_r8,25.0,1,1000.0,7.0
baseline,learning,2007,9,base_w500_learning_h128_lr0.01_seed2007_r9,16.0,1,1000.0,7.0
baseline,learning,2007,10,base_w500_learning_h128_lr0.01_seed2007_r10,25.0,1,1000.0,4.0
baseline,learning,2008,1,base_w500_learning_h128_lr0.01_seed2008_r1,28.0,1,1000.0,4.0
baseline,learning,2008,2,base_w500_learning_h128_lr0.01_seed2008_r2,31.0,1,1000.0,7.0
baseline,learning,2008,3,base_w500_learning_h128_lr0.01_seed2008_r3,28.0,1,1000.0,7.0
baseline,learning,2008,4,base_w500_learning_h128_lr0.01_seed2008_r4,28.0,1,1000.0,7.0
baseline,learning,2008,5,base_w500_learning_h128_lr0.01_seed2008_r5,28.0,1,1000.0,7.0
baseline,learning,2008,6,base_w500_learning_h128_lr0.01_seed2008_r6,34.0,1,1000.0,7.0
baseline,learning,2008,7,base_w500_learning_h128_lr0.01_seed2008_r7,34.0,1,1000.0,7.0
baseline,learning,2008,8,base_w500_learning_h128_lr0.01_seed2008_r8,25.0,1,1000.0,7.0
baseline,learning,2008,9,base_w500_learning_h128_lr0.01_seed2008_r9,28.0,1,1000.0,10.0
baseline,learning,2008,10,base_w500_learning_h128_lr0.01_seed2008_r10,34.0,1,1000.0,4.0
baseline,learning,2009,1,base_w500_learning_h128_lr0.01_seed2009_r1,27.0,1,1000.0,7.0
baseline,learning,2009,2,base_w500_learning_h128_lr0.01_seed2009_r2,27.0,1,1000.0,4.0
baseline,learning,2009,3,base_w500_learning_h128_lr0.01_seed2009_r3,34.0,1,1000.0,7.0
baseline,learning,2009,4,base_w500_learning_h128_lr0.01_seed2009_r4,27.0,1,1000.0,7.0
baseline,learning,2009,5,base_w500_learning_h128_lr0.01_seed2009_r5,39.0,1,1000.0,7.0
baseline,learning,2009,6,base_w500_learning_h128_lr0.01_seed2009_r6,31.0,1,1000.0,7.0
baseline,learning,2009,7,base_w500_learning_h128_lr0.01_seed2009_r7,31.0,1,1000.0,7.0
baseline,learning,2009,8,base_w500_learning_h128_lr0.01_seed2009_r8,22.0,1,1000.0,7.0
baseline,learning,2009,9,base_w500_learning_h128_lr0.01_seed2009_r9,25.0,1,1000.0,7.0
baseline,learning,2009,10,base_w500_learning_h128_lr0.01_seed2009_r10,31.0,1,1000.0,4.0
baseline,learning,2010,1,base_w500_learning_h128_lr0.01_seed2010_r1,25.0,1,1000.0,4.0
baseline,learning,2010,2,base_w500_learning_h128_lr0.01_seed2010_r2,31.0,1,1000.0,4.0
baseline,learning,2010,3,base_w500_learning_h128_lr0.01_seed2010_r3,37.0,1,1000.0,4.0
baseline,learning,2010,4,base_w500_learning_h128_lr0.01_seed2010_r4,28.0,1,1000.0,4.0
baseline,learning,2010,5,base_w500_learning_h128_lr0.01_seed2010_r5,34.0,1,1000.0,7.0
baseline,learning,2010,6,base_w500_learning_h128_lr0.01_seed2010_r6,34.0,1,1000.0,4.0
baseline,learning,2010,7,base_w500_learning_h128_lr0.01_seed2010_r7,34.0,1,1000.0,4.0
baseline,learning,2010,8,base_w500_learning_h128_lr0.01_seed2010_r8,31.0,1,1000.0,7.0
baseline,learning,2010,9,base_w500_learning_h128_lr0.01_seed2010_r9,40.0,1,1000.0,4.0
baseline,learning,2010,10,base_w500_learning_h128_lr0.01_seed2010_r10,28.0,1,1000.0,4.0
