lr,mean,std,sem,count
0.005,7.464901666666667,0.09330169751046026,0.053867760173513274,3
0.01,7.406603333333333,0.05162394801188148,0.029805100281291016,3
0.02,7.276163333333334,0.0737563165656558,0.04258322922361663,3
0.03,7.21105,0.10921652072832105,0.0630561876424505,3
