condition,label,seed,rep,run,n_gens,converged_fitness,viable,time,event,ever_reached
pure_rl,Pure RL (no GA),2002,1,roam60d5_w500_purerl_h128_noeps_lr0.02_seed2002_r1,1000,6.80939,1,3.0,1,1
pure_rl,Pure RL (no GA),2002,2,roam60d5_w500_purerl_h128_noeps_lr0.02_seed2002_r2,1000,5.939462000000001,1,2.0,1,1
pure_rl,Pure RL (no GA),2002,3,roam60d5_w500_purerl_h128_noeps_lr0.02_seed2002_r3,1000,6.107167999999999,1,5.0,1,1
pure_rl,Pure RL (no GA),2002,4,roam60d5_w500_purerl_h128_noeps_lr0.02_seed2002_r4,1000,5.761196,1,5.0,1,1
pure_rl,Pure RL (no GA),2002,5,roam60d5_w500_purerl_h128_noeps_lr0.02_seed2002_r5,1000,6.526155999999999,1,2.0,1,1
pure_rl,Pure RL (no GA),2002,6,roam60d5_w500_purerl_h128_noeps_lr0.02_seed2002_r6,1000,5.6377060000000006,1,8.0,1,1
pure_rl,Pure RL (no GA),2002,7,roam60d5_w500_purerl_h128_noeps_lr0.02_seed2002_r7,1000,6.348398,1,3.0,1,1
pure_rl,Pure RL (no GA),2002,8,roam60d5_w500_purerl_h128_noeps_lr0.02_seed2002_r8,1000,6.322652000000001,1,8.0,1,1
pure_rl,Pure RL (no GA),2002,9,roam60d5_w500_purerl_h128_noeps_lr0.02_seed2002_r9,1000,6.235541999999999,1,2.0,1,1
pure_rl,Pure RL (no GA),2002,10,roam60d5_w500_purerl_h128_noeps_lr0.02_seed2002_r10,1000,6.324285999999998,1,17.0,1,1
pure_rl,Pure RL (no GA),2003,1,roam60d5_w500_purerl_h128_noeps_lr0.02_seed2003_r1,1000,6.391776,1,5.0,1,1
pure_rl,Pure RL (no GA),2003,2,roam60d5_w500_purerl_h128_noeps_lr0.02_seed2003_r2,1000,5.906224,1,2.0,1,1
pure_rl,Pure RL (no GA),2003,3,roam60d5_w500_purerl_h128_noeps_lr0.02_seed2003_r3,1000,5.786898,1,5.0,1,1
pure_rl,Pure RL (no GA),2003,4,roam60d5_w500_purerl_h128_noeps_lr0.02_seed2003_r4,1000,5.8635959999999985,1,5.0,1,1
pure_rl,Pure RL (no GA),2003,5,roam60d5_w500_purerl_h128_noeps_lr0.02_seed2003_r5,1000,6.382313999999997,1,5.0,1,1
pure_rl,Pure RL (no GA),2003,6,roam60d5_w500_purerl_h128_noeps_lr0.02_seed2003_r6,1000,5.794387999999999,1,5.0,1,1
pure_rl,Pure RL (no GA),2003,7,roam60d5_w500_purerl_h128_noeps_lr0.02_seed2003_r7,1000,6.540552,1,5.0,1,1
pure_rl,Pure RL (no GA),2003,8,roam60d5_w500_purerl_h128_noeps_lr0.02_seed2003_r8,1000,3.6334479999999996,0,5.0,1,1
pure_rl,Pure RL (no GA),2003,9,roam60d5_w500_purerl_h128_noeps_lr0.02_seed2003_r9,1000,6.2322180000000005,1,5.0,1,1
pure_rl,Pure RL (no GA),2003,10,roam60d5_w500_purerl_h128_noeps_lr0.02_seed2003_r10,1000,6.416946,1,5.0,1,1
pure_rl,Pure RL (no GA),2004,1,roam60d5_w500_purerl_h128_noeps_lr0.02_seed2004_r1,1000,5.281727999999999,1,5.0,1,1
pure_rl,Pure RL (no GA),2004,2,roam60d5_w500_purerl_h128_noeps_lr0.02_seed2004_r2,1000,5.913660000000001,1,5.0,1,1
pure_rl,Pure RL (no GA),2004,3,roam60d5_w500_purerl_h128_noeps_lr0.02_seed2004_r3,1000,6.372934,1,8.0,1,1
pure_rl,Pure RL (no GA),2004,4,roam60d5_w500_purerl_h128_noeps_lr0.02_seed2004_r4,1000,6.631952,1,5.0,1,1
pure_rl,Pure RL (no GA),2004,5,roam60d5_w500_purerl_h128_noeps_lr0.02_seed2004_r5,1000,5.673985999999998,1,5.0,1,1
pure_rl,Pure RL (no GA),2004,6,roam60d5_w500_purerl_h128_noeps_lr0.02_seed2004_r6,1000,5.438934,1,8.0,1,1
pure_rl,Pure RL (no GA),2004,7,roam60d5_w500_purerl_h128_noeps_lr0.02_seed2004_r7,1000,6.546307999999999,1,5.0,1,1
pure_rl,Pure RL (no GA),2004,8,roam60d5_w500_purerl_h128_noeps_lr0.02_seed2004_r8,1000,5.263348000000001,1,5.0,1,1
pure_rl,Pure RL (no GA),2004,9,roam60d5_w500_purerl_h128_noeps_lr0.02_seed2004_r9,1000,6.411316,1,2.0,1,1
pure_rl,Pure RL (no GA),2004,10,roam60d5_w500_purerl_h128_noeps_lr0.02_seed2004_r10,1000,6.390428000000001,1,5.0,1,1
pure_rl,Pure RL (no GA),2005,1,roam60d5_w500_purerl_h128_noeps_lr0.02_seed2005_r1,1000,6.374554,1,5.0,1,1
pure_rl,Pure RL (no GA),2005,2,roam60d5_w500_purerl_h128_noeps_lr0.02_seed2005_r2,1000,5.531782,1,8.0,1,1
pure_rl,Pure RL (no GA),2005,3,roam60d5_w500_purerl_h128_noeps_lr0.02_seed2005_r3,1000,6.437366000000001,1,5.0,1,1
pure_rl,Pure RL (no GA),2005,4,roam60d5_w500_purerl_h128_noeps_lr0.02_seed2005_r4,1000,5.891881999999999,1,8.0,1,1
pure_rl,Pure RL (no GA),2005,5,roam60d5_w500_purerl_h128_noeps_lr0.02_seed2005_r5,1000,6.499117999999999,1,5.0,1,1
pure_rl,Pure RL (no GA),2005,6,roam60d5_w500_purerl_h128_noeps_lr0.02_seed2005_r6,1000,6.0332799999999995,1,5.0,1,1
pure_rl,Pure RL (no GA),2005,7,roam60d5_w500_purerl_h128_noeps_lr0.02_seed2005_r7,1000,6.482822,1,5.0,1,1
pure_rl,Pure RL (no GA),2005,8,roam60d5_w500_purerl_h128_noeps_lr0.02_seed2005_r8,1000,6.476266000000001,1,11.0,1,1
pure_rl,Pure RL (no GA),2005,9,roam60d5_w500_purerl_h128_noeps_lr0.02_seed2005_r9,1000,6.069698000000001,1,11.0,1,1
pure_rl,Pure RL (no GA),2005,10,roam60d5_w500_purerl_h128_noeps_lr0.02_seed2005_r10,1000,6.481723999999999,1,5.0,1,1
pure_rl,Pure RL (no GA),2006,1,roam60d5_w500_purerl_h128_noeps_lr0.02_seed2006_r1,1000,6.506405999999999,1,5.0,1,1
pure_rl,Pure RL (no GA),2006,2,roam60d5_w500_purerl_h128_noeps_lr0.02_seed2006_r2,1000,6.389361999999998,1,5.0,1,1
pure_rl,Pure RL (no GA),2006,3,roam60d5_w500_purerl_h128_noeps_lr0.02_seed2006_r3,1000,6.418409999999999,1,5.0,1,1
pure_rl,Pure RL (no GA),2006,4,roam60d5_w500_purerl_h128_noeps_lr0.02_seed2006_r4,1000,6.469699999999998,1,5.0,1,1
pure_rl,Pure RL (no GA),2006,5,roam60d5_w500_purerl_h128_noeps_lr0.02_seed2006_r5,1000,6.166228000000001,1,5.0,1,1
pure_rl,Pure RL (no GA),2006,6,roam60d5_w500_purerl_h128_noeps_lr0.02_seed2006_r6,1000,5.887746,1,5.0,1,1
pure_rl,Pure RL (no GA),2006,7,roam60d5_w500_purerl_h128_noeps_lr0.02_seed2006_r7,1000,6.345924000000001,1,5.0,1,1
pure_rl,Pure RL (no GA),2006,8,roam60d5_w500_purerl_h128_noeps_lr0.02_seed2006_r8,1000,6.444648000000001,1,5.0,1,1
pure_rl,Pure RL (no GA),2006,9,roam60d5_w500_purerl_h128_noeps_lr0.02_seed2006_r9,1000,6.49748,1,5.0,1,1
pure_rl,Pure RL (no GA),2006,10,roam60d5_w500_purerl_h128_noeps_lr0.02_seed2006_r10,1000,6.335128,1,1.0,1,1
pure_rl,Pure RL (no GA),2007,1,roam60d5_w500_purerl_h128_noeps_lr0.02_seed2007_r1,1000,6.482274,1,5.0,1,1
pure_rl,Pure RL (no GA),2007,2,roam60d5_w500_purerl_h128_noeps_lr0.02_seed2007_r2,1000,6.541581999999998,1,8.0,1,1
pure_rl,Pure RL (no GA),2007,3,roam60d5_w500_purerl_h128_noeps_lr0.02_seed2007_r3,1000,6.20255,1,5.0,1,1
pure_rl,Pure RL (no GA),2007,4,roam60d5_w500_purerl_h128_noeps_lr0.02_seed2007_r4,1000,6.061958000000001,1,2.0,1,1
pure_rl,Pure RL (no GA),2007,5,roam60d5_w500_purerl_h128_noeps_lr0.02_seed2007_r5,1000,6.315996,1,5.0,1,1
pure_rl,Pure RL (no GA),2007,6,roam60d5_w500_purerl_h128_noeps_lr0.02_seed2007_r6,1000,6.362778,1,8.0,1,1
pure_rl,Pure RL (no GA),2007,7,roam60d5_w500_purerl_h128_noeps_lr0.02_seed2007_r7,1000,5.656046,1,11.0,1,1
pure_rl,Pure RL (no GA),2007,8,roam60d5_w500_purerl_h128_noeps_lr0.02_seed2007_r8,1000,5.9806539999999995,1,5.0,1,1
pure_rl,Pure RL (no GA),2007,9,roam60d5_w500_purerl_h128_noeps_lr0.02_seed2007_r9,1000,6.450398,1,2.0,1,1
pure_rl,Pure RL (no GA),2007,10,roam60d5_w500_purerl_h128_noeps_lr0.02_seed2007_r10,1000,6.720023999999999,1,5.0,1,1
pure_rl,Pure RL (no GA),2008,1,roam60d5_w500_purerl_h128_noeps_lr0.02_seed2008_r1,1000,6.248134,1,8.0,1,1
pure_rl,Pure RL (no GA),2008,2,roam60d5_w500_purerl_h128_noeps_lr0.02_seed2008_r2,1000,6.306032,1,21.0,1,1
pure_rl,Pure RL (no GA),2008,3,roam60d5_w500_purerl_h128_noeps_lr0.02_seed2008_r3,1000,6.479628,1,5.0,1,1
pure_rl,Pure RL (no GA),2008,4,roam60d5_w500_purerl_h128_noeps_lr0.02_seed2008_r4,1000,6.443462000000002,1,9.0,1,1
pure_rl,Pure RL (no GA),2008,5,roam60d5_w500_purerl_h128_noeps_lr0.02_seed2008_r5,1000,6.319759999999999,1,8.0,1,1
pure_rl,Pure RL (no GA),2008,6,roam60d5_w500_purerl_h128_noeps_lr0.02_seed2008_r6,1000,6.499956,1,32.0,1,1
pure_rl,Pure RL (no GA),2008,7,roam60d5_w500_purerl_h128_noeps_lr0.02_seed2008_r7,1000,5.823677999999998,1,11.0,1,1
pure_rl,Pure RL (no GA),2008,8,roam60d5_w500_purerl_h128_noeps_lr0.02_seed2008_r8,1000,6.527495999999998,1,11.0,1,1
pure_rl,Pure RL (no GA),2008,9,roam60d5_w500_purerl_h128_noeps_lr0.02_seed2008_r9,1000,6.462186,1,8.0,1,1
pure_rl,Pure RL (no GA),2008,10,roam60d5_w500_purerl_h128_noeps_lr0.02_seed2008_r10,1000,5.74506,1,5.0,1,1
pure_rl,Pure RL (no GA),2009,1,roam60d5_w500_purerl_h128_noeps_lr0.02_seed2009_r1,1000,5.928505999999999,1,5.0,1,1
pure_rl,Pure RL (no GA),2009,2,roam60d5_w500_purerl_h128_noeps_lr0.02_seed2009_r2,1000,6.308912,1,5.0,1,1
pure_rl,Pure RL (no GA),2009,3,roam60d5_w500_purerl_h128_noeps_lr0.02_seed2009_r3,1000,6.518096000000001,1,5.0,1,1
pure_rl,Pure RL (no GA),2009,4,roam60d5_w500_purerl_h128_noeps_lr0.02_seed2009_r4,1000,5.74582,1,5.0,1,1
pure_rl,Pure RL (no GA),2009,5,roam60d5_w500_purerl_h128_noeps_lr0.02_seed2009_r5,1000,6.353090000000001,1,5.0,1,1
pure_rl,Pure RL (no GA),2009,6,roam60d5_w500_purerl_h128_noeps_lr0.02_seed2009_r6,1000,6.281316,1,5.0,1,1
pure_rl,Pure RL (no GA),2009,7,roam60d5_w500_purerl_h128_noeps_lr0.02_seed2009_r7,1000,6.634608000000001,1,5.0,1,1
pure_rl,Pure RL (no GA),2009,8,roam60d5_w500_purerl_h128_noeps_lr0.02_seed2009_r8,1000,5.9695279999999995,1,5.0,1,1
pure_rl,Pure RL (no GA),2009,9,roam60d5_w500_purerl_h128_noeps_lr0.02_seed2009_r9,1000,6.593988,1,5.0,1,1
pure_rl,Pure RL (no GA),2009,10,roam60d5_w500_purerl_h128_noeps_lr0.02_seed2009_r10,1000,6.2380700000000004,1,5.0,1,1
pure_rl,Pure RL (no GA),2010,1,roam60d5_w500_purerl_h128_noeps_lr0.02_seed2010_r1,1000,5.823176,1,2.0,1,1
pure_rl,Pure RL (no GA),2010,2,roam60d5_w500_purerl_h128_noeps_lr0.02_seed2010_r2,1000,6.416134,1,2.0,1,1
pure_rl,Pure RL (no GA),2010,3,roam60d5_w500_purerl_h128_noeps_lr0.02_seed2010_r3,1000,6.017462,1,5.0,1,1
pure_rl,Pure RL (no GA),2010,4,roam60d5_w500_purerl_h128_noeps_lr0.02_seed2010_r4,1000,6.4402099999999995,1,5.0,1,1
pure_rl,Pure RL (no GA),2010,5,roam60d5_w500_purerl_h128_noeps_lr0.02_seed2010_r5,1000,5.94887,1,8.0,1,1
pure_rl,Pure RL (no GA),2010,6,roam60d5_w500_purerl_h128_noeps_lr0.02_seed2010_r6,1000,6.079863999999999,1,2.0,1,1
pure_rl,Pure RL (no GA),2010,7,roam60d5_w500_purerl_h128_noeps_lr0.02_seed2010_r7,1000,5.909538,1,2.0,1,1
pure_rl,Pure RL (no GA),2010,8,roam60d5_w500_purerl_h128_noeps_lr0.02_seed2010_r8,1000,6.5375239999999994,1,2.0,1,1
pure_rl,Pure RL (no GA),2010,9,roam60d5_w500_purerl_h128_noeps_lr0.02_seed2010_r9,1000,3.580374,0,5.0,1,1
pure_rl,Pure RL (no GA),2010,10,roam60d5_w500_purerl_h128_noeps_lr0.02_seed2010_r10,1000,6.504721999999999,1,5.0,1,1
random_floor,Random policy (chance floor),2001,1,roam60d5_w500_randomfloor_h128_seed2001_r1,40,1.50076,0,40.0,0,0
random_floor,Random policy (chance floor),2001,2,roam60d5_w500_randomfloor_h128_seed2001_r2,40,1.515795,0,40.0,0,0
random_floor,Random policy (chance floor),2001,3,roam60d5_w500_randomfloor_h128_seed2001_r3,40,1.5014825000000003,0,40.0,0,0
random_floor,Random policy (chance floor),2002,1,roam60d5_w500_randomfloor_h128_seed2002_r1,40,1.4983125000000002,0,40.0,0,0
random_floor,Random policy (chance floor),2002,2,roam60d5_w500_randomfloor_h128_seed2002_r2,40,1.56104,0,40.0,0,0
random_floor,Random policy (chance floor),2002,3,roam60d5_w500_randomfloor_h128_seed2002_r3,40,1.4852750000000001,0,40.0,0,0
random_floor,Random policy (chance floor),2003,1,roam60d5_w500_randomfloor_h128_seed2003_r1,40,1.4571925000000001,0,40.0,0,0
random_floor,Random policy (chance floor),2003,2,roam60d5_w500_randomfloor_h128_seed2003_r2,40,1.4523700000000002,0,40.0,0,0
random_floor,Random policy (chance floor),2003,3,roam60d5_w500_randomfloor_h128_seed2003_r3,40,1.41302,0,40.0,0,0
random_floor,Random policy (chance floor),2004,1,roam60d5_w500_randomfloor_h128_seed2004_r1,40,1.6328600000000002,0,40.0,0,0
random_floor,Random policy (chance floor),2004,2,roam60d5_w500_randomfloor_h128_seed2004_r2,40,1.67402,0,40.0,0,0
random_floor,Random policy (chance floor),2004,3,roam60d5_w500_randomfloor_h128_seed2004_r3,40,1.6148150000000001,0,40.0,0,0
random_floor,Random policy (chance floor),2005,1,roam60d5_w500_randomfloor_h128_seed2005_r1,40,1.6091950000000002,0,40.0,0,0
random_floor,Random policy (chance floor),2005,2,roam60d5_w500_randomfloor_h128_seed2005_r2,40,1.6051775,0,40.0,0,0
random_floor,Random policy (chance floor),2005,3,roam60d5_w500_randomfloor_h128_seed2005_r3,40,1.65403,0,40.0,0,0
random_floor,Random policy (chance floor),2006,1,roam60d5_w500_randomfloor_h128_seed2006_r1,40,1.7149,0,40.0,0,0
random_floor,Random policy (chance floor),2006,2,roam60d5_w500_randomfloor_h128_seed2006_r2,40,1.6827725,0,40.0,0,0
random_floor,Random policy (chance floor),2006,3,roam60d5_w500_randomfloor_h128_seed2006_r3,40,1.6603575,0,40.0,0,0
random_floor,Random policy (chance floor),2007,1,roam60d5_w500_randomfloor_h128_seed2007_r1,40,1.7466549999999998,0,40.0,0,0
random_floor,Random policy (chance floor),2007,2,roam60d5_w500_randomfloor_h128_seed2007_r2,40,1.7932375,0,40.0,0,0
random_floor,Random policy (chance floor),2007,3,roam60d5_w500_randomfloor_h128_seed2007_r3,40,1.7968475000000002,0,40.0,0,0
random_floor,Random policy (chance floor),2008,1,roam60d5_w500_randomfloor_h128_seed2008_r1,40,1.3026525,0,40.0,0,0
random_floor,Random policy (chance floor),2008,2,roam60d5_w500_randomfloor_h128_seed2008_r2,40,1.3394225,0,40.0,0,0
random_floor,Random policy (chance floor),2008,3,roam60d5_w500_randomfloor_h128_seed2008_r3,40,1.31196,0,40.0,0,0
random_floor,Random policy (chance floor),2009,1,roam60d5_w500_randomfloor_h128_seed2009_r1,40,1.40123,0,40.0,0,0
random_floor,Random policy (chance floor),2009,2,roam60d5_w500_randomfloor_h128_seed2009_r2,40,1.4187224999999999,0,40.0,0,0
random_floor,Random policy (chance floor),2009,3,roam60d5_w500_randomfloor_h128_seed2009_r3,40,1.413525,0,40.0,0,0
random_floor,Random policy (chance floor),2010,1,roam60d5_w500_randomfloor_h128_seed2010_r1,40,1.4612349999999998,0,40.0,0,0
random_floor,Random policy (chance floor),2010,2,roam60d5_w500_randomfloor_h128_seed2010_r2,40,1.4625724999999998,0,40.0,0,0
random_floor,Random policy (chance floor),2010,3,roam60d5_w500_randomfloor_h128_seed2010_r3,40,1.4228224999999999,0,40.0,0,0
