timestamp_ms,source,message,data
3055334,GA,Gen 132 -> starting Map 2/5,
3064871,GA,Gen 132 -> starting Map 3/5,
3070485,GA,Gen 132 -> starting Map 4/5,
3072271,GA,Gen 132 -> starting Map 5/5,
3073172,GA,Gen 131 | 464 agents | tournament k=2 → 100 offspring,
3073197,GA,Gen 133 started | 100 founders | RL=true,
3087594,GA,Gen 133 -> starting Map 2/5,
3103563,GA,Gen 133 -> starting Map 3/5,
3112253,GA,Gen 133 -> starting Map 4/5,
3115846,GA,Gen 133 -> starting Map 5/5,
3117232,GA,Gen 132 | 739 agents | tournament k=2 → 100 offspring,
3117260,GA,Gen 134 started | 100 founders | RL=true,
3129945,GA,Gen 134 -> starting Map 2/5,
3135867,GA,Gen 134 -> starting Map 3/5,
3138954,GA,Gen 134 -> starting Map 4/5,
3141610,GA,Gen 134 -> starting Map 5/5,
3143071,GA,Gen 133 | 436 agents | tournament k=2 → 100 offspring,
3143097,GA,Gen 135 started | 100 founders | RL=true,
3153434,GA,Gen 135 -> starting Map 2/5,
3164951,GA,Gen 135 -> starting Map 3/5,
3169633,GA,Gen 135 -> starting Map 4/5,
3171078,GA,Gen 135 -> starting Map 5/5,
3171731,GA,Gen 134 | 463 agents | tournament k=2 → 100 offspring,
3171765,GA,Gen 136 started | 100 founders | RL=true,
3188635,GA,Gen 136 -> starting Map 2/5,
3205434,GA,Gen 136 -> starting Map 3/5,
3214305,GA,Gen 136 -> starting Map 4/5,
3217614,GA,Gen 136 -> starting Map 5/5,
3219001,GA,Gen 135 | 765 agents | tournament k=2 → 100 offspring,
3219025,GA,Gen 137 started | 100 founders | RL=true,
3232868,GA,Gen 137 -> starting Map 2/5,
3239000,GA,Gen 137 -> starting Map 3/5,
3241601,GA,Gen 137 -> starting Map 4/5,
3243903,GA,Gen 137 -> starting Map 5/5,
3245329,GA,Gen 136 | 448 agents | tournament k=2 → 100 offspring,
3245357,GA,Gen 138 started | 100 founders | RL=true,
3254971,GA,Gen 138 -> starting Map 2/5,
3263120,GA,Gen 138 -> starting Map 3/5,
3268160,GA,Gen 138 -> starting Map 4/5,
3270488,GA,Gen 138 -> starting Map 5/5,
3271878,GA,Gen 137 | 437 agents | tournament k=2 → 100 offspring,
3271904,GA,Gen 139 started | 100 founders | RL=true,
3287546,GA,Gen 139 -> starting Map 2/5,
3304486,GA,Gen 139 -> starting Map 3/5,
3317116,GA,Gen 139 -> starting Map 4/5,
3321833,GA,Gen 139 -> starting Map 5/5,
3322709,GA,Gen 138 | 908 agents | tournament k=2 → 100 offspring,
3322734,GA,Gen 140 started | 100 founders | RL=true,
3334989,GA,Gen 140 -> starting Map 2/5,
3340021,GA,Gen 140 -> starting Map 3/5,
3341568,GA,Gen 140 -> starting Map 4/5,
3343209,GA,Gen 140 -> starting Map 5/5,
3671840,GA,Gen 149 | 489 agents | tournament k=2 → 100 offspring,
3671865,GA,Gen 151 started | 100 founders | RL=true,
3686739,GA,Gen 151 -> starting Map 2/5,
3702965,GA,Gen 151 -> starting Map 3/5,
3713368,GA,Gen 151 -> starting Map 4/5,
3717938,GA,Gen 151 -> starting Map 5/5,
3719345,GA,Gen 150 | 863 agents | tournament k=2 → 100 offspring,
3719371,GA,Gen 152 started | 100 founders | RL=true,
3731450,GA,Gen 152 -> starting Map 2/5,
3736936,GA,Gen 152 -> starting Map 3/5,
3739767,GA,Gen 152 -> starting Map 4/5,
3743143,GA,Gen 152 -> starting Map 5/5,
3745042,GA,Gen 151 | 442 agents | tournament k=2 → 100 offspring,
3745066,GA,Gen 153 started | 100 founders | RL=true,
3755331,GA,Gen 153 -> starting Map 2/5,
3767410,GA,Gen 153 -> starting Map 3/5,
3773451,GA,Gen 153 -> starting Map 4/5,
3775270,GA,Gen 153 -> starting Map 5/5,
3776667,GA,Gen 152 | 555 agents | tournament k=2 → 100 offspring,
3776692,GA,Gen 154 started | 100 founders | RL=true,
3789824,GA,Gen 154 -> starting Map 2/5,
3804641,GA,Gen 154 -> starting Map 3/5,
3817381,GA,Gen 154 -> starting Map 4/5,
3822621,GA,Gen 154 -> starting Map 5/5,
3824022,GA,Gen 153 | 846 agents | tournament k=2 → 100 offspring,
3824048,GA,Gen 155 started | 100 founders | RL=true,
3837166,GA,Gen 155 -> starting Map 2/5,
3842547,GA,Gen 155 -> starting Map 3/5,
3844462,GA,Gen 155 -> starting Map 4/5,
3846097,GA,Gen 155 -> starting Map 5/5,
3847409,GA,Gen 154 | 414 agents | tournament k=2 → 100 offspring,
3847436,GA,Gen 156 started | 100 founders | RL=true,
3857036,GA,Gen 156 -> starting Map 2/5,
3869311,GA,Gen 156 -> starting Map 3/5,
3875273,GA,Gen 156 -> starting Map 4/5,
3876704,GA,Gen 156 -> starting Map 5/5,
3877888,GA,Gen 155 | 515 agents | tournament k=2 → 100 offspring,
3877911,GA,Gen 157 started | 100 founders | RL=true,
3892381,GA,Gen 157 -> starting Map 2/5,
3906860,GA,Gen 157 -> starting Map 3/5,
3917879,GA,Gen 157 -> starting Map 4/5,
3922142,GA,Gen 157 -> starting Map 5/5,
3923501,GA,Gen 156 | 808 agents | tournament k=2 → 100 offspring,
3923523,GA,Gen 158 started | 100 founders | RL=true,
3936163,GA,Gen 158 -> starting Map 2/5,
3942090,GA,Gen 158 -> starting Map 3/5,
3946363,GA,Gen 158 -> starting Map 4/5,
3952345,GA,Gen 158 -> starting Map 5/5,
3954916,GA,Gen 157 | 544 agents | tournament k=2 → 100 offspring,
3954943,GA,Gen 159 started | 100 founders | RL=true,
3965294,GA,Gen 159 -> starting Map 2/5,
3978266,GA,Gen 159 -> starting Map 3/5,
3985215,GA,Gen 159 -> starting Map 4/5,
3988031,GA,Gen 159 -> starting Map 5/5,
3989441,GA,Gen 158 | 623 agents | tournament k=2 → 100 offspring,
3989462,GA,Gen 160 started | 100 founders | RL=true,
4003729,GA,Gen 160 -> starting Map 2/5,
4018592,GA,Gen 160 -> starting Map 3/5,
4029727,GA,Gen 160 -> starting Map 4/5,
4034928,GA,Gen 160 -> starting Map 5/5,
4036363,GA,Gen 159 | 837 agents | tournament k=2 → 100 offspring,
4036395,GA,Gen 161 started | 100 founders | RL=true,
4049669,GA,Gen 161 -> starting Map 2/5,
4056499,GA,Gen 161 -> starting Map 3/5,
4061288,GA,Gen 161 -> starting Map 4/5,
4066780,GA,Gen 161 -> starting Map 5/5,
4069424,GA,Gen 160 | 582 agents | tournament k=2 → 100 offspring,
4069447,GA,Gen 162 started | 100 founders | RL=true,
4078752,GA,Gen 162 -> starting Map 2/5,
4088964,GA,Gen 162 -> starting Map 3/5,
4094878,GA,Gen 162 -> starting Map 4/5,
4097351,GA,Gen 162 -> starting Map 5/5,
4098867,GA,Gen 161 | 517 agents | tournament k=2 → 100 offspring,
4098891,GA,Gen 163 started | 100 founders | RL=true,
4112609,GA,Gen 163 -> starting Map 2/5,
4128921,GA,Gen 163 -> starting Map 3/5,
4139872,GA,Gen 163 -> starting Map 4/5,
4144393,GA,Gen 163 -> starting Map 5/5,
4145748,GA,Gen 162 | 839 agents | tournament k=2 → 100 offspring,
4145769,GA,Gen 164 started | 100 founders | RL=true,
4157625,GA,Gen 164 -> starting Map 2/5,
4164248,GA,Gen 164 -> starting Map 3/5,
4169266,GA,Gen 164 -> starting Map 4/5,
4173686,GA,Gen 164 -> starting Map 5/5,
4175668,GA,Gen 163 | 511 agents | tournament k=2 → 100 offspring,
4175692,GA,Gen 165 started | 100 founders | RL=true,
4185863,GA,Gen 165 -> starting Map 2/5,
4197544,GA,Gen 165 -> starting Map 3/5,
4203795,GA,Gen 165 -> starting Map 4/5,
4206905,GA,Gen 165 -> starting Map 5/5,
4613161,GA,Gen 174 | 973 agents | tournament k=2 → 100 offspring,
4613189,GA,Gen 176 started | 100 founders | RL=true,
4625800,GA,Gen 176 -> starting Map 2/5,
4633460,GA,Gen 176 -> starting Map 3/5,
4639121,GA,Gen 176 -> starting Map 4/5,
4643577,GA,Gen 176 -> starting Map 5/5,
4645811,GA,Gen 175 | 565 agents | tournament k=2 → 100 offspring,
4645835,GA,Gen 177 started | 100 founders | RL=true,
4655438,GA,Gen 177 -> starting Map 2/5,
4667518,GA,Gen 177 -> starting Map 3/5,
4673382,GA,Gen 177 -> starting Map 4/5,
4676363,GA,Gen 177 -> starting Map 5/5,
4678638,GA,Gen 176 | 584 agents | tournament k=2 → 100 offspring,
4678659,GA,Gen 178 started | 100 founders | RL=true,
4692757,GA,Gen 178 -> starting Map 2/5,
4707385,GA,Gen 178 -> starting Map 3/5,
4720302,GA,Gen 178 -> starting Map 4/5,
4725909,GA,Gen 178 -> starting Map 5/5,
4727409,GA,Gen 177 | 890 agents | tournament k=2 → 100 offspring,
4727434,GA,Gen 179 started | 100 founders | RL=true,
4740760,GA,Gen 179 -> starting Map 2/5,
4749062,GA,Gen 179 -> starting Map 3/5,
4757001,GA,Gen 179 -> starting Map 4/5,
4764692,GA,Gen 179 -> starting Map 5/5,
4767766,GA,Gen 178 | 713 agents | tournament k=2 → 100 offspring,
4767790,GA,Gen 180 started | 100 founders | RL=true,
4777306,GA,Gen 180 -> starting Map 2/5,
4790243,GA,Gen 180 -> starting Map 3/5,
4797842,GA,Gen 180 -> starting Map 4/5,
4802982,GA,Gen 180 -> starting Map 5/5,
4805818,GA,Gen 179 | 680 agents | tournament k=2 → 100 offspring,
4805857,GA,Gen 181 started | 100 founders | RL=true,
4821994,GA,Gen 181 -> starting Map 2/5,
4842012,GA,Gen 181 -> starting Map 3/5,
4855011,GA,Gen 181 -> starting Map 4/5,
4860904,GA,Gen 181 -> starting Map 5/5,
4862573,GA,Gen 180 | 1041 agents | tournament k=2 → 100 offspring,
4862598,GA,Gen 182 started | 100 founders | RL=true,
4875046,GA,Gen 182 -> starting Map 2/5,
4881717,GA,Gen 182 -> starting Map 3/5,
4886524,GA,Gen 182 -> starting Map 4/5,
4891473,GA,Gen 182 -> starting Map 5/5,
4893586,GA,Gen 181 | 534 agents | tournament k=2 → 100 offspring,
4893611,GA,Gen 183 started | 100 founders | RL=true,
4903265,GA,Gen 183 -> starting Map 2/5,
4916559,GA,Gen 183 -> starting Map 3/5,
4924113,GA,Gen 183 -> starting Map 4/5,
4927856,GA,Gen 183 -> starting Map 5/5,
4929987,GA,Gen 182 | 640 agents | tournament k=2 → 100 offspring,
4930009,GA,Gen 184 started | 100 founders | RL=true,
4943612,GA,Gen 184 -> starting Map 2/5,
4960746,GA,Gen 184 -> starting Map 3/5,
4976476,GA,Gen 184 -> starting Map 4/5,
4981980,GA,Gen 184 -> starting Map 5/5,
4983386,GA,Gen 183 | 956 agents | tournament k=2 → 100 offspring,
4983410,GA,Gen 185 started | 100 founders | RL=true,
4996257,GA,Gen 185 -> starting Map 2/5,
5003170,GA,Gen 185 -> starting Map 3/5,
5008439,GA,Gen 185 -> starting Map 4/5,
5015604,GA,Gen 185 -> starting Map 5/5,
5238062,GA,Gen 189 | 984 agents | tournament k=2 → 100 offspring,
5238088,GA,Gen 191 started | 100 founders | RL=true,
5251352,GA,Gen 191 -> starting Map 2/5,
5259337,GA,Gen 191 -> starting Map 3/5,
5266724,GA,Gen 191 -> starting Map 4/5,
5275386,GA,Gen 191 -> starting Map 5/5,
5278851,GA,Gen 190 | 721 agents | tournament k=2 → 100 offspring,
5278877,GA,Gen 192 started | 100 founders | RL=true,
5288950,GA,Gen 192 -> starting Map 2/5,
5303661,GA,Gen 192 -> starting Map 3/5,
5310253,GA,Gen 192 -> starting Map 4/5,
5312935,GA,Gen 192 -> starting Map 5/5,
5314349,GA,Gen 191 | 632 agents | tournament k=2 → 100 offspring,
5314376,GA,Gen 193 started | 100 founders | RL=true,
5329209,GA,Gen 193 -> starting Map 2/5,
5349539,GA,Gen 193 -> starting Map 3/5,
5365448,GA,Gen 193 -> starting Map 4/5,
5371448,GA,Gen 193 -> starting Map 5/5,
5372874,GA,Gen 192 | 1065 agents | tournament k=2 → 100 offspring,
5372899,GA,Gen 194 started | 100 founders | RL=true,
5384775,GA,Gen 194 -> starting Map 2/5,
5391314,GA,Gen 194 -> starting Map 3/5,
5397426,GA,Gen 194 -> starting Map 4/5,
5403866,GA,Gen 194 -> starting Map 5/5,
5406366,GA,Gen 193 | 573 agents | tournament k=2 → 100 offspring,
5406391,GA,Gen 195 started | 100 founders | RL=true,
5416822,GA,Gen 195 -> starting Map 2/5,
5430232,GA,Gen 195 -> starting Map 3/5,
5438369,GA,Gen 195 -> starting Map 4/5,
5443640,GA,Gen 195 -> starting Map 5/5,
5445907,GA,Gen 194 | 702 agents | tournament k=2 → 100 offspring,
5445934,GA,Gen 196 started | 100 founders | RL=true,
5460552,GA,Gen 196 -> starting Map 2/5,
5481490,GA,Gen 196 -> starting Map 3/5,
5497577,GA,Gen 196 -> starting Map 4/5,
5503262,GA,Gen 196 -> starting Map 5/5,
5504692,GA,Gen 195 | 1085 agents | tournament k=2 → 100 offspring,
5504716,GA,Gen 197 started | 100 founders | RL=true,
5517124,GA,Gen 197 -> starting Map 2/5,
5524547,GA,Gen 197 -> starting Map 3/5,
5529744,GA,Gen 197 -> starting Map 4/5,
5536282,GA,Gen 197 -> starting Map 5/5,
5539816,GA,Gen 196 | 610 agents | tournament k=2 → 100 offspring,
5539841,GA,Gen 198 started | 100 founders | RL=true,
5549397,GA,Gen 198 -> starting Map 2/5,
5561512,GA,Gen 198 -> starting Map 3/5,
5568839,GA,Gen 198 -> starting Map 4/5,
5574090,GA,Gen 198 -> starting Map 5/5,
5578162,GA,Gen 197 | 675 agents | tournament k=2 → 100 offspring,
5578188,GA,Gen 199 started | 100 founders | RL=true,
5593364,GA,Gen 199 -> starting Map 2/5,
5614103,GA,Gen 199 -> starting Map 3/5,
5632485,GA,Gen 199 -> starting Map 4/5,
5638043,GA,Gen 199 -> starting Map 5/5,
5639450,GA,Gen 198 | 1146 agents | tournament k=2 → 100 offspring,
5639474,GA,Gen 200 started | 100 founders | RL=true,
5652431,GA,Gen 200 -> starting Map 2/5,
5659021,GA,Gen 200 -> starting Map 3/5,
5663764,GA,Gen 200 -> starting Map 4/5,
5671268,GA,Gen 200 -> starting Map 5/5,
5897883,GA,Gen 204 | 1099 agents | tournament k=2 → 100 offspring,
5897908,GA,Gen 206 started | 100 founders | RL=true,
5910910,GA,Gen 206 -> starting Map 2/5,
5918769,GA,Gen 206 -> starting Map 3/5,
5926216,GA,Gen 206 -> starting Map 4/5,
5935597,GA,Gen 206 -> starting Map 5/5,
5938889,GA,Gen 205 | 717 agents | tournament k=2 → 100 offspring,
5938913,GA,Gen 207 started | 100 founders | RL=true,
5948892,GA,Gen 207 -> starting Map 2/5,
5961672,GA,Gen 207 -> starting Map 3/5,
5968742,GA,Gen 207 -> starting Map 4/5,
5972406,GA,Gen 207 -> starting Map 5/5,
5975702,GA,Gen 206 | 653 agents | tournament k=2 → 100 offspring,
5975728,GA,Gen 208 started | 100 founders | RL=true,
5989684,GA,Gen 208 -> starting Map 2/5,
6005604,GA,Gen 208 -> starting Map 3/5,
6020080,GA,Gen 208 -> starting Map 4/5,
6026176,GA,Gen 208 -> starting Map 5/5,
6027640,GA,Gen 207 | 951 agents | tournament k=2 → 100 offspring,
6027667,GA,Gen 209 started | 100 founders | RL=true,
6040387,GA,Gen 209 -> starting Map 2/5,
6049052,GA,Gen 209 -> starting Map 3/5,
6060047,GA,Gen 209 -> starting Map 4/5,
6070627,GA,Gen 209 -> starting Map 5/5,
6073935,GA,Gen 208 | 831 agents | tournament k=2 → 100 offspring,
6073959,GA,Gen 210 started | 100 founders | RL=true,
6083061,GA,Gen 210 -> starting Map 2/5,
6096469,GA,Gen 210 -> starting Map 3/5,
6104050,GA,Gen 210 -> starting Map 4/5,
6109012,GA,Gen 210 -> starting Map 5/5,
6112498,GA,Gen 209 | 688 agents | tournament k=2 → 100 offspring,
6112527,GA,Gen 211 started | 100 founders | RL=true,
6128514,GA,Gen 211 -> starting Map 2/5,
6146585,GA,Gen 211 -> starting Map 3/5,
6161476,GA,Gen 211 -> starting Map 4/5,
6167391,GA,Gen 211 -> starting Map 5/5,
6169027,GA,Gen 210 | 1046 agents | tournament k=2 → 100 offspring,
6169051,GA,Gen 212 started | 100 founders | RL=true,
6181967,GA,Gen 212 -> starting Map 2/5,
6189507,GA,Gen 212 -> starting Map 3/5,
6197190,GA,Gen 212 -> starting Map 4/5,
6205621,GA,Gen 212 -> starting Map 5/5,
6208565,GA,Gen 211 | 689 agents | tournament k=2 → 100 offspring,
6208589,GA,Gen 213 started | 100 founders | RL=true,
6217457,GA,Gen 213 -> starting Map 2/5,
6231467,GA,Gen 213 -> starting Map 3/5,
6238881,GA,Gen 213 -> starting Map 4/5,
6242406,GA,Gen 213 -> starting Map 5/5,
6244876,GA,Gen 212 | 645 agents | tournament k=2 → 100 offspring,
6244901,GA,Gen 214 started | 100 founders | RL=true,
6259009,GA,Gen 214 -> starting Map 2/5,
6277221,GA,Gen 214 -> starting Map 3/5,
6291829,GA,Gen 214 -> starting Map 4/5,
6297048,GA,Gen 214 -> starting Map 5/5,
6298466,GA,Gen 213 | 983 agents | tournament k=2 → 100 offspring,
6298491,GA,Gen 215 started | 100 founders | RL=true,
6312402,GA,Gen 215 -> starting Map 2/5,
6320302,GA,Gen 215 -> starting Map 3/5,
6326028,GA,Gen 215 -> starting Map 4/5,
6332263,GA,Gen 215 -> starting Map 5/5,
6752458,GA,Gen 224 | 601 agents | tournament k=2 → 100 offspring,
6752489,GA,Gen 226 started | 100 founders | RL=true,
6767007,GA,Gen 226 -> starting Map 2/5,
6786127,GA,Gen 226 -> starting Map 3/5,
6801208,GA,Gen 226 -> starting Map 4/5,
6807120,GA,Gen 226 -> starting Map 5/5,
6808582,GA,Gen 225 | 1028 agents | tournament k=2 → 100 offspring,
6808606,GA,Gen 227 started | 100 founders | RL=true,
6821580,GA,Gen 227 -> starting Map 2/5,
6828673,GA,Gen 227 -> starting Map 3/5,
6832773,GA,Gen 227 -> starting Map 4/5,
6839433,GA,Gen 227 -> starting Map 5/5,
6842991,GA,Gen 226 | 602 agents | tournament k=2 → 100 offspring,
6843016,GA,Gen 228 started | 100 founders | RL=true,
6852660,GA,Gen 228 -> starting Map 2/5,
6863702,GA,Gen 228 -> starting Map 3/5,
6869733,GA,Gen 228 -> starting Map 4/5,
6873997,GA,Gen 228 -> starting Map 5/5,
6876781,GA,Gen 227 | 602 agents | tournament k=2 → 100 offspring,
6876804,GA,Gen 229 started | 100 founders | RL=true,
6890714,GA,Gen 229 -> starting Map 2/5,
6909395,GA,Gen 229 -> starting Map 3/5,
6926853,GA,Gen 229 -> starting Map 4/5,
6933244,GA,Gen 229 -> starting Map 5/5,
6934700,GA,Gen 228 | 1077 agents | tournament k=2 → 100 offspring,
6934724,GA,Gen 230 started | 100 founders | RL=true,
6946041,GA,Gen 230 -> starting Map 2/5,
6952186,GA,Gen 230 -> starting Map 3/5,
6958850,GA,Gen 230 -> starting Map 4/5,
6966388,GA,Gen 230 -> starting Map 5/5,
6969413,GA,Gen 229 | 611 agents | tournament k=2 → 100 offspring,
6969437,GA,Gen 231 started | 100 founders | RL=true,
6979479,GA,Gen 231 -> starting Map 2/5,
6995761,GA,Gen 231 -> starting Map 3/5,
7002683,GA,Gen 231 -> starting Map 4/5,
7005587,GA,Gen 231 -> starting Map 5/5,
7008569,GA,Gen 230 | 718 agents | tournament k=2 → 100 offspring,
7008589,GA,Gen 232 started | 100 founders | RL=true,
7022775,GA,Gen 232 -> starting Map 2/5,
7040799,GA,Gen 232 -> starting Map 3/5,
7054963,GA,Gen 232 -> starting Map 4/5,
7059639,GA,Gen 232 -> starting Map 5/5,
7061049,GA,Gen 231 | 956 agents | tournament k=2 → 100 offspring,
7061074,GA,Gen 233 started | 100 founders | RL=true,
7073912,GA,Gen 233 -> starting Map 2/5,
7081312,GA,Gen 233 -> starting Map 3/5,
7088849,GA,Gen 233 -> starting Map 4/5,
7098154,GA,Gen 233 -> starting Map 5/5,
7101522,GA,Gen 232 | 713 agents | tournament k=2 → 100 offspring,
7101547,GA,Gen 234 started | 100 founders | RL=true,
7111208,GA,Gen 234 -> starting Map 2/5,
7126157,GA,Gen 234 -> starting Map 3/5,
7134380,GA,Gen 234 -> starting Map 4/5,
7138201,GA,Gen 234 -> starting Map 5/5,
7140303,GA,Gen 233 | 705 agents | tournament k=2 → 100 offspring,
7140328,GA,Gen 235 started | 100 founders | RL=true,
7155117,GA,Gen 235 -> starting Map 2/5,
7173114,GA,Gen 235 -> starting Map 3/5,
7187981,GA,Gen 235 -> starting Map 4/5,
7192896,GA,Gen 235 -> starting Map 5/5,
7400160,GA,Gen 239 | 743 agents | tournament k=2 → 100 offspring,
7400190,GA,Gen 241 started | 100 founders | RL=true,
7414608,GA,Gen 241 -> starting Map 2/5,
7433815,GA,Gen 241 -> starting Map 3/5,
7449699,GA,Gen 241 -> starting Map 4/5,
7455723,GA,Gen 241 -> starting Map 5/5,
7458370,GA,Gen 240 | 1095 agents | tournament k=2 → 100 offspring,
7458391,GA,Gen 242 started | 100 founders | RL=true,
7470469,GA,Gen 242 -> starting Map 2/5,
7477791,GA,Gen 242 -> starting Map 3/5,
7484514,GA,Gen 242 -> starting Map 4/5,
7491542,GA,Gen 242 -> starting Map 5/5,
7494178,GA,Gen 241 | 624 agents | tournament k=2 → 100 offspring,
7494201,GA,Gen 243 started | 100 founders | RL=true,
7503930,GA,Gen 243 -> starting Map 2/5,
7520280,GA,Gen 243 -> starting Map 3/5,
7528139,GA,Gen 243 -> starting Map 4/5,
7532168,GA,Gen 243 -> starting Map 5/5,
7534779,GA,Gen 242 | 739 agents | tournament k=2 → 100 offspring,
7534805,GA,Gen 244 started | 100 founders | RL=true,
7548818,GA,Gen 244 -> starting Map 2/5,
7568044,GA,Gen 244 -> starting Map 3/5,
7584433,GA,Gen 244 -> starting Map 4/5,
7590459,GA,Gen 244 -> starting Map 5/5,
7592183,GA,Gen 243 | 1070 agents | tournament k=2 → 100 offspring,
7592209,GA,Gen 245 started | 100 founders | RL=true,
7605310,GA,Gen 245 -> starting Map 2/5,
7612788,GA,Gen 245 -> starting Map 3/5,
7618665,GA,Gen 245 -> starting Map 4/5,
7626490,GA,Gen 245 -> starting Map 5/5,
7629411,GA,Gen 244 | 650 agents | tournament k=2 → 100 offspring,
7629436,GA,Gen 246 started | 100 founders | RL=true,
7639287,GA,Gen 246 -> starting Map 2/5,
7655558,GA,Gen 246 -> starting Map 3/5,
7664273,GA,Gen 246 -> starting Map 4/5,
7669204,GA,Gen 246 -> starting Map 5/5,
7672650,GA,Gen 245 | 783 agents | tournament k=2 → 100 offspring,
7672669,GA,Gen 247 started | 100 founders | RL=true,
7687109,GA,Gen 247 -> starting Map 2/5,
7703918,GA,Gen 247 -> starting Map 3/5,
7718389,GA,Gen 247 -> starting Map 4/5,
7724676,GA,Gen 247 -> starting Map 5/5,
7726407,GA,Gen 246 | 982 agents | tournament k=2 → 100 offspring,
7726428,GA,Gen 248 started | 100 founders | RL=true,
7739407,GA,Gen 248 -> starting Map 2/5,
7746196,GA,Gen 248 -> starting Map 3/5,
7752999,GA,Gen 248 -> starting Map 4/5,
7763297,GA,Gen 248 -> starting Map 5/5,
7766708,GA,Gen 247 | 712 agents | tournament k=2 → 100 offspring,
7766736,GA,Gen 249 started | 100 founders | RL=true,
7777579,GA,Gen 249 -> starting Map 2/5,
7795835,GA,Gen 249 -> starting Map 3/5,
7805419,GA,Gen 249 -> starting Map 4/5,
7811536,GA,Gen 249 -> starting Map 5/5,
7814710,GA,Gen 248 | 874 agents | tournament k=2 → 100 offspring,
7814732,GA,Gen 250 started | 100 founders | RL=true,
7828354,GA,Gen 250 -> starting Map 2/5,
7846709,GA,Gen 250 -> starting Map 3/5,
7863358,GA,Gen 250 -> starting Map 4/5,
7869238,GA,Gen 250 -> starting Map 5/5,
7871291,GA,Gen 249 | 1031 agents | tournament k=2 → 100 offspring,
7871314,GA,Gen 251 started | 100 founders | RL=true,
7884906,GA,Gen 251 -> starting Map 2/5,
7893002,GA,Gen 251 -> starting Map 3/5,
7901315,GA,Gen 251 -> starting Map 4/5,
7911902,GA,Gen 251 -> starting Map 5/5,
7915768,GA,Gen 250 | 796 agents | tournament k=2 → 100 offspring,
7915792,GA,Gen 252 started | 100 founders | RL=true,
7925783,GA,Gen 252 -> starting Map 2/5,
7941091,GA,Gen 252 -> starting Map 3/5,
7949211,GA,Gen 252 -> starting Map 4/5,
7954302,GA,Gen 252 -> starting Map 5/5,
7957631,GA,Gen 251 | 747 agents | tournament k=2 → 100 offspring,
7957652,GA,Gen 253 started | 100 founders | RL=true,
7972310,GA,Gen 253 -> starting Map 2/5,
7991899,GA,Gen 253 -> starting Map 3/5,
8007933,GA,Gen 253 -> starting Map 4/5,
8014041,GA,Gen 253 -> starting Map 5/5,
8015574,GA,Gen 252 | 1062 agents | tournament k=2 → 100 offspring,
8015599,GA,Gen 254 started | 100 founders | RL=true,
8028211,GA,Gen 254 -> starting Map 2/5,
8035984,GA,Gen 254 -> starting Map 3/5,
8044947,GA,Gen 254 -> starting Map 4/5,
8054621,GA,Gen 254 -> starting Map 5/5,
8057761,GA,Gen 253 | 748 agents | tournament k=2 → 100 offspring,
8057786,GA,Gen 255 started | 100 founders | RL=true,
8067650,GA,Gen 255 -> starting Map 2/5,
8083907,GA,Gen 255 -> starting Map 3/5,
8092022,GA,Gen 255 -> starting Map 4/5,
8097155,GA,Gen 255 -> starting Map 5/5,
8100156,GA,Gen 254 | 767 agents | tournament k=2 → 100 offspring,
8100185,GA,Gen 256 started | 100 founders | RL=true,
8115184,GA,Gen 256 -> starting Map 2/5,
8135893,GA,Gen 256 -> starting Map 3/5,
8151701,GA,Gen 256 -> starting Map 4/5,
8156677,GA,Gen 256 -> starting Map 5/5,
8158109,GA,Gen 255 | 1066 agents | tournament k=2 → 100 offspring,
8158130,GA,Gen 257 started | 100 founders | RL=true,
8170800,GA,Gen 257 -> starting Map 2/5,
8178772,GA,Gen 257 -> starting Map 3/5,
8186931,GA,Gen 257 -> starting Map 4/5,
8197355,GA,Gen 257 -> starting Map 5/5,
8200978,GA,Gen 256 | 751 agents | tournament k=2 → 100 offspring,
8201001,GA,Gen 258 started | 100 founders | RL=true,
8211078,GA,Gen 258 -> starting Map 2/5,
8226869,GA,Gen 258 -> starting Map 3/5,
8234876,GA,Gen 258 -> starting Map 4/5,
8241233,GA,Gen 258 -> starting Map 5/5,
8245561,GA,Gen 257 | 800 agents | tournament k=2 → 100 offspring,
8245587,GA,Gen 259 started | 100 founders | RL=true,
8261399,GA,Gen 259 -> starting Map 2/5,
8283902,GA,Gen 259 -> starting Map 3/5,
8303217,GA,Gen 259 -> starting Map 4/5,
8310361,GA,Gen 259 -> starting Map 5/5,
8311954,GA,Gen 258 | 1252 agents | tournament k=2 → 100 offspring,
8311979,GA,Gen 260 started | 100 founders | RL=true,
8324703,GA,Gen 260 -> starting Map 2/5,
8331590,GA,Gen 260 -> starting Map 3/5,
8339858,GA,Gen 260 -> starting Map 4/5,
8350318,GA,Gen 260 -> starting Map 5/5,
8353870,GA,Gen 259 | 756 agents | tournament k=2 → 100 offspring,
8353898,GA,Gen 261 started | 100 founders | RL=true,
8364530,GA,Gen 261 -> starting Map 2/5,
8381573,GA,Gen 261 -> starting Map 3/5,
8389664,GA,Gen 261 -> starting Map 4/5,
8395314,GA,Gen 261 -> starting Map 5/5,
8400916,GA,Gen 260 | 856 agents | tournament k=2 → 100 offspring,
8400935,GA,Gen 262 started | 100 founders | RL=true,
8415381,GA,Gen 262 -> starting Map 2/5,
8435233,GA,Gen 262 -> starting Map 3/5,
8450341,GA,Gen 262 -> starting Map 4/5,
8455581,GA,Gen 262 -> starting Map 5/5,
