generation,map_seed,condition,wall_clock_s,generation_ticks,total_agents,peak_population,avg_energy_at_tick_1000,avg_energy_end,avg_fitness,top20percent_fitness,best_fitness,avg_lifetime,avg_learned_weight_diff,inter_gen_weight_change,genome_variance,avg_network_weight_mag
204,1,learning,5838.2,10000,682,335,0.000,3.690,6.4466,16.8185,53.5000,2002.4,0.006289,0.001655,0.044372,0.4752
205,1,learning,5897.8,10000,1099,506,0.000,0.069,7.1288,20.2450,57.0000,2034.1,0.006174,0.000961,0.045342,0.4762
206,1,learning,5938.9,10000,717,318,0.000,0.525,6.2489,16.5220,37.5000,2020.6,0.006568,0.000988,0.044854,0.4772
207,1,learning,5975.7,10000,653,264,0.000,5.919,6.0962,15.2808,41.5200,1987.9,0.006476,0.001378,0.041740,0.4786
208,1,learning,6027.6,10000,951,425,0.000,0.482,6.9679,19.6730,44.0000,2041.1,0.006336,0.000723,0.043929,0.4793
209,1,learning,6073.9,10000,831,327,0.000,-0.557,6.3153,16.5664,44.5000,2026.7,0.006549,0.001795,0.042897,0.4811
210,1,learning,6112.5,10000,688,287,0.000,6.592,6.4733,17.0645,50.0100,1983.1,0.006574,0.001329,0.041118,0.4824
211,1,learning,6169.0,10000,1046,483,0.000,1.464,7.0028,21.0330,57.0000,2021.1,0.006271,0.000910,0.042907,0.4833
212,1,learning,6208.6,10000,689,314,0.000,-0.033,5.8726,16.3572,41.5000,2027.9,0.006335,0.000375,0.041941,0.4837
213,1,learning,6244.9,10000,645,314,0.000,2.930,6.3514,16.9052,40.0000,2016.9,0.006448,0.001137,0.041944,0.4848
214,1,learning,6298.5,10000,983,453,0.000,-0.054,6.9544,19.9389,65.5100,2039.0,0.006247,0.000742,0.042356,0.4855
215,1,learning,6334.7,10000,636,349,0.000,0.259,6.0535,16.6231,49.5000,2011.6,0.006656,0.000718,0.042079,0.4862
216,1,learning,6376.5,10000,765,351,0.000,8.520,6.5328,18.1171,58.0200,1970.5,0.006696,0.000744,0.042956,0.4869
217,1,learning,6427.6,10000,928,410,0.000,2.342,6.8758,19.2635,55.5100,2026.8,0.006483,0.000971,0.043291,0.4879
218,1,learning,6461.3,10000,590,308,0.000,0.422,6.2272,16.3681,45.5200,2023.2,0.006569,0.000721,0.043473,0.4886
219,1,learning,6502.9,10000,759,357,0.000,4.177,6.4655,17.5210,49.5100,1996.3,0.006638,0.000871,0.042817,0.4895
220,1,learning,6555.9,10000,968,424,0.000,1.006,6.9773,19.6315,54.5200,2030.5,0.006528,0.000628,0.043743,0.4901
221,1,learning,6590.3,10000,608,345,0.000,0.213,6.2280,17.8478,47.5000,2017.9,0.006613,0.000605,0.043803,0.4907
222,1,learning,6626.2,10000,639,331,0.000,0.254,6.0407,17.3479,47.0000,2030.6,0.006351,0.000531,0.043131,0.4912
223,1,learning,6680.4,10000,989,466,0.000,0.417,7.0546,19.5099,44.0100,2043.0,0.006486,0.001343,0.042935,0.4925
224,1,learning,6718.5,10000,669,307,0.000,-0.218,6.1122,15.6686,36.5000,2027.9,0.006511,0.000041,0.043308,0.4925
225,1,learning,6752.4,10000,601,267,0.000,1.933,6.4736,16.5143,39.0200,2009.7,0.006750,0.000820,0.043356,0.4933
226,1,learning,6808.6,10000,1028,472,0.000,-0.383,7.1020,19.9650,58.0200,2040.0,0.006604,0.000280,0.043405,0.4936
227,1,learning,6843.0,10000,602,318,0.000,1.023,5.8034,16.2562,37.5000,2018.6,0.006812,0.001496,0.043949,0.4951
228,1,learning,6876.8,10000,602,231,0.000,4.254,6.3833,16.1151,42.0000,2003.7,0.006762,-0.000012,0.043264,0.4951
229,1,learning,6934.7,10000,1077,462,0.000,0.047,7.4099,21.0167,66.5000,2044.4,0.006497,0.000537,0.044897,0.4956
230,1,learning,6969.4,10000,611,274,0.000,1.144,6.0459,16.7928,63.0100,2010.6,0.006856,0.000097,0.043392,0.4957
231,1,learning,7008.6,10000,718,350,0.000,5.351,6.4524,17.5542,45.5000,1991.8,0.006768,0.000350,0.042743,0.4960
232,1,learning,7061.0,10000,956,463,0.000,0.228,7.0204,19.8639,61.0000,2041.6,0.006626,0.001059,0.044404,0.4971
233,1,learning,7101.5,10000,713,320,0.000,0.196,6.0968,16.1413,42.5000,2025.1,0.006648,0.000566,0.044905,0.4977
234,1,learning,7140.3,10000,705,335,0.000,3.308,6.4239,17.3144,59.5000,2006.0,0.006652,0.001211,0.044915,0.4989
235,1,learning,7194.3,10000,990,464,0.000,-0.320,7.2851,20.1395,55.0000,2036.8,0.006478,0.000504,0.044354,0.4994
236,1,learning,7232.3,10000,673,299,0.000,1.241,6.1268,15.8615,35.5000,2011.4,0.006936,0.000903,0.043718,0.5003
237,1,learning,7265.9,10000,600,246,0.000,5.834,6.3991,16.7466,41.5000,1985.5,0.006783,0.000519,0.044667,0.5008
238,1,learning,7315.2,10000,911,415,0.000,-0.232,7.0234,20.5336,60.0200,2048.1,0.006512,0.000728,0.044494,0.5015
239,1,learning,7358.7,10000,783,316,0.000,0.231,6.3243,16.9551,35.5000,2018.4,0.006737,0.000665,0.045120,0.5022
240,1,learning,7400.1,10000,743,310,0.000,5.890,6.4670,17.0353,40.0000,1986.4,0.006841,0.000909,0.044576,0.5031
241,1,learning,7458.4,10000,1095,489,0.000,0.900,7.0018,20.1672,57.5300,2027.4,0.006526,0.000639,0.044634,0.5037
242,1,learning,7494.2,10000,624,297,0.000,-0.154,6.0980,16.1410,34.0100,2022.3,0.006741,0.001271,0.044585,0.5050
243,1,learning,7534.8,10000,739,363,0.000,4.046,6.4897,17.4852,48.0000,2001.3,0.006674,0.000691,0.044550,0.5057
244,1,learning,7592.2,10000,1070,452,0.000,2.178,7.0451,19.6144,68.0100,2021.1,0.006572,0.001095,0.043898,0.5068
245,1,learning,7629.4,10000,650,324,0.000,0.474,6.2830,17.0096,41.5000,2011.5,0.006723,0.000842,0.044921,0.5076
246,1,learning,7672.6,10000,783,362,0.000,5.940,6.3332,17.6589,48.0000,1986.0,0.006933,0.000559,0.044515,0.5082
247,1,learning,7726.4,10000,982,456,0.000,0.733,7.0312,19.6045,50.0000,2034.3,0.006817,0.000784,0.043779,0.5090
248,1,learning,7766.7,10000,712,314,0.000,0.899,6.3526,17.0743,48.5000,2014.1,0.006917,0.000645,0.043834,0.5096
249,1,learning,7814.7,10000,874,404,0.000,2.782,6.8447,18.5361,50.0000,2011.0,0.007013,0.000997,0.043576,0.5106
250,1,learning,7871.3,10000,1031,446,0.000,1.618,7.1774,19.6743,42.0000,2031.3,0.006837,0.001614,0.043438,0.5122
251,1,learning,7915.8,10000,796,343,0.000,0.805,6.3000,16.9324,56.5000,2016.4,0.006960,0.000400,0.043507,0.5126
252,1,learning,7957.6,10000,747,325,0.000,4.246,6.3516,17.2311,39.5000,1994.7,0.006896,-0.000004,0.043938,0.5126
253,1,learning,8015.6,10000,1062,481,0.000,0.252,7.2558,20.2951,61.5000,2042.7,0.006951,0.000327,0.044346,0.5129
254,1,learning,8057.8,10000,748,301,0.000,1.554,6.3192,16.4195,37.0000,2013.7,0.006973,0.001490,0.044031,0.5144
255,1,learning,8100.1,10000,767,351,0.000,4.368,6.3754,16.5810,44.0000,1986.8,0.006827,0.000904,0.044037,0.5153
256,1,learning,8158.1,10000,1066,502,0.000,0.210,7.3467,20.3398,56.0000,2032.5,0.006920,-0.000168,0.043905,0.5151
257,1,learning,8201.0,10000,751,310,0.000,1.365,6.5499,17.3481,39.0000,2015.6,0.006966,0.000891,0.043080,0.5160
258,1,learning,8245.6,10000,800,344,0.000,3.867,6.4456,16.7004,56.0000,2000.6,0.006905,0.000404,0.043144,0.5164
259,1,learning,8311.9,10000,1252,543,0.000,1.649,7.7569,21.5811,85.5200,2027.1,0.006856,0.001198,0.042799,0.5176
260,1,learning,8353.8,10000,756,304,0.000,2.836,6.1281,16.7738,39.0000,1999.1,0.006961,0.000725,0.042117,0.5183
261,1,learning,8400.9,10000,856,362,0.000,5.876,6.4830,17.1060,44.0000,1986.0,0.006906,0.001134,0.042843,0.5194
262,1,learning,8457.3,10000,1034,483,0.000,1.280,7.1343,20.3652,45.0100,2033.2,0.006770,0.000683,0.043674,0.5201
263,1,learning,8500.6,10000,764,303,0.000,1.800,6.4732,17.3651,50.0000,2023.3,0.006910,0.000603,0.043622,0.5207
264,1,learning,8545.8,10000,834,395,0.000,8.306,6.6504,18.4643,50.0000,1966.7,0.006788,0.000527,0.042333,0.5212
265,1,learning,8610.4,10000,1205,538,0.000,1.665,7.2557,20.3995,50.0000,2020.4,0.006691,0.000512,0.041125,0.5217
266,1,learning,8662.4,10000,926,346,0.000,0.797,6.3356,16.9870,45.0000,2017.3,0.006923,0.000722,0.042968,0.5224
267,1,learning,8707.3,10000,803,295,0.000,5.346,6.5538,16.4723,43.0000,1990.7,0.007034,0.000307,0.042729,0.5227
268,1,learning,8767.5,10000,1123,446,0.000,2.458,7.3139,21.8177,61.0000,2026.3,0.006778,0.000559,0.041693,0.5233
269,1,learning,8820.5,10000,962,342,0.000,0.297,6.4497,17.0991,39.0000,2021.5,0.006960,0.000562,0.042843,0.5239
270,1,learning,8866.8,10000,836,362,0.000,8.001,6.6848,18.0444,43.0000,1973.3,0.006869,0.001239,0.042626,0.5251
271,1,learning,8932.3,10000,1231,582,0.000,2.503,7.3209,20.7018,52.5200,2018.2,0.006757,0.000322,0.043681,0.5254
272,1,learning,8972.7,10000,710,305,0.000,1.044,6.1425,16.1137,42.0000,2009.2,0.006843,0.000775,0.043389,0.5262
273,1,learning,9017.4,10000,810,366,0.000,5.894,6.5801,17.7443,48.0000,1988.6,0.006820,0.000943,0.043805,0.5271
274,1,learning,9078.5,10000,1131,495,0.000,1.011,7.5862,21.0249,52.5000,2032.3,0.006772,0.000549,0.043070,0.5276
275,1,learning,9122.9,10000,784,346,0.000,-0.261,6.6409,17.5337,39.0000,2021.9,0.006965,-0.000163,0.043258,0.5274
276,1,learning,9171.0,10000,871,386,0.000,6.806,6.8518,18.3131,39.5100,1979.2,0.007091,0.000913,0.043058,0.5283
277,1,learning,9231.2,10000,1102,461,0.000,1.204,7.2278,20.6142,63.0000,2030.4,0.006764,0.000385,0.042917,0.5287
278,1,learning,9275.9,10000,789,314,0.000,0.221,6.6264,17.1008,48.5000,2028.4,0.007139,0.001187,0.041107,0.5299
279,1,learning,9329.3,10000,989,473,0.000,2.900,6.6760,18.0107,54.5000,2007.6,0.006852,-0.000050,0.040043,0.5298
280,1,learning,9391.0,10000,1145,452,0.000,3.276,7.3308,20.4555,52.0000,2016.3,0.006784,0.000944,0.041761,0.5307
281,1,learning,9441.2,10000,895,364,0.000,0.399,6.5816,17.6623,39.0000,2022.2,0.006979,0.001098,0.041277,0.5318
282,1,learning,9487.5,10000,840,383,0.000,6.028,6.4864,17.9764,47.5000,1990.5,0.006795,0.000258,0.041242,0.5321
283,1,learning,9550.6,10000,1172,501,0.000,1.492,7.4925,21.3509,52.5000,2037.4,0.006809,0.000512,0.040852,0.5326
284,1,learning,9597.4,10000,831,324,0.000,1.978,6.4099,17.0042,55.0000,2011.7,0.006796,0.000703,0.041379,0.5333
285,1,learning,9642.5,10000,808,356,0.000,3.857,6.8038,17.3152,40.5000,2001.1,0.006952,-0.000217,0.041687,0.5331
286,1,learning,9706.0,10000,1172,530,0.000,3.013,7.5724,21.9735,56.0000,2019.2,0.006930,-0.000240,0.042274,0.5329
287,1,learning,9751.1,10000,795,302,0.000,0.683,6.6376,17.6838,49.0100,2017.9,0.006972,0.000533,0.039557,0.5334
288,1,learning,9797.8,10000,839,346,0.000,5.071,6.7194,17.4166,52.0000,1994.1,0.006983,0.000490,0.041248,0.5339
289,1,learning,9867.4,10000,1307,569,0.000,1.460,7.7727,22.2515,61.5100,2027.7,0.006869,0.000858,0.042370,0.5348
290,1,learning,9913.7,10000,818,313,0.000,0.885,6.5278,17.6376,40.0000,2018.6,0.007001,0.000059,0.041877,0.5349
291,1,learning,9961.7,10000,870,396,0.000,5.839,6.6129,17.8398,93.5000,1989.0,0.006946,0.001823,0.041421,0.5367
292,1,learning,10021.7,10000,1084,499,0.000,0.596,7.4131,20.7640,47.5000,2040.9,0.006757,-0.000172,0.040815,0.5365
293,1,learning,10068.5,10000,832,316,0.000,0.945,6.3180,16.3794,35.0000,2021.1,0.006882,0.000464,0.041836,0.5370
294,1,learning,10116.1,10000,869,375,0.000,7.917,6.7566,17.9748,70.5000,1971.9,0.006864,0.000002,0.041580,0.5370
295,1,learning,10179.5,10000,1170,538,0.000,0.397,7.6738,21.5600,61.5100,2035.0,0.006756,0.000625,0.041282,0.5376
296,1,learning,10229.2,10000,876,327,0.000,1.812,6.4777,17.1266,44.0000,2014.0,0.007063,0.000397,0.039853,0.5380
297,1,learning,10278.8,10000,897,321,0.000,8.553,6.5973,17.0618,46.0000,1967.3,0.006885,0.001098,0.040437,0.5391
298,1,learning,10342.8,10000,1187,479,0.000,3.091,7.4670,22.2179,56.0000,2019.5,0.006878,0.000201,0.040925,0.5393
299,1,learning,10396.8,10000,970,314,0.000,0.572,6.9312,18.3322,47.5000,2028.2,0.006988,0.000728,0.041189,0.5400
300,1,learning,10448.7,10000,952,387,0.000,8.305,6.5763,17.6339,44.0000,1972.2,0.006826,0.001021,0.041150,0.5410
301,1,learning,10513.6,10000,1206,555,0.000,2.247,7.4034,21.3359,51.5000,2022.4,0.006667,0.000319,0.041332,0.5413
302,1,learning,10554.1,10000,710,311,0.000,0.666,6.4662,17.3627,36.0200,2019.9,0.006742,0.000609,0.041169,0.5419
303,1,learning,10599.8,10000,824,383,0.000,5.502,6.7788,18.5860,52.0000,1992.8,0.006816,0.001045,0.042437,0.5429
304,1,learning,10664.0,10000,1199,514,0.000,3.172,7.4794,21.2551,65.0100,2023.2,0.006633,0.000779,0.041831,0.5437
305,1,learning,10709.5,10000,799,309,0.000,-0.036,6.8052,18.6008,44.0000,2027.1,0.006884,0.000147,0.041511,0.5438
306,1,learning,10761.5,10000,958,446,0.000,8.237,6.9679,19.3338,61.5100,1970.7,0.006869,0.001109,0.041537,0.5449
307,1,learning,10827.1,10000,1216,498,0.000,3.756,7.3528,20.7559,61.0000,2014.2,0.006616,0.000478,0.042395,0.5454
308,1,learning,10872.9,10000,819,327,0.000,1.079,6.7461,18.2453,46.0000,2018.4,0.006930,-0.000352,0.041926,0.5450
309,1,learning,10927.3,10000,1011,488,0.000,4.906,6.7686,18.7279,50.5000,1994.6,0.006792,0.000216,0.042919,0.5452
310,1,learning,10990.5,10000,1169,491,0.000,1.657,7.5214,21.2473,62.0000,2032.2,0.006675,0.000541,0.043131,0.5457
311,1,learning,11038.2,10000,856,338,0.000,2.633,6.6212,17.3161,43.0000,2010.2,0.006917,0.000125,0.043107,0.5458
312,1,learning,11084.1,10000,824,374,0.000,5.061,6.5371,18.2351,47.5000,1999.9,0.006835,0.000379,0.043500,0.5462
313,1,learning,11146.8,10000,1147,499,0.000,0.767,7.7704,21.7639,65.0000,2041.1,0.006859,-0.000265,0.043285,0.5459
314,1,learning,11194.8,10000,851,305,0.000,2.945,6.4776,16.7799,53.0200,2010.0,0.006830,0.000397,0.042639,0.5463
315,1,learning,11241.2,10000,829,377,0.000,4.764,6.7331,18.0953,50.5000,1997.8,0.006862,0.000276,0.043564,0.5466
316,1,learning,11307.5,10000,1234,545,0.000,6.099,7.6359,21.0715,51.0200,2000.1,0.006941,0.000503,0.044054,0.5471
317,1,learning,11355.3,10000,850,313,0.000,2.088,6.4694,17.2870,44.5000,2015.7,0.007098,0.000202,0.043858,0.5473
318,1,learning,11402.7,10000,856,365,0.000,6.044,6.6858,17.3978,39.5000,1988.2,0.007042,0.000201,0.044921,0.5475
319,1,learning,11471.2,10000,1274,561,0.000,1.587,8.1399,22.1863,64.0000,2034.5,0.007129,-0.000290,0.044730,0.5472
320,1,learning,11518.1,10000,830,325,0.000,1.341,6.3614,17.6077,39.0100,2016.5,0.007021,-0.000302,0.044969,0.5469
321,1,learning,11570.2,10000,946,414,0.000,6.072,6.7603,17.6676,46.0000,1989.8,0.007014,0.000053,0.043869,0.5470
322,1,learning,11631.4,10000,1100,500,0.000,-0.028,7.6588,22.3684,48.5300,2046.2,0.006912,0.000222,0.042914,0.5472
323,1,learning,11676.8,10000,804,332,0.000,2.502,6.5656,17.0983,44.0000,2011.6,0.006953,0.000376,0.043697,0.5476
324,1,learning,11725.7,10000,897,393,0.000,8.230,6.8477,18.2928,56.5000,1968.6,0.006832,-0.000117,0.043621,0.5475
325,1,learning,11790.1,10000,1184,521,0.000,-0.054,7.7944,21.8914,62.0000,2040.1,0.006826,0.000252,0.043548,0.5478
326,1,learning,11839.7,10000,882,303,0.000,1.763,6.4599,16.8352,41.0000,2009.8,0.006949,0.000058,0.043083,0.5479
327,1,learning,11888.9,10000,888,372,0.000,8.353,6.7537,17.7308,48.0000,1973.1,0.006857,0.000300,0.043478,0.5482
328,1,learning,11955.1,10000,1192,507,0.000,2.123,7.6628,21.8691,54.0000,2031.3,0.006944,0.000317,0.043355,0.5485
329,1,learning,12009.3,10000,966,325,0.000,-0.079,6.7434,17.8731,56.0000,2028.2,0.007056,0.000432,0.042741,0.5489
330,1,learning,12060.4,10000,925,392,0.000,7.448,6.7635,17.9886,46.5100,1985.3,0.006993,0.000345,0.043509,0.5492
331,1,learning,12125.1,10000,1193,531,0.000,3.383,7.8060,21.8210,53.0200,2019.8,0.007048,-0.000302,0.044073,0.5489
332,1,learning,12170.0,10000,788,302,0.000,1.567,6.4629,17.1646,40.0000,2017.7,0.006976,0.001209,0.044613,0.5501
333,1,learning,12218.7,10000,882,383,0.000,5.364,6.7809,18.0926,42.5000,1994.1,0.006975,-0.000248,0.043796,0.5499
334,1,learning,12279.7,10000,1130,506,0.000,2.177,7.6459,21.7964,54.5000,2028.0,0.006941,0.000370,0.045050,0.5503
335,1,learning,12331.8,10000,927,344,0.000,0.106,6.5622,18.1787,49.0100,2026.6,0.006944,0.000561,0.044328,0.5509
336,1,learning,12384.5,10000,970,469,0.000,8.362,6.6842,18.7645,56.0000,1970.9,0.006971,0.000042,0.044886,0.5509
337,1,learning,12449.1,10000,1182,492,0.000,2.488,7.3848,19.9012,45.5000,2026.0,0.006921,0.000553,0.044650,0.5515
338,1,learning,12496.4,10000,837,336,0.000,1.458,6.5999,17.9089,61.5000,2022.9,0.007125,0.000735,0.043965,0.5522
339,1,learning,12551.7,10000,1015,474,0.000,4.797,6.8786,18.3548,58.0000,1995.3,0.007018,0.000306,0.044674,0.5525
340,1,learning,12617.5,10000,1216,494,0.000,3.008,7.3904,20.3874,57.0100,2024.7,0.006811,0.000003,0.043617,0.5525
341,1,learning,12667.3,10000,903,383,0.000,2.809,6.6674,18.0619,54.5100,2009.2,0.007007,0.001014,0.044221,0.5535
342,1,learning,12714.3,10000,855,394,0.000,6.924,6.5320,17.8873,45.5000,1981.4,0.006883,0.001059,0.044898,0.5546
343,1,learning,12779.1,10000,1202,534,0.000,1.312,7.7129,21.7396,74.0100,2039.3,0.006922,0.000957,0.043736,0.5556
344,1,learning,12828.3,10000,874,321,0.000,0.892,6.5466,16.7383,48.0000,2022.8,0.007053,-0.000348,0.044696,0.5553
345,1,learning,12878.7,10000,912,408,0.000,5.191,6.7949,17.3205,31.5000,1992.2,0.007095,0.000943,0.043741,0.5562
346,1,learning,12945.7,10000,1242,534,0.000,3.918,7.6373,21.0627,77.5000,2010.8,0.007043,0.000696,0.043729,0.5569
347,1,learning,12994.6,10000,873,332,0.000,1.969,6.4879,17.9230,48.0000,2016.2,0.007001,0.000121,0.043268,0.5570
348,1,learning,13046.1,10000,927,371,0.000,5.654,6.7865,17.7494,47.0000,1991.0,0.007029,0.000562,0.043995,0.5576
349,1,learning,13118.8,10000,1356,593,0.000,0.679,7.9309,22.2585,68.0100,2038.0,0.007078,0.000342,0.044360,0.5579
350,1,learning,13167.2,10000,864,334,0.000,2.209,6.4716,17.8078,44.0000,2009.5,0.007062,0.000270,0.044100,0.5582
351,1,learning,13221.3,10000,982,415,0.000,5.667,6.9160,17.8927,45.5000,1989.0,0.007166,-0.000591,0.043220,0.5576
352,1,learning,13284.2,10000,1149,533,0.000,0.633,7.4426,20.8518,50.5000,2038.5,0.006982,0.000170,0.043588,0.5578
353,1,learning,13330.1,10000,811,307,0.000,1.739,6.8879,18.0175,46.5000,2019.8,0.007018,0.000941,0.044252,0.5587
354,1,learning,13377.4,10000,855,384,0.000,6.186,6.8898,18.3119,47.5000,1980.4,0.006904,0.000200,0.045295,0.5589
355,1,learning,13444.7,10000,1204,533,0.000,2.024,7.7164,21.2824,65.0000,2026.4,0.006823,0.000135,0.044800,0.5590
356,1,learning,13498.8,10000,965,343,0.000,1.906,6.6639,17.4489,48.0000,2013.5,0.007041,-0.000356,0.044701,0.5586
357,1,learning,13548.2,10000,886,326,0.000,7.336,6.8657,17.2072,37.0300,1975.9,0.006992,0.000528,0.045258,0.5591
358,1,learning,13614.5,10000,1217,540,0.000,0.949,7.5780,21.8895,48.0000,2040.1,0.006841,0.000324,0.044789,0.5594
359,1,learning,13669.5,10000,996,352,0.000,0.463,6.7958,18.5395,50.0000,2022.8,0.007032,0.000251,0.043102,0.5597
360,1,learning,13722.2,10000,964,408,0.000,6.796,6.7007,17.9732,50.5000,1979.3,0.006892,0.000182,0.044042,0.5599
361,1,learning,13789.4,10000,1248,577,0.000,1.905,7.5772,20.7792,46.5300,2025.1,0.006823,0.000572,0.044313,0.5605
362,1,learning,13834.6,10000,787,318,0.000,1.021,6.4786,17.4449,48.0000,2026.1,0.006898,-0.000253,0.043341,0.5602
363,1,learning,13882.9,10000,871,404,0.000,5.276,6.5639,18.2807,44.0000,1996.8,0.006927,0.000676,0.043883,0.5609
364,1,learning,13945.7,10000,1162,511,0.000,1.755,7.7951,21.6666,67.0000,2029.1,0.006842,0.000607,0.043960,0.5615
365,1,learning,13994.6,10000,867,343,0.000,0.926,6.5335,17.7749,44.5000,2015.2,0.007001,0.000236,0.044817,0.5617
366,1,learning,14048.0,10000,974,466,0.000,6.105,6.8682,19.4531,56.5000,1985.0,0.007040,0.000258,0.044903,0.5620
367,1,learning,14113.6,10000,1206,478,0.000,3.058,7.3908,20.5785,56.0000,2018.0,0.006833,0.000416,0.045131,0.5624
368,1,learning,14164.3,10000,905,324,0.000,1.201,6.6417,18.3344,47.0000,2020.6,0.006958,0.000625,0.045336,0.5630
369,1,learning,14220.3,10000,1021,457,0.000,4.665,7.1096,19.0101,55.0000,1999.7,0.007061,0.000527,0.045814,0.5635
370,1,learning,14285.3,10000,1195,478,0.000,4.199,7.4541,20.6839,69.0000,2013.8,0.006958,-0.000024,0.045798,0.5635
371,1,learning,14336.1,10000,908,336,0.000,2.387,7.0047,18.8221,42.5100,2013.2,0.007157,0.000440,0.045476,0.5639
372,1,learning,14383.8,10000,866,407,0.000,6.608,6.6053,18.0222,40.5400,1991.2,0.006813,0.000279,0.046694,0.5642
373,1,learning,14449.8,10000,1215,515,0.000,2.661,7.5158,21.4548,54.0000,2030.1,0.006741,0.000348,0.046243,0.5645
374,1,learning,14498.2,10000,863,303,0.000,2.266,6.5511,17.2438,38.0000,2012.7,0.006970,0.001695,0.045985,0.5662
375,1,learning,14549.0,10000,912,387,0.000,4.055,6.7196,17.3605,46.0000,2004.4,0.007048,0.000762,0.045706,0.5670
376,1,learning,14616.4,10000,1250,533,0.000,4.667,7.5249,21.4540,62.0000,2009.4,0.006931,0.000116,0.046208,0.5671
377,1,learning,14665.7,10000,876,323,0.000,2.402,6.5614,17.4090,42.0000,2018.1,0.007051,0.000517,0.045391,0.5676
378,1,learning,14716.3,10000,908,369,0.000,4.664,6.7729,18.5838,62.0000,2003.3,0.007036,0.000400,0.044430,0.5680
379,1,learning,14787.1,10000,1318,574,0.000,2.473,8.0943,22.3012,54.0000,2027.8,0.007103,-0.000132,0.046281,0.5679
380,1,learning,14837.3,10000,895,323,0.000,2.841,6.5594,17.4883,51.0100,2008.6,0.007061,0.000333,0.045605,0.5682
381,1,learning,14892.7,10000,1013,428,0.000,6.139,6.9649,18.4470,41.0200,1987.6,0.006960,-0.000503,0.045896,0.5677
382,1,learning,14957.0,10000,1170,554,0.000,-0.044,7.5197,21.2661,71.0100,2043.9,0.006897,-0.000495,0.046028,0.5672
383,1,learning,15006.1,10000,864,332,0.000,0.841,6.4083,17.0517,44.0000,2023.1,0.007060,0.001362,0.046575,0.5686
384,1,learning,15057.8,10000,935,398,0.000,5.875,7.0410,18.8709,46.0000,1989.4,0.007133,-0.000889,0.046969,0.5677
385,1,learning,15122.5,10000,1192,524,0.000,1.476,7.9410,22.3256,57.5000,2027.2,0.007103,0.000330,0.047376,0.5680
386,1,learning,15175.4,10000,937,337,0.000,1.966,6.6443,17.8592,51.0300,2016.3,0.007294,-0.000743,0.047250,0.5673
387,1,learning,15226.7,10000,916,363,0.000,6.891,6.7984,18.1486,45.5000,1985.7,0.007125,0.000458,0.046134,0.5678
388,1,learning,15293.7,10000,1232,519,0.000,1.778,7.6040,22.1290,52.5200,2035.6,0.006996,0.000115,0.045977,0.5679
389,1,learning,15350.0,10000,1012,332,0.000,0.858,6.9488,18.5298,45.5000,2025.7,0.007291,0.000182,0.046090,0.5681
390,1,learning,15402.4,10000,942,391,0.000,7.648,6.8722,17.7980,45.5100,1983.7,0.007142,0.000843,0.046277,0.5689
391,1,learning,15470.9,10000,1262,564,0.000,4.134,7.7014,21.7209,77.0100,2014.1,0.007112,0.000703,0.046327,0.5696
392,1,learning,15520.2,10000,866,315,0.000,1.877,6.4270,17.2854,46.5100,2023.2,0.007009,-0.000031,0.045412,0.5696
393,1,learning,15570.7,10000,918,436,0.000,7.206,6.7006,18.7329,52.0000,1985.9,0.007137,0.000446,0.046934,0.5700
394,1,learning,15636.9,10000,1222,510,0.000,3.954,7.7024,21.4119,61.0100,2017.3,0.007249,0.000374,0.046030,0.5704
395,1,learning,15686.3,10000,862,325,0.000,0.160,6.7331,17.9301,47.0000,2028.9,0.007263,-0.000271,0.046842,0.5701
396,1,learning,15739.9,10000,974,425,0.000,9.028,6.8396,18.8247,59.0000,1974.0,0.007228,0.000636,0.046118,0.5707
397,1,learning,15805.0,10000,1183,498,0.000,3.451,7.4295,21.1315,65.0000,2022.9,0.007015,0.000335,0.046044,0.5710
398,1,learning,15857.3,10000,933,340,0.000,0.950,6.8340,18.8735,63.0000,2024.5,0.007237,0.000429,0.045744,0.5714
399,1,learning,15913.5,10000,1031,492,0.000,4.517,7.0400,19.2061,53.0000,2005.9,0.007221,0.000645,0.045461,0.5720
400,1,learning,15980.3,10000,1229,530,0.000,2.650,7.6197,21.5334,56.0400,2030.6,0.007005,0.000091,0.046962,0.5721
401,1,learning,16032.0,10000,920,357,0.000,1.378,6.9672,18.7603,41.5100,2023.3,0.007338,0.000261,0.045700,0.5724
402,1,learning,16079.0,10000,830,391,0.000,5.394,6.8076,19.1795,69.5000,1998.3,0.007145,-0.000130,0.045464,0.5723
403,1,learning,16143.3,10000,1174,493,0.000,2.604,7.5622,21.1602,51.0000,2028.3,0.007155,-0.000418,0.045101,0.5719
404,1,learning,16190.4,10000,826,311,0.000,3.185,6.4832,16.4588,37.5000,2010.2,0.007098,0.000234,0.045976,0.5721
405,1,learning,16241.9,10000,921,413,0.000,5.234,6.6809,18.0402,47.5000,1995.8,0.007111,-0.000401,0.046476,0.5717
406,1,learning,16308.1,10000,1225,577,0.000,2.998,7.6499,21.3529,62.5000,2021.0,0.007193,0.000145,0.046198,0.5718
407,1,learning,16357.5,10000,848,308,0.000,2.104,6.7175,18.2262,50.0000,2014.9,0.007288,0.000192,0.046244,0.5720
408,1,learning,16409.9,10000,938,387,0.000,5.593,6.8919,18.0921,56.0000,1996.5,0.007229,-0.000613,0.046884,0.5714
