condition,period,seed,rep,run,n_gens,avg_fitness,top20percent_fitness,total_agents,peak_population,food_items_eaten,food_prestige,food_medium,food_low,food_default,food_value_per_item,food_score
evolution,1000.0,42,3,shufP1000_g1k_evolution_seed42_rep3,1000,7.752184,22.69114,1523.86,683.28,7.12695282384945,1.5177195159326984,2.409513552810424,2.6978771277227587,0.5018426273835688,1.091025974927781,7.752184687246272
evolution,1000.0,123,1,shufP1000_g1k_evolution_seed123_rep1,1000,7.823862000000002,22.720173999999997,1508.46,671.46,7.2081219959402185,1.5173107097992828,2.4631724776020425,2.718585381833937,0.5090534267049567,1.0882336830370416,7.8238626665083295
evolution,1000.0,123,2,shufP1000_g1k_evolution_seed123_rep2,1000,7.807328,22.561244,1511.02,675.88,7.203455008773549,1.5154751746934116,2.466087888971535,2.712832915442153,0.5090590296664484,1.086606747133992,7.807326553771965
evolution,1000.0,123,3,shufP1000_g1k_evolution_seed123_rep3,1000,7.781089999999999,22.631949999999996,1515.3,676.7,7.170441311361321,1.5112358508309292,2.455036097999826,2.705841077897592,0.49832828463297396,1.0879615171136885,7.781082345397017
evolution,1000.0,456,1,shufP1000_g1k_evolution_seed456_rep1,1000,7.677526,22.189289999999996,1482.36,664.68,7.238902052500679,1.4659587590957455,2.440895505237658,2.8165628395335824,0.5154849486336928,1.0641402172210694,7.67753495002158
evolution,1000.0,456,2,shufP1000_g1k_evolution_seed456_rep2,1000,7.734439999999999,22.304251999999998,1481.92,670.96,7.2824983447106995,1.4899888093577944,2.469846114475307,2.810886417951087,0.5117770029265091,1.0653819167243521,7.734438619721809
evolution,1000.0,456,3,shufP1000_g1k_evolution_seed456_rep3,1000,7.743411999999999,22.26821,1458.74,648.3,7.316190838222394,1.4963798788059923,2.4745860747034745,2.8154096873000607,0.5298151974128664,1.0614656265327567,7.743407513505462
evolution,1000.0,999,1,shufP1000_g1k_evolution_seed999_rep1,1000,7.756778,22.368056000000003,1473.0,660.86,7.206520595665019,1.4804170193501838,2.45001634482844,2.7602695996285935,0.5158176318578023,1.0805698860537432,7.756780640442077
evolution,1000.0,999,2,shufP1000_g1k_evolution_seed999_rep2,1000,7.714707999999999,22.479106,1486.58,667.36,7.182666575003055,1.5094464668094096,2.4168100222716697,2.737180959219848,0.5192291267021281,1.0784523485210646,7.71470740269699
evolution,1000.0,999,3,shufP1000_g1k_evolution_seed999_rep3,1000,7.715791999999999,22.584942,1472.62,664.74,7.1842377045345,1.4822514809980225,2.4134111168655736,2.7688361865917415,0.5197389200791611,1.0786076907295128,7.715795476220624
evolution,3000.0,1,1,shufP3000_g1k_evolution_seed1_rep1,1000,7.807013999999999,22.751184,1516.44,678.58,7.165446601997546,1.5092094251705357,2.350870184228814,2.8060514942225,0.4993154983756978,1.0949096365664481,7.807011076010337
evolution,3000.0,1,2,shufP3000_g1k_evolution_seed1_rep2,1000,7.785560000000001,22.876296000000004,1507.52,677.06,7.146243279541554,1.4731281148078847,2.3380217018132368,2.8254424033682626,0.5096510595521697,1.0949201649390536,7.785565795929634
evolution,3000.0,1,3,shufP3000_g1k_evolution_seed1_rep3,1000,7.839314000000001,22.719354000000003,1496.76,675.04,7.197508275788322,1.50242058296247,2.3359223139566754,2.850616324618823,0.508549054250353,1.0944475455992477,7.839314435078004
evolution,3000.0,42,1,shufP3000_g1k_evolution_seed42_rep1,1000,7.779072,22.859874,1508.28,679.9,7.156739736005903,1.5643463974183047,2.4087859683119244,2.6814223573877056,0.5021850128879691,1.0910242522667408,7.779081455191414
evolution,3000.0,42,2,shufP3000_g1k_evolution_seed42_rep2,1000,7.742824000000001,22.726992,1516.52,686.64,7.132617231650492,1.5319635913501886,2.384718312901012,2.7150622615902797,0.5008730658090115,1.089678324018472,7.7428180323711775
evolution,3000.0,42,3,shufP3000_g1k_evolution_seed42_rep3,1000,7.813135999999999,22.759572000000002,1490.34,678.58,7.205167809920183,1.5502971726685613,2.4065794869561525,2.734930330928423,0.5133608193670465,1.0884195394243592,7.813132696577827
evolution,3000.0,123,1,shufP3000_g1k_evolution_seed123_rep1,1000,7.7162419999999985,22.280332,1507.92,675.12,7.15851909080804,1.485559455922397,2.439541993186575,2.7318532771237107,0.5015643645753569,1.0826205956145756,7.7162470424701795
evolution,3000.0,123,2,shufP3000_g1k_evolution_seed123_rep2,1000,7.702732000000001,22.328629999999997,1517.86,677.62,7.144420575154075,1.4942516247332451,2.4411167629744246,2.704054397164477,0.504997790281928,1.0831854206511202,7.702740596490633
evolution,3000.0,123,3,shufP3000_g1k_evolution_seed123_rep3,1000,7.65735,22.169476000000003,1517.44,686.14,7.112452506002362,1.4518664259463565,2.4418560475279336,2.712881068975562,0.5058489635525087,1.0814295549240314,7.657352134137576
evolution,3000.0,456,1,shufP3000_g1k_evolution_seed456_rep1,1000,7.847912,23.138106000000004,1495.04,678.04,7.07098781335133,1.3678992719961818,2.4369590237747563,2.7511118077227987,0.515017709857593,1.115382851219039,7.847916987492329
evolution,3000.0,456,2,shufP3000_g1k_evolution_seed456_rep2,1000,7.913148,23.095945999999998,1474.26,668.24,7.122751011690658,1.4089906469307527,2.42472744249086,2.7794893625957444,0.5095435596733006,1.1166293782382497,7.913137737752984
evolution,3000.0,456,3,shufP3000_g1k_evolution_seed456_rep3,1000,7.8071399999999995,23.066411999999996,1503.32,681.16,7.043020360701382,1.416512657364695,2.386574184933041,2.727395330401301,0.5125381880023478,1.1142839653255523,7.807140998678858
evolution,3000.0,999,1,shufP3000_g1k_evolution_seed999_rep1,1000,7.842216,22.659078,1467.84,657.96,7.2713253664060575,1.5309547503147223,2.4549716964933532,2.76329621146683,0.5221027081311519,1.0837295115893197,7.842213006606068
evolution,3000.0,999,2,shufP3000_g1k_evolution_seed999_rep2,1000,7.714122,22.400716,1478.98,659.18,7.143130894810319,1.460808434436136,2.4438777663298348,2.7349953596555405,0.5034493343888073,1.0850665358508562,7.714119916944675
evolution,3000.0,999,3,shufP3000_g1k_evolution_seed999_rep3,1000,7.776674000000001,22.848104000000003,1467.76,653.98,7.198975024825504,1.5023722014209424,2.4303262609586294,2.7550322932251423,0.5112442692207905,1.085190175227943,7.776672502404429
evolution,10000.0,1,1,shufP10000_g1k_evolution_seed1_rep1,1000,7.69452,22.337621999999996,1517.48,674.4,7.128614966192307,1.490621702878286,2.3277942858249996,2.8060128423741895,0.5041861351148319,1.0852376507377788,7.694517261219519
evolution,10000.0,1,2,shufP10000_g1k_evolution_seed1_rep2,1000,7.775228000000001,22.497505999999998,1498.14,671.66,7.1972126420677345,1.4867339926687233,2.3675045996918334,2.8347451172144384,0.5082289324927388,1.0858774722432025,7.775224334278233
evolution,10000.0,1,3,shufP10000_g1k_evolution_seed1_rep3,1000,7.763370000000001,22.49553,1512.46,678.12,7.178523985018108,1.5185185785676945,2.3406776146818995,2.8117954247052794,0.5075323670632337,1.0862241042980074,7.763371007710503
evolution,10000.0,42,1,shufP10000_g1k_evolution_seed42_rep1,1000,7.8730020000000005,22.933379999999996,1509.34,691.62,7.109009400888124,1.5255350314097598,2.368518497462743,2.701491776388865,0.5134640956267567,1.113239103011852,7.872995476044857
evolution,10000.0,42,2,shufP10000_g1k_evolution_seed42_rep2,1000,7.774566,22.879839999999998,1530.32,700.8,7.025537880105778,1.4958830401354803,2.339095322740416,2.6839690835401084,0.5065904336897743,1.1133264822284414,7.774569480221147
evolution,10000.0,42,3,shufP10000_g1k_evolution_seed42_rep3,1000,7.786642,22.755661999999997,1525.58,692.14,7.036456140843481,1.4791014659060904,2.366549349307377,2.6842395959471923,0.5065657296828219,1.1132278753774185,7.786639678245721
evolution,10000.0,123,1,shufP10000_g1k_evolution_seed123_rep1,1000,7.815214000000001,22.53094,1499.1,680.42,7.152583140417009,1.5044394373651908,2.4367642700696304,2.7151669529598323,0.4962124800223545,1.0983637307941556,7.8152167435463635
evolution,10000.0,123,2,shufP10000_g1k_evolution_seed123_rep2,1000,7.850126,22.699428,1500.84,677.84,7.207907700053486,1.521036874167761,2.426950765621974,2.7483037730959046,0.511616287167846,1.0946389724384626,7.850134877703963
evolution,10000.0,123,3,shufP10000_g1k_evolution_seed123_rep3,1000,7.7289140000000005,22.468764,1508.56,688.1,7.099661612372416,1.43692624360716,2.443419611606511,2.7074490278314176,0.5118667293273278,1.0952496163318621,7.728908135975848
evolution,10000.0,456,1,shufP10000_g1k_evolution_seed456_rep1,1000,7.719266,22.276226,1468.42,657.1,7.257761279033941,1.495980261467404,2.4399430631215915,2.8028610644593646,0.5189768899855801,1.0720312502564733,7.719266003166651
evolution,10000.0,456,2,shufP10000_g1k_evolution_seed456_rep2,1000,7.5999099999999995,22.2156,1478.36,666.56,7.173187483108941,1.4568815681231055,2.4211831549485368,2.7768746208843167,0.518248139152981,1.068650327113025,7.599906090846705
evolution,10000.0,456,3,shufP10000_g1k_evolution_seed456_rep3,1000,7.738524,22.361615999999998,1472.98,658.92,7.304196200679213,1.4971528589985181,2.4609514270513064,2.816016858974812,0.5300750556545766,1.0681866380674514,7.73852680986742
evolution,10000.0,999,1,shufP10000_g1k_evolution_seed999_rep1,1000,7.808244000000001,22.712664,1483.8,669.84,7.179437093272546,1.5199423862575825,2.384834886759445,2.757310318132154,0.5173495021233645,1.0935298223864651,7.808248831171196
evolution,10000.0,999,2,shufP10000_g1k_evolution_seed999_rep2,1000,7.731243999999999,22.549928,1492.84,674.64,7.09944775816689,1.4503839014292634,2.4040388706586895,2.7400286748273186,0.5049963112516176,1.095297957482422,7.731243735263521
evolution,10000.0,999,3,shufP10000_g1k_evolution_seed999_rep3,1000,7.718086,22.678054000000003,1473.08,669.18,7.122511608446204,1.407862765508697,2.4404823272781644,2.7523270839048224,0.5218394317545192,1.0908426306758505,7.718087232070287
evolution,100000.0,1,1,shufP100000_g1k_evolution_seed1_rep1,1000,7.899107999999999,23.124893999999998,1536.16,696.34,7.083907502452349,1.4855728047662184,2.30793987299929,2.7880335806250316,0.5023612440618093,1.122565290086617,7.8991081413874635
evolution,100000.0,1,2,shufP100000_g1k_evolution_seed1_rep2,1000,7.869148,23.205229999999997,1519.52,698.0,7.0553194796544565,1.4545022553831521,2.3214064753135886,2.7690476447831873,0.5103631041745296,1.1227325909074715,7.869147684544843
evolution,100000.0,1,3,shufP100000_g1k_evolution_seed1_rep3,1000,7.7634360000000004,22.813851999999997,1548.0,705.64,6.9611864628391436,1.4492211271154303,2.2689651848626773,2.748558057504435,0.4944420933566014,1.1232536292190458,7.763436703761766
evolution,100000.0,42,1,shufP100000_g1k_evolution_seed42_rep1,1000,7.752135999999999,22.557575999999997,1506.62,685.42,7.1060098247557235,1.537428560316008,2.393709395699419,2.671271591870045,0.5036002768702514,1.0954892371385936,7.7521344020018725
evolution,100000.0,42,2,shufP100000_g1k_evolution_seed42_rep2,1000,7.8090779999999995,22.436186000000003,1503.74,679.9,7.147203852331943,1.5212204615969875,2.4265848423225718,2.694698185350735,0.5047003630616491,1.0971070268846375,7.809080832980299
evolution,100000.0,42,3,shufP100000_g1k_evolution_seed42_rep3,1000,8.037636,23.08683,1469.6,661.38,7.361900908527309,1.5794255176086396,2.493677081967379,2.7632256359358305,0.5255726730154602,1.0958510835112714,8.037635278811143
evolution,100000.0,123,1,shufP100000_g1k_evolution_seed123_rep1,1000,7.698257999999999,22.282878,1485.74,671.92,7.179789690224901,1.4950935084280474,2.4435801723249715,2.739633376087137,0.5014826333847462,1.078636526443253,7.698255063268905
evolution,100000.0,123,2,shufP100000_g1k_evolution_seed123_rep2,1000,7.731691999999999,22.299536,1481.6,673.58,7.220934950577309,1.4769885793409663,2.4776936402646554,2.744803502058792,0.5214492289128954,1.077688510646341,7.7316931186594395
evolution,100000.0,123,3,shufP100000_g1k_evolution_seed123_rep3,1000,7.821718000000001,22.451369999999997,1491.64,677.78,7.291258144457726,1.5503842008795197,2.4830271697841475,2.7537945828787964,0.5040521909152634,1.0782142056683082,7.821723182148396
evolution,100000.0,456,1,shufP100000_g1k_evolution_seed456_rep1,1000,7.556329999999999,21.905822000000004,1433.12,634.76,7.39423555458834,1.4789651551724288,2.5168504933028393,2.8752981975853977,0.5231217085276759,1.0287354183512827,7.5563264391734775
evolution,100000.0,456,2,shufP100000_g1k_evolution_seed456_rep2,1000,7.475269999999999,21.785619999999998,1441.68,638.24,7.344607364408729,1.4582951139329936,2.4821389745275027,2.869492431027308,0.534680844920924,1.0250557161469043,7.475271130510128
evolution,100000.0,456,3,shufP100000_g1k_evolution_seed456_rep3,1000,7.61312,22.023106000000002,1411.28,616.76,7.456783464984053,1.5025346274301992,2.5280407866720336,2.8912016663154203,0.5350063845663995,1.0275438971791322,7.6131196751910295
evolution,100000.0,999,1,shufP100000_g1k_evolution_seed999_rep1,1000,7.672984000000001,22.49046,1500.58,678.04,7.021639691292283,1.480666482758571,2.3406615398335675,2.686984282250712,0.5133273864494334,1.0976051903644426,7.67298182113468
evolution,100000.0,999,2,shufP100000_g1k_evolution_seed999_rep2,1000,7.87548,22.776458,1486.38,668.98,7.192969997238934,1.5135604658850195,2.3959475795923777,2.768455132021825,0.5150068197397112,1.0997022480136973,7.8754759488316814
evolution,100000.0,999,3,shufP100000_g1k_evolution_seed999_rep3,1000,7.7512,22.693542,1492.2,672.76,7.088841591971102,1.4978132889854354,2.365129424771984,2.706774816579478,0.5191240616342059,1.098229758788214,7.751198826030527
learning,300.0,1,1,shufP300_g1k_learning_noeps_lr0.01_seed1_rep1,1000,7.849870000000001,22.354782000000004,1507.5,674.38,7.246369813163783,1.5484438248427483,2.3654086839361734,2.8197315307897703,0.5127857735950918,1.085965720397801,7.849867257146217
learning,300.0,1,2,shufP300_g1k_learning_noeps_lr0.01_seed1_rep2,780,7.7616179999999995,22.255363999999997,1515.74,690.08,7.133467600195339,1.5083624715599466,2.3217282840449815,2.801930823507043,0.5014460210833671,1.0904773407085164,7.7616186426677185
learning,300.0,1,3,shufP300_g1k_learning_noeps_lr0.01_seed1_rep3,1000,7.844574,22.507092000000004,1523.22,672.46,7.225065779450199,1.5243329909214396,2.3766430911212257,2.8223529847844877,0.5017367126230453,1.0888810449026531,7.844577065199693
learning,300.0,42,1,shufP300_g1k_learning_noeps_lr0.01_seed42_rep1,835,7.767936000000001,22.025402000000003,1477.34,663.62,7.268193721913369,1.5321277394600414,2.4461356474642155,2.7742312730006917,0.5156990619884191,1.0713382358935393,7.767940597789769
learning,300.0,42,2,shufP300_g1k_learning_noeps_lr0.01_seed42_rep2,1000,7.7601580000000006,22.27992,1502.14,677.48,7.186539692451405,1.554747445085489,2.3942109615951273,2.72051061288405,0.5170706728867371,1.082489486979172,7.760150723512661
learning,300.0,42,3,shufP300_g1k_learning_noeps_lr0.01_seed42_rep3,840,7.667637999999999,21.897282,1476.94,671.8,7.174123761958008,1.537817506618487,2.376285650259997,2.7428181855548335,0.5172024195246891,1.0709108483362344,7.667634543496927
learning,300.0,123,1,shufP300_g1k_learning_noeps_lr0.01_seed123_rep1,825,7.678708000000001,22.069086,1520.34,684.62,7.090462414989332,1.4555209672336142,2.448014987675105,2.6920103202481216,0.4949161398324909,1.0853275594401282,7.678705626751619
learning,300.0,123,2,shufP300_g1k_learning_noeps_lr0.01_seed123_rep2,1000,7.833664,22.712040000000002,1524.78,700.46,7.105353028963828,1.4700324212713622,2.444548419751575,2.695123598703917,0.4956485892369751,1.1046715560062421,7.8336596634010025
learning,300.0,123,3,shufP300_g1k_learning_noeps_lr0.01_seed123_rep3,835,7.769736,22.217424,1516.36,681.82,7.141491620966506,1.5138259562107224,2.417294914457483,2.6986454609430064,0.5117252893552934,1.0900238925460188,7.769734384972841
learning,300.0,456,1,shufP300_g1k_learning_noeps_lr0.01_seed456_rep1,1000,7.762578000000001,22.385281999999997,1473.0,667.48,7.167535483605905,1.4279725615038366,2.418531532791872,2.800642838007856,0.5203885513023407,1.0853892331340091,7.762579268737522
learning,300.0,456,2,shufP300_g1k_learning_noeps_lr0.01_seed456_rep2,860,7.749978000000001,22.336501999999996,1506.86,683.56,7.093746951564769,1.4142251282235285,2.423012404392582,2.7489886266635324,0.5075207922851243,1.0949230854999827,7.74998068599263
learning,300.0,456,3,shufP300_g1k_learning_noeps_lr0.01_seed456_rep3,1000,7.81425,22.356673999999998,1476.58,674.46,7.192616016252418,1.4402501904870169,2.4422229109103593,2.7981742514948302,0.5119686633602129,1.0890744452512584,7.814253243954516
learning,300.0,999,1,shufP300_g1k_learning_noeps_lr0.01_seed999_rep1,1000,7.686032,22.152698000000004,1474.96,654.32,7.1803305425121176,1.4974869496319234,2.4084991531362747,2.7509201795450675,0.5234242601988516,1.0737430265116117,7.6860326367506095
learning,300.0,999,2,shufP300_g1k_learning_noeps_lr0.01_seed999_rep2,865,7.767033999999999,22.334210000000006,1431.6,643.36,7.22439352485768,1.4650018832570129,2.424444452510713,2.811377889007042,0.5235693000829117,1.077455276864808,7.767031155136482
learning,300.0,999,3,shufP300_g1k_learning_noeps_lr0.01_seed999_rep3,1000,7.841478,22.451414000000003,1447.66,648.0,7.350522492228749,1.5141344013966995,2.4996303763027323,2.804736748585924,0.5320209659433932,1.0697800700747961,7.841476695406986
learning,1000.0,1,1,shufP1000_g1k_learning_noeps_lr0.01_seed1_rep1,830,7.819342000000002,22.502466,1488.82,655.34,7.262566314753969,1.5162369148929904,2.3923387107970377,2.844670819280933,0.5093198697830073,1.0802457966634067,7.819335515606008
learning,1000.0,1,2,shufP1000_g1k_learning_noeps_lr0.01_seed1_rep2,1000,7.901523999999999,22.751897999999997,1489.88,668.54,7.266892295057562,1.530643604170906,2.381594282063879,2.8447442471174345,0.5099101617053421,1.0909574613138369,7.901523375987808
learning,1000.0,1,3,shufP1000_g1k_learning_noeps_lr0.01_seed1_rep3,720,7.780394,22.218059999999994,1488.18,674.7,7.255353458291084,1.5418767896128867,2.384245682149961,2.824427905222073,0.5048030813061621,1.077297852604596,7.7803932501349236
learning,1000.0,42,1,shufP1000_g1k_learning_noeps_lr0.01_seed42_rep1,1000,7.686518000000001,22.621602,1522.96,688.68,7.082842440553562,1.4945473337546114,2.3883954900669524,2.6898180077480442,0.5100816089839537,1.0887239226466445,7.686514465343695
learning,1000.0,42,2,shufP1000_g1k_learning_noeps_lr0.01_seed42_rep2,825,7.70011,22.35846,1497.98,677.26,7.092409230521705,1.4575949065058535,2.3979417238707468,2.730554875252219,0.5063177248928862,1.0894791371503887,7.700113578844266
learning,1000.0,42,3,shufP1000_g1k_learning_noeps_lr0.01_seed42_rep3,1000,7.80124,22.73318,1509.94,680.26,7.190840252124372,1.5199025982628784,2.4265416210150277,2.730106344356588,0.5142896884898767,1.0888325867610316,7.801233804135026
learning,1000.0,123,1,shufP1000_g1k_learning_noeps_lr0.01_seed123_rep1,1000,7.711576000000001,22.220980000000004,1511.82,681.94,7.126967159352675,1.4950747749773075,2.4121107164921467,2.713223956266648,0.506557711616572,1.0845618337789695,7.7115793399249295
learning,1000.0,123,2,shufP1000_g1k_learning_noeps_lr0.01_seed123_rep2,815,7.76202,22.378091999999995,1482.7,670.34,7.255829116627463,1.5055174932102153,2.495762715572965,2.740408321364389,0.5141405864798942,1.0740573590290465,7.7620214199280015
learning,1000.0,123,3,shufP1000_g1k_learning_noeps_lr0.01_seed123_rep3,1000,7.831266,22.661605999999995,1513.1,678.34,7.214867113568566,1.5541446885502714,2.4469280385927634,2.7046167019593885,0.509177684466143,1.087748885379223,7.831261463363383
learning,1000.0,456,1,shufP1000_g1k_learning_noeps_lr0.01_seed456_rep1,955,7.69576,22.28982,1497.14,669.7,7.147115662161725,1.433487642436285,2.423333190293999,2.773369040602481,0.5169257888289601,1.0803245654671456,7.6957580000766255
learning,1000.0,456,2,shufP1000_g1k_learning_noeps_lr0.01_seed456_rep2,1000,7.782604,22.188372,1453.48,652.7,7.347274529697057,1.4770886005811956,2.5047134098629886,2.8430782240257715,0.5223942952271021,1.0624910091941366,7.782604412873822
learning,1000.0,456,3,shufP1000_g1k_learning_noeps_lr0.01_seed456_rep3,990,7.719454,22.209444000000005,1454.3,645.76,7.315272904950349,1.4614521564803689,2.4617797408766537,2.8665783984379956,0.5254626091553294,1.0589443423205471,7.719448157706666
learning,1000.0,999,1,shufP1000_g1k_learning_noeps_lr0.01_seed999_rep1,830,7.81661,22.545692,1485.68,661.76,7.188947069680759,1.4916322551755525,2.4588855361430815,2.7313907788619,0.5070384995002232,1.0906557049224972,7.816606958584277
learning,1000.0,999,2,shufP1000_g1k_learning_noeps_lr0.01_seed999_rep2,1000,7.791348,22.375364000000005,1470.56,657.92,7.239568115457689,1.5082325791907598,2.4486882234446354,2.7556129280335324,0.5270343847887607,1.0807317209850156,7.791344474462123
learning,1000.0,999,3,shufP1000_g1k_learning_noeps_lr0.01_seed999_rep3,870,7.779812000000001,22.287399999999998,1452.48,643.52,7.301215889133511,1.5171117617104926,2.4500399737223004,2.8083111410991375,0.5257530126015804,1.0696289275026165,7.7798122630140405
learning,3000.0,1,1,shufP3000_g1k_learning_noeps_lr0.01_seed1_rep1,1000,7.932217999999999,22.893368,1475.16,658.98,7.280425376241078,1.5323510659134336,2.3787761919602226,2.857930895852746,0.5113672225146767,1.0944894446815248,7.932219043496113
learning,3000.0,1,2,shufP3000_g1k_learning_noeps_lr0.01_seed1_rep2,990,7.716904,22.201292,1479.92,650.66,7.2280107884247915,1.4995431493225027,2.376991705991764,2.8419523221353287,0.5095236109751969,1.0723207665385002,7.71690469230493
learning,3000.0,1,3,shufP3000_g1k_learning_noeps_lr0.01_seed1_rep3,1000,7.833087999999999,22.670288,1492.58,667.26,7.185527983593719,1.4993463079179705,2.3505443994630064,2.833425766966477,0.5022115092462638,1.0946678434100863,7.833084487708029
learning,3000.0,42,1,shufP3000_g1k_learning_noeps_lr0.01_seed42_rep1,960,7.702176,22.430030000000002,1509.46,677.84,7.100127586458453,1.5139645862588327,2.3807686246105924,2.697875970022841,0.5075184055661873,1.0881034094478068,7.702176769862093
learning,3000.0,42,2,shufP3000_g1k_learning_noeps_lr0.01_seed42_rep2,1000,7.816472,22.792554000000006,1505.4,688.08,7.196436265862527,1.5559321606580048,2.4108605600946174,2.726144122821557,0.5034994222883488,1.0903710292706041,7.816467729938117
learning,3000.0,42,3,shufP3000_g1k_learning_noeps_lr0.01_seed42_rep3,840,7.861208,22.814134,1488.1,680.42,7.178548431659715,1.5101657646790787,2.4200043639377227,2.744076865415825,0.5043014376270888,1.0990176704605232,7.861208949488015
learning,3000.0,123,1,shufP3000_g1k_learning_noeps_lr0.01_seed123_rep1,1000,7.739868,22.190531999999997,1517.98,685.18,7.1831655556075145,1.5143640791010742,2.4474008487091576,2.7184888381563197,0.502911789640962,1.0822164830947498,7.739870433398046
