id,rl,map_index,ticks,mean_fitness,std_clones,n_clones,mean_lifetime,mean_cave_entries,mean_drained_ticks,mean_predator_touches,deaths_survived,deaths_starved,deaths_drained,deaths_lifespan
fixed_cen_g1_r0,0,0,2000,1.319500,2.126927,100,2000.00,0.0000,0.0000,0.0000,100,0,0,0
fixed_cen_g1_r1,0,0,2000,1.364600,2.110991,100,2000.00,0.0000,0.0000,0.0000,100,0,0,0
fixed_cen_g1_r2,0,0,2000,1.250400,1.957504,100,2000.00,0.0000,0.0000,0.0000,100,0,0,0
fixed_cen_g1_r3,0,0,2000,1.515000,2.409254,100,2000.00,0.0000,0.0000,0.0000,100,0,0,0
fixed_cen_g1_r4,0,0,2000,1.358900,1.946314,100,2000.00,0.0000,0.0000,0.0000,100,0,0,0
fixed_cen_g1_r5,0,0,2000,1.130000,1.750721,100,2000.00,0.0000,0.0000,0.0000,100,0,0,0
vary_cen_g1_r0,0,0,2000,1.534100,2.325684,100,2000.00,0.0000,0.0000,0.0000,100,0,0,0
vary_cen_g1_r1,0,1,2000,0.306100,0.689633,100,2000.00,0.0000,0.0000,0.0000,100,0,0,0
vary_cen_g1_r2,0,2,2000,0.249100,0.695251,100,2000.00,0.0000,0.0000,0.0000,100,0,0,0
vary_cen_g1_r3,0,3,2000,0.339600,0.764837,100,2000.00,0.0000,0.0000,0.0000,100,0,0,0
vary_cen_g1_r4,0,4,2000,0.159800,0.507890,100,2000.00,0.0000,0.0000,0.0000,100,0,0,0
vary_cen_g1_r5,0,5,2000,1.248400,2.313553,100,2000.00,0.0000,0.0000,0.0000,100,0,0,0
fixed_cen_g250_r0,0,0,2000,20.471100,11.023319,100,2000.00,0.8700,0.0000,0.0000,100,0,0,0
fixed_cen_g250_r1,0,0,2000,20.330500,11.473838,100,2000.00,0.7700,0.0000,0.0000,99,1,0,0
fixed_cen_g250_r2,0,0,2000,19.519700,10.869639,100,1999.80,0.8800,0.0000,0.0000,99,1,0,0
fixed_cen_g250_r3,0,0,2000,19.995300,11.773046,100,1999.80,0.7000,0.0000,0.0000,99,1,0,0
fixed_cen_g250_r4,0,0,2000,20.685200,11.511429,100,2000.00,0.6900,0.0000,0.0000,100,0,0,0
fixed_cen_g250_r5,0,0,2000,20.900900,10.360503,100,2000.00,0.7400,0.0000,0.0000,100,0,0,0
vary_cen_g250_r0,0,0,2000,20.019800,11.776598,100,2000.00,0.9400,0.0000,0.0000,100,0,0,0
vary_cen_g250_r1,0,1,2000,23.304400,14.696625,100,1999.70,1.6600,0.0000,0.0000,98,2,0,0
vary_cen_g250_r2,0,2,2000,24.269500,14.843426,100,2000.00,0.3400,0.0000,0.0000,100,0,0,0
vary_cen_g250_r3,0,3,2000,13.011200,11.360162,100,1999.20,0.7000,0.0000,0.0000,99,1,0,0
vary_cen_g250_r4,0,4,2000,7.979300,6.018364,100,1998.80,2.3900,0.0000,0.0000,99,1,0,0
