lr,metric,mean,std,sem,count
0.005,avg_learned_weight_diff,0.0019676333333333335,8.364186053247081e-05,4.829065069394316e-05,3
0.1,avg_learned_weight_diff,0.019720466666666665,0.00038632048979226393,0.00022304223877503166,3
0.2,avg_learned_weight_diff,0.027760733333333332,0.0010566406181069061,0.0006100517453007148,3
0.3,avg_learned_weight_diff,0.0326088,0.0024013297675454714,0.0013864083877054394,3
0.005,avg_network_weight_mag,0.5984566666666666,0.0029784825554858715,0.0017196277051863722,3
0.1,avg_network_weight_mag,0.5985466666666667,0.0011073654922082858,0.0006393377650177561,3
0.2,avg_network_weight_mag,0.6017016666666667,0.0017142077859272228,0.0009896983266520344,3
0.3,avg_network_weight_mag,0.594575,0.0037375392974520875,0.002157869319490768,3
0.005,peak_population,592.9166666666666,4.3192399022667844,2.493714320268301,3
0.1,peak_population,564.9666666666667,17.10974381261547,9.878315195979075,3
0.2,peak_population,530.5666666666667,21.372957992129468,12.33968305013451,3
0.3,peak_population,475.7833333333333,19.543370572481447,11.283370260894772,3
0.005,total_agents,1385.6499999999999,17.28199930563585,9.977766951243783,3
0.1,total_agents,1410.5333333333335,42.52908808490189,24.554180454207412,3
0.2,total_agents,1274.9166666666667,73.84392888608606,42.633812220401374,3
0.3,total_agents,1039.1166666666668,96.0969085524261,55.48157602103406,3
