lr,mean,std,sem,count
0.005,7.487054999999999,0.05552849966458766,0.032059394229045725,3
0.1,7.060465000000001,0.057165892147328916,0.03300474321972546,3
0.2,6.753731666666667,0.07617359620192089,0.04397884627232088,3
0.3,6.3543466666666655,0.0882281829028191,0.05093856514905415,3
