environment,condition,seed,rep,run,time,event,last_gen,first_crossing
hard,pure_rl,2008,2,roam60d5_w500_purerl_h128_noeps_lr0.02_seed2008_r2,29.0,1,1000.0,21.0
hard,pure_rl,2008,3,roam60d5_w500_purerl_h128_noeps_lr0.02_seed2008_r3,38.0,1,1000.0,5.0
hard,pure_rl,2008,4,roam60d5_w500_purerl_h128_noeps_lr0.02_seed2008_r4,38.0,1,1000.0,9.0
hard,pure_rl,2008,5,roam60d5_w500_purerl_h128_noeps_lr0.02_seed2008_r5,35.0,1,1000.0,8.0
hard,pure_rl,2008,6,roam60d5_w500_purerl_h128_noeps_lr0.02_seed2008_r6,105.0,1,1000.0,32.0
hard,pure_rl,2008,7,roam60d5_w500_purerl_h128_noeps_lr0.02_seed2008_r7,44.0,1,1000.0,11.0
hard,pure_rl,2008,8,roam60d5_w500_purerl_h128_noeps_lr0.02_seed2008_r8,47.0,1,1000.0,11.0
hard,pure_rl,2008,9,roam60d5_w500_purerl_h128_noeps_lr0.02_seed2008_r9,29.0,1,1000.0,8.0
hard,pure_rl,2008,10,roam60d5_w500_purerl_h128_noeps_lr0.02_seed2008_r10,56.0,1,1000.0,5.0
hard,pure_rl,2009,1,roam60d5_w500_purerl_h128_noeps_lr0.02_seed2009_r1,104.0,1,1000.0,5.0
hard,pure_rl,2009,2,roam60d5_w500_purerl_h128_noeps_lr0.02_seed2009_r2,45.0,1,1000.0,5.0
hard,pure_rl,2009,3,roam60d5_w500_purerl_h128_noeps_lr0.02_seed2009_r3,36.0,1,1000.0,5.0
hard,pure_rl,2009,4,roam60d5_w500_purerl_h128_noeps_lr0.02_seed2009_r4,32.0,1,1000.0,5.0
hard,pure_rl,2009,5,roam60d5_w500_purerl_h128_noeps_lr0.02_seed2009_r5,134.0,1,1000.0,5.0
hard,pure_rl,2009,6,roam60d5_w500_purerl_h128_noeps_lr0.02_seed2009_r6,20.0,1,1000.0,5.0
hard,pure_rl,2009,7,roam60d5_w500_purerl_h128_noeps_lr0.02_seed2009_r7,39.0,1,1000.0,5.0
hard,pure_rl,2009,8,roam60d5_w500_purerl_h128_noeps_lr0.02_seed2009_r8,33.0,1,1000.0,5.0
hard,pure_rl,2009,9,roam60d5_w500_purerl_h128_noeps_lr0.02_seed2009_r9,87.0,1,1000.0,5.0
hard,pure_rl,2009,10,roam60d5_w500_purerl_h128_noeps_lr0.02_seed2009_r10,117.0,1,1000.0,5.0
hard,pure_rl,2010,1,roam60d5_w500_purerl_h128_noeps_lr0.02_seed2010_r1,27.0,1,1000.0,2.0
hard,pure_rl,2010,2,roam60d5_w500_purerl_h128_noeps_lr0.02_seed2010_r2,26.0,1,1000.0,2.0
hard,pure_rl,2010,3,roam60d5_w500_purerl_h128_noeps_lr0.02_seed2010_r3,86.0,1,1000.0,5.0
hard,pure_rl,2010,4,roam60d5_w500_purerl_h128_noeps_lr0.02_seed2010_r4,29.0,1,1000.0,5.0
hard,pure_rl,2010,5,roam60d5_w500_purerl_h128_noeps_lr0.02_seed2010_r5,89.0,1,1000.0,8.0
hard,pure_rl,2010,6,roam60d5_w500_purerl_h128_noeps_lr0.02_seed2010_r6,44.0,1,1000.0,2.0
hard,pure_rl,2010,7,roam60d5_w500_purerl_h128_noeps_lr0.02_seed2010_r7,44.0,1,1000.0,2.0
hard,pure_rl,2010,8,roam60d5_w500_purerl_h128_noeps_lr0.02_seed2010_r8,44.0,1,1000.0,2.0
hard,pure_rl,2010,9,roam60d5_w500_purerl_h128_noeps_lr0.02_seed2010_r9,1000.0,0,1000.0,5.0
hard,pure_rl,2010,10,roam60d5_w500_purerl_h128_noeps_lr0.02_seed2010_r10,51.0,1,1000.0,5.0
