seed,rep,run,n_gens,avg_fitness,top20percent_fitness,best_fitness,total_agents,peak_population,genome_variance,avg_lifetime,avg_energy_end,avg_network_weight_mag,inter_gen_weight_change
2007,3,roam60d5_w500_evolution_h128_seed2007_r3,1000,7.205221999999999,20.450948,59.797999999999995,1343.34,491.56,0.04500144,1698.9720000000002,1.3124799999999999,0.6034379999999999,2.697999999999999e-05
2007,4,roam60d5_w500_evolution_h128_seed2007_r4,1000,7.245498000000001,20.469658,60.61800000000001,1358.98,491.78,0.04572532,1728.5420000000001,1.6344199999999998,0.6094760000000001,5.698e-05
2007,5,roam60d5_w500_evolution_h128_seed2007_r5,1000,7.120424000000001,20.041532,60.31620000000001,1332.54,483.48,0.04409975999999999,1619.1959999999997,0.8108399999999999,0.61027,1.5480000000000004e-05
2007,6,roam60d5_w500_evolution_h128_seed2007_r6,1000,7.118796000000001,20.133642000000002,56.26959999999999,1349.18,496.08,0.04519344,1661.4920000000002,0.96504,0.6043580000000001,-5.996e-05
2007,7,roam60d5_w500_evolution_h128_seed2007_r7,1000,7.229436000000001,20.619104000000004,59.376599999999996,1343.64,483.94,0.045016759999999996,1650.144,0.9134599999999999,0.610882,-2.56e-05
2007,8,roam60d5_w500_evolution_h128_seed2007_r8,1000,6.1148940000000005,17.969156,50.157399999999996,643.8,243.9,0.02304252,1397.7779999999996,-1.3422000000000003,0.583916,0.00017487999999999998
2007,9,roam60d5_w500_evolution_h128_seed2007_r9,1000,6.9474360000000015,19.534494,56.42359999999999,1232.84,443.02,0.0379035,1527.0659999999998,-0.25778000000000006,0.599404,0.0001002
2007,10,roam60d5_w500_evolution_h128_seed2007_r10,1000,6.2609140000000005,18.058411999999997,48.5352,707.68,261.66,0.02853498,1479.774,-0.7953600000000001,0.604968,4.938e-05
2008,1,roam60d5_w500_evolution_h128_seed2008_r1,1000,7.102452,20.066338,55.955,1313.46,486.4,0.04102454,1616.1419999999998,0.30340000000000006,0.610522,4.2099999999999987e-05
2008,2,roam60d5_w500_evolution_h128_seed2008_r2,1000,7.035044,19.7046,54.6668,1283.82,471.14,0.044348939999999996,1600.5019999999997,0.38467999999999997,0.604978,-4.538e-05
2008,3,roam60d5_w500_evolution_h128_seed2008_r3,1000,7.078334,19.729750000000003,55.3072,1293.26,499.66,0.04404472,1727.398,1.5090000000000001,0.6045959999999999,5.458e-05
2008,4,roam60d5_w500_evolution_h128_seed2008_r4,1000,3.641962,13.029728,31.126400000000004,203.88,193.28,0.026154940000000005,839.436,-2.1379,0.5587420000000001,0.0001033
2008,5,roam60d5_w500_evolution_h128_seed2008_r5,1000,3.771706,13.319785999999999,31.373,215.92,205.82,0.026659979999999996,899.7660000000001,-2.09562,0.568392,7.949999999999998e-05
2008,6,roam60d5_w500_evolution_h128_seed2008_r6,1000,6.985282,19.936804,58.126999999999995,1269.0,468.92,0.04202216,1598.986,0.15065999999999996,0.59538,0.00013256
2008,7,roam60d5_w500_evolution_h128_seed2008_r7,1000,7.142904,20.117198,56.81540000000001,1278.26,470.24,0.042985680000000005,1615.394,0.47478000000000004,0.598674,8.644e-05
2008,8,roam60d5_w500_evolution_h128_seed2008_r8,1000,6.096583999999999,17.164409999999997,43.986399999999996,620.5,238.36,0.027264599999999993,1399.9260000000002,-1.6088600000000002,0.5936359999999999,0.0001428
2008,9,roam60d5_w500_evolution_h128_seed2008_r9,1000,7.1710519999999995,20.514018,59.1954,1334.78,483.24,0.04533082,1660.7159999999997,1.36028,0.6119400000000002,1.736e-05
2008,10,roam60d5_w500_evolution_h128_seed2008_r10,1000,6.37838,17.727666000000003,46.676399999999994,812.84,303.58,0.02960372,1407.624,-1.7171200000000002,0.584848,0.00016368
2009,1,roam60d5_w500_evolution_h128_seed2009_r1,1000,7.049442,20.101248000000002,56.523599999999995,1287.6,473.98,0.04235804,1613.0859999999998,0.7490000000000001,0.609192,3.7539999999999996e-05
2009,2,roam60d5_w500_evolution_h128_seed2009_r2,1000,6.97818,19.602954,55.26519999999999,1277.3,467.46,0.04209304,1615.1360000000004,0.14816000000000001,0.5963499999999999,3.285999999999999e-05
2009,3,roam60d5_w500_evolution_h128_seed2009_r3,1000,7.0357780000000005,19.798148,56.696999999999996,1261.42,455.44,0.04375393999999999,1596.9880000000003,0.4627800000000001,0.605114,4.5880000000000015e-05
2009,4,roam60d5_w500_evolution_h128_seed2009_r4,1000,7.084134000000001,20.131625999999997,57.376599999999996,1300.24,471.2,0.04424788,1610.026,0.38292000000000004,0.61163,2.3399999999999993e-05
2009,5,roam60d5_w500_evolution_h128_seed2009_r5,1000,7.050231999999999,19.839514,56.5366,1310.4,483.66,0.043742720000000006,1677.1940000000002,0.9803800000000001,0.601974,4.2000000000000004e-05
2009,6,roam60d5_w500_evolution_h128_seed2009_r6,1000,7.041067999999999,19.982584,57.655199999999994,1285.0,468.16,0.04319642,1596.3439999999996,0.10961999999999994,0.5982620000000001,6.497999999999999e-05
2009,7,roam60d5_w500_evolution_h128_seed2009_r7,1000,7.145228,20.093766000000002,59.79600000000001,1305.92,484.58,0.0457408,1698.948,1.1231,0.611456,3.7039999999999984e-05
2009,8,roam60d5_w500_evolution_h128_seed2009_r8,1000,7.151826,20.261654,58.66480000000001,1329.56,483.04,0.04375066,1655.9660000000003,1.1436,0.608606,7.284e-05
2009,9,roam60d5_w500_evolution_h128_seed2009_r9,1000,7.141572000000001,20.005922,57.726800000000004,1293.9,467.02,0.04485162000000001,1630.662,0.7917400000000001,0.606852,5.141999999999999e-05
2009,10,roam60d5_w500_evolution_h128_seed2009_r10,1000,7.01252,20.096308,58.7826,1301.26,477.72,0.04329094000000001,1620.8140000000003,0.81256,0.61002,-1.726e-05
2010,1,roam60d5_w500_evolution_h128_seed2010_r1,1000,7.136616000000001,20.362046,59.4872,1338.6,489.4,0.044481099999999996,1636.078,0.9028399999999999,0.6082799999999999,7.856000000000002e-05
2010,2,roam60d5_w500_evolution_h128_seed2010_r2,1000,7.004152,19.780473999999998,55.9582,1258.72,463.98,0.04195062,1579.6640000000002,0.33942,0.6044740000000001,7.986e-05
2010,3,roam60d5_w500_evolution_h128_seed2010_r3,1000,7.058038,20.039862000000003,57.72599999999999,1339.02,494.0,0.04269984,1610.2160000000001,0.11895999999999997,0.60832,-6.67e-05
2010,4,roam60d5_w500_evolution_h128_seed2010_r4,1000,7.1661340000000004,20.191836,55.6268,1327.66,492.84,0.04119612,1685.7200000000003,0.81096,0.610172,-1.7460000000000006e-05
2010,5,roam60d5_w500_evolution_h128_seed2010_r5,1000,7.141355999999999,20.455488,58.794399999999996,1284.4,465.46,0.039299339999999995,1592.004,0.42908,0.6022219999999999,3.4839999999999985e-05
2010,6,roam60d5_w500_evolution_h128_seed2010_r6,1000,7.178800000000001,20.384126000000002,62.2334,1345.08,493.6,0.04540236,1695.05,1.21012,0.608684,-7.048e-05
2010,7,roam60d5_w500_evolution_h128_seed2010_r7,1000,7.185358,20.380472,59.53699999999999,1330.46,489.96,0.04772574,1656.6680000000001,0.8183199999999999,0.6138800000000001,-4.568e-05
2010,8,roam60d5_w500_evolution_h128_seed2010_r8,1000,6.952264000000001,19.47563,56.90740000000001,1217.52,440.84,0.0401367,1514.76,-0.6330199999999999,0.5847019999999999,0.00011503999999999998
2010,9,roam60d5_w500_evolution_h128_seed2010_r9,1000,7.174244000000001,20.342198,58.15619999999999,1318.26,471.14,0.044501540000000006,1622.5420000000004,0.5625199999999999,0.60505,4.460000000000001e-05
2010,10,roam60d5_w500_evolution_h128_seed2010_r10,1000,7.205480000000001,20.338340000000002,58.205799999999996,1338.8,487.02,0.04668070000000001,1664.4080000000001,1.06614,0.6120580000000001,-7.119999999999995e-06
