lr,mean,std,sem,count
0.0001,7.369581666666666,0.12160201810962526,0.07020695788959389,3
0.001,7.420848333333333,0.018710907469530216,0.010802747464315449,3
0.01,7.31074,0.03615610356495934,0.02087473612607726,3
