generation,lifetime,energy_at_death,food_low,food_medium,food_prestige,food_default,cells_visited,predator_touches,drained_ticks,cave_entries,cave_entries_day,cave_entries_night,frac_death_drained,frac_death_starved
1,1637.256,-1.9792,4.744,0.328,0.0,1.68,444.496,7.224,11.464,0.016,0.008,0.008,0.6,0.4
2,1569.3030303030303,-1.8065151515151516,3.787878787878788,0.5909090909090909,0.05303030303030303,1.1666666666666667,454.34090909090907,6.704545454545454,11.325757575757576,0.022727272727272728,0.007575757575757576,0.015151515151515152,0.5227272727272727,0.4772727272727273
3,1603.366972477064,-1.688348623853211,2.743119266055046,0.3486238532110092,0.03669724770642202,1.348623853211009,466.8440366972477,7.036697247706422,11.0,0.009174311926605505,0.0,0.009174311926605505,0.5412844036697247,0.45871559633027525
4,1527.7303370786517,-1.8418539325842698,4.792134831460674,0.7303370786516854,0.24157303370786518,1.4887640449438202,468.5168539325843,9.247191011235955,14.48314606741573,0.028089887640449437,0.028089887640449437,0.0,0.5786516853932584,0.42134831460674155
5,1460.4255319148936,-1.6102127659574468,4.049645390070922,0.5390070921985816,0.07801418439716312,1.0354609929078014,456.98581560283685,8.5177304964539,13.865248226950355,0.11347517730496454,0.014184397163120567,0.09929078014184398,0.5106382978723404,0.48936170212765956
6,1433.7089552238806,-1.8388059701492538,2.8208955223880596,0.5746268656716418,0.208955223880597,1.1940298507462686,445.67164179104475,8.932835820895523,14.925373134328359,0.29850746268656714,0.15671641791044777,0.1417910447761194,0.5522388059701493,0.44776119402985076
7,1513.2235294117647,-1.7557647058823531,4.617647058823529,1.6176470588235294,0.23529411764705882,1.188235294117647,499.3529411764706,8.994117647058824,14.547058823529412,0.6647058823529411,0.36470588235294116,0.3,0.6529411764705882,0.34705882352941175
8,1491.421052631579,-1.6682706766917292,2.6315789473684212,0.8270676691729323,0.13533834586466165,0.8421052631578947,507.7218045112782,8.082706766917294,13.24812030075188,0.5939849624060151,0.3383458646616541,0.2556390977443609,0.5488721804511278,0.45112781954887216
9,1430.9022556390978,-2.004962406015038,2.2857142857142856,0.9699248120300752,0.22556390977443608,1.0075187969924813,501.90977443609023,9.323308270676693,15.0,0.06766917293233082,0.03759398496240601,0.03007518796992481,0.6541353383458647,0.3458646616541353
10,1461.4072164948454,-2.114639175257732,2.8969072164948453,1.3453608247422681,0.5927835051546392,0.9072164948453608,528.0,9.814432989690722,16.201030927835053,0.5463917525773195,0.211340206185567,0.33505154639175255,0.7010309278350515,0.29896907216494845
11,1622.2627737226278,-1.780948905109489,3.167883211678832,0.9562043795620438,0.10218978102189781,0.7372262773722628,556.5036496350365,5.759124087591241,9.598540145985401,0.2116788321167883,0.058394160583941604,0.15328467153284672,0.5109489051094891,0.48905109489051096
12,1508.8503937007874,-1.7577165354330708,2.4173228346456694,0.889763779527559,0.31496062992125984,1.0,553.3385826771654,7.929133858267717,12.968503937007874,0.4251968503937008,0.1968503937007874,0.2283464566929134,0.5590551181102362,0.4409448818897638
13,1473.6262626262626,-1.9793434343434344,2.984848484848485,1.994949494949495,0.5151515151515151,0.803030303030303,555.6363636363636,9.095959595959595,15.257575757575758,0.08080808080808081,0.06060606060606061,0.020202020202020204,0.6818181818181818,0.3181818181818182
14,1451.1764705882354,-1.938235294117647,2.803921568627451,1.0522875816993464,0.21568627450980393,0.6209150326797386,556.3006535947712,8.84967320261438,14.57516339869281,0.30718954248366015,0.17647058823529413,0.13071895424836602,0.6143790849673203,0.38562091503267976
15,1471.8510638297873,-1.9090957446808512,2.5585106382978724,1.1595744680851063,0.6436170212765957,0.8457446808510638,568.2127659574468,8.127659574468085,14.106382978723405,0.25,0.0851063829787234,0.16489361702127658,0.6170212765957447,0.3829787234042553
16,1449.2448132780082,-1.835311203319502,2.6141078838174274,1.4356846473029046,0.8381742738589212,0.7012448132780082,576.6763485477178,9.307053941908714,16.066390041493776,0.8879668049792531,0.4024896265560166,0.4854771784232365,0.6390041493775933,0.36099585062240663
17,1345.842105263158,-1.7670175438596494,2.935672514619883,1.263157894736842,0.4444444444444444,0.49122807017543857,540.7309941520468,9.894736842105264,17.91812865497076,0.5146198830409356,0.2046783625730994,0.30994152046783624,0.6432748538011696,0.3567251461988304
18,1414.8417721518988,-1.9337341772151901,2.3037974683544302,1.0379746835443038,0.37341772151898733,0.930379746835443,561.5189873417721,9.253164556962025,16.234177215189874,0.740506329113924,0.34810126582278483,0.3924050632911392,0.7151898734177216,0.2848101265822785
19,1385.8537549407115,-1.9500790513833992,2.41897233201581,2.0118577075098814,0.7509881422924901,0.6442687747035574,567.7786561264822,10.256916996047432,17.640316205533598,0.25296442687747034,0.1383399209486166,0.11462450592885376,0.766798418972332,0.233201581027668
20,1434.1307189542483,-1.8575816993464052,2.5359477124183005,0.46405228758169936,0.5032679738562091,0.5163398692810458,572.0588235294117,8.777777777777779,15.215686274509803,0.8627450980392157,0.33986928104575165,0.5228758169934641,0.6666666666666666,0.3333333333333333
21,1430.6415094339623,-1.9857232704402517,2.5786163522012577,1.1446540880503144,0.3836477987421384,0.7987421383647799,567.4465408805031,8.628930817610064,15.364779874213836,0.25157232704402516,0.09433962264150944,0.15723270440251572,0.6666666666666666,0.3333333333333333
22,1415.927966101695,-1.8765677966101695,2.5042372881355934,1.7245762711864407,0.8177966101694916,0.690677966101695,578.792372881356,9.30084745762712,16.77542372881356,0.13559322033898305,0.0847457627118644,0.05084745762711865,0.7033898305084746,0.2966101694915254
23,1425.6488095238096,-1.8483928571428574,3.0297619047619047,1.494047619047619,0.4583333333333333,0.5773809523809523,603.202380952381,8.30952380952381,15.672619047619047,0.3273809523809524,0.13095238095238096,0.19642857142857142,0.6428571428571429,0.35714285714285715
24,1393.4895104895104,-1.9517482517482518,3.3566433566433567,0.6713286713286714,0.46153846153846156,0.6293706293706294,567.2657342657343,8.48951048951049,15.993006993006993,0.38461538461538464,0.15384615384615385,0.23076923076923078,0.6993006993006993,0.3006993006993007
25,1433.7490494296578,-1.9221673003802282,2.3041825095057034,1.806083650190114,0.8973384030418251,0.55893536121673,571.4144486692015,9.186311787072244,16.509505703422054,0.08745247148288973,0.053231939163498096,0.034220532319391636,0.714828897338403,0.28517110266159695
26,1303.8478260869565,-1.9660869565217391,2.4619565217391304,0.7989130434782609,0.8206521739130435,0.40217391304347827,552.5489130434783,8.983695652173912,18.706521739130434,0.907608695652174,0.4076086956521739,0.5,0.7934782608695652,0.20652173913043478
27,1206.276073619632,-1.842760736196319,3.049079754601227,0.9938650306748467,0.3496932515337423,0.6932515337423313,516.6564417177914,11.159509202453988,20.993865030674847,0.6625766871165644,0.3067484662576687,0.3558282208588957,0.7239263803680982,0.27607361963190186
28,1289.8659793814434,-1.8211340206185567,2.479381443298969,1.711340206185567,0.5824742268041238,0.6185567010309279,509.5670103092784,10.381443298969073,20.087628865979383,0.30927835051546393,0.13402061855670103,0.17525773195876287,0.6494845360824743,0.35051546391752575
29,1413.3853658536586,-1.627560975609756,2.2878048780487803,1.575609756097561,0.6536585365853659,0.4146341463414634,580.0585365853658,7.951219512195122,16.073170731707318,0.36585365853658536,0.21951219512195122,0.14634146341463414,0.6536585365853659,0.3463414634146341
30,1252.8358208955224,-1.9992537313432834,2.7611940298507465,0.5522388059701493,0.3208955223880597,0.8208955223880597,553.4626865671642,9.82089552238806,18.850746268656717,0.582089552238806,0.31343283582089554,0.26865671641791045,0.7014925373134329,0.29850746268656714
31,1385.9529914529915,-1.971880341880342,2.641025641025641,1.8162393162393162,0.7307692307692307,0.6752136752136753,563.8205128205128,9.166666666666666,17.84188034188034,0.17094017094017094,0.05982905982905983,0.1111111111111111,0.7264957264957265,0.27350427350427353
32,1490.615763546798,-1.6783251231527092,2.6748768472906406,1.5665024630541873,0.6403940886699507,0.39408866995073893,579.5123152709359,6.876847290640394,13.862068965517242,0.39408866995073893,0.15270935960591134,0.2413793103448276,0.5911330049261084,0.4088669950738916
