generation,lifetime,energy_at_death,food_low,food_medium,food_prestige,food_default,cells_visited,predator_touches,drained_ticks,cave_entries,cave_entries_day,cave_entries_night,frac_death_drained,frac_death_starved
1,2090.75,-1.0707499999999999,4.25,0.75625,0.2375,1.675,582.81875,0.0,0.0,0.16875,0.075,0.09375,0.0,1.0
2,1987.6099290780141,0.9338297872340426,4.780141843971631,0.41134751773049644,0.05673758865248227,1.1843971631205674,559.7446808510638,0.0,0.0,0.6879432624113475,0.3191489361702128,0.36879432624113473,0.0,0.9858156028368794
3,2023.5570469798658,-0.9804026845637585,3.2885906040268456,1.0671140939597314,0.15436241610738255,1.2885906040268456,605.3355704697987,0.0,0.0,0.053691275167785234,0.040268456375838924,0.013422818791946308,0.0,1.0
4,2083.0641025641025,-0.9227350427350427,4.0085470085470085,1.9487179487179487,0.5,1.3162393162393162,677.3846153846154,0.0,0.0,0.4188034188034188,0.20085470085470086,0.21794871794871795,0.0,0.9957264957264957
5,1986.4028776978416,-1.02,3.302158273381295,0.7985611510791367,0.22302158273381295,1.2374100719424461,633.4532374100719,0.0,0.0,0.23741007194244604,0.1223021582733813,0.11510791366906475,0.0,1.0
6,2032.6136363636363,-0.9046590909090909,3.1988636363636362,1.4375,0.3068181818181818,1.2954545454545454,659.7613636363636,0.0,0.0,0.14204545454545456,0.05113636363636364,0.09090909090909091,0.0,1.0
7,2077.8861788617887,-0.9354878048780487,4.959349593495935,1.6422764227642277,0.4349593495934959,1.1666666666666667,678.6585365853658,0.0,0.0,0.483739837398374,0.2845528455284553,0.1991869918699187,0.0,1.0
8,1996.723163841808,-0.8200564971751413,3.5649717514124295,1.0451977401129944,0.2711864406779661,0.7627118644067796,678.9604519774011,0.0,0.0,0.11299435028248588,0.07344632768361582,0.03954802259887006,0.0,1.0
9,2032.037037037037,-1.0223456790123457,3.228395061728395,1.3024691358024691,0.41975308641975306,1.1604938271604939,682.0061728395061,0.0,0.0,0.7716049382716049,0.41975308641975306,0.35185185185185186,0.0,1.0
10,2079.4545454545455,-0.8672727272727273,3.610909090909091,1.7454545454545454,0.7890909090909091,1.0909090909090908,706.2981818181818,0.0,0.0,0.5418181818181819,0.2109090909090909,0.33090909090909093,0.0,1.0
11,2003.8333333333333,-0.8993333333333333,3.6166666666666667,1.238888888888889,0.4222222222222222,0.9,688.1388888888889,0.0,0.0,0.2611111111111111,0.15555555555555556,0.10555555555555556,0.0,1.0
12,2034.7916666666667,-0.8361979166666668,3.9322916666666665,0.9895833333333334,0.6041666666666666,1.015625,717.5989583333334,0.0,0.0,0.8645833333333334,0.4583333333333333,0.40625,0.0,1.0
