generation,lifetime,energy_at_death,food_low,food_medium,food_prestige,food_default,cells_visited,predator_touches,drained_ticks,cave_entries,cave_entries_day,cave_entries_night,frac_death_drained,frac_death_starved
1,2081.385026737968,-0.5638502673796791,4.358288770053476,1.2459893048128343,0.1711229946524064,1.6363636363636365,600.524064171123,0.0,0.0,0.5240641711229946,0.24064171122994651,0.28342245989304815,0.0,0.9946524064171123
2,1991.9928057553957,-0.9010791366906474,3.1079136690647484,0.7410071942446043,0.1366906474820144,1.2589928057553956,590.6474820143885,0.0,0.0,0.4316546762589928,0.18705035971223022,0.2446043165467626,0.0,0.9928057553956835
3,2016.40625,-1.1128125,2.3671875,0.71875,0.0859375,1.609375,592.7734375,0.0,0.0,0.21875,0.125,0.09375,0.0,1.0
4,2079.7256637168143,-0.6879646017699115,4.013274336283186,1.5707964601769913,0.45132743362831856,1.336283185840708,654.1238938053098,0.0,0.0,0.34513274336283184,0.22123893805309736,0.12389380530973451,0.0,0.995575221238938
5,1999.879518072289,-0.9021686746987951,3.6325301204819276,0.8012048192771084,0.3493975903614458,1.0481927710843373,637.7530120481928,0.0,0.0,0.2710843373493976,0.1144578313253012,0.1566265060240964,0.0,1.0
6,2023.955223880597,-0.9542537313432836,2.2313432835820897,1.2761194029850746,0.21641791044776118,1.2164179104477613,661.5970149253732,0.0,0.0,0.11940298507462686,0.03731343283582089,0.08208955223880597,0.0,1.0
7,2076.2091503267975,-0.9158169934640523,3.2712418300653594,2.1601307189542482,0.8888888888888888,1.065359477124183,727.2614379084968,0.0,0.0,0.5718954248366013,0.30718954248366015,0.2647058823529412,0.0,1.0
8,2003.095238095238,-0.8264021164021164,3.6507936507936507,0.9047619047619048,0.5767195767195767,0.9576719576719577,699.6137566137567,0.0,0.0,0.30158730158730157,0.19047619047619047,0.1111111111111111,0.0,0.9947089947089947
9,2033.095238095238,-0.9381547619047618,3.4583333333333335,0.9345238095238095,0.4583333333333333,1.125,689.5357142857143,0.0,0.0,0.6904761904761905,0.2857142857142857,0.40476190476190477,0.0,1.0
10,2077.1641791044776,-0.9092910447761194,3.4888059701492535,2.167910447761194,0.7126865671641791,1.0485074626865671,722.026119402985,0.0,0.0,0.4664179104477612,0.22761194029850745,0.23880597014925373,0.0,1.0
11,2006.0326086956522,-0.8396739130434783,3.4130434782608696,0.9836956521739131,0.45108695652173914,0.8152173913043478,716.3369565217391,0.0,0.0,0.33695652173913043,0.11413043478260869,0.22282608695652173,0.0,1.0
12,2029.1836734693877,-0.9478061224489797,2.6785714285714284,1.3877551020408163,0.5714285714285714,0.8826530612244898,723.0969387755102,0.0,0.0,0.3826530612244898,0.2653061224489796,0.11734693877551021,0.0,1.0
13,2076.3924050632913,-0.8531012658227848,2.5158227848101267,1.759493670886076,1.1044303797468353,0.9240506329113924,749.2784810126582,0.0,0.0,0.439873417721519,0.23734177215189872,0.20253164556962025,0.0,1.0
14,2012.0942408376964,-0.8791099476439791,3.5340314136125652,1.198952879581152,0.42408376963350786,0.8324607329842932,710.7591623036649,0.0,0.0,0.3769633507853403,0.12041884816753927,0.25654450261780104,0.0,1.0
15,2035.112359550562,-0.8734269662921348,3.1235955056179776,1.2584269662921348,0.5955056179775281,0.8595505617977528,708.123595505618,0.0,0.0,0.5112359550561798,0.19662921348314608,0.3146067415730337,0.0,1.0
16,2070.6545454545453,-0.8039999999999999,2.3018181818181818,2.247272727272727,0.7490909090909091,0.8727272727272727,746.3818181818182,0.0,0.0,0.5854545454545454,0.3090909090909091,0.27636363636363637,0.0,1.0
17,2010.9850746268658,-0.4709950248756219,3.4129353233830844,1.3034825870646767,0.6268656716417911,0.6616915422885572,724.1293532338309,0.0,0.0,0.5970149253731343,0.4079601990049751,0.1890547263681592,0.0,0.9950248756218906
18,2040.5655737704917,-0.6916803278688525,2.762295081967213,1.4180327868852458,0.8155737704918032,0.9139344262295082,728.2868852459017,0.0,0.0,0.6188524590163934,0.3237704918032787,0.29508196721311475,0.0,0.9959016393442623
19,2070.4966887417218,-0.7772847682119206,3.6788079470198674,1.4337748344370862,1.0231788079470199,0.9139072847682119,724.9105960264901,0.0,0.0,0.4602649006622517,0.2152317880794702,0.24503311258278146,0.0,1.0
20,2015.7589285714287,-0.8281696428571428,3.78125,1.8214285714285714,0.2544642857142857,0.8883928571428571,731.1339285714286,0.0,0.0,0.42410714285714285,0.22767857142857142,0.19642857142857142,0.0,1.0
21,2035.7635467980297,-0.841576354679803,2.896551724137931,1.5024630541871922,0.5270935960591133,1.064039408866995,744.6453201970444,0.0,0.0,0.3054187192118227,0.15763546798029557,0.1477832512315271,0.0,1.0
22,2065.107623318386,-0.5864349775784754,2.5201793721973096,2.5179372197309418,1.0605381165919283,0.773542600896861,769.7982062780269,0.0,0.0,0.4730941704035874,0.242152466367713,0.23094170403587444,0.0,0.9932735426008968
23,2006.5745856353592,-0.8614364640883977,3.2320441988950277,1.2486187845303867,0.39226519337016574,0.8729281767955801,754.5248618784531,0.0,0.0,0.4143646408839779,0.1712707182320442,0.2430939226519337,0.0,1.0
24,2042.929460580913,-0.16232365145228211,3.3443983402489628,1.4398340248962656,0.7302904564315352,1.1950207468879668,745.6058091286307,0.0,0.0,0.3775933609958506,0.17427385892116182,0.2033195020746888,0.0,0.979253112033195
25,2063.040380047506,-0.7902850356294536,3.021377672209026,1.9477434679334917,1.0712589073634204,0.7814726840855107,791.8717339667459,0.0,0.0,0.5676959619952494,0.3016627078384798,0.2660332541567696,0.0,1.0
26,2022.8033472803347,-0.8242677824267782,2.9665271966527196,1.6610878661087867,0.8368200836820083,1.0460251046025104,773.510460251046,0.0,0.0,0.46443514644351463,0.21338912133891214,0.2510460251046025,0.0,1.0
27,2045.0541516245487,-0.8989530685920577,3.5162454873646207,1.6101083032490975,0.8411552346570397,1.0794223826714802,817.2888086642599,0.0,0.0,0.5306859205776173,0.2924187725631769,0.23826714801444043,0.0,1.0
