generation,lifetime,energy_at_death,food_low,food_medium,food_prestige,food_default,cells_visited,predator_touches,drained_ticks,cave_entries,cave_entries_day,cave_entries_night,frac_death_drained,frac_death_starved
1,1315.584745762712,-1.9902542372881356,2.957627118644068,0.1016949152542373,0.0,1.3983050847457628,351.3898305084746,11.35593220338983,19.43220338983051,0.0,0.0,0.0,0.7203389830508474,0.2796610169491525
2,1312.796460176991,-2.063008849557522,3.672566371681416,0.18584070796460178,0.0,1.2212389380530972,354.83185840707966,10.504424778761061,17.707964601769913,0.0,0.0,0.0,0.7079646017699115,0.2920353982300885
3,1359.0366972477063,-1.9193577981651377,1.9724770642201834,0.21100917431192662,0.0,1.18348623853211,372.70642201834863,10.110091743119266,16.68807339449541,0.09174311926605505,0.08256880733944955,0.009174311926605505,0.6605504587155964,0.3394495412844037
4,1387.1681415929204,-1.9934513274336283,3.6814159292035398,0.1504424778761062,0.008849557522123894,1.5398230088495575,378.79646017699116,10.63716814159292,17.893805309734514,0.0,0.0,0.0,0.7787610619469026,0.22123893805309736
5,1204.6814159292035,-2.1728318584070796,3.185840707964602,0.02654867256637168,0.0,1.3008849557522124,337.24778761061947,11.876106194690266,20.345132743362832,0.0,0.0,0.0,0.8053097345132744,0.19469026548672566
6,1345.8440366972477,-2.2123853211009177,1.6788990825688073,0.24770642201834864,0.0,1.238532110091743,370.6238532110092,10.688073394495413,17.871559633027523,0.0,0.0,0.0,0.7431192660550459,0.25688073394495414
7,1182.4545454545455,-2.2227272727272727,3.2181818181818183,0.18181818181818182,0.0,1.3636363636363635,313.6,14.118181818181819,23.10909090909091,0.0,0.0,0.0,0.8181818181818182,0.18181818181818182
8,1401.008547008547,-2.0056410256410255,3.4017094017094016,0.27350427350427353,0.0,1.1452991452991452,382.0,9.504273504273504,16.025641025641026,0.03418803418803419,0.02564102564102564,0.008547008547008548,0.6495726495726496,0.3504273504273504
9,1165.1456310679612,-2.0606796116504853,1.2718446601941749,0.038834951456310676,0.009708737864077669,1.2135922330097086,330.75728155339806,12.62135922330097,21.45631067961165,0.10679611650485436,0.07766990291262135,0.02912621359223301,0.8155339805825242,0.18446601941747573
10,1283.9166666666667,-2.188939393939394,3.765151515151515,0.3409090909090909,0.022727272727272728,1.1818181818181819,374.8939393939394,12.25,20.583333333333332,0.045454545454545456,0.0,0.045454545454545456,0.7348484848484849,0.26515151515151514
11,1172.7711864406779,-2.1737288135593222,3.169491525423729,0.3135593220338983,0.03389830508474576,1.271186440677966,349.96610169491527,13.161016949152541,21.635593220338983,0.0,0.0,0.0,0.7288135593220338,0.2711864406779661
12,1240.655172413793,-2.2000862068965517,3.043103448275862,0.25,0.11206896551724138,1.1120689655172413,383.7155172413793,12.267241379310345,20.56896551724138,0.0603448275862069,0.008620689655172414,0.05172413793103448,0.7672413793103449,0.23275862068965517
13,1129.2887323943662,-2.19056338028169,3.2183098591549295,1.2535211267605635,0.04225352112676056,1.0140845070422535,337.7887323943662,14.528169014084508,24.183098591549296,0.11267605633802817,0.07042253521126761,0.04225352112676056,0.8028169014084507,0.19718309859154928
14,1362.7633587786258,-1.8613740458015267,3.2061068702290076,0.4351145038167939,0.2366412213740458,0.8854961832061069,439.5419847328244,10.32824427480916,16.801526717557252,0.030534351145038167,0.022900763358778626,0.007633587786259542,0.5954198473282443,0.40458015267175573
15,1326.448275862069,-2.0668103448275863,2.9655172413793105,0.4396551724137931,0.08620689655172414,1.0775862068965518,428.6896551724138,10.818965517241379,18.094827586206897,0.15517241379310345,0.12931034482758622,0.02586206896551724,0.6982758620689655,0.3017241379310345
16,1155.661111111111,-2.1863333333333332,2.577777777777778,1.1055555555555556,0.6111111111111112,0.8111111111111111,414.64444444444445,14.166666666666666,23.444444444444443,0.14444444444444443,0.06666666666666667,0.07777777777777778,0.8555555555555555,0.14444444444444443
17,1242.4014598540145,-2.050875912408759,2.5839416058394162,0.8832116788321168,0.17518248175182483,0.7518248175182481,451.54014598540147,11.97080291970803,19.868613138686133,0.10948905109489052,0.051094890510948905,0.058394160583941604,0.781021897810219,0.21897810218978103
18,1379.121951219512,-2.0160162601626017,2.6178861788617884,0.8211382113821138,0.07317073170731707,0.8373983739837398,491.0,10.097560975609756,16.747967479674795,0.34146341463414637,0.04878048780487805,0.2926829268292683,0.7479674796747967,0.25203252032520324
19,1205.9785714285715,-2.05,2.657142857142857,0.9428571428571428,0.3357142857142857,0.7142857142857143,453.5785714285714,13.964285714285714,22.02857142857143,0.12142857142857143,0.07857142857142857,0.04285714285714286,0.8714285714285714,0.12857142857142856
20,1166.4666666666667,-2.2237037037037037,2.6222222222222222,0.6148148148148148,0.17037037037037037,0.5925925925925926,447.7851851851852,13.548148148148147,21.392592592592592,0.5185185185185185,0.28888888888888886,0.22962962962962963,0.8518518518518519,0.14814814814814814
21,919.2033898305085,-2.101525423728814,2.305084745762712,0.5677966101694916,0.03389830508474576,0.864406779661017,353.73728813559325,17.093220338983052,27.847457627118644,0.11864406779661017,0.0423728813559322,0.07627118644067797,0.8305084745762712,0.1694915254237288
22,1178.393665158371,-2.1972398190045253,2.7782805429864252,1.4479638009049773,0.6877828054298643,0.6380090497737556,466.4886877828054,13.764705882352942,22.660633484162897,0.4343891402714932,0.16289592760180996,0.27149321266968324,0.8371040723981901,0.16289592760180996
23,1195.4512195121952,-2.1109146341463414,2.3536585365853657,1.5548780487804879,0.24390243902439024,0.49390243902439024,495.6036585365854,13.054878048780488,21.359756097560975,0.22560975609756098,0.12195121951219512,0.10365853658536585,0.823170731707317,0.17682926829268292
24,1242.6097560975609,-2.2730081300813008,2.3008130081300813,0.5528455284552846,0.2926829268292683,0.7479674796747967,503.9593495934959,12.528455284552846,20.16260162601626,0.056910569105691054,0.032520325203252036,0.024390243902439025,0.7967479674796748,0.2032520325203252
25,1006.5672514619883,-2.254327485380117,2.6842105263157894,1.0175438596491229,0.5964912280701754,0.5906432748538012,426.766081871345,16.076023391812864,27.01169590643275,0.023391812865497075,0.011695906432748537,0.011695906432748537,0.8654970760233918,0.13450292397660818
26,915.9109589041096,-2.233767123287671,2.0684931506849313,1.1095890410958904,0.4041095890410959,0.5958904109589042,413.3835616438356,17.123287671232877,28.376712328767123,0.0,0.0,0.0,0.910958904109589,0.08904109589041095
27,997.65,-2.426357142857143,2.15,0.8071428571428572,0.14285714285714285,0.5785714285714286,452.2,15.971428571428572,25.892857142857142,0.0,0.0,0.0,0.9285714285714286,0.07142857142857142
28,1136.9432989690722,-1.9527319587628864,2.402061855670103,1.8298969072164948,0.3247422680412371,0.6030927835051546,492.3453608247423,13.592783505154639,23.25257731958763,0.31443298969072164,0.15463917525773196,0.15979381443298968,0.8556701030927835,0.14432989690721648
29,1151.062893081761,-1.9339622641509433,2.106918238993711,1.6037735849056605,0.1761006289308176,0.6289308176100629,511.7169811320755,12.716981132075471,21.77358490566038,0.006289308176100629,0.0,0.006289308176100629,0.8490566037735849,0.1509433962264151
30,1034.7067669172932,-2.2538345864661653,2.112781954887218,0.631578947368421,0.12781954887218044,0.556390977443609,490.97744360902254,13.661654135338345,24.548872180451127,0.6466165413533834,0.39849624060150374,0.24812030075187969,0.8872180451127819,0.11278195488721804
31,996.4879518072289,-2.251144578313253,2.4036144578313254,1.0421686746987953,0.5481927710843374,0.4879518072289157,475.8855421686747,15.457831325301205,27.180722891566266,0.21686746987951808,0.08433734939759036,0.13253012048192772,0.9036144578313253,0.0963855421686747
32,1254.645,-2.0053,2.91,1.2,0.565,0.47,516.045,10.355,19.215,0.28,0.095,0.185,0.815,0.185
33,919.1447368421053,-2.365921052631579,2.401315789473684,1.4539473684210527,0.125,0.5789473684210527,460.4342105263158,15.210526315789474,27.32894736842105,0.21710526315789475,0.1513157894736842,0.06578947368421052,0.9210526315789473,0.07894736842105263
34,956.505376344086,-2.371505376344086,2.2580645161290325,1.1236559139784945,0.7096774193548387,0.4838709677419355,446.7795698924731,14.172043010752688,27.037634408602152,0.016129032258064516,0.010752688172043012,0.005376344086021506,0.9301075268817204,0.06989247311827956
