id,rl,map_index,ticks,mean_fitness,std_clones,n_clones,mean_lifetime,mean_cave_entries,mean_drained_ticks,mean_predator_touches,deaths_survived,deaths_starved,deaths_drained,deaths_lifespan
p0_0_r0_off,0,0,2000,23.700500,10.548289,100,2000.00,2.7700,0.0000,0.0000,100,0,0,0
p0_0_r0_on,1,0,2000,24.505200,11.418147,100,2000.00,2.6600,0.0000,0.0000,100,0,0,0
p0_0_r1_off,0,1,2000,28.464400,16.276143,100,2000.00,0.7100,0.0000,0.0000,100,0,0,0
p0_0_r1_on,1,1,2000,29.974800,15.116394,100,2000.00,0.5500,0.0000,0.0000,100,0,0,0
p0_1_r0_off,0,0,2000,23.995800,11.560995,100,2000.00,3.4100,0.0000,0.0000,100,0,0,0
p0_1_r0_on,1,0,2000,25.611400,12.529964,100,2000.00,4.6800,0.0000,0.0000,100,0,0,0
p0_1_r1_off,0,1,2000,28.943500,16.080015,100,2000.00,0.9600,0.0000,0.0000,100,0,0,0
p0_1_r1_on,1,1,2000,30.380200,18.088928,100,2000.00,0.5800,0.0000,0.0000,100,0,0,0
p0_2_r0_off,0,0,2000,24.952000,10.421364,100,2000.00,1.9000,0.0000,0.0000,100,0,0,0
p0_2_r0_on,1,0,2000,24.646900,11.768811,100,2000.00,1.7900,0.0000,0.0000,100,0,0,0
p0_2_r1_off,0,1,2000,27.250100,15.976828,100,2000.00,0.5500,0.0000,0.0000,100,0,0,0
p0_2_r1_on,1,1,2000,26.540100,17.615550,100,2000.00,0.6800,0.0000,0.0000,100,0,0,0
p0_3_r0_off,0,0,2000,24.372900,11.767760,100,2000.00,0.3200,0.0000,0.0000,100,0,0,0
p0_3_r0_on,1,0,2000,23.706600,14.259576,100,2000.00,0.6400,0.0000,0.0000,100,0,0,0
p0_3_r1_off,0,1,2000,25.205400,14.662326,100,2000.00,0.2800,0.0000,0.0000,100,0,0,0
p0_3_r1_on,1,1,2000,27.244100,16.783238,100,2000.00,0.2900,0.0000,0.0000,100,0,0,0
p0_4_r0_off,0,0,2000,23.561800,12.289256,100,2000.00,0.2800,0.0000,0.0000,100,0,0,0
p0_4_r0_on,1,0,2000,23.960800,13.439127,100,2000.00,0.4000,0.0000,0.0000,100,0,0,0
p0_4_r1_off,0,1,2000,28.554400,14.707338,100,2000.00,0.1600,0.0000,0.0000,100,0,0,0
p0_4_r1_on,1,1,2000,29.528700,15.652356,100,2000.00,0.3400,0.0000,0.0000,100,0,0,0
p1_0_r0_off,0,0,2000,16.645900,12.559712,100,2000.00,1.8300,0.0000,0.0000,100,0,0,0
