env,condition,seed,generation,f_off,f_on,lift,weight_drift,mean_lifetime_off,mean_cave_entries_off,mean_predator_touches_off,mean_drained_ticks_off,mean_lifetime_on,mean_cave_entries_on,mean_predator_touches_on,mean_drained_ticks_on,n_genomes,f_off_norm,f_on_norm,lift_norm,is_anchor
baseline,evolution,2008,250,17.136910666666665,17.909567,0.7726563333333333,0.0016674199999999998,1999.921,1.6531666666666667,0.0,0.0,1999.954,1.5826333333333333,0.0,0.0,100,0.4650323304731906,0.48601246334310844,0.020980132869917813,False
baseline,evolution,2008,500,20.333537999999997,21.039306999999997,0.7057690000000001,0.0017320795333333335,1999.9626666666668,0.6948,0.0,0.0,1999.9706666666666,0.6755,0.0,0.0,100,0.5518311610730965,0.5709950852612142,0.01916392418811774,False
baseline,evolution,2008,750,19.309874999999998,19.89479066666667,0.5849156666666666,0.0016720602666666666,1999.9013333333335,1.2754999999999999,0.0,0.0,1999.9286666666667,1.2861333333333334,0.0,0.0,100,0.5240353806886064,0.5399177437457008,0.015882363057094236,False
baseline,evolution,2008,1000,18.920986,19.348151666666666,0.42716566666666667,0.0016373870666666667,1999.9239999999998,1.9195666666666666,0.0,0.0,1999.9223333333332,1.8429333333333333,0.0,0.0,100,0.5134757792983599,0.5250747167010608,0.011598937402700843,False
baseline,evolution,2009,0,0.9295843333333332,1.0252386666666666,0.09565433333333334,0.00017276496666666666,1999.963,0.06603333333333333,0.0,0.0,1999.9569999999999,0.0809,0.0,0.0,100,0.02495069874370949,0.027548025053401395,0.002597326309691901,True
baseline,evolution,2009,250,17.556356333333333,18.232570666666668,0.6762143333333334,0.0016274655333333335,1999.9183333333333,0.7642333333333333,0.0,0.0,1999.9526666666668,0.8115,0.0,0.0,100,0.4764216447630426,0.4947830636110206,0.018361418847977987,False
baseline,evolution,2009,500,19.269751333333332,19.781557333333332,0.511806,0.0015647827333333333,1999.947666666667,0.9558666666666666,0.0,0.0,1999.9603333333332,0.9685666666666667,0.0,0.0,100,0.5229458926179356,0.5368430904022301,0.013897197784294556,False
baseline,evolution,2009,750,18.684763333333333,19.130677666666667,0.4459143333333332,0.0015877714333333334,1999.9736666666665,0.5230333333333334,0.0,0.0,1999.982,0.5471666666666667,0.0,0.0,100,0.5070615654755439,0.519169590166902,0.01210802469135802,False
baseline,evolution,2009,1000,19.184512666666667,19.806419666666667,0.6219070000000001,0.0017276280666666665,1999.9660000000001,0.6220666666666667,0.0,0.0,1999.9726666666668,0.6057,0.0,0.0,100,0.5206313855399877,0.5375181836283986,0.016886798088410992,False
baseline,evolution,2010,0,0.9106203333333334,1.006567,0.09594666666666668,0.00017352273333333333,1999.9813333333334,0.0511,0.0,0.0,1999.9806666666666,0.05976666666666666,0.0,0.0,100,0.024435764454581656,0.02704102856522211,0.002605264110640455,True
baseline,evolution,2010,250,19.53347833333333,20.464339,0.9308606666666667,0.0017683375999999998,1999.9683333333332,1.3404333333333334,0.0,0.0,1999.967666666667,1.2263666666666668,0.0,0.0,100,0.5301069385612396,0.5553828337134789,0.025275895152239235,False
baseline,evolution,2010,500,20.342057,21.117653,0.7755960000000001,0.0017613143000000003,1999.9606666666666,0.7598,0.0,0.0,1999.954,0.7052333333333333,0.0,0.0,100,0.5520624796350603,0.5731224340175953,0.021059954382535027,False
baseline,evolution,2010,750,18.518383333333336,19.167871666666667,0.6494883333333333,0.0016668094333333334,1999.943,0.3225,0.0,0.0,1999.9513333333334,0.3497,0.0,0.0,100,0.5025438072481083,0.5201795282574853,0.017635721009376923,False
baseline,evolution,2010,1000,19.546012,20.231528333333333,0.6855163333333334,0.0017352852666666667,1999.945,0.5532666666666667,0.0,0.0,1999.948,0.5647666666666666,0.0,0.0,100,0.5304472683827522,0.5490612667897614,0.01861399840700916,False
baseline,learning,2001,0,1.0256623333333332,1.1377153333333332,0.11205300000000001,0.00017907189999999998,1999.968,0.04373333333333333,0.0,0.0,1999.9823333333331,0.05646666666666667,0.0,0.0,100,0.02755952898157199,0.030602132435465765,0.003042603453893777,True
baseline,learning,2001,250,15.969938666666668,16.524087666666667,0.554149,,1999.9436666666666,0.6017333333333333,0.0,0.0,1999.962,0.6289666666666667,0.0,0.0,100,0.4333452445602983,0.4483921925346656,0.015046947974367328,False
baseline,learning,2001,500,17.182250333333336,17.868085,0.6858346666666667,,1999.9646666666667,0.6822,0.0,0.0,1999.9673333333333,0.6681333333333334,0.0,0.0,100,0.4662634499112994,0.48488609210383404,0.018622642192534664,False
baseline,learning,2001,750,17.551822666666666,18.306243666666667,0.7544209999999998,,1999.9439999999997,0.8240666666666666,0.0,0.0,1999.9360000000001,0.8249333333333333,0.0,0.0,100,0.4762985409652076,0.4967835252163209,0.020484984251113277,False
baseline,learning,2001,1000,18.143011666666666,18.913512666666666,0.7705010000000001,,1999.9213333333335,0.9252666666666666,0.0,0.0,1999.952,0.9254666666666667,0.0,0.0,100,0.4923512454292024,0.5132728539879077,0.020921608558705333,False
baseline,learning,2002,0,1.058764,1.1798413333333333,0.12107733333333333,0.00018191366666666666,1999.945,0.10583333333333333,0.0,0.0,1999.9403333333332,0.10966666666666666,0.0,0.0,100,0.028458346909959815,0.03174599036964628,0.00328764345968647,True
baseline,learning,2002,250,16.660080666666666,17.492207666666665,0.832127,,1999.9596666666666,0.5802,0.0,0.0,1999.97,0.5776333333333333,0.0,0.0,100,0.4520848448644147,0.4746797997900148,0.022594954925600083,False
baseline,learning,2002,500,16.748832333333333,17.344744333333335,0.5959120000000001,,1999.94,1.0150333333333332,0.0,0.0,1999.9656666666665,1.0625666666666667,0.0,0.0,100,0.4544947413200101,0.4706756905977336,0.016180949277723473,False
baseline,learning,2002,750,18.056927666666667,18.833153333333332,0.7762256666666667,,1999.957666666667,0.6889,0.0,0.0,1999.9513333333334,0.7439333333333333,0.0,0.0,100,0.49001378480141916,0.5110908366822344,0.02107705188081532,False
baseline,learning,2002,1000,16.99850233333333,17.630727,0.6322246666666668,,1999.907,1.1415333333333333,0.0,0.0,1999.9256666666665,1.159,0.0,0.0,100,0.46127409398645947,0.47844105028782447,0.017166956301364906,False
baseline,learning,2003,0,1.06119,1.1604056666666667,0.09921566666666666,0.00018122979999999998,1999.9196666666667,0.15309999999999999,0.0,0.0,1999.9093333333335,0.16953333333333334,0.0,0.0,100,0.028524220701640058,0.031218248796205786,0.0026940280945657287,True
baseline,learning,2003,250,16.638485333333335,17.265166333333333,0.6266809999999999,,1999.9426666666668,0.6451,0.0,0.0,1999.9423333333332,0.6437333333333334,0.0,0.0,100,0.4514984613156656,0.4685148890337062,0.017016427718040617,False
baseline,learning,2003,500,17.831164333333334,18.430278,0.5991136666666667,,1999.9603333333332,0.6873666666666667,0.0,0.0,1999.9813333333334,0.6656666666666666,0.0,0.0,100,0.48388357590239306,0.5001514608450093,0.016267884942616124,False
baseline,learning,2003,750,17.891397666666666,18.449658333333332,0.5582606666666666,,1999.9610000000002,0.7448,0.0,0.0,1999.937666666667,0.7406333333333334,0.0,0.0,100,0.4855191068389993,0.5006776999384526,0.015158593099453312,False
baseline,learning,2003,1000,18.130675666666665,18.773780333333335,0.6431046666666668,,1999.9360000000001,0.5204,0.0,0.0,1999.975,0.4819333333333334,0.0,0.0,100,0.49201628290069144,0.509478666594258,0.01746238369356649,False
baseline,learning,2004,0,1.0527053333333334,1.1656963333333334,0.11299100000000001,0.00017869676666666667,1999.9546666666668,0.08476666666666667,0.0,0.0,1999.9556666666665,0.1093,0.0,0.0,100,0.028293834401361285,0.031361907606531264,0.0030680732051699793,True
baseline,learning,2004,250,18.487022666666665,19.305439999999997,0.8184173333333333,,1999.9413333333334,0.5964666666666667,0.0,0.0,1999.9393333333335,0.5565666666666667,0.0,0.0,100,0.5016922631331232,0.5239149560117301,0.022222692878606856,False
baseline,learning,2004,500,18.531024000000002,19.032996999999998,0.501973,,1999.9930000000002,0.24989999999999998,0.0,0.0,1999.9889999999998,0.26713333333333333,0.0,0.0,100,0.5028870424676877,0.5165172423156293,0.013630199847941782,False
baseline,learning,2004,750,19.08891733333333,19.789524,0.7006066666666666,,1999.9263333333333,0.6466,0.0,0.0,1999.9326666666668,0.6279333333333333,0.0,0.0,100,0.5180356612722203,0.5370594113174758,0.01902375004525542,False
baseline,learning,2004,1000,18.835954,19.504471666666664,0.6685176666666667,,1999.963,0.5745333333333333,0.0,0.0,1999.9663333333335,0.5261666666666667,0.0,0.0,100,0.5111668838926904,0.5293193132037217,0.01815242931103146,False
baseline,learning,2005,0,1.0360053333333334,1.1563649999999999,0.12035966666666667,0.00018026706666666667,1999.9383333333333,0.11776666666666666,0.0,0.0,1999.9139999999998,0.1312,0.0,0.0,100,0.02784037507693422,0.031108531552079936,0.003268156475145722,True
baseline,learning,2005,250,17.180353666666665,17.846805666666665,0.6664519999999999,,1999.9316666666666,0.7521,0.0,0.0,1999.935,0.7753333333333333,0.0,0.0,100,0.46621194924151904,0.4843082889830201,0.01809633974150103,False
baseline,learning,2005,500,19.48006366666667,20.160178,0.6801143333333334,,1999.9623333333332,0.6838666666666666,0.0,0.0,1999.9626666666668,0.6724333333333333,0.0,0.0,100,0.5286565566054814,0.5471238731400021,0.018467316534520835,False
baseline,learning,2005,750,18.261742333333334,18.984829666666666,0.7230873333333333,,1999.9783333333332,0.4920333333333334,0.0,0.0,1999.9783333333332,0.43673333333333336,0.0,0.0,100,0.4955751692552768,0.515209342529235,0.01963417327395822,False
baseline,learning,2005,1000,20.227355,20.83339966666667,0.6060446666666667,,1999.955,0.6887666666666666,0.0,0.0,1999.977666666667,0.6824333333333333,0.0,0.0,100,0.5489479472140761,0.5654040313529561,0.016456084138879837,False
baseline,learning,2006,0,1.3535816666666667,1.505157,0.15157533333333334,0.00019630386666666665,1999.9626666666668,0.0675,0.0,0.0,1999.9663333333335,0.07433333333333333,0.0,0.0,100,0.036463605589949676,0.04057936895840122,0.004115763368451541,True
baseline,learning,2006,250,16.53277,17.021519333333334,0.4887493333333333,,1999.9386666666667,0.7827333333333333,0.0,0.0,1999.9439999999997,0.7644666666666666,0.0,0.0,100,0.4486279461279461,0.4618990804098331,0.013271134281886969,False
baseline,learning,2006,500,18.596656333333332,19.14785566666667,0.5511993333333334,,1999.9460000000001,1.0529333333333333,0.0,0.0,1999.9473333333333,1.0110000000000001,0.0,0.0,100,0.5046691738170233,0.5196360287462438,0.01496685492922052,False
baseline,learning,2006,750,19.180773666666667,19.595478999999997,0.41470533333333326,,1999.9360000000001,0.9288,0.0,0.0,1999.93,0.8951666666666667,0.0,0.0,100,0.5205298595271713,0.5317904583469099,0.011260598819738602,False
baseline,learning,2006,1000,19.706727333333333,20.434154666666668,0.7274273333333332,,1999.9436666666666,0.6361,0.0,0.0,1999.9456666666665,0.6246666666666667,0.0,0.0,100,0.5348112124832555,0.5545632308750589,0.019752018391803332,False
baseline,learning,2007,0,1.0320066666666665,1.1684433333333333,0.13643666666666668,0.000182313,1999.9393333333335,0.1167,0.0,0.0,1999.935,0.12086666666666666,0.0,0.0,100,0.027731798269432673,0.03143649759241157,0.003704699322978893,True
baseline,learning,2007,250,16.362393333333333,17.329160333333334,0.966767,,1999.923,0.871,0.0,0.0,1999.9313333333334,0.9366000000000001,0.0,0.0,100,0.44400166539951486,0.4702525343036096,0.02625086890409471,False
baseline,learning,2007,500,17.657142333333333,18.37859,0.7214476666666668,,1999.94,0.8074,0.0,0.0,1999.9536666666665,0.8076666666666668,0.0,0.0,100,0.47915831251583935,0.49874796350602796,0.019589650990188626,False
baseline,learning,2007,750,18.427579333333334,18.978086333333334,0.5505069999999999,,1999.9053333333331,0.6567666666666667,0.0,0.0,1999.945,0.6579,0.0,0.0,100,0.5000781832663553,0.5150262390934434,0.01494805582708808,False
baseline,learning,2007,1000,19.261034,20.012664333333333,0.7516303333333333,,1999.977666666667,0.5964333333333334,0.0,0.0,1999.9826666666668,0.5912000000000001,0.0,0.0,100,0.5227091886608015,0.5431183972339886,0.020409208573187065,False
baseline,learning,2008,0,1.0565853333333333,1.163945,0.10735966666666667,0.00018222496666666667,1999.9016666666666,0.1388,0.0,0.0,1999.9039999999998,0.15236666666666668,0.0,0.0,100,0.028399189022844936,0.0313143532095145,0.002915164186669563,True
baseline,learning,2008,250,16.643539,17.404234333333335,0.7606953333333333,,1999.9743333333336,0.6922333333333333,0.0,0.0,1999.9673333333333,0.6669333333333334,0.0,0.0,100,0.45163568480503963,0.4722910376163064,0.020655352811266788,False
baseline,learning,2008,500,19.042830333333335,19.546899,0.5040686666666666,,1999.948,0.9883333333333333,0.0,0.0,1999.9513333333334,0.9384333333333335,0.0,0.0,100,0.5167842493030665,0.5304713533181274,0.013687104015061001,False
baseline,learning,2008,750,20.908867666666666,21.53497966666667,0.6261119999999999,,1999.9789999999998,0.5087,0.0,0.0,1999.9803333333332,0.519,0.0,0.0,100,0.567453233047319,0.5844542105644256,0.017000977517106546,False
baseline,learning,2008,1000,20.848700333333333,21.414843666666666,0.5661433333333334,,1999.9783333333332,0.7826333333333333,0.0,0.0,1999.9766666666667,0.7949666666666667,0.0,0.0,100,0.5658194942254081,0.5811921273668585,0.015372633141450348,False
baseline,learning,2009,0,0.9295843333333332,1.0252386666666666,0.09565433333333334,0.00017276496666666666,1999.963,0.06603333333333333,0.0,0.0,1999.9569999999999,0.0809,0.0,0.0,100,0.02495069874370949,0.027548025053401395,0.002597326309691901,True
baseline,learning,2009,250,16.066224,16.920781666666667,0.8545576666666667,,1999.92,1.2945666666666666,0.0,0.0,1999.942,1.3269333333333333,0.0,0.0,100,0.43595970457260774,0.4591637250642627,0.0232040204916549,False
baseline,learning,2009,500,19.434283666666666,20.095449,0.6611653333333334,,1999.978,0.5115,0.0,0.0,1999.9673333333333,0.5149,0.0,0.0,100,0.527413480684986,0.5453662702291734,0.017952789544187393,False
baseline,learning,2009,750,19.014416333333333,19.61022433333333,0.595808,,1999.9583333333333,0.5255666666666666,0.0,0.0,1999.954,0.5376,0.0,0.0,100,0.5160127167734694,0.532190842112885,0.01617812533941566,False
baseline,learning,2009,1000,18.587574,19.203428,0.6158539999999999,,1999.9789999999998,0.5836333333333333,0.0,0.0,1999.9773333333333,0.5860000000000001,0.0,0.0,100,0.5044225589225589,0.5211449983708047,0.016722439448245897,False
baseline,learning,2010,0,0.9106203333333334,1.006567,0.09594666666666668,0.00017352273333333333,1999.9813333333334,0.0511,0.0,0.0,1999.9806666666666,0.05976666666666666,0.0,0.0,100,0.024435764454581656,0.02704102856522211,0.002605264110640455,True
baseline,learning,2010,250,18.009735333333335,19.01088533333333,1.00115,,1999.9496666666666,0.6609,0.0,0.0,1999.9523333333332,0.6793333333333333,0.0,0.0,100,0.48873235943666055,0.5159168386372687,0.02718447920060823,False
baseline,learning,2010,500,19.819062333333335,20.60976966666667,0.7907073333333332,,1999.963,0.9541666666666667,0.0,0.0,1999.9693333333335,0.9722333333333334,0.0,0.0,100,0.537861473154484,0.5593317493935773,0.02147027623909344,False
baseline,learning,2010,750,20.059196666666665,20.893212333333334,0.8340156666666667,,1999.9589999999998,0.9104333333333333,0.0,0.0,1999.967666666667,0.9873333333333333,0.0,0.0,100,0.5443819014517939,0.5670281398211505,0.02264623836935665,False
baseline,learning,2010,1000,19.983042666666666,20.733238666666665,0.7501959999999999,,1999.947666666667,0.6868666666666666,0.0,0.0,1999.9686666666666,0.6872,0.0,0.0,100,0.5423140726259005,0.562684334383259,0.020370261757358527,False
hard,evolution,2001,0,0.8645823333333333,1.7764526666666667,0.9118703333333333,0.004426474366666667,1414.7286666666666,0.019366666666666667,9.420866666666667,16.272333333333332,1617.0123,0.0461,6.5217,11.043099999999999,100,0.023185682994822775,0.04794592882227291,0.024760245827450126,True
hard,evolution,2001,250,13.233881333333334,14.388678,1.1547966666666665,0.0091327623,1332.2074666666667,0.2892,10.204066666666666,19.493533333333335,1429.8196666666668,0.2973,7.747733333333334,16.905266666666666,100,0.3590523876760436,0.3904088736830672,0.031356486007023635,False
hard,evolution,2001,500,16.026545,16.683719333333332,0.6571743333333333,0.008640434733333334,1358.2752666666668,0.6601333333333333,9.878033333333333,19.612000000000002,1439.6109000000001,0.6499666666666667,7.8482,16.982666666666667,100,0.4348822906484196,0.45272671156004485,0.01784442091162521,False
hard,evolution,2001,750,15.406815666666668,16.29111066666667,0.8842949999999999,0.008828009733333335,1366.0123666666668,0.7108333333333333,9.364433333333332,18.693233333333335,1411.6684333333333,0.7398666666666667,7.9514000000000005,17.31743333333333,100,0.4180546232938706,0.4420661091198726,0.02401148582600195,False
hard,evolution,2001,1000,15.793958666666667,16.672183333333333,0.8782246666666664,0.008698666833333334,1379.9338,0.8897,9.8932,19.000966666666667,1459.827,0.8725,7.795799999999999,16.465933333333332,100,0.4285668151044495,0.4524134716339017,0.02384665652945222,False
hard,evolution,2002,0,0.8495153333333334,1.8191540000000002,0.9696386666666666,0.0044539902,1391.7833666666668,0.03643333333333333,9.7886,16.876833333333334,1605.0359666666666,0.08963333333333333,6.789066666666667,11.427666666666667,100,0.02277656493247891,0.04910540892798958,0.02632884399551066,True
hard,evolution,2002,250,13.725089333333331,15.330000666666669,1.6049113333333334,0.009154216866666665,1286.8712,0.6846,10.905566666666667,21.035033333333335,1413.0479,0.6190333333333333,8.0219,17.5192,100,0.37239028275587405,0.4159688461677709,0.04357856341189674,False
hard,evolution,2002,500,15.426033,16.365648333333333,0.9396153333333332,0.008927434833333333,1345.278,0.36246666666666666,10.067533333333333,19.644166666666667,1412.0088333333333,0.37776666666666664,8.113666666666667,17.611533333333334,100,0.41857643640708153,0.44409004923789863,0.02551361283081713,False
hard,evolution,2002,750,17.685617,18.804821,1.1192039999999999,0.009209022433333333,1340.5639666666666,0.8952999999999999,10.250233333333334,20.147199999999998,1437.0577666666668,0.8612333333333333,8.218733333333333,17.360133333333334,100,0.47993149234278265,0.5103215216682958,0.030390029325513192,False
hard,evolution,2002,1000,15.810578666666666,16.691097666666668,0.8805189999999999,0.009137173266666666,1361.9567333333334,0.8509333333333333,9.7657,19.133633333333332,1407.0252666666668,0.7487,8.204566666666667,17.8887,100,0.4290181021686398,0.45292705731146593,0.023908955142826108,False
hard,evolution,2003,0,0.8383576666666667,1.7283513333333334,0.8899936666666668,0.004458455833333333,1383.4710666666667,0.07016666666666667,9.963033333333334,17.1648,1611.0402,0.15736666666666668,6.751166666666666,11.293666666666667,100,0.022473597987038844,0.046639821150573836,0.02416622316353499,True
