lr,mean,std,sem,count
0.0001,20.50686,0.4568416477292734,0.2637576482935282,3
0.001,20.53097166666667,0.039840095799753464,0.02300169003452814,3
0.01,20.47382166666667,0.09358496732025536,0.05403130607445176,3
