collapse_buffer,unit,metric,value
25,seed42_r1,avg_learned_weight_diff,0.001236815
25,seed42_r1,genome_variance,0.04613041
25,seed42_r1,collapse,0.0
25,seed42_r1,respawned,30.845
25,seed42_r1,cells_visited,958.7396419633311
25,seed42_r1,cave_entries,1.7627581852583005
25,seed42_r1,night_share,0.5110489101833696
25,seed42_r1,food_total,7.626280755207872
25,seed42_r2,avg_fitness,7.0775775
25,seed42_r2,top20percent_fitness,19.9647015
25,seed42_r2,peak_population,457.865
25,seed42_r2,avg_lifetime,2099.384
25,seed42_r2,avg_learned_weight_diff,0.001237735
25,seed42_r2,genome_variance,0.030234345
25,seed42_r2,collapse,0.0
25,seed42_r2,respawned,36.225
25,seed42_r2,cells_visited,982.7764311034989
25,seed42_r2,cave_entries,2.2129108952751544
25,seed42_r2,night_share,0.511757224814911
25,seed42_r2,food_total,7.520131260510217
25,seed42_r3,avg_fitness,7.072468
25,seed42_r3,top20percent_fitness,20.400179
25,seed42_r3,peak_population,457.22
25,seed42_r3,avg_lifetime,2082.0615000000003
25,seed42_r3,avg_learned_weight_diff,0.00118141
25,seed42_r3,genome_variance,0.04097663
25,seed42_r3,collapse,0.0
25,seed42_r3,respawned,42.16
25,seed42_r3,cells_visited,1006.5145783964223
25,seed42_r3,cave_entries,1.6127764636776316
25,seed42_r3,night_share,0.5063188544504302
25,seed42_r3,food_total,7.302959131028788
25,seed42_r4,avg_fitness,6.963241
25,seed42_r4,top20percent_fitness,19.6528455
25,seed42_r4,peak_population,444.8
25,seed42_r4,avg_lifetime,2082.528
25,seed42_r4,avg_learned_weight_diff,0.00121776
25,seed42_r4,genome_variance,0.043596565
25,seed42_r4,collapse,0.0
25,seed42_r4,respawned,40.765
25,seed42_r4,cells_visited,947.6162318676372
25,seed42_r4,cave_entries,1.9253265125983647
25,seed42_r4,night_share,0.509318087632679
25,seed42_r4,food_total,7.366041858958579
25,seed42_r5,avg_fitness,7.032634000000001
25,seed42_r5,top20percent_fitness,19.788778
25,seed42_r5,peak_population,471.13
25,seed42_r5,avg_lifetime,2088.4759999999997
25,seed42_r5,avg_learned_weight_diff,0.001206415
25,seed42_r5,genome_variance,0.03201876000000001
25,seed42_r5,collapse,0.0
25,seed42_r5,respawned,37.115
25,seed42_r5,cells_visited,983.4831967127204
25,seed42_r5,cave_entries,2.3839681053407995
25,seed42_r5,night_share,0.5105027270895528
25,seed42_r5,food_total,7.325945627448449
25,seed999_r1,avg_fitness,7.133998500000001
25,seed999_r1,top20percent_fitness,19.916242
25,seed999_r1,peak_population,447.34
25,seed999_r1,avg_lifetime,2080.26
25,seed999_r1,avg_learned_weight_diff,0.00127637
25,seed999_r1,genome_variance,0.03550784
25,seed999_r1,collapse,0.0
25,seed999_r1,respawned,44.075
25,seed999_r1,cells_visited,1021.6399086147936
25,seed999_r1,cave_entries,1.7881745934206794
25,seed999_r1,night_share,0.5067811940119644
25,seed999_r1,food_total,7.556679392557708
25,seed999_r2,avg_fitness,7.185678
25,seed999_r2,top20percent_fitness,20.328271
25,seed999_r2,peak_population,462.855
25,seed999_r2,avg_lifetime,2081.5255
25,seed999_r2,avg_learned_weight_diff,0.001206885
25,seed999_r2,genome_variance,0.032109925
25,seed999_r2,collapse,0.0
25,seed999_r2,respawned,43.2
25,seed999_r2,cells_visited,965.7609848658245
25,seed999_r2,cave_entries,1.6688544669440453
25,seed999_r2,night_share,0.5122523511188777
25,seed999_r2,food_total,7.415376173574941
25,seed999_r3,avg_fitness,7.0355870000000005
25,seed999_r3,top20percent_fitness,19.691828
25,seed999_r3,peak_population,478.34
25,seed999_r3,avg_lifetime,2104.5745
25,seed999_r3,avg_learned_weight_diff,0.00120702
25,seed999_r3,genome_variance,0.034806755
25,seed999_r3,collapse,0.0
25,seed999_r3,respawned,41.46
25,seed999_r3,cells_visited,967.983407341793
25,seed999_r3,cave_entries,1.7087571612406358
25,seed999_r3,night_share,0.5059408462116365
25,seed999_r3,food_total,7.402941161596666
25,seed999_r4,avg_fitness,7.001850999999999
25,seed999_r4,top20percent_fitness,19.6152005
25,seed999_r4,peak_population,458.27
25,seed999_r4,avg_lifetime,2098.0785
25,seed999_r4,avg_learned_weight_diff,0.00127604
25,seed999_r4,genome_variance,0.047080840000000006
25,seed999_r4,collapse,0.0
25,seed999_r4,respawned,46.02
25,seed999_r4,cells_visited,962.4101534681946
25,seed999_r4,cave_entries,2.8159840950003847
25,seed999_r4,night_share,0.5102179771538258
25,seed999_r4,food_total,7.462384715902402
25,seed999_r5,avg_fitness,7.083729000000001
25,seed999_r5,top20percent_fitness,19.897977
25,seed999_r5,peak_population,458.64
25,seed999_r5,avg_lifetime,2102.2585
25,seed999_r5,avg_learned_weight_diff,0.00124769
25,seed999_r5,genome_variance,0.032084925
25,seed999_r5,collapse,0.0
25,seed999_r5,respawned,41.925
25,seed999_r5,cells_visited,980.0579742482438
25,seed999_r5,cave_entries,2.300387540020329
25,seed999_r5,night_share,0.5134294637186376
25,seed999_r5,food_total,7.585439152544204
100,seed1_r1,avg_fitness,7.047280000000001
100,seed1_r1,top20percent_fitness,19.876977
100,seed1_r1,peak_population,475.295
100,seed1_r1,avg_lifetime,2095.0609999999997
100,seed1_r1,avg_learned_weight_diff,0.00129225
100,seed1_r1,genome_variance,0.033173225
100,seed1_r1,collapse,0.0
100,seed1_r1,respawned,43.465
100,seed1_r1,cells_visited,981.070421122683
100,seed1_r1,cave_entries,3.2969568211455345
100,seed1_r1,night_share,0.5166444760062946
100,seed1_r1,food_total,7.39695531782879
100,seed1_r2,avg_fitness,7.112122500000001
100,seed1_r2,top20percent_fitness,19.9857455
100,seed1_r2,peak_population,461.055
100,seed1_r2,avg_lifetime,2076.5645
100,seed1_r2,avg_learned_weight_diff,0.001192065
100,seed1_r2,genome_variance,0.039542395
100,seed1_r2,collapse,0.0
100,seed1_r2,respawned,42.37
100,seed1_r2,cells_visited,955.4499445372843
100,seed1_r2,cave_entries,2.317391227692476
100,seed1_r2,night_share,0.5153511311227444
100,seed1_r2,food_total,7.493854583905573
100,seed1_r3,avg_fitness,7.1356625
100,seed1_r3,top20percent_fitness,19.872388
100,seed1_r3,peak_population,457.545
100,seed1_r3,avg_lifetime,2042.4005
100,seed1_r3,avg_learned_weight_diff,0.0012129799999999998
100,seed1_r3,genome_variance,0.064417
100,seed1_r3,collapse,0.0
100,seed1_r3,respawned,40.475
100,seed1_r3,cells_visited,985.1576344904862
100,seed1_r3,cave_entries,1.3736372780708146
100,seed1_r3,night_share,0.5176721442821308
100,seed1_r3,food_total,7.5060315540270155
100,seed1_r4,avg_fitness,7.181484499999999
100,seed1_r4,top20percent_fitness,20.0762385
100,seed1_r4,peak_population,488.09
100,seed1_r4,avg_lifetime,2095.3535
100,seed1_r4,avg_learned_weight_diff,0.00123415
100,seed1_r4,genome_variance,0.105416855
100,seed1_r4,collapse,0.0
100,seed1_r4,respawned,39.145
100,seed1_r4,cells_visited,954.69141949446
100,seed1_r4,cave_entries,2.513815798784371
100,seed1_r4,night_share,0.512711890885864
100,seed1_r4,food_total,7.5215522257906215
100,seed1_r5,avg_fitness,7.060323499999999
100,seed1_r5,top20percent_fitness,19.6778755
100,seed1_r5,peak_population,457.305
100,seed1_r5,avg_lifetime,2064.5474999999997
100,seed1_r5,avg_learned_weight_diff,0.0012536950000000002
100,seed1_r5,genome_variance,0.07521726499999999
100,seed1_r5,collapse,0.0
100,seed1_r5,respawned,41.455
100,seed1_r5,cells_visited,969.961881146874
100,seed1_r5,cave_entries,1.7892309370734774
100,seed1_r5,night_share,0.5132252269481541
100,seed1_r5,food_total,7.457120934740333
100,seed42_r1,avg_fitness,7.029988499999999
100,seed42_r1,top20percent_fitness,19.7856515
100,seed42_r1,peak_population,467.835
100,seed42_r1,avg_lifetime,2091.836
100,seed42_r1,avg_learned_weight_diff,0.00123791
100,seed42_r1,genome_variance,0.05282956500000001
100,seed42_r1,collapse,0.0
100,seed42_r1,respawned,37.005
100,seed42_r1,cells_visited,945.7320855888436
100,seed42_r1,cave_entries,2.606272565603737
100,seed42_r1,night_share,0.516878454785449
100,seed42_r1,food_total,7.312347312344873
100,seed42_r2,avg_fitness,7.082502
100,seed42_r2,top20percent_fitness,19.826242999999998
100,seed42_r2,peak_population,466.065
100,seed42_r2,avg_lifetime,2075.3925
100,seed42_r2,avg_learned_weight_diff,0.001270115
100,seed42_r2,genome_variance,0.09552382999999999
100,seed42_r2,collapse,0.0
100,seed42_r2,respawned,36.79
100,seed42_r2,cells_visited,985.4530125081345
100,seed42_r2,cave_entries,2.0741568933103878
100,seed42_r2,night_share,0.5097316589432044
100,seed42_r2,food_total,7.212430642253748
100,seed42_r3,avg_fitness,7.1754755
100,seed42_r3,top20percent_fitness,20.110042
100,seed42_r3,peak_population,460.505
100,seed42_r3,avg_lifetime,2059.8565000000003
100,seed42_r3,avg_learned_weight_diff,0.0012893050000000001
100,seed42_r3,genome_variance,0.045877509999999996
100,seed42_r3,collapse,0.0
100,seed42_r3,respawned,35.66
100,seed42_r3,cells_visited,970.1406817023973
100,seed42_r3,cave_entries,1.9641497506644692
100,seed42_r3,night_share,0.5114432331018339
100,seed42_r3,food_total,7.428694417997465
100,seed42_r4,avg_fitness,7.131476499999999
100,seed42_r4,top20percent_fitness,19.9933065
100,seed42_r4,peak_population,473.595
100,seed42_r4,avg_lifetime,2073.14
100,seed42_r4,avg_learned_weight_diff,0.00127605
100,seed42_r4,genome_variance,0.08524464500000001
100,seed42_r4,collapse,0.0
100,seed42_r4,respawned,37.565
100,seed42_r4,cells_visited,983.3689727933073
100,seed42_r4,cave_entries,1.74750031283753
100,seed42_r4,night_share,0.5110440079560038
100,seed42_r4,food_total,7.274030438576277
100,seed42_r5,avg_fitness,6.970624499999999
100,seed42_r5,top20percent_fitness,19.768284500000004
100,seed42_r5,peak_population,429.86
100,seed42_r5,avg_lifetime,2067.757
100,seed42_r5,avg_learned_weight_diff,0.001177895
100,seed42_r5,genome_variance,0.04422314
100,seed42_r5,collapse,0.0
100,seed42_r5,respawned,43.675
100,seed42_r5,cells_visited,935.3200653962476
100,seed42_r5,cave_entries,1.8020540523686224
100,seed42_r5,night_share,0.5128633869511553
100,seed42_r5,food_total,7.450831255182246
100,seed999_r1,avg_fitness,7.013857999999999
100,seed999_r1,top20percent_fitness,19.622593499999997
100,seed999_r1,peak_population,464.505
100,seed999_r1,avg_lifetime,2119.438
100,seed999_r1,avg_learned_weight_diff,0.00130331
100,seed999_r1,genome_variance,0.061299200000000005
100,seed999_r1,collapse,0.0
100,seed999_r1,respawned,43.74
100,seed999_r1,cells_visited,971.0278618915123
100,seed999_r1,cave_entries,2.910924935123503
100,seed999_r1,night_share,0.5057298444075397
100,seed999_r1,food_total,7.467153693226896
100,seed999_r2,avg_fitness,3.7939125000000002
100,seed999_r2,top20percent_fitness,12.900624
100,seed999_r2,peak_population,166.305
100,seed999_r2,avg_lifetime,2094.776
100,seed999_r2,avg_learned_weight_diff,0.00050999
100,seed999_r2,genome_variance,0.00659492
100,seed999_r2,collapse,0.98
100,seed999_r2,respawned,99.915
100,seed999_r2,cells_visited,474.2052090568916
100,seed999_r2,cave_entries,2.39514147595901
100,seed999_r2,night_share,0.48565928704091876
100,seed999_r2,food_total,3.973674156529203
100,seed999_r3,avg_fitness,7.0043615
100,seed999_r3,top20percent_fitness,19.6299645
100,seed999_r3,peak_population,459.295
100,seed999_r3,avg_lifetime,2082.309
100,seed999_r3,avg_learned_weight_diff,0.0011700750000000002
100,seed999_r3,genome_variance,0.05491203500000001
100,seed999_r3,collapse,0.0
100,seed999_r3,respawned,44.645
100,seed999_r3,cells_visited,1027.4905876630066
100,seed999_r3,cave_entries,2.206266885770429
100,seed999_r3,night_share,0.5158442440478783
100,seed999_r3,food_total,7.549717273986653
100,seed999_r4,avg_fitness,7.1213915
100,seed999_r4,top20percent_fitness,19.729837000000003
100,seed999_r4,peak_population,469.585
100,seed999_r4,avg_lifetime,2082.2565000000004
100,seed999_r4,avg_learned_weight_diff,0.0012835849999999998
100,seed999_r4,genome_variance,0.0659181
100,seed999_r4,collapse,0.0
100,seed999_r4,respawned,41.4
100,seed999_r4,cells_visited,988.7520922572024
100,seed999_r4,cave_entries,2.0456203693066435
100,seed999_r4,night_share,0.5177019002442187
100,seed999_r4,food_total,7.50864095619434
100,seed999_r5,avg_fitness,7.212065499999999
100,seed999_r5,top20percent_fitness,20.350545999999998
100,seed999_r5,peak_population,468.05
100,seed999_r5,avg_lifetime,2086.078
100,seed999_r5,avg_learned_weight_diff,0.00124416
100,seed999_r5,genome_variance,0.073111795
100,seed999_r5,collapse,0.0
100,seed999_r5,respawned,41.74
100,seed999_r5,cells_visited,962.3024988990717
100,seed999_r5,cave_entries,2.4726022933564304
100,seed999_r5,night_share,0.5118159344599991
100,seed999_r5,food_total,7.457226197392008
