metric,label,baseline_buffer,buffer,mean_buf25,mean_buf100,std_buf25,std_buf100,diff,pct_change,mannwhitney_p,cliffs_delta,n_baseline,n_buffer,final_frac
avg_fitness,Mean average fitness,25,100,7.092169333333334,6.871501933333333,0.09701171178963691,0.8253351944110517,-0.22066740000000173,-3.111423171509183,1.0,-0.0044444444444444444,15,15,0.2
top20percent_fitness,Top-20% fitness,25,100,20.02361206666667,19.413754466666667,0.3211093910578794,1.7512718570158798,-0.6098576000000016,-3.0456922455825652,0.1844100692216365,-0.28888888888888886,15,15,0.2
peak_population,Peak population,25,100,462.2743333333334,444.326,10.418767340184194,75.2675954888069,-17.94833333333338,-3.8826151570892704,0.6783024655972324,0.09333333333333334,15,15,0.2
avg_lifetime,Mean lifetime (ticks),25,100,2086.609966666666,2080.4511,15.80196673040701,17.717973365295855,-6.158866666665745,-0.2951613749120761,0.28084201086629834,-0.23555555555555555,15,15,0.2
avg_learned_weight_diff,Learned weight diff (MAD),25,100,0.001239165,0.0011965023333333333,3.45382944956271e-05,0.00018794096503837462,-4.26626666666667e-05,-3.442856009221266,0.8357050269952793,0.04888888888888889,15,15,0.2
genome_variance,Genomic variance,25,100,0.044936116,0.060220098666666666,0.021577421971881873,0.02440881438534773,0.015283982666666668,34.01269185495842,0.02792505735330741,0.47555555555555556,15,15,0.2
collapse,Collapse rate,25,100,0.0,0.06533333333333333,0.0,0.2444549492692308,0.06533333333333333,,0.3506478897044589,0.06666666666666667,15,15,0.2
respawned,Respawned from buffer / window,25,100,41.08333333333333,44.602999999999994,3.7328347881409862,15.035038388156293,3.519666666666666,8.567139959432048,0.7715264784488729,-0.06666666666666667,15,15,0.2
cells_visited,Cells explored / organism,25,100,971.4522410544895,939.3416245698936,21.64065848446783,126.07883573092717,-32.11061648459588,-3.3054240988461285,1.0,0.0044444444444444444,15,15,0.2
cave_entries,Cave entries / organism,25,100,1.9506471642989487,2.2343814398044954,0.38239853072972635,0.4754482535079673,0.28373427550554675,14.545648269891966,0.08149464839345504,0.37777777777777777,15,15,0.2
night_share,Night share of cave entries,25,100,0.5104222316262474,0.5116211214122259,0.0023787067000155585,0.007642927019923326,0.0011988897859784853,0.23488196863187624,0.046486686395286025,0.4311111111111111,15,15,0.2
food_total,Food eaten / organism,25,100,7.440265826660466,7.200684063998403,0.10428980886009363,0.8674117779746987,-0.23958176266206355,-3.220069930883086,0.7715511878155722,-0.06666666666666667,15,15,0.2
