collapse_buffer,unit,metric,value
25,seed1,avg_fitness,7.0809598000000005
25,seed1,top20percent_fitness,20.0766491
25,seed1,peak_population,468.55800000000005
25,seed1,avg_lifetime,2075.8358000000003
25,seed1,avg_learned_weight_diff,0.001258667
25,seed1,genome_variance,0.05989894900000001
25,seed1,collapse,0.0
25,seed1,respawned,42.492000000000004
25,seed1,cells_visited,958.9602214469763
25,seed1,cave_entries,1.8159618891415814
25,seed1,night_share,0.5117531676015655
25,seed1,food_total,7.407961634115435
100,seed1,avg_fitness,7.107374600000001
100,seed1,top20percent_fitness,19.8978449
100,seed1,peak_population,467.85799999999995
100,seed1,avg_lifetime,2074.7853999999998
100,seed1,avg_learned_weight_diff,0.001237028
100,seed1,genome_variance,0.063553348
100,seed1,collapse,0.0
100,seed1,respawned,41.382
100,seed1,cells_visited,969.2662601583576
100,seed1,cave_entries,2.2582064125533345
100,seed1,night_share,0.5151209738490375
100,seed1,food_total,7.475102923258465
