id,rl,map_index,ticks,mean_fitness,std_clones,n_clones,mean_lifetime,mean_cave_entries,mean_drained_ticks,mean_predator_touches,deaths_survived,deaths_starved,deaths_drained,deaths_lifespan
p0_0_r1_off,0,1,2000,21.268500,15.586924,100,2000.00,1.2900,0.0000,0.0000,100,0,0,0
p0_1_r1_off,0,1,2000,23.278800,18.172803,100,2000.00,1.0500,0.0000,0.0000,100,0,0,0
p0_2_r1_off,0,1,2000,22.737800,15.664725,100,2000.00,1.0600,0.0000,0.0000,100,0,0,0
p0_3_r1_off,0,1,2000,23.258200,16.512825,100,2000.00,1.3000,0.0000,0.0000,100,0,0,0
p0_4_r1_off,0,1,2000,24.606900,16.138749,100,2000.00,0.8700,0.0000,0.0000,100,0,0,0
p0_5_r1_off,0,1,2000,25.088900,16.256150,100,2000.00,0.9700,0.0000,0.0000,100,0,0,0
p0_6_r1_off,0,1,2000,24.053400,16.991675,100,2000.00,0.7000,0.0000,0.0000,100,0,0,0
p0_7_r1_off,0,1,2000,24.533100,17.198945,100,2000.00,1.0200,0.0000,0.0000,99,1,0,0
p0_8_r1_off,0,1,2000,24.283100,15.394520,100,2000.00,0.8100,0.0000,0.0000,100,0,0,0
p0_9_r1_off,0,1,2000,24.633100,16.638918,100,2000.00,0.9300,0.0000,0.0000,100,0,0,0
p0_10_r1_off,0,1,2000,23.788000,14.406264,100,2000.00,0.9100,0.0000,0.0000,100,0,0,0
p0_11_r1_off,0,1,2000,24.357800,14.713306,100,2000.00,1.2100,0.0000,0.0000,100,0,0,0
p0_12_r1_off,0,1,2000,25.283400,14.386272,100,2000.00,1.0700,0.0000,0.0000,100,0,0,0
p0_13_r1_off,0,1,2000,24.977500,14.143304,100,2000.00,1.0000,0.0000,0.0000,100,0,0,0
p0_14_r1_off,0,1,2000,25.028800,13.959169,100,2000.00,0.9600,0.0000,0.0000,100,0,0,0
p0_15_r1_off,0,1,2000,25.653200,14.703454,100,1999.80,1.2100,0.0000,0.0000,99,1,0,0
p0_16_r1_off,0,1,2000,26.058800,14.362238,100,2000.00,0.7800,0.0000,0.0000,100,0,0,0
p0_17_r1_off,0,1,2000,26.299100,14.697309,100,2000.00,0.5800,0.0000,0.0000,100,0,0,0
p0_18_r1_off,0,1,2000,26.594500,15.439604,100,2000.00,0.4000,0.0000,0.0000,100,0,0,0
