id,rl,map_index,ticks,mean_fitness,std_clones,n_clones,mean_lifetime,mean_cave_entries,mean_drained_ticks,mean_predator_touches,deaths_survived,deaths_starved,deaths_drained,deaths_lifespan
p0_0_r5_off,0,5,2000,13.128500,9.009182,100,2000.00,1.9300,0.0000,0.0000,100,0,0,0
p0_1_r5_off,0,5,2000,14.682800,10.692190,100,2000.00,2.1800,0.0000,0.0000,100,0,0,0
p0_2_r5_off,0,5,2000,13.652400,13.155680,100,1999.70,2.0000,0.0000,0.0000,98,2,0,0
p0_3_r5_off,0,5,2000,13.742700,11.525535,100,2000.00,2.1000,0.0000,0.0000,99,1,0,0
p0_4_r5_off,0,5,2000,14.702900,14.397372,100,2000.00,2.1800,0.0000,0.0000,99,1,0,0
p0_5_r5_off,0,5,2000,15.007800,12.893320,100,2000.00,2.3200,0.0000,0.0000,100,0,0,0
p0_6_r5_off,0,5,2000,15.268300,12.582770,100,1999.80,2.0100,0.0000,0.0000,99,1,0,0
p0_7_r5_off,0,5,2000,15.053500,13.221567,100,2000.00,2.1900,0.0000,0.0000,100,0,0,0
p0_8_r5_off,0,5,2000,16.007000,12.465722,100,2000.00,2.0300,0.0000,0.0000,100,0,0,0
p0_9_r5_off,0,5,2000,16.858000,13.508662,100,2000.00,2.2400,0.0000,0.0000,100,0,0,0
p0_10_r5_off,0,5,2000,16.257600,12.808667,100,2000.00,2.5700,0.0000,0.0000,100,0,0,0
p0_11_r5_off,0,5,2000,16.782500,10.928339,100,2000.00,2.5800,0.0000,0.0000,100,0,0,0
p0_12_r5_off,0,5,2000,18.268800,11.832949,100,2000.00,2.5800,0.0000,0.0000,99,1,0,0
p0_13_r5_off,0,5,2000,17.769700,11.630867,100,1999.60,2.3300,0.0000,0.0000,99,1,0,0
p0_14_r5_off,0,5,2000,18.624800,11.658772,100,2000.00,2.3700,0.0000,0.0000,100,0,0,0
p0_15_r5_off,0,5,2000,19.044500,11.321114,100,2000.00,2.2600,0.0000,0.0000,100,0,0,0
p0_16_r5_off,0,5,2000,18.934800,10.986732,100,2000.00,2.0700,0.0000,0.0000,100,0,0,0
p0_17_r5_off,0,5,2000,19.989800,11.796634,100,2000.00,2.0300,0.0000,0.0000,99,1,0,0
p0_18_r5_off,0,5,2000,20.810600,11.417036,100,2000.00,1.8300,0.0000,0.0000,100,0,0,0
p0_19_r5_off,0,5,2000,20.355600,11.880291,100,2000.00,1.5800,0.0000,0.0000,100,0,0,0
p0_20_r5_off,0,5,2000,20.999200,11.136420,100,2000.00,1.7300,0.0000,0.0000,100,0,0,0
p0_21_r5_off,0,5,2000,21.675100,11.676742,100,2000.00,1.1800,0.0000,0.0000,100,0,0,0
p0_22_r5_off,0,5,2000,22.065400,11.681234,100,2000.00,1.0200,0.0000,0.0000,100,0,0,0
p0_23_r5_off,0,5,2000,20.439900,10.934357,100,2000.00,2.4300,0.0000,0.0000,100,0,0,0
p0_24_r5_off,0,5,2000,22.285500,10.991533,100,2000.00,2.5400,0.0000,0.0000,100,0,0,0
p1_0_r5_off,0,5,2000,14.003300,10.622779,100,2000.00,1.6000,0.0000,0.0000,99,1,0,0
p1_1_r5_off,0,5,2000,14.738800,12.381392,100,1999.90,2.0200,0.0000,0.0000,99,1,0,0
p1_2_r5_off,0,5,2000,15.153400,11.300659,100,1999.90,2.2700,0.0000,0.0000,99,1,0,0
p1_3_r5_off,0,5,2000,15.767800,12.684664,100,2000.00,1.9900,0.0000,0.0000,98,2,0,0
p1_4_r5_off,0,5,2000,15.757400,14.584060,100,1999.60,1.6100,0.0000,0.0000,97,3,0,0
p1_5_r5_off,0,5,2000,15.158100,12.311086,100,1999.80,2.3800,0.0000,0.0000,99,1,0,0
p1_6_r5_off,0,5,2000,16.497800,12.566465,100,1999.80,2.1400,0.0000,0.0000,99,1,0,0
p1_7_r5_off,0,5,2000,15.982500,12.383945,100,2000.00,2.1700,0.0000,0.0000,100,0,0,0
p1_8_r5_off,0,5,2000,16.963600,13.084459,100,2000.00,2.3800,0.0000,0.0000,100,0,0,0
p1_9_r5_off,0,5,2000,16.733200,11.892664,100,2000.00,2.3400,0.0000,0.0000,98,2,0,0
p1_10_r5_off,0,5,2000,18.058500,13.176064,100,2000.00,2.3400,0.0000,0.0000,100,0,0,0
p1_11_r5_off,0,5,2000,17.868700,11.757697,100,1999.90,2.3800,0.0000,0.0000,99,1,0,0
p1_12_r5_off,0,5,2000,18.329300,10.895730,100,2000.00,2.1800,0.0000,0.0000,100,0,0,0
p1_13_r5_off,0,5,2000,18.429400,11.118465,100,2000.00,2.1400,0.0000,0.0000,100,0,0,0
p1_14_r5_off,0,5,2000,19.805000,9.963748,100,2000.00,2.0000,0.0000,0.0000,100,0,0,0
p1_15_r5_off,0,5,2000,20.394800,12.214127,100,2000.00,1.8900,0.0000,0.0000,100,0,0,0
p1_16_r5_off,0,5,2000,20.075100,11.043785,100,1999.90,1.9800,0.0000,0.0000,99,1,0,0
p1_17_r5_off,0,5,2000,20.279800,11.897216,100,2000.00,2.0300,0.0000,0.0000,100,0,0,0
p1_18_r5_off,0,5,2000,20.640100,10.502810,100,2000.00,2.2000,0.0000,0.0000,99,1,0,0
p1_19_r5_off,0,5,2000,21.630300,11.208181,100,2000.00,2.1100,0.0000,0.0000,100,0,0,0
p1_20_r5_off,0,5,2000,22.336200,11.993822,100,2000.00,1.8100,0.0000,0.0000,100,0,0,0
p1_21_r5_off,0,5,2000,22.730800,12.586046,100,2000.00,1.9100,0.0000,0.0000,100,0,0,0
p1_22_r5_off,0,5,2000,23.305100,12.396686,100,2000.00,2.4200,0.0000,0.0000,100,0,0,0
p1_23_r5_off,0,5,2000,22.145100,12.069587,100,2000.00,1.3400,0.0000,0.0000,100,0,0,0
p1_24_r5_off,0,5,2000,21.646300,11.488107,100,2000.00,2.3700,0.0000,0.0000,100,0,0,0
p2_0_r5_off,0,5,2000,14.203800,10.766357,100,2000.00,0.7500,0.0000,0.0000,100,0,0,0
p2_1_r5_off,0,5,2000,15.784300,12.913331,100,2000.00,0.6700,0.0000,0.0000,100,0,0,0
p2_2_r5_off,0,5,2000,16.123200,13.134811,100,2000.00,1.7200,0.0000,0.0000,100,0,0,0
p2_3_r5_off,0,5,2000,17.083600,12.780228,100,1999.70,1.7300,0.0000,0.0000,98,2,0,0
p2_4_r5_off,0,5,2000,16.728800,13.909735,100,1999.50,2.1100,0.0000,0.0000,98,2,0,0
p2_5_r5_off,0,5,2000,17.063700,14.128342,100,2000.00,2.1600,0.0000,0.0000,100,0,0,0
p2_6_r5_off,0,5,2000,16.943000,11.963051,100,1999.90,2.0500,0.0000,0.0000,99,1,0,0
p2_7_r5_off,0,5,2000,17.027600,13.515997,100,2000.00,2.3400,0.0000,0.0000,100,0,0,0
p2_8_r5_off,0,5,2000,16.863900,11.300059,100,2000.00,2.5000,0.0000,0.0000,100,0,0,0
p2_9_r5_off,0,5,2000,18.058400,10.950593,100,2000.00,2.1500,0.0000,0.0000,100,0,0,0
p2_10_r5_off,0,5,2000,17.533600,11.038792,100,2000.00,2.0300,0.0000,0.0000,100,0,0,0
p2_11_r5_off,0,5,2000,18.299600,11.716045,100,1999.80,2.0300,0.0000,0.0000,99,1,0,0
p2_12_r5_off,0,5,2000,19.664800,11.931045,100,2000.00,1.8800,0.0000,0.0000,100,0,0,0
p2_13_r5_off,0,5,2000,20.684600,11.293786,100,1999.90,1.9800,0.0000,0.0000,99,1,0,0
p2_14_r5_off,0,5,2000,20.055200,10.813832,100,2000.00,2.2500,0.0000,0.0000,100,0,0,0
p2_15_r5_off,0,5,2000,22.200200,12.079038,100,1999.90,1.6800,0.0000,0.0000,99,1,0,0
p2_16_r5_off,0,5,2000,22.400600,10.834910,100,2000.00,1.7600,0.0000,0.0000,100,0,0,0
