id,rl,map_index,ticks,mean_fitness,std_clones,n_clones,mean_lifetime,mean_cave_entries,mean_drained_ticks,mean_predator_touches,deaths_survived,deaths_starved,deaths_drained,deaths_lifespan
p0_0_r0_off,0,0,2000,16.8602,12.611249,100,2000.0,0.35,0.0,0.0,100,0,0,0
p0_1_r0_off,0,0,2000,17.7307,12.066708,100,2000.0,0.21,0.0,0.0,100,0,0,0
p0_2_r0_off,0,0,2000,18.3055,12.47543,100,2000.0,0.25,0.0,0.0,100,0,0,0
p0_3_r0_off,0,0,2000,17.7452,12.304692,100,2000.0,0.59,0.0,0.0,100,0,0,0
p0_4_r0_off,0,0,2000,18.736,11.168634,100,2000.0,0.4,0.0,0.0,100,0,0,0
p0_5_r0_off,0,0,2000,18.9858,11.613279,100,2000.0,0.78,0.0,0.0,100,0,0,0
p0_6_r0_off,0,0,2000,19.67,11.730517,100,2000.0,0.72,0.0,0.0,100,0,0,0
p0_7_r0_off,0,0,2000,19.2808,14.52493,100,1999.6,1.38,0.0,0.0,98,2,0,0
p0_8_r0_off,0,0,2000,19.666,12.829028,100,2000.0,1.34,0.0,0.0,100,0,0,0
p0_9_r0_off,0,0,2000,18.8302,12.14549,100,2000.0,1.59,0.0,0.0,100,0,0,0
p0_10_r0_off,0,0,2000,19.9697,14.24679,100,2000.0,1.85,0.0,0.0,100,0,0,0
p0_11_r0_off,0,0,2000,19.9857,13.051018,100,1999.8,1.66,0.0,0.0,98,2,0,0
p0_12_r0_off,0,0,2000,19.3359,11.844719,100,1998.7,1.39,0.0,0.0,98,2,0,0
p0_13_r0_off,0,0,2000,19.7605,11.190383,100,2000.0,1.55,0.0,0.0,100,0,0,0
p0_14_r0_off,0,0,2000,19.8214,11.979998,100,2000.0,1.42,0.0,0.0,100,0,0,0
p0_15_r0_off,0,0,2000,20.6157,13.615443,100,2000.0,1.49,0.0,0.0,100,0,0,0
p0_16_r0_off,0,0,2000,21.4327,11.459181,100,2000.0,1.63,0.0,0.0,100,0,0,0
p0_17_r0_off,0,0,2000,22.512,11.608869,100,2000.0,1.35,0.0,0.0,100,0,0,0
p0_18_r0_off,0,0,2000,22.1018,11.732297,100,2000.0,1.4,0.0,0.0,100,0,0,0
p0_19_r0_off,0,0,2000,23.0064,11.443473,100,2000.0,1.66,0.0,0.0,100,0,0,0
p0_20_r0_off,0,0,2000,23.6366,11.907805,100,2000.0,1.32,0.0,0.0,100,0,0,0
p0_21_r0_off,0,0,2000,23.7367,10.663305,100,2000.0,1.22,0.0,0.0,100,0,0,0
p0_22_r0_off,0,0,2000,23.711,10.691266,100,2000.0,1.52,0.0,0.0,100,0,0,0
p0_23_r0_off,0,0,2000,23.5162,11.340886,100,2000.0,1.57,0.0,0.0,100,0,0,0
p0_24_r0_off,0,0,2000,24.7071,11.272319,100,2000.0,2.33,0.0,0.0,100,0,0,0
p1_0_r0_off,0,0,2000,16.2052,11.633819,100,2000.0,0.2,0.0,0.0,100,0,0,0
p1_1_r0_off,0,0,2000,17.7907,11.311579,100,2000.0,0.17,0.0,0.0,100,0,0,0
p1_2_r0_off,0,0,2000,18.182,11.133917,100,2000.0,0.25,0.0,0.0,100,0,0,0
p1_3_r0_off,0,0,2000,18.7164,11.364705,100,2000.0,0.34,0.0,0.0,100,0,0,0
p1_4_r0_off,0,0,2000,18.6605,10.587595,100,2000.0,0.54,0.0,0.0,100,0,0,0
p1_5_r0_off,0,0,2000,19.8617,10.645998,100,2000.0,0.51,0.0,0.0,100,0,0,0
p1_6_r0_off,0,0,2000,19.705,12.422936,100,1999.9,1.1,0.0,0.0,99,1,0,0
p1_7_r0_off,0,0,2000,20.0901,11.640959,100,2000.0,1.11,0.0,0.0,99,1,0,0
p1_8_r0_off,0,0,2000,20.3063,12.31793,100,2000.0,1.39,0.0,0.0,100,0,0,0
p1_9_r0_off,0,0,2000,19.4763,11.969785,100,2000.0,1.5,0.0,0.0,100,0,0,0
p1_10_r0_off,0,0,2000,21.3211,11.261818,100,2000.0,1.05,0.0,0.0,100,0,0,0
p1_11_r0_off,0,0,2000,21.6712,12.462154,100,1999.9,1.39,0.0,0.0,98,2,0,0
p1_12_r0_off,0,0,2000,19.1559,12.063975,100,2000.0,1.27,0.0,0.0,100,0,0,0
p1_13_r0_off,0,0,2000,19.961,12.431544,100,1999.6,1.74,0.0,0.0,99,1,0,0
p1_14_r0_off,0,0,2000,22.7113,11.73785,100,2000.0,1.92,0.0,0.0,100,0,0,0
p1_15_r0_off,0,0,2000,20.8161,11.952855,100,2000.0,1.93,0.0,0.0,100,0,0,0
p1_16_r0_off,0,0,2000,21.9772,13.117078,100,2000.0,1.64,0.0,0.0,100,0,0,0
p1_17_r0_off,0,0,2000,21.9571,11.22909,100,2000.0,1.61,0.0,0.0,100,0,0,0
p1_18_r0_off,0,0,2000,22.553,10.244244,100,2000.0,1.6,0.0,0.0,100,0,0,0
p1_19_r0_off,0,0,2000,24.2071,11.117352,100,1999.9,1.72,0.0,0.0,99,1,0,0
p1_20_r0_off,0,0,2000,23.6922,11.500984,100,2000.0,1.9,0.0,0.0,100,0,0,0
p1_21_r0_off,0,0,2000,23.9813,10.52776,100,1999.7,2.02,0.0,0.0,99,1,0,0
p1_22_r0_off,0,0,2000,24.4205,10.515371,100,2000.0,1.74,0.0,0.0,100,0,0,0
p1_23_r0_off,0,0,2000,25.2162,11.564869,100,2000.0,3.18,0.0,0.0,100,0,0,0
p1_24_r0_off,0,0,2000,25.1245,11.442118,100,2000.0,4.43,0.0,0.0,100,0,0,0
p2_0_r0_off,0,0,2000,16.8562,11.506063,100,2000.0,0.2,0.0,0.0,100,0,0,0
p2_1_r0_off,0,0,2000,17.8515,11.550575,100,2000.0,0.23,0.0,0.0,100,0,0,0
p2_2_r0_off,0,0,2000,17.7764,12.306635,100,2000.0,0.22,0.0,0.0,100,0,0,0
p2_3_r0_off,0,0,2000,18.256,11.384741,100,2000.0,0.38,0.0,0.0,100,0,0,0
p2_4_r0_off,0,0,2000,18.6907,11.233058,100,1999.8,0.58,0.0,0.0,99,1,0,0
p2_5_r0_off,0,0,2000,19.5106,10.817874,100,1999.1,0.85,0.0,0.0,99,1,0,0
p2_6_r0_off,0,0,2000,19.8664,12.123903,100,2000.0,0.93,0.0,0.0,100,0,0,0
p2_7_r0_off,0,0,2000,20.1815,12.248889,100,2000.0,1.19,0.0,0.0,100,0,0,0
p2_8_r0_off,0,0,2000,21.5009,12.244345,100,2000.0,1.03,0.0,0.0,100,0,0,0
p2_9_r0_off,0,0,2000,20.4,11.471058,100,1999.3,1.15,0.0,0.0,99,1,0,0
p2_10_r0_off,0,0,2000,20.7859,11.659134,100,1999.2,1.15,0.0,0.0,99,1,0,0
p2_11_r0_off,0,0,2000,20.636,11.607237,100,2000.0,1.15,0.0,0.0,99,1,0,0
p2_12_r0_off,0,0,2000,20.8518,11.246219,100,2000.0,1.78,0.0,0.0,100,0,0,0
p2_13_r0_off,0,0,2000,22.1516,11.771859,100,2000.0,1.32,0.0,0.0,100,0,0,0
p2_14_r0_off,0,0,2000,21.2422,10.889832,100,2000.0,1.45,0.0,0.0,100,0,0,0
p2_15_r0_off,0,0,2000,24.0869,12.622481,100,2000.0,1.6,0.0,0.0,100,0,0,0
p2_16_r0_off,0,0,2000,23.5167,10.907017,100,2000.0,1.77,0.0,0.0,100,0,0,0
p2_17_r0_off,0,0,2000,24.3872,10.789144,100,2000.0,1.64,0.0,0.0,100,0,0,0
p2_18_r0_off,0,0,2000,24.4808,11.054665,100,2000.0,1.94,0.0,0.0,100,0,0,0
p2_19_r0_off,0,0,2000,24.5167,10.410298,100,2000.0,2.31,0.0,0.0,100,0,0,0
p2_20_r0_off,0,0,2000,25.1615,10.189648,100,2000.0,2.0,0.0,0.0,100,0,0,0
p2_21_r0_off,0,0,2000,24.2067,10.697296,100,2000.0,2.35,0.0,0.0,100,0,0,0
p2_22_r0_off,0,0,2000,24.8004,11.500783,100,2000.0,3.18,0.0,0.0,100,0,0,0
p2_23_r0_off,0,0,2000,23.316,9.945801,100,2000.0,4.28,0.0,0.0,100,0,0,0
p2_24_r0_off,0,0,2000,23.2902,11.84888,100,1999.9,5.66,0.0,0.0,99,1,0,0
p3_0_r0_off,0,0,2000,16.5025,10.797119,100,2000.0,0.33,0.0,0.0,100,0,0,0
p3_1_r0_off,0,0,2000,17.3757,11.42583,100,2000.0,0.43,0.0,0.0,100,0,0,0
p3_2_r0_off,0,0,2000,18.3566,12.254414,100,2000.0,0.32,0.0,0.0,100,0,0,0
p3_3_r0_off,0,0,2000,19.6708,11.380083,100,2000.0,0.46,0.0,0.0,100,0,0,0
p3_4_r0_off,0,0,2000,19.0865,11.473643,100,2000.0,0.51,0.0,0.0,100,0,0,0
p3_5_r0_off,0,0,2000,20.2163,11.429943,100,2000.0,0.41,0.0,0.0,100,0,0,0
p3_6_r0_off,0,0,2000,21.1511,12.165722,100,2000.0,0.51,0.0,0.0,100,0,0,0
p3_7_r0_off,0,0,2000,21.066,11.208866,100,2000.0,0.6,0.0,0.0,100,0,0,0
p3_8_r0_off,0,0,2000,20.4704,9.763896,100,2000.0,0.77,0.0,0.0,100,0,0,0
p3_9_r0_off,0,0,2000,21.9855,10.723808,100,2000.0,0.74,0.0,0.0,100,0,0,0
p3_10_r0_off,0,0,2000,22.2754,12.208086,100,2000.0,0.89,0.0,0.0,100,0,0,0
p3_11_r0_off,0,0,2000,22.0469,11.692257,100,2000.0,1.02,0.0,0.0,100,0,0,0
p3_12_r0_off,0,0,2000,22.4019,12.069926,100,2000.0,1.23,0.0,0.0,100,0,0,0
p3_13_r0_off,0,0,2000,22.3463,11.096097,100,1999.7,1.64,0.0,0.0,99,1,0,0
p3_14_r0_off,0,0,2000,24.3073,11.1035,100,1999.1,1.61,0.0,0.0,99,1,0,0
p3_15_r0_off,0,0,2000,23.9358,10.961512,100,2000.0,1.5,0.0,0.0,100,0,0,0
p3_16_r0_off,0,0,2000,23.8109,10.406745,100,2000.0,1.9,0.0,0.0,100,0,0,0
p3_17_r0_off,0,0,2000,23.3575,11.318933,100,2000.0,2.31,0.0,0.0,100,0,0,0
p3_18_r0_off,0,0,2000,24.2554,9.845168,100,2000.0,2.03,0.0,0.0,100,0,0,0
p3_19_r0_off,0,0,2000,25.136,11.525148,100,2000.0,2.39,0.0,0.0,100,0,0,0
p3_20_r0_off,0,0,2000,24.3909,10.423561,100,2000.0,2.02,0.0,0.0,100,0,0,0
p3_21_r0_off,0,0,2000,23.8958,10.000221,100,2000.0,2.84,0.0,0.0,100,0,0,0
p3_22_r0_off,0,0,2000,22.9999,10.416317,100,2000.0,3.76,0.0,0.0,100,0,0,0
p3_23_r0_off,0,0,2000,22.6859,10.542138,100,2000.0,3.86,0.0,0.0,100,0,0,0
p3_24_r0_off,0,0,2000,22.2491,10.047281,100,2000.0,4.59,0.0,0.0,100,0,0,0
p4_0_r0_off,0,0,2000,15.9514,9.819359,100,2000.0,0.65,0.0,0.0,100,0,0,0
p4_1_r0_off,0,0,2000,16.441,10.695261,100,2000.0,0.38,0.0,0.0,100,0,0,0
