id,rl,map_index,ticks,mean_fitness,std_clones,n_clones,mean_lifetime,mean_cave_entries,mean_drained_ticks,mean_predator_touches,deaths_survived,deaths_starved,deaths_drained,deaths_lifespan
p0_0_r9_off,0,9,2000,5.880500,5.876647,100,1999.60,1.0000,0.0000,0.0000,98,2,0,0
p0_1_r9_off,0,9,2000,6.474600,5.757600,100,1999.80,2.0700,0.0000,0.0000,99,1,0,0
p0_2_r9_off,0,9,2000,6.779300,6.181679,100,2000.00,2.8200,0.0000,0.0000,100,0,0,0
p0_3_r9_off,0,9,2000,6.879300,6.688574,100,1998.30,3.0600,0.0000,0.0000,96,4,0,0
p0_4_r9_off,0,9,2000,7.219900,6.344047,100,2000.00,3.0100,0.0000,0.0000,100,0,0,0
p0_5_r9_off,0,9,2000,6.799800,5.660277,100,1999.50,3.2500,0.0000,0.0000,98,2,0,0
p0_6_r9_off,0,9,2000,7.434000,6.397086,100,1999.00,2.8100,0.0000,0.0000,99,1,0,0
p0_7_r9_off,0,9,2000,7.420300,6.407400,100,2000.00,2.8600,0.0000,0.0000,100,0,0,0
p0_8_r9_off,0,9,2000,7.275900,5.836283,100,1999.60,3.1200,0.0000,0.0000,99,1,0,0
p0_9_r9_off,0,9,2000,7.154600,5.449671,100,1997.50,3.3200,0.0000,0.0000,98,2,0,0
p0_10_r9_off,0,9,2000,7.048800,5.595467,100,2000.00,2.9500,0.0000,0.0000,99,1,0,0
p0_11_r9_off,0,9,2000,7.629800,6.556803,100,1999.90,3.3400,0.0000,0.0000,99,1,0,0
p0_12_r9_off,0,9,2000,7.205100,5.286539,100,1999.00,3.0900,0.0000,0.0000,98,2,0,0
p0_13_r9_off,0,9,2000,7.530200,6.095795,100,2000.00,3.0300,0.0000,0.0000,100,0,0,0
p0_14_r9_off,0,9,2000,7.325300,5.517481,100,1999.60,2.5500,0.0000,0.0000,98,2,0,0
p0_15_r9_off,0,9,2000,8.060300,5.954382,100,2000.00,3.2600,0.0000,0.0000,100,0,0,0
p0_16_r9_off,0,9,2000,7.990300,5.390215,100,2000.00,3.3400,0.0000,0.0000,99,1,0,0
p0_17_r9_off,0,9,2000,8.585400,6.112538,100,1999.40,2.9600,0.0000,0.0000,99,1,0,0
p0_18_r9_off,0,9,2000,8.105300,6.004634,100,1997.60,3.0700,0.0000,0.0000,99,1,0,0
p0_19_r9_off,0,9,2000,8.549900,5.353202,100,1999.70,2.8500,0.0000,0.0000,99,1,0,0
p0_20_r9_off,0,9,2000,8.460600,5.734546,100,1999.10,2.5100,0.0000,0.0000,99,1,0,0
p0_21_r9_off,0,9,2000,8.620600,5.682928,100,1999.40,2.2300,0.0000,0.0000,99,1,0,0
p0_22_r9_off,0,9,2000,8.511200,5.949426,100,2000.00,1.8300,0.0000,0.0000,99,1,0,0
p0_23_r9_off,0,9,2000,8.590600,5.717258,100,2000.00,1.6900,0.0000,0.0000,100,0,0,0
p0_24_r9_off,0,9,2000,8.271200,6.356851,100,2000.00,0.9700,0.0000,0.0000,100,0,0,0
p1_0_r9_off,0,9,2000,6.309000,6.858584,100,1997.70,2.4100,0.0000,0.0000,94,6,0,0
p1_1_r9_off,0,9,2000,6.939600,6.345817,100,1998.80,2.4200,0.0000,0.0000,96,4,0,0
p1_2_r9_off,0,9,2000,6.650100,7.103211,100,1999.70,1.9000,0.0000,0.0000,98,2,0,0
p1_3_r9_off,0,9,2000,7.209300,7.130586,100,1998.80,3.0600,0.0000,0.0000,97,3,0,0
p1_4_r9_off,0,9,2000,7.605400,7.502648,100,1999.70,3.0500,0.0000,0.0000,99,1,0,0
p1_5_r9_off,0,9,2000,7.444900,6.544703,100,1999.70,3.0300,0.0000,0.0000,99,1,0,0
p1_6_r9_off,0,9,2000,7.790500,6.618781,100,1999.90,2.8800,0.0000,0.0000,99,1,0,0
p1_7_r9_off,0,9,2000,7.601000,5.969449,100,1999.70,2.5700,0.0000,0.0000,99,1,0,0
p1_8_r9_off,0,9,2000,7.509900,5.783331,100,1999.80,3.1100,0.0000,0.0000,99,1,0,0
p1_9_r9_off,0,9,2000,7.789700,6.206142,100,2000.00,2.6600,0.0000,0.0000,100,0,0,0
p1_10_r9_off,0,9,2000,7.359800,6.100766,100,1999.70,3.1300,0.0000,0.0000,99,1,0,0
p1_11_r9_off,0,9,2000,7.639800,5.776948,100,1999.90,2.7500,0.0000,0.0000,99,1,0,0
p1_12_r9_off,0,9,2000,8.035000,5.651004,100,1998.80,3.4400,0.0000,0.0000,98,2,0,0
p1_13_r9_off,0,9,2000,7.730200,5.357896,100,2000.00,3.2800,0.0000,0.0000,100,0,0,0
