id,rl,map_index,ticks,mean_fitness,std_clones,n_clones,mean_lifetime,mean_cave_entries,mean_drained_ticks,mean_predator_touches,deaths_survived,deaths_starved,deaths_drained,deaths_lifespan
p0_0_r0_off,0,0,2000,4.1388,5.434747,100,861.58,0.53,30.57,12.88,2,7,91,0
p0_1_r0_off,0,0,2000,4.334,5.432743,100,1048.12,0.71,25.81,12.74,5,9,86,0
p0_2_r0_off,0,0,2000,4.5583,6.132217,100,939.61,0.74,27.83,13.04,3,8,89,0
p0_3_r0_off,0,0,2000,4.8038,5.917155,100,954.86,1.45,27.6,13.35,1,9,90,0
p0_4_r0_off,0,0,2000,5.9538,7.260881,100,1257.82,1.42,22.41,10.51,4,8,88,0
p0_5_r0_off,0,0,2000,6.1038,7.145745,100,1072.25,1.11,25.98,12.64,1,7,92,0
p0_6_r0_off,0,0,2000,6.58,6.06094,100,1122.88,1.68,24.79,13.53,0,16,84,0
p0_7_r0_off,0,0,2000,6.9202,5.903081,100,1140.08,1.82,24.72,14.03,8,12,80,0
p0_8_r0_off,0,0,2000,8.4061,8.245436,100,1395.15,3.42,17.7,10.02,18,19,63,0
p0_9_r0_off,0,0,2000,9.8383,8.305815,100,1111.15,4.56,24.23,15.34,1,13,86,0
p0_10_r0_off,0,0,2000,11.3461,8.286212,100,1143.97,4.04,24.24,14.17,6,13,81,0
p0_11_r0_off,0,0,2000,14.5903,10.009445,100,1221.88,1.56,22.74,13.68,5,20,75,0
p0_12_r0_off,0,0,2000,16.1967,8.7919,100,1376.72,2.36,18.59,10.63,25,14,61,0
p0_13_r0_off,0,0,2000,18.7057,10.64672,100,1320.67,1.47,20.18,11.46,10,19,71,0
p0_14_r0_off,0,0,2000,17.9552,10.289057,100,1221.53,1.28,22.8,12.7,6,16,78,0
p0_15_r0_off,0,0,2000,18.4749,11.220253,100,1117.03,2.0,25.24,13.71,4,14,82,0
p0_16_r0_off,0,0,2000,17.9195,9.12367,100,1170.95,1.18,24.04,13.25,6,13,81,0
p0_17_r0_off,0,0,2000,18.7899,10.421253,100,1118.88,1.53,24.86,12.82,15,13,72,0
p0_18_r0_off,0,0,2000,20.175,10.275595,100,1252.27,2.44,22.82,11.55,13,19,68,0
p0_19_r0_off,0,0,2000,20.3499,10.867872,100,1255.61,2.36,22.39,11.63,11,15,74,0
p0_20_r0_off,0,0,2000,20.2598,11.838547,100,1161.58,0.67,24.02,12.93,5,17,78,0
p0_21_r0_off,0,0,2000,22.2247,10.867847,100,1301.6,0.96,21.96,11.7,14,21,65,0
p0_22_r0_off,0,0,2000,21.7243,11.186725,100,1361.32,0.38,19.28,9.7,19,18,63,0
p0_23_r0_off,0,0,2000,21.0251,10.844186,100,1313.17,0.42,21.22,10.33,16,11,73,0
p0_24_r0_off,0,0,2000,22.5102,10.771193,100,1405.4,0.63,18.64,9.59,18,23,59,0
p1_0_r0_off,0,0,2000,5.4085,6.55189,100,832.89,0.35,31.68,14.43,0,9,91,0
p1_1_r0_off,0,0,2000,5.5188,6.706734,100,878.35,0.67,29.72,12.86,1,9,90,0
p1_2_r0_off,0,0,2000,5.2882,6.403853,100,812.41,0.47,31.42,14.07,0,7,93,0
p1_3_r0_off,0,0,2000,5.8688,7.636644,100,776.55,0.61,33.16,15.96,1,3,96,0
p1_4_r0_off,0,0,2000,6.1341,6.496146,100,869.56,0.78,30.09,14.63,2,10,88,0
p1_5_r0_off,0,0,2000,6.1541,6.253486,100,891.88,0.79,29.7,15.73,1,11,88,0
p1_6_r0_off,0,0,2000,6.5093,6.338633,100,1006.23,1.29,26.87,13.8,3,17,80,0
p1_7_r0_off,0,0,2000,6.829,6.771525,100,931.98,1.91,29.07,16.2,4,14,82,0
p1_8_r0_off,0,0,2000,7.8297,6.727102,100,1063.49,1.9,26.76,15.68,0,9,91,0
p1_9_r0_off,0,0,2000,8.6505,7.717396,100,1286.14,5.5,21.59,13.7,8,18,74,0
p1_10_r0_off,0,0,2000,10.0079,8.767324,100,1165.26,5.57,23.51,14.03,1,17,82,0
p1_11_r0_off,0,0,2000,13.6304,9.094579,100,1440.25,8.36,16.64,10.25,26,17,57,0
p1_12_r0_off,0,0,2000,14.1806,9.577358,100,1129.88,2.94,24.64,14.65,7,15,78,0
p1_13_r0_off,0,0,2000,16.3004,10.376103,100,1335.69,3.65,20.02,12.02,12,17,71,0
p1_14_r0_off,0,0,2000,16.1397,10.826689,100,1203.87,4.72,23.93,13.55,1,16,83,0
p1_15_r0_off,0,0,2000,16.6652,9.02042,100,1134.75,3.03,24.23,12.87,9,13,78,0
p1_16_r0_off,0,0,2000,19.87,9.35295,100,1262.55,1.47,21.46,11.39,12,18,70,0
p1_17_r0_off,0,0,2000,20.9894,11.453774,100,1252.28,2.69,22.45,11.91,12,20,68,0
p1_18_r0_off,0,0,2000,21.3796,11.402559,100,1372.5,2.68,18.78,10.28,19,22,59,0
p1_19_r0_off,0,0,2000,21.7695,11.072206,100,1316.48,2.47,21.48,11.86,13,24,63,0
p1_20_r0_off,0,0,2000,21.2647,10.154611,100,1256.25,0.89,22.75,12.09,11,20,69,0
p1_21_r0_off,0,0,2000,20.4547,11.124779,100,1205.63,0.36,23.83,12.34,9,20,71,0
p1_22_r0_off,0,0,2000,21.3253,10.466706,100,1312.72,0.46,21.07,10.68,18,18,64,0
p1_23_r0_off,0,0,2000,20.1751,9.997726,100,1282.18,0.41,22.09,11.72,12,22,66,0
p1_24_r0_off,0,0,2000,20.4348,11.926281,100,1262.52,0.74,22.47,11.81,14,20,66,0
p2_0_r0_off,0,0,2000,5.2037,6.495432,100,939.07,0.48,28.4,12.13,0,7,93,0
p2_1_r0_off,0,0,2000,5.7138,6.462532,100,790.99,0.58,32.65,13.57,1,0,99,0
p2_2_r0_off,0,0,2000,5.6338,6.314499,100,788.63,0.5,32.54,14.16,0,15,85,0
p2_3_r0_off,0,0,2000,6.0391,6.151049,100,788.28,0.5,32.2,15.34,0,5,95,0
p2_4_r0_off,0,0,2000,5.9588,6.373214,100,768.92,0.52,33.19,16.3,0,7,93,0
p2_5_r0_off,0,0,2000,6.1841,6.845346,100,862.52,0.49,31.01,14.55,0,6,94,0
p2_6_r0_off,0,0,2000,6.5045,6.273917,100,811.78,0.66,31.97,16.66,1,6,93,0
p2_7_r0_off,0,0,2000,6.6941,6.227797,100,851.88,1.01,31.29,16.73,0,11,89,0
p2_8_r0_off,0,0,2000,6.9339,6.584046,100,985.52,1.08,28.09,16.0,2,7,91,0
p2_9_r0_off,0,0,2000,8.2898,7.669315,100,1130.87,3.84,24.59,13.73,6,9,85,0
p2_10_r0_off,0,0,2000,9.6112,8.121302,100,1273.75,4.39,20.87,12.21,17,17,66,0
p2_11_r0_off,0,0,2000,10.7178,8.924765,100,1006.18,3.78,26.69,15.31,1,15,84,0
p2_12_r0_off,0,0,2000,12.795,8.055976,100,1141.88,4.93,24.56,14.63,0,27,73,0
p2_13_r0_off,0,0,2000,15.2305,8.816045,100,1258.06,4.03,21.87,12.5,6,20,74,0
p2_14_r0_off,0,0,2000,14.3549,9.537993,100,1100.78,3.7,25.86,14.91,1,15,84,0
p2_15_r0_off,0,0,2000,17.6504,10.313318,100,1330.25,2.57,19.87,12.28,14,18,68,0
p2_16_r0_off,0,0,2000,17.9144,10.406136,100,1228.75,2.98,22.97,13.0,10,12,78,0
p2_17_r0_off,0,0,2000,19.2644,10.689172,100,1292.94,1.96,21.5,11.92,12,23,65,0
p2_18_r0_off,0,0,2000,19.3296,10.404402,100,1301.86,1.8,21.28,11.61,11,21,68,0
p2_19_r0_off,0,0,2000,19.7402,9.655087,100,1310.28,1.31,21.76,11.86,13,20,67,0
p2_20_r0_off,0,0,2000,19.1203,10.651458,100,1236.94,0.86,22.44,11.54,10,19,71,0
p2_21_r0_off,0,0,2000,19.8951,10.017133,100,1312.72,0.4,20.73,10.42,15,17,68,0
p2_22_r0_off,0,0,2000,19.4846,9.820153,100,1249.3,0.43,22.01,11.15,14,25,61,0
p2_23_r0_off,0,0,2000,20.155,9.355193,100,1348.88,0.56,20.09,11.03,17,19,64,0
p2_24_r0_off,0,0,2000,20.9841,11.608081,100,1246.77,0.63,23.39,11.65,8,18,74,0
p3_0_r0_off,0,0,2000,5.8091,7.195326,100,946.92,0.45,29.7,11.15,1,4,95,0
p3_1_r0_off,0,0,2000,5.9193,7.03544,100,771.46,0.35,33.33,16.09,1,7,92,0
p3_2_r0_off,0,0,2000,6.0188,6.049587,100,998.26,0.42,26.18,10.1,0,7,93,0
p3_3_r0_off,0,0,2000,5.8139,6.034443,100,854.66,0.45,30.04,12.98,0,9,91,0
p3_4_r0_off,0,0,2000,6.189,5.897076,100,837.55,0.3,30.93,14.68,0,6,94,0
