id,rl,map_index,ticks,mean_fitness,std_clones,n_clones,mean_lifetime,mean_cave_entries,mean_drained_ticks,mean_predator_touches,deaths_survived,deaths_starved,deaths_drained,deaths_lifespan
p0_0_r4_on,1,4,2000,1.488600,2.640203,100,1185.83,1.1400,21.8200,9.3300,20,25,55,0
p0_1_r4_on,1,4,2000,1.384000,2.954994,100,855.85,1.0300,28.3700,10.1600,0,17,83,0
p0_2_r4_on,1,4,2000,1.733700,3.079639,100,1444.62,0.9500,15.0100,7.0900,5,20,75,0
p0_3_r4_on,1,4,2000,1.678900,2.765479,100,1225.69,1.8600,19.7400,8.5200,12,26,62,0
p0_4_r4_on,1,4,2000,1.648300,2.731318,100,1219.33,1.8300,20.3200,8.5300,1,21,78,0
p0_5_r4_on,1,4,2000,1.764000,2.801220,100,1418.03,2.2400,15.0500,6.6600,37,17,46,0
p0_6_r4_on,1,4,2000,2.208500,3.170979,100,1447.55,4.0300,14.7200,6.5000,37,18,45,0
p0_7_r4_on,1,4,2000,2.809200,4.061975,100,1696.25,7.3800,8.8200,4.7800,59,18,23,0
p0_8_r4_on,1,4,2000,3.445100,4.175054,100,1486.81,7.6500,14.6200,7.2200,42,12,46,0
p0_9_r4_on,1,4,2000,3.928900,5.066440,100,1545.92,11.0700,12.9800,6.5100,43,13,44,0
p0_10_r4_on,1,4,2000,4.984500,4.705611,100,1603.51,10.1200,12.2300,6.6300,36,16,48,0
p0_11_r4_on,1,4,2000,5.930300,5.514526,100,1452.07,4.9300,15.4600,7.7400,28,11,61,0
p0_12_r4_on,1,4,2000,6.755700,5.838392,100,1414.47,3.6200,15.9400,7.1700,35,12,53,0
p0_13_r4_on,1,4,2000,6.899800,4.839013,100,1412.90,5.0200,17.1600,8.5100,23,15,62,0
p0_14_r4_on,1,4,2000,7.500400,5.724728,100,1541.11,6.2900,13.1100,6.7400,41,14,45,0
p0_15_r4_on,1,4,2000,7.665100,5.528440,100,1466.15,4.7000,14.6400,6.9600,36,12,52,0
p0_16_r4_on,1,4,2000,7.984600,5.727114,100,1494.02,4.9700,14.6900,7.1600,39,16,45,0
p0_17_r4_on,1,4,2000,7.910200,6.120912,100,1509.58,5.6000,13.9700,6.9200,35,16,49,0
p0_18_r4_on,1,4,2000,8.079000,6.053006,100,1487.36,4.5800,14.8700,7.5300,32,17,51,0
p0_19_r4_on,1,4,2000,7.759300,6.199358,100,1579.00,6.5700,12.2900,6.0200,42,9,49,0
p0_20_r4_on,1,4,2000,8.260200,5.951910,100,1468.03,5.0600,16.1600,8.0600,24,25,51,0
