id,rl,map_index,ticks,mean_fitness,std_clones,n_clones,mean_lifetime,mean_cave_entries,mean_drained_ticks,mean_predator_touches,deaths_survived,deaths_starved,deaths_drained,deaths_lifespan
p0_0_r5_on,1,5,2000,4.783500,6.206885,100,1351.43,0.0000,17.7200,7.5900,1,16,83,0
p0_1_r5_on,1,5,2000,5.064100,6.335893,100,1027.52,0.0100,25.9200,11.1200,0,12,88,0
p0_2_r5_on,1,5,2000,5.323900,6.884146,100,1164.63,0.0000,22.8000,8.4600,3,13,84,0
p0_3_r5_on,1,5,2000,5.438200,7.328177,100,1281.55,0.0000,19.4100,8.7500,8,24,68,0
p0_4_r5_on,1,5,2000,7.373800,8.438256,100,1033.02,0.0600,25.6200,11.8500,4,15,81,0
p0_5_r5_on,1,5,2000,6.738400,8.199985,100,1218.00,0.0700,22.2000,9.2600,5,23,72,0
p0_6_r5_on,1,5,2000,7.134300,7.859453,100,1357.24,0.3200,18.6600,8.7700,9,26,65,0
p0_7_r5_on,1,5,2000,8.959300,9.210172,100,1444.13,0.6900,16.7500,7.9900,22,17,61,0
p0_8_r5_on,1,5,2000,9.830400,7.752586,100,1275.94,2.4400,20.3500,9.6200,16,16,68,0
p0_9_r5_on,1,5,2000,11.888200,9.178844,100,1476.99,2.7000,15.0900,7.2000,31,12,57,0
p0_10_r5_on,1,5,2000,13.544700,8.343206,100,1530.35,3.1400,14.2400,6.9600,33,18,49,0
p0_11_r5_on,1,5,2000,15.069400,10.152611,100,1544.89,1.1100,14.2600,7.4700,39,9,52,0
p0_12_r5_on,1,5,2000,15.799800,10.722689,100,1324.54,1.6600,19.9900,10.2600,26,17,57,0
p0_13_r5_on,1,5,2000,18.494300,10.033586,100,1478.27,1.7400,16.5200,8.7300,25,12,63,0
p0_14_r5_on,1,5,2000,19.305000,10.939271,100,1405.50,0.7700,18.2700,8.9000,25,12,63,0
p0_15_r5_on,1,5,2000,18.079400,10.382317,100,1354.08,1.2900,19.0000,9.2900,20,22,58,0
p0_16_r5_on,1,5,2000,20.884500,11.640666,100,1457.89,2.3700,17.2300,9.0500,25,21,54,0
p0_17_r5_on,1,5,2000,19.843900,10.775568,100,1285.13,0.8000,21.2500,10.4100,17,14,69,0
p0_18_r5_on,1,5,2000,21.174600,12.234582,100,1415.70,1.1700,18.1400,9.4700,27,14,59,0
p0_19_r5_on,1,5,2000,19.513900,12.907437,100,1318.91,1.7100,20.7900,10.2300,17,18,65,0
p0_20_r5_on,1,5,2000,20.893800,12.130570,100,1450.10,1.1400,16.8900,8.7500,34,18,48,0
p0_21_r5_on,1,5,2000,22.584400,10.582452,100,1491.79,0.6100,15.3400,7.7500,34,19,47,0
p0_22_r5_on,1,5,2000,19.598800,10.484007,100,1289.85,1.3000,21.1400,10.0500,21,17,62,0
p0_23_r5_on,1,5,2000,21.410600,10.169148,100,1523.99,0.9800,15.6300,8.1500,28,17,55,0
p0_24_r5_on,1,5,2000,20.818700,11.079507,100,1421.93,0.7700,18.5100,8.8800,27,18,55,0
p1_0_r5_on,1,5,2000,4.768000,5.907109,100,931.70,0.0100,29.1300,12.1000,0,10,90,0
p1_1_r5_on,1,5,2000,4.853300,6.049527,100,809.48,0.0000,31.4700,12.5400,3,17,80,0
p1_2_r5_on,1,5,2000,4.957300,6.846417,100,1074.10,0.0200,25.1900,10.8500,1,16,83,0
p1_3_r5_on,1,5,2000,5.588000,7.125682,100,1166.11,0.0300,23.0700,10.1300,1,29,70,0
p1_4_r5_on,1,5,2000,6.077500,7.507752,100,1170.14,0.0400,21.6100,7.8600,15,16,69,0
p1_5_r5_on,1,5,2000,6.494000,7.334166,100,1106.61,0.2400,24.7200,10.9400,2,16,82,0
p1_6_r5_on,1,5,2000,7.204300,7.875771,100,1292.32,0.4000,20.0000,9.3400,12,26,62,0
p1_7_r5_on,1,5,2000,8.584900,9.386184,100,1306.90,0.8400,20.2700,8.8000,8,18,74,0
p1_8_r5_on,1,5,2000,8.789100,7.266770,100,1353.41,1.0500,17.7600,7.7300,25,17,58,0
p1_9_r5_on,1,5,2000,10.196100,8.150968,100,1507.75,1.3100,13.9800,6.6000,36,18,46,0
p1_10_r5_on,1,5,2000,11.736700,8.969269,100,1477.47,2.1900,15.1200,7.7700,37,15,48,0
p1_11_r5_on,1,5,2000,13.978600,9.483495,100,1512.52,1.2300,14.6600,6.9200,34,7,59,0
p1_12_r5_on,1,5,2000,14.600100,9.096132,100,1246.83,0.4800,20.8600,9.6600,29,10,61,0
p1_13_r5_on,1,5,2000,16.339800,8.833263,100,1419.40,1.7100,17.3100,8.1700,32,11,57,0
p1_14_r5_on,1,5,2000,17.544300,8.942208,100,1388.46,2.2100,18.2800,9.0700,24,13,63,0
p1_15_r5_on,1,5,2000,17.183900,10.840862,100,1379.16,1.0600,18.0900,9.0100,27,15,58,0
p1_16_r5_on,1,5,2000,19.379400,11.514340,100,1401.89,1.4700,18.2100,8.7500,23,20,57,0
p1_17_r5_on,1,5,2000,19.253700,10.314246,100,1405.03,1.2900,17.9600,8.9300,28,10,62,0
p1_18_r5_on,1,5,2000,20.614100,11.134129,100,1436.34,2.0700,16.7200,8.5100,38,8,54,0
p1_19_r5_on,1,5,2000,20.783900,9.850895,100,1375.39,1.2300,18.9600,9.2900,29,23,48,0
p1_20_r5_on,1,5,2000,21.964200,13.214748,100,1382.24,0.5200,19.2600,9.2300,27,8,65,0
p1_21_r5_on,1,5,2000,19.498800,10.516046,100,1392.24,1.4600,17.6500,8.5900,32,18,50,0
p1_22_r5_on,1,5,2000,19.914000,11.916222,100,1292.15,1.3700,21.3400,9.6700,21,19,60,0
p1_23_r5_on,1,5,2000,19.214300,10.661569,100,1398.36,0.5500,18.4200,8.8100,26,16,58,0
p1_24_r5_on,1,5,2000,20.524700,12.252426,100,1432.13,0.6500,17.0700,8.4600,37,15,48,0
p2_0_r5_on,1,5,2000,5.043300,6.072934,100,966.23,0.0200,27.7400,10.4200,0,14,86,0
p2_1_r5_on,1,5,2000,5.083200,5.693106,100,995.47,0.0400,27.8500,11.6600,2,8,90,0
p2_2_r5_on,1,5,2000,5.083700,5.695462,100,1077.90,0.0300,24.6100,10.5100,2,15,83,0
p2_3_r5_on,1,5,2000,6.073300,6.906962,100,1226.69,0.1400,20.5500,8.6300,6,17,77,0
p2_4_r5_on,1,5,2000,6.572800,7.686897,100,951.27,0.1200,28.2600,11.0600,0,14,86,0
p2_5_r5_on,1,5,2000,5.754400,5.842492,100,1052.33,0.3500,26.1300,10.8000,0,10,90,0
p2_6_r5_on,1,5,2000,7.108800,7.896217,100,1156.02,0.4600,23.3900,9.4300,5,22,73,0
p2_7_r5_on,1,5,2000,7.458500,8.664669,100,1080.11,0.3500,25.9800,12.2700,2,15,83,0
p2_8_r5_on,1,5,2000,8.603800,8.335144,100,1082.13,0.9800,24.2500,10.7000,8,14,78,0
p2_9_r5_on,1,5,2000,8.720600,7.195583,100,1182.67,1.0500,21.9700,10.0800,17,13,70,0
p2_10_r5_on,1,5,2000,11.361300,7.999727,100,1477.38,3.4600,15.6500,7.8600,42,10,48,0
p2_11_r5_on,1,5,2000,12.301900,9.315375,100,1372.47,1.3500,17.4700,9.0000,28,18,54,0
p2_12_r5_on,1,5,2000,12.463500,8.257429,100,1334.50,2.9700,18.7300,9.0900,29,11,60,0
p2_13_r5_on,1,5,2000,14.479200,9.910775,100,1528.20,1.3500,13.9100,6.9900,45,11,44,0
p2_14_r5_on,1,5,2000,15.494700,8.960133,100,1356.48,1.6000,18.5700,8.5900,29,20,51,0
p2_15_r5_on,1,5,2000,17.639000,10.700410,100,1472.95,2.2700,16.8700,8.9200,25,19,56,0
p2_16_r5_on,1,5,2000,18.484000,10.520370,100,1315.74,1.0900,19.9500,9.8700,17,13,70,0
p2_17_r5_on,1,5,2000,19.333900,9.243681,100,1484.35,0.7600,15.5900,7.5400,38,17,45,0
p2_18_r5_on,1,5,2000,19.299200,9.100595,100,1405.36,0.6500,18.0700,9.1600,31,19,50,0
p2_19_r5_on,1,5,2000,19.749500,9.454328,100,1435.45,2.2700,16.9600,8.6400,30,11,59,0
p2_20_r5_on,1,5,2000,20.454200,10.819734,100,1442.48,1.3900,15.9200,7.4700,30,16,54,0
p2_21_r5_on,1,5,2000,19.869600,10.423222,100,1398.15,0.7400,18.1500,8.4300,30,14,56,0
p2_22_r5_on,1,5,2000,20.749900,10.578977,100,1370.03,0.6800,19.3300,9.2700,21,20,59,0
p2_23_r5_on,1,5,2000,19.509400,9.850954,100,1367.87,0.5600,18.5700,9.2400,20,18,62,0
p2_24_r5_on,1,5,2000,18.959200,9.354138,100,1392.52,0.2400,18.2300,8.8900,25,16,59,0
p3_0_r5_on,1,5,2000,4.873600,5.394345,100,973.65,0.0400,27.8700,10.8200,0,10,90,0
