id,rl,map_index,ticks,mean_fitness,std_clones,n_clones,mean_lifetime,mean_cave_entries,mean_drained_ticks,mean_predator_touches,deaths_survived,deaths_starved,deaths_drained,deaths_lifespan
p0_0_r2_off,0,2,2000,2.908700,4.869637,100,856.63,0.0200,30.9500,12.7500,0,5,95,0
p0_1_r2_off,0,2,2000,2.933900,4.550943,100,756.77,0.0000,31.6200,12.9000,0,7,93,0
p0_2_r2_off,0,2,2000,3.288700,5.641994,100,870.88,0.0000,29.7400,12.9600,1,7,92,0
p0_3_r2_off,0,2,2000,3.168700,4.400816,100,850.52,0.0000,29.4900,14.9800,0,6,94,0
p0_4_r2_off,0,2,2000,3.798600,6.659212,100,786.34,0.0200,31.5200,14.6900,0,7,93,0
p0_5_r2_off,0,2,2000,4.094100,6.076767,100,876.92,0.0700,29.5300,14.8000,1,9,90,0
p0_6_r2_off,0,2,2000,5.184500,7.474869,100,934.04,0.1400,28.9200,16.8500,0,9,91,0
p0_7_r2_off,0,2,2000,6.985000,8.479024,100,1107.41,0.0900,23.7600,13.7500,3,14,83,0
p0_8_r2_off,0,2,2000,8.535500,9.770993,100,1089.78,0.1100,24.7500,14.8000,1,14,85,0
p0_9_r2_off,0,2,2000,9.488500,9.947394,100,1099.03,0.1300,24.3700,14.2900,6,8,86,0
p0_10_r2_off,0,2,2000,10.644700,10.761192,100,1095.08,0.0700,24.5200,14.4500,7,11,82,0
p0_11_r2_off,0,2,2000,12.200100,9.221880,100,1131.72,0.1700,24.3300,14.4800,4,7,89,0
p0_12_r2_off,0,2,2000,16.430000,12.562915,100,1177.71,0.0800,23.2100,13.1400,11,11,78,0
p0_13_r2_off,0,2,2000,16.350200,12.000966,100,1077.05,0.0400,25.4700,13.7800,2,13,85,0
p0_14_r2_off,0,2,2000,18.449900,13.784475,100,1170.40,0.2200,23.3000,12.9500,17,14,69,0
p0_15_r2_off,0,2,2000,20.429400,13.710331,100,1130.82,0.2900,25.2700,13.6600,6,17,77,0
p0_16_r2_off,0,2,2000,19.654000,12.167535,100,1197.70,0.2900,22.8700,12.2400,13,17,70,0
p0_17_r2_off,0,2,2000,22.079000,14.386762,100,1155.79,0.4300,24.7700,12.9600,8,17,75,0
p0_18_r2_off,0,2,2000,21.464100,13.293879,100,1187.33,0.2300,24.4200,12.7800,7,21,72,0
p0_19_r2_off,0,2,2000,23.213900,13.549043,100,1276.96,1.1700,21.7700,11.0800,13,17,70,0
p0_20_r2_off,0,2,2000,22.962800,14.470308,100,1257.30,0.2800,22.2100,11.7100,14,20,66,0
p0_21_r2_off,0,2,2000,22.537900,15.642512,100,1098.94,2.8500,26.2300,12.7700,3,18,79,0
p0_22_r2_off,0,2,2000,23.912900,14.190649,100,1194.00,2.1600,24.0000,12.1600,11,18,71,0
p0_23_r2_off,0,2,2000,25.243300,15.632610,100,1253.72,1.7400,23.3100,11.3800,14,17,69,0
p0_24_r2_off,0,2,2000,20.644000,12.546315,100,1214.04,3.2600,22.8700,11.2400,19,11,70,0
p1_0_r2_off,0,2,2000,3.068600,5.182797,100,820.67,0.0200,31.5100,12.7600,0,9,91,0
p1_1_r2_off,0,2,2000,2.908400,4.712708,100,684.74,0.0400,33.4500,14.6400,0,2,98,0
p1_2_r2_off,0,2,2000,2.928900,4.418743,100,825.88,0.0100,30.4900,13.9900,0,5,95,0
p1_3_r2_off,0,2,2000,3.448800,5.317781,100,801.57,0.0800,31.6300,15.4900,0,9,91,0
p1_4_r2_off,0,2,2000,4.303700,6.421378,100,828.46,0.1300,30.5600,15.1400,0,13,87,0
p1_5_r2_off,0,2,2000,4.938900,6.887930,100,761.10,0.1200,31.1500,14.7300,0,4,96,0
p1_6_r2_off,0,2,2000,6.374500,7.529824,100,1008.95,0.1100,26.1700,12.1500,1,5,94,0
p1_7_r2_off,0,2,2000,6.584100,8.037934,100,896.51,0.1100,29.4600,16.0300,0,6,94,0
p1_8_r2_off,0,2,2000,7.484600,8.852051,100,1098.93,0.0800,24.7500,14.8400,3,11,86,0
p1_9_r2_off,0,2,2000,8.816600,9.761680,100,1117.70,0.0900,23.9800,14.7100,3,9,88,0
