id,rl,map_index,ticks,mean_fitness,std_clones,n_clones,mean_lifetime,mean_cave_entries,mean_drained_ticks,mean_predator_touches,deaths_survived,deaths_starved,deaths_drained,deaths_lifespan
p0_0_r0_on,1,0,2000,4.827400,6.844418,100,1004.74,0.9100,27.0500,9.8300,11,8,81,0
p0_1_r0_on,1,0,2000,4.319100,6.001678,100,1231.54,0.5200,20.4300,8.8100,7,14,79,0
p0_2_r0_on,1,0,2000,5.079400,6.255454,100,1184.60,0.9000,23.6600,9.3900,1,14,85,0
p0_3_r0_on,1,0,2000,5.324000,6.542530,100,1204.00,1.9300,21.7000,9.3200,5,17,78,0
p0_4_r0_on,1,0,2000,6.849100,7.120192,100,1102.01,1.5800,26.1200,11.9600,1,17,82,0
p0_5_r0_on,1,0,2000,6.659000,7.228842,100,1289.23,1.2100,20.2800,9.1100,13,22,65,0
p0_6_r0_on,1,0,2000,7.585000,7.358565,100,1322.24,2.2100,19.5200,9.2300,11,22,67,0
p0_7_r0_on,1,0,2000,8.554600,8.910010,100,1477.38,2.8000,15.3500,7.4900,34,18,48,0
p0_8_r0_on,1,0,2000,9.617800,7.935831,100,1516.22,4.0900,14.3300,7.2400,38,13,49,0
p0_9_r0_on,1,0,2000,12.053300,10.453224,100,1356.89,3.2300,19.1900,10.2500,21,13,66,0
p0_10_r0_on,1,0,2000,14.060900,8.906576,100,1490.17,3.3000,15.2900,7.1900,34,14,52,0
p0_11_r0_on,1,0,2000,16.121600,9.990784,100,1379.08,2.7300,18.0500,9.2600,19,16,65,0
p0_12_r0_on,1,0,2000,18.015600,10.607310,100,1416.30,4.2700,18.3500,9.6100,25,11,64,0
p0_13_r0_on,1,0,2000,18.299700,9.926327,100,1440.20,4.1800,17.2600,9.0500,29,14,57,0
p0_14_r0_on,1,0,2000,19.095100,11.936201,100,1432.78,2.5300,17.4500,8.8400,24,18,58,0
p0_15_r0_on,1,0,2000,20.994700,10.971328,100,1557.00,2.9300,14.0500,7.3800,38,15,47,0
p0_16_r0_on,1,0,2000,20.329900,10.320119,100,1448.16,1.7700,17.0800,8.4000,28,19,53,0
p0_17_r0_on,1,0,2000,22.124700,11.207232,100,1507.48,1.9700,15.2000,8.0000,42,13,45,0
p0_18_r0_on,1,0,2000,21.110000,10.860262,100,1452.86,0.6800,17.2500,8.7300,25,20,55,0
p0_19_r0_on,1,0,2000,20.289600,10.168995,100,1328.50,1.3700,20.4500,10.5400,20,12,68,0
p0_20_r0_on,1,0,2000,21.130000,12.029519,100,1470.13,0.7600,15.8500,7.3900,39,11,50,0
p0_21_r0_on,1,0,2000,22.380600,11.332267,100,1538.35,0.5200,14.8800,7.6100,35,16,49,0
p0_22_r0_on,1,0,2000,20.874900,11.152343,100,1349.08,0.8400,20.0500,9.1800,24,17,59,0
p0_23_r0_on,1,0,2000,19.889700,9.817425,100,1303.59,0.7000,20.3000,9.6100,25,18,57,0
p0_24_r0_on,1,0,2000,21.319700,10.279183,100,1514.70,1.1800,15.8500,8.4700,32,18,50,0
p1_0_r0_on,1,0,2000,5.343100,6.560576,100,1023.28,0.5500,26.1700,9.5600,1,14,85,0
p1_1_r0_on,1,0,2000,5.353200,6.686443,100,1204.10,0.5200,22.3700,9.3600,3,17,80,0
p1_2_r0_on,1,0,2000,5.673900,6.657200,100,1130.10,0.5700,23.5100,10.4000,8,19,73,0
