id,rl,map_index,ticks,mean_fitness,std_clones,n_clones,mean_lifetime,mean_cave_entries,mean_drained_ticks,mean_predator_touches,deaths_survived,deaths_starved,deaths_drained,deaths_lifespan
p0_0_r7_off,0,7,2000,4.673400,7.605835,100,1152.43,0.0000,23.8100,10.2200,0,4,96,0
p0_1_r7_off,0,7,2000,4.528000,7.706120,100,801.79,0.0000,31.3200,14.0700,0,9,91,0
p0_2_r7_off,0,7,2000,4.763200,7.485099,100,815.35,0.0000,30.8900,13.6200,0,8,92,0
p0_3_r7_off,0,7,2000,4.883500,7.599838,100,850.10,0.0000,31.2400,14.0600,0,6,94,0
p0_4_r7_off,0,7,2000,5.228000,7.642439,100,812.31,0.0000,30.7000,15.6400,0,5,95,0
p0_5_r7_off,0,7,2000,6.168900,8.373889,100,971.16,0.0000,26.4500,13.4300,1,10,89,0
p0_6_r7_off,0,7,2000,8.339000,9.946235,100,941.52,0.0000,28.4500,14.3500,0,14,86,0
p0_7_r7_off,0,7,2000,9.549200,10.110120,100,1088.87,0.0000,24.6500,15.2300,7,17,76,0
p0_8_r7_off,0,7,2000,10.189300,10.388728,100,1106.90,0.0000,23.6200,13.9900,16,13,71,0
p0_9_r7_off,0,7,2000,11.180500,9.672982,100,967.14,0.0000,28.4200,16.6900,1,11,88,0
p0_10_r7_off,0,7,2000,13.711400,12.205861,100,1036.32,0.0000,25.8100,14.1700,7,16,77,0
p0_11_r7_off,0,7,2000,15.854600,13.711120,100,1013.54,0.0000,27.9600,16.3200,2,12,86,0
p0_12_r7_off,0,7,2000,17.385000,11.031794,100,1125.57,0.0200,25.4500,14.8600,8,11,81,0
p0_13_r7_off,0,7,2000,22.164800,12.812350,100,1099.37,0.0200,26.5800,14.8000,4,13,83,0
p0_14_r7_off,0,7,2000,20.904700,13.823121,100,979.54,0.1200,28.6900,14.9600,2,9,89,0
p0_15_r7_off,0,7,2000,23.799000,13.566711,100,1043.68,0.1000,27.9700,14.7800,2,12,86,0
p0_16_r7_off,0,7,2000,25.008300,15.797076,100,1202.32,0.1100,24.0400,12.8500,11,9,80,0
p0_17_r7_off,0,7,2000,26.178900,16.040740,100,1131.86,0.1200,25.7500,12.8400,5,11,84,0
p0_18_r7_off,0,7,2000,25.789000,15.544066,100,1196.94,0.2200,24.2700,12.6300,11,13,76,0
p0_19_r7_off,0,7,2000,26.273900,13.638648,100,1208.59,0.4500,24.2200,12.2400,8,11,81,0
p0_20_r7_off,0,7,2000,27.058500,15.915836,100,1182.77,0.4000,23.7700,12.0400,13,23,64,0
p0_21_r7_off,0,7,2000,26.643700,17.551301,100,1123.56,0.2900,25.8800,12.4200,7,13,80,0
p0_22_r7_off,0,7,2000,28.333600,16.956994,100,1141.77,0.1100,25.8900,12.8700,8,16,76,0
p0_23_r7_off,0,7,2000,27.439100,17.575544,100,1116.37,0.2100,26.2300,12.9600,8,13,79,0
p0_24_r7_off,0,7,2000,28.613900,17.466745,100,1247.43,0.2800,23.5500,11.7100,14,19,67,0
p1_0_r7_off,0,7,2000,5.003300,8.306016,100,1041.06,0.0000,26.0600,10.8700,0,13,87,0
p1_1_r7_off,0,7,2000,5.087800,8.569408,100,785.13,0.0000,31.7300,13.5900,0,16,84,0
p1_2_r7_off,0,7,2000,5.178400,8.254754,100,870.05,0.0000,30.0000,11.9100,0,4,96,0
p1_3_r7_off,0,7,2000,5.233200,8.254847,100,787.18,0.0000,32.4700,15.1200,0,5,95,0
p1_4_r7_off,0,7,2000,5.643300,8.217319,100,902.04,0.0000,29.2200,13.5500,0,11,89,0
p1_5_r7_off,0,7,2000,6.948000,9.049157,100,836.24,0.0000,30.9300,15.2300,1,9,90,0
p1_6_r7_off,0,7,2000,7.358400,8.831309,100,966.21,0.0000,26.8900,13.6500,4,15,81,0
p1_7_r7_off,0,7,2000,8.783500,10.014770,100,1089.12,0.0000,25.1000,13.4400,4,6,90,0
p1_8_r7_off,0,7,2000,10.308600,11.058163,100,1135.52,0.0000,23.7100,13.9200,13,9,78,0
p1_9_r7_off,0,7,2000,10.109200,11.512801,100,1043.26,0.0000,25.9500,15.0700,2,12,86,0
p1_10_r7_off,0,7,2000,11.375000,11.028370,100,947.30,0.0000,28.5800,16.8300,3,9,88,0
p1_11_r7_off,0,7,2000,14.523700,11.503752,100,1039.33,0.0000,26.7300,15.3300,4,16,80,0
p1_12_r7_off,0,7,2000,16.354500,11.698256,100,1105.95,0.0000,24.3400,13.6400,10,11,79,0
p1_13_r7_off,0,7,2000,19.959700,13.379017,100,1094.95,0.0200,26.0700,14.9600,5,7,88,0
p1_14_r7_off,0,7,2000,21.889400,12.590325,100,1084.47,0.0600,26.2600,13.9500,2,10,88,0
p1_15_r7_off,0,7,2000,21.139400,12.976966,100,1099.98,0.1100,26.7200,14.5400,4,13,83,0
p1_16_r7_off,0,7,2000,21.048700,13.768709,100,1004.43,0.0500,27.3900,14.4400,6,13,81,0
p1_17_r7_off,0,7,2000,25.599000,13.467309,100,1150.44,0.1200,25.2600,13.2100,10,13,77,0
p1_18_r7_off,0,7,2000,23.464100,14.411449,100,1105.57,0.0900,25.4800,13.0100,11,13,76,0
p1_19_r7_off,0,7,2000,24.569200,14.466788,100,1194.27,0.2400,24.2100,12.8400,14,19,67,0
p1_20_r7_off,0,7,2000,26.793100,17.741642,100,1226.75,0.4200,23.3100,11.7200,14,14,72,0
p1_21_r7_off,0,7,2000,26.427600,15.406965,100,1161.37,0.3000,25.7200,12.7200,10,19,71,0
p1_22_r7_off,0,7,2000,26.753600,17.956268,100,1185.61,0.2600,25.2200,12.3600,8,14,78,0
p1_23_r7_off,0,7,2000,25.873900,14.784829,100,1134.61,0.1800,26.6600,13.2300,5,13,82,0
p1_24_r7_off,0,7,2000,26.239300,17.545929,100,1113.06,0.2700,25.9800,12.8500,10,15,75,0
p2_0_r7_off,0,7,2000,5.838300,8.306458,100,806.05,0.0000,31.8000,13.0300,0,9,91,0
p2_1_r7_off,0,7,2000,5.212800,8.230139,100,694.66,0.0000,33.1700,13.7800,0,6,94,0
p2_2_r7_off,0,7,2000,5.908300,8.520726,100,685.16,0.0000,33.5900,14.9100,0,10,90,0
p2_3_r7_off,0,7,2000,5.813000,8.172925,100,730.91,0.0000,33.4400,14.3100,0,7,93,0
p2_4_r7_off,0,7,2000,6.918500,8.978749,100,853.53,0.0000,30.0500,13.6000,0,8,92,0
p2_5_r7_off,0,7,2000,6.983000,8.363132,100,860.47,0.0000,30.4800,14.3000,0,7,93,0
p2_6_r7_off,0,7,2000,7.698100,8.766353,100,959.08,0.0000,27.3700,13.9000,0,8,92,0
p2_7_r7_off,0,7,2000,8.973300,9.484175,100,1029.67,0.0000,26.2500,14.8500,3,9,88,0
p2_8_r7_off,0,7,2000,9.563700,9.934538,100,1182.40,0.0000,22.8100,11.6900,3,7,90,0
p2_9_r7_off,0,7,2000,10.349000,10.026421,100,976.35,0.0000,27.7900,16.0300,1,10,89,0
p2_10_r7_off,0,7,2000,11.625500,9.340191,100,1095.63,0.0000,25.6200,15.1600,6,12,82,0
p2_11_r7_off,0,7,2000,14.071000,11.195825,100,1109.74,0.0000,25.1300,14.9000,5,15,80,0
p2_12_r7_off,0,7,2000,16.043700,11.284568,100,1146.12,0.0000,24.3000,13.2600,8,16,76,0
p2_13_r7_off,0,7,2000,19.374500,13.056539,100,1220.44,0.0000,22.2300,12.3600,20,5,75,0
p2_14_r7_off,0,7,2000,19.594700,10.987107,100,1084.66,0.0100,25.6100,14.3300,7,9,84,0
p2_15_r7_off,0,7,2000,21.534400,12.692015,100,1107.53,0.0600,25.4400,14.3500,6,4,90,0
p2_16_r7_off,0,7,2000,21.969100,13.050004,100,1209.06,0.0500,23.6500,13.8400,6,12,82,0
p2_17_r7_off,0,7,2000,23.528500,14.197180,100,1041.74,0.0200,28.0800,14.9200,3,12,85,0
p2_18_r7_off,0,7,2000,22.334600,13.948362,100,1100.75,0.0100,25.7300,14.0700,12,12,76,0
p2_19_r7_off,0,7,2000,23.648700,14.807625,100,1061.92,0.1000,27.2100,14.1900,8,13,79,0
p2_20_r7_off,0,7,2000,26.153600,16.234015,100,1065.49,0.1400,28.1900,14.1400,4,8,88,0
p2_21_r7_off,0,7,2000,24.404500,15.590954,100,1073.39,0.0900,26.7400,13.4800,6,20,74,0
p2_22_r7_off,0,7,2000,25.932900,14.402088,100,1049.44,0.1400,27.9500,13.5800,2,17,81,0
