id,rl,map_index,ticks,mean_fitness,std_clones,n_clones,mean_lifetime,mean_cave_entries,mean_drained_ticks,mean_predator_touches,deaths_survived,deaths_starved,deaths_drained,deaths_lifespan
p0_0_r4_off,0,4,2000,1.443100,2.574733,100,680.07,0.3400,33.5600,14.0500,0,6,94,0
p0_1_r4_off,0,4,2000,1.483900,2.494146,100,938.41,0.6000,27.6900,12.6300,0,14,86,0
p0_2_r4_off,0,4,2000,1.333500,2.226028,100,856.79,1.0100,29.1000,13.4800,0,14,86,0
p0_3_r4_off,0,4,2000,1.548400,3.050507,100,804.99,1.0900,30.9700,14.7600,0,9,91,0
p0_4_r4_off,0,4,2000,1.537400,2.802169,100,1225.71,1.6100,20.7600,10.3600,5,13,82,0
p0_5_r4_off,0,4,2000,1.833600,3.213363,100,1146.47,2.6500,22.4100,11.8200,8,14,78,0
p0_6_r4_off,0,4,2000,2.039400,3.482176,100,1248.12,2.8900,21.4500,12.6700,7,19,74,0
p0_7_r4_off,0,4,2000,2.438400,3.543104,100,1322.49,4.5700,19.1800,11.9800,12,12,76,0
p0_8_r4_off,0,4,2000,2.718900,3.970879,100,1201.39,9.0000,21.3500,12.4500,17,13,70,0
p0_9_r4_off,0,4,2000,3.302000,4.013521,100,1193.37,6.8600,21.7800,13.4900,10,15,75,0
p0_10_r4_off,0,4,2000,4.164900,4.326026,100,1447.47,8.5100,15.3300,8.8700,18,16,66,0
p0_11_r4_off,0,4,2000,4.915400,4.185807,100,1126.00,3.3800,23.0000,13.3700,4,22,74,0
p0_12_r4_off,0,4,2000,5.610100,4.660923,100,1012.93,2.4600,25.9700,15.1500,2,15,83,0
p0_13_r4_off,0,4,2000,7.450000,5.401510,100,1223.85,4.3700,21.4800,12.6000,6,21,73,0
p0_14_r4_off,0,4,2000,7.349700,5.957565,100,1170.60,3.2400,22.9400,13.4200,1,18,81,0
p0_15_r4_off,0,4,2000,7.690000,5.883041,100,1290.71,4.4500,19.9200,11.1700,14,19,67,0
p0_16_r4_off,0,4,2000,7.784700,6.287591,100,1280.93,5.4700,19.8200,11.5000,7,24,69,0
p0_17_r4_off,0,4,2000,8.089000,5.872519,100,1271.44,3.2500,20.2000,11.4600,14,19,67,0
p0_18_r4_off,0,4,2000,7.789600,6.332453,100,1286.95,5.2500,19.5800,10.7200,8,28,64,0
