trace_decay,unit,metric,value
0.9,seed1,avg_fitness,7.139690333333334
0.9,seed1,top20percent_fitness,19.87075533333333
0.9,seed1,peak_population,487.52333333333337
0.9,seed1,cave_entries,1.6970170911532265
0.9,seed1,night_share,0.5184622255264484
0.9,seed1,cells_visited,851.4015703400354
0.9,seed42,avg_fitness,7.107277333333334
0.9,seed42,top20percent_fitness,19.765177
0.9,seed42,peak_population,483.0433333333333
0.9,seed42,cave_entries,1.0841278249697883
0.9,seed42,night_share,0.5162561854168424
0.9,seed42,cells_visited,859.7743747228789
0.9,seed999,avg_fitness,7.11863
0.9,seed999,top20percent_fitness,19.718443666666666
0.9,seed999,peak_population,465.03333333333336
0.9,seed999,cave_entries,1.7308553689213182
0.9,seed999,night_share,0.5170554324858931
0.9,seed999,cells_visited,858.2017450944468
0.95,seed1,avg_fitness,7.1763173333333325
0.95,seed1,top20percent_fitness,19.820969333333334
0.95,seed1,peak_population,480.66666666666663
0.95,seed1,cave_entries,1.525428298656471
0.95,seed1,night_share,0.518074121342804
0.95,seed1,cells_visited,844.4324545632086
0.95,seed42,avg_fitness,7.115218
0.95,seed42,top20percent_fitness,19.869027666666668
0.95,seed42,peak_population,476.4133333333333
0.95,seed42,cave_entries,1.4778209886207614
0.95,seed42,night_share,0.5159413455619721
0.95,seed42,cells_visited,862.8889112687623
0.95,seed999,avg_fitness,7.093957666666666
0.95,seed999,top20percent_fitness,19.73378466666667
0.95,seed999,peak_population,468.48333333333335
0.95,seed999,cave_entries,1.2811328371591864
0.95,seed999,night_share,0.5171915326114336
0.95,seed999,cells_visited,864.3742329868795
0.98,seed1,avg_fitness,7.058076333333333
0.98,seed1,top20percent_fitness,19.499794333333334
0.98,seed1,peak_population,463.5733333333332
0.98,seed1,cave_entries,1.4472306711902005
0.98,seed1,night_share,0.5147730015779705
0.98,seed1,cells_visited,854.8475587041946
0.98,seed42,avg_fitness,7.143555666666666
0.98,seed42,top20percent_fitness,19.818741666666664
0.98,seed42,peak_population,482.7666666666667
0.98,seed42,cave_entries,1.415596520855162
0.98,seed42,night_share,0.5192818609753973
0.98,seed42,cells_visited,847.3795764594188
0.98,seed999,avg_fitness,7.093707
0.98,seed999,top20percent_fitness,19.61896533333334
0.98,seed999,peak_population,461.07666666666665
0.98,seed999,cave_entries,1.7410585939744687
0.98,seed999,night_share,0.5199572429488039
0.98,seed999,cells_visited,867.4037930362107
0.99,seed1,avg_fitness,7.102808000000001
0.99,seed1,top20percent_fitness,19.696780333333333
0.99,seed1,peak_population,469.05333333333334
0.99,seed1,cave_entries,1.3389842588291756
0.99,seed1,night_share,0.5214278441660728
0.99,seed1,cells_visited,845.3385131901987
0.99,seed42,avg_fitness,7.020496999999999
0.99,seed42,top20percent_fitness,19.552859333333334
0.99,seed42,peak_population,454.52666666666664
0.99,seed42,cave_entries,1.5557252251800364
0.99,seed42,night_share,0.5168897371041317
0.99,seed42,cells_visited,849.6106010751735
0.99,seed999,avg_fitness,7.032043333333333
0.99,seed999,top20percent_fitness,19.332739666666665
0.99,seed999,peak_population,444.2100000000001
0.99,seed999,cave_entries,1.5940588877289719
0.99,seed999,night_share,0.5138006046028437
0.99,seed999,cells_visited,845.5650995928012
