condition,hidden_size,unit,metric,value
evolution,32,seed1_r5,cells_visited,947.6323911199023
evolution,32,seed1_r5,cave_entries,1.738099258400676
evolution,32,seed1_r5,food_total,7.790809653123488
evolution,32,seed42_r1,avg_fitness,7.529873999999999
evolution,32,seed42_r1,top20percent_fitness,21.1181135
evolution,32,seed42_r1,peak_population,592.69
evolution,32,seed42_r1,total_agents,1390.525
evolution,32,seed42_r1,avg_lifetime,2062.8
evolution,32,seed42_r1,lifetime_p90,2240.5635
evolution,32,seed42_r1,survived_frac,0.06905429089993823
evolution,32,seed42_r1,avg_learned_weight_diff,0.0
evolution,32,seed42_r1,genome_variance,0.04801962
evolution,32,seed42_r1,cells_visited,963.2943738494026
evolution,32,seed42_r1,cave_entries,1.6283290821743934
evolution,32,seed42_r1,food_total,7.705018272765515
evolution,32,seed42_r2,avg_fitness,7.546048
evolution,32,seed42_r2,top20percent_fitness,21.3052525
evolution,32,seed42_r2,peak_population,591.695
evolution,32,seed42_r2,total_agents,1386.49
evolution,32,seed42_r2,avg_lifetime,2075.224
evolution,32,seed42_r2,lifetime_p90,2284.663
evolution,32,seed42_r2,survived_frac,0.06925363968105112
evolution,32,seed42_r2,avg_learned_weight_diff,0.0
evolution,32,seed42_r2,genome_variance,0.047977845
evolution,32,seed42_r2,cells_visited,962.0494656975081
evolution,32,seed42_r2,cave_entries,2.0189258311843936
evolution,32,seed42_r2,food_total,7.68555442111641
evolution,32,seed42_r3,avg_fitness,7.579802000000001
evolution,32,seed42_r3,top20percent_fitness,21.181691
evolution,32,seed42_r3,peak_population,598.24
evolution,32,seed42_r3,total_agents,1396.11
evolution,32,seed42_r3,avg_lifetime,2066.386
evolution,32,seed42_r3,lifetime_p90,2251.2075
evolution,32,seed42_r3,survived_frac,0.0689102631609166
evolution,32,seed42_r3,avg_learned_weight_diff,0.0
evolution,32,seed42_r3,genome_variance,0.04707817499999999
evolution,32,seed42_r3,cells_visited,984.4113505646607
evolution,32,seed42_r3,cave_entries,1.644225906267471
evolution,32,seed42_r3,food_total,7.753497996719966
evolution,32,seed42_r4,avg_fitness,7.5761675
evolution,32,seed42_r4,top20percent_fitness,21.453685
evolution,32,seed42_r4,peak_population,592.475
evolution,32,seed42_r4,total_agents,1390.145
evolution,32,seed42_r4,avg_lifetime,2068.764
evolution,32,seed42_r4,lifetime_p90,2267.1995
evolution,32,seed42_r4,survived_frac,0.07105071296860765
evolution,32,seed42_r4,avg_learned_weight_diff,0.0
evolution,32,seed42_r4,genome_variance,0.048566525000000006
evolution,32,seed42_r4,cells_visited,995.4338407702686
evolution,32,seed42_r4,cave_entries,2.0919246586301696
evolution,32,seed42_r4,food_total,7.782157403198182
evolution,32,seed42_r5,avg_fitness,7.5354600000000005
evolution,32,seed42_r5,top20percent_fitness,21.099988
evolution,32,seed42_r5,peak_population,590.165
evolution,32,seed42_r5,total_agents,1388.66
evolution,32,seed42_r5,avg_lifetime,2063.612
evolution,32,seed42_r5,lifetime_p90,2244.641
evolution,32,seed42_r5,survived_frac,0.06838602071929127
evolution,32,seed42_r5,avg_learned_weight_diff,0.0
evolution,32,seed42_r5,genome_variance,0.05050859
evolution,32,seed42_r5,cells_visited,934.0199325764323
evolution,32,seed42_r5,cave_entries,2.136072245449627
evolution,32,seed42_r5,food_total,7.719431483706498
evolution,32,seed999_r1,avg_fitness,7.426208999999999
evolution,32,seed999_r1,top20percent_fitness,20.7348515
evolution,32,seed999_r1,peak_population,577.345
evolution,32,seed999_r1,total_agents,1362.23
evolution,32,seed999_r1,avg_lifetime,2075.7555
evolution,32,seed999_r1,lifetime_p90,2269.1
evolution,32,seed999_r1,survived_frac,0.06041940424722801
evolution,32,seed999_r1,avg_learned_weight_diff,0.0
evolution,32,seed999_r1,genome_variance,0.04825399000000001
evolution,32,seed999_r1,cells_visited,989.4510304318345
evolution,32,seed999_r1,cave_entries,2.0889537816384056
evolution,32,seed999_r1,food_total,7.674528253091952
evolution,32,seed999_r2,avg_fitness,7.440150999999999
evolution,32,seed999_r2,top20percent_fitness,21.0137885
evolution,32,seed999_r2,peak_population,581.575
evolution,32,seed999_r2,total_agents,1368.46
evolution,32,seed999_r2,avg_lifetime,2066.5975
evolution,32,seed999_r2,lifetime_p90,2238.874
evolution,32,seed999_r2,survived_frac,0.05901140008915565
evolution,32,seed999_r2,avg_learned_weight_diff,0.0
evolution,32,seed999_r2,genome_variance,0.04755506
evolution,32,seed999_r2,cells_visited,1021.005437285405
evolution,32,seed999_r2,cave_entries,1.6786674303720428
evolution,32,seed999_r2,food_total,7.73328104400894
evolution,32,seed999_r3,avg_fitness,7.524218000000001
evolution,32,seed999_r3,top20percent_fitness,20.86634
evolution,32,seed999_r3,peak_population,570.33
evolution,32,seed999_r3,total_agents,1346.87
evolution,32,seed999_r3,avg_lifetime,2063.8595
evolution,32,seed999_r3,lifetime_p90,2224.998
evolution,32,seed999_r3,survived_frac,0.05912432614729466
evolution,32,seed999_r3,avg_learned_weight_diff,0.0
evolution,32,seed999_r3,genome_variance,0.04953079
evolution,32,seed999_r3,cells_visited,1006.0817857820523
evolution,32,seed999_r3,cave_entries,1.6153882321150466
evolution,32,seed999_r3,food_total,7.79748210267796
evolution,32,seed999_r4,avg_fitness,7.474272
evolution,32,seed999_r4,top20percent_fitness,20.6625105
evolution,32,seed999_r4,peak_population,562.105
evolution,32,seed999_r4,total_agents,1340.75
evolution,32,seed999_r4,avg_lifetime,2046.2320000000002
evolution,32,seed999_r4,lifetime_p90,2179.7995
evolution,32,seed999_r4,survived_frac,0.05683238646576558
evolution,32,seed999_r4,avg_learned_weight_diff,0.0
evolution,32,seed999_r4,genome_variance,0.04726356
evolution,32,seed999_r4,cells_visited,956.5448193898502
evolution,32,seed999_r4,cave_entries,1.2305995129144742
evolution,32,seed999_r4,food_total,7.748220244662498
evolution,32,seed999_r5,avg_fitness,7.46164
evolution,32,seed999_r5,top20percent_fitness,20.992266
evolution,32,seed999_r5,peak_population,572.225
evolution,32,seed999_r5,total_agents,1352.775
evolution,32,seed999_r5,avg_lifetime,2064.0625
evolution,32,seed999_r5,lifetime_p90,2232.3465
evolution,32,seed999_r5,survived_frac,0.05886978565799406
evolution,32,seed999_r5,avg_learned_weight_diff,0.0
evolution,32,seed999_r5,genome_variance,0.047944495000000004
evolution,32,seed999_r5,cells_visited,1005.0653729513598
evolution,32,seed999_r5,cave_entries,2.3641200409646483
evolution,32,seed999_r5,food_total,7.769398514537123
evolution,64,seed1_r1,avg_fitness,7.477642
evolution,64,seed1_r1,top20percent_fitness,20.965719
evolution,64,seed1_r1,peak_population,593.65
evolution,64,seed1_r1,total_agents,1383.35
evolution,64,seed1_r1,avg_lifetime,2067.4
evolution,64,seed1_r1,lifetime_p90,2241.8360000000002
evolution,64,seed1_r1,survived_frac,0.060989028221056535
evolution,64,seed1_r1,avg_learned_weight_diff,0.0
evolution,64,seed1_r1,genome_variance,0.047753704999999994
evolution,64,seed1_r1,cells_visited,929.0671956659297
evolution,64,seed1_r1,cave_entries,1.723019404999742
evolution,64,seed1_r1,food_total,7.712910181221255
evolution,64,seed1_r2,avg_fitness,7.469594999999999
evolution,64,seed1_r2,top20percent_fitness,20.955769500000002
evolution,64,seed1_r2,peak_population,595.525
evolution,64,seed1_r2,total_agents,1391.975
evolution,64,seed1_r2,avg_lifetime,2064.165
evolution,64,seed1_r2,lifetime_p90,2227.2575
evolution,64,seed1_r2,survived_frac,0.05966093964973048
evolution,64,seed1_r2,avg_learned_weight_diff,0.0
evolution,64,seed1_r2,genome_variance,0.04727326
evolution,64,seed1_r2,cells_visited,930.1195264931106
evolution,64,seed1_r2,cave_entries,2.4353876763243814
evolution,64,seed1_r2,food_total,7.696743908858398
evolution,64,seed1_r3,avg_fitness,7.5370615
evolution,64,seed1_r3,top20percent_fitness,21.138484
evolution,64,seed1_r3,peak_population,589.605
evolution,64,seed1_r3,total_agents,1373.505
evolution,64,seed1_r3,avg_lifetime,2085.6895
evolution,64,seed1_r3,lifetime_p90,2305.8154999999997
evolution,64,seed1_r3,survived_frac,0.06217839078975929
evolution,64,seed1_r3,avg_learned_weight_diff,0.0
evolution,64,seed1_r3,genome_variance,0.04837456
evolution,64,seed1_r3,cells_visited,968.234895553389
evolution,64,seed1_r3,cave_entries,2.6758261208092247
evolution,64,seed1_r3,food_total,7.789430044274111
evolution,64,seed1_r4,avg_fitness,7.5537935
evolution,64,seed1_r4,top20percent_fitness,21.183236
evolution,64,seed1_r4,peak_population,587.715
evolution,64,seed1_r4,total_agents,1379.855
evolution,64,seed1_r4,avg_lifetime,2079.4645
evolution,64,seed1_r4,lifetime_p90,2285.854
evolution,64,seed1_r4,survived_frac,0.06203060570008025
evolution,64,seed1_r4,avg_learned_weight_diff,0.0
evolution,64,seed1_r4,genome_variance,0.047321850000000006
evolution,64,seed1_r4,cells_visited,973.5378202458782
evolution,64,seed1_r4,cave_entries,1.758465179996301
evolution,64,seed1_r4,food_total,7.799490437662397
evolution,64,seed1_r5,avg_fitness,7.5723935
evolution,64,seed1_r5,top20percent_fitness,21.029944999999998
evolution,64,seed1_r5,peak_population,584.525
evolution,64,seed1_r5,total_agents,1353.19
evolution,64,seed1_r5,avg_lifetime,2087.1625
evolution,64,seed1_r5,lifetime_p90,2308.0330000000004
evolution,64,seed1_r5,survived_frac,0.05981969777729589
evolution,64,seed1_r5,avg_learned_weight_diff,0.0
evolution,64,seed1_r5,genome_variance,0.048970465
evolution,64,seed1_r5,cells_visited,932.5578974518489
evolution,64,seed1_r5,cave_entries,2.3357443064695222
evolution,64,seed1_r5,food_total,7.806007081616042
evolution,64,seed42_r1,avg_fitness,7.526052
evolution,64,seed42_r1,top20percent_fitness,21.099565000000002
evolution,64,seed42_r1,peak_population,595.76
evolution,64,seed42_r1,total_agents,1385.465
evolution,64,seed42_r1,avg_lifetime,2074.987
evolution,64,seed42_r1,lifetime_p90,2280.1890000000003
evolution,64,seed42_r1,survived_frac,0.06815195025716136
evolution,64,seed42_r1,avg_learned_weight_diff,0.0
evolution,64,seed42_r1,genome_variance,0.047422435000000006
evolution,64,seed42_r1,cells_visited,909.4691923689097
evolution,64,seed42_r1,cave_entries,2.3064873337066154
evolution,64,seed42_r1,food_total,7.6496101986903025
evolution,64,seed42_r2,avg_fitness,7.481717000000001
evolution,64,seed42_r2,top20percent_fitness,21.015459999999997
evolution,64,seed42_r2,peak_population,597.705
evolution,64,seed42_r2,total_agents,1394.13
evolution,64,seed42_r2,avg_lifetime,2061.1715
evolution,64,seed42_r2,lifetime_p90,2227.7705
evolution,64,seed42_r2,survived_frac,0.06551451021213696
evolution,64,seed42_r2,avg_learned_weight_diff,0.0
evolution,64,seed42_r2,genome_variance,0.05036485000000001
evolution,64,seed42_r2,cells_visited,932.2503853523755
evolution,64,seed42_r2,cave_entries,1.8560642606249809
evolution,64,seed42_r2,food_total,7.63266428629651
evolution,64,seed42_r3,avg_fitness,7.517415
evolution,64,seed42_r3,top20percent_fitness,21.108927999999995
evolution,64,seed42_r3,peak_population,590.985
evolution,64,seed42_r3,total_agents,1389.305
evolution,64,seed42_r3,avg_lifetime,2066.6684999999998
evolution,64,seed42_r3,lifetime_p90,2253.18
evolution,64,seed42_r3,survived_frac,0.06798832484180471
evolution,64,seed42_r3,avg_learned_weight_diff,0.0
evolution,64,seed42_r3,genome_variance,0.04942527
evolution,64,seed42_r3,cells_visited,936.9438751003437
evolution,64,seed42_r3,cave_entries,2.2156489075671106
evolution,64,seed42_r3,food_total,7.690276269852639
evolution,64,seed42_r4,avg_fitness,7.505059
evolution,64,seed42_r4,top20percent_fitness,21.169681
evolution,64,seed42_r4,peak_population,593.84
evolution,64,seed42_r4,total_agents,1398.21
evolution,64,seed42_r4,avg_lifetime,2062.7545
evolution,64,seed42_r4,lifetime_p90,2238.075
evolution,64,seed42_r4,survived_frac,0.06737546829102041
evolution,64,seed42_r4,avg_learned_weight_diff,0.0
evolution,64,seed42_r4,genome_variance,0.048759885
evolution,64,seed42_r4,cells_visited,950.9299722164427
evolution,64,seed42_r4,cave_entries,2.2655102778169827
evolution,64,seed42_r4,food_total,7.676381725623744
evolution,64,seed42_r5,avg_fitness,7.547967000000001
evolution,64,seed42_r5,top20percent_fitness,21.252468
evolution,64,seed42_r5,peak_population,597.32
evolution,64,seed42_r5,total_agents,1386.915
evolution,64,seed42_r5,avg_lifetime,2078.162
evolution,64,seed42_r5,lifetime_p90,2296.6115
evolution,64,seed42_r5,survived_frac,0.06808338244153726
evolution,64,seed42_r5,avg_learned_weight_diff,0.0
evolution,64,seed42_r5,genome_variance,0.049157330000000006
evolution,64,seed42_r5,cells_visited,961.4212803186383
evolution,64,seed42_r5,cave_entries,1.96170145108849
evolution,64,seed42_r5,food_total,7.733465511574474
evolution,64,seed999_r1,avg_fitness,7.430902499999999
evolution,64,seed999_r1,top20percent_fitness,20.747591000000003
evolution,64,seed999_r1,peak_population,574.105
evolution,64,seed999_r1,total_agents,1360.72
evolution,64,seed999_r1,avg_lifetime,2048.0235
evolution,64,seed999_r1,lifetime_p90,2182.1425
evolution,64,seed999_r1,survived_frac,0.05645575687405807
evolution,64,seed999_r1,avg_learned_weight_diff,0.0
evolution,64,seed999_r1,genome_variance,0.050388285000000005
evolution,64,seed999_r1,cells_visited,952.3049923132596
evolution,64,seed999_r1,cave_entries,1.537896717459659
evolution,64,seed999_r1,food_total,7.6937644915346
evolution,64,seed999_r2,avg_fitness,7.464283
evolution,64,seed999_r2,top20percent_fitness,20.881512999999998
evolution,64,seed999_r2,peak_population,575.08
evolution,64,seed999_r2,total_agents,1353.39
evolution,64,seed999_r2,avg_lifetime,2082.135
evolution,64,seed999_r2,lifetime_p90,2293.0235000000002
evolution,64,seed999_r2,survived_frac,0.06025943913561244
evolution,64,seed999_r2,avg_learned_weight_diff,0.0
evolution,64,seed999_r2,genome_variance,0.048529525000000004
evolution,64,seed999_r2,cells_visited,930.2900581023155
evolution,64,seed999_r2,cave_entries,1.5586159233836105
evolution,64,seed999_r2,food_total,7.741118037760457
evolution,64,seed999_r3,avg_fitness,7.462073499999999
evolution,64,seed999_r3,top20percent_fitness,20.912028499999998
evolution,64,seed999_r3,peak_population,580.13
evolution,64,seed999_r3,total_agents,1362.72
evolution,64,seed999_r3,avg_lifetime,2076.2975
evolution,64,seed999_r3,lifetime_p90,2267.466
evolution,64,seed999_r3,survived_frac,0.059138660447508255
evolution,64,seed999_r3,avg_learned_weight_diff,0.0
evolution,64,seed999_r3,genome_variance,0.04843306
evolution,64,seed999_r3,cells_visited,940.7589913745069
evolution,64,seed999_r3,cave_entries,1.9520166171449134
evolution,64,seed999_r3,food_total,7.700855944783566
evolution,64,seed999_r4,avg_fitness,7.448656499999999
evolution,64,seed999_r4,top20percent_fitness,21.007437999999997
evolution,64,seed999_r4,peak_population,585.625
evolution,64,seed999_r4,total_agents,1362.585
evolution,64,seed999_r4,avg_lifetime,2107.4495
evolution,64,seed999_r4,lifetime_p90,2386.4585
evolution,64,seed999_r4,survived_frac,0.06260437553219166
evolution,64,seed999_r4,avg_learned_weight_diff,0.0
evolution,64,seed999_r4,genome_variance,0.04893261499999999
evolution,64,seed999_r4,cells_visited,948.7084223316232
evolution,64,seed999_r4,cave_entries,3.2902977393753328
evolution,64,seed999_r4,food_total,7.728952255135056
evolution,64,seed999_r5,avg_fitness,7.445
evolution,64,seed999_r5,top20percent_fitness,20.808512500000003
evolution,64,seed999_r5,peak_population,581.445
evolution,64,seed999_r5,total_agents,1357.925
evolution,64,seed999_r5,avg_lifetime,2085.9165000000003
evolution,64,seed999_r5,lifetime_p90,2300.042
evolution,64,seed999_r5,survived_frac,0.05845141577398487
evolution,64,seed999_r5,avg_learned_weight_diff,0.0
evolution,64,seed999_r5,genome_variance,0.048345339999999994
evolution,64,seed999_r5,cells_visited,964.4110572942626
evolution,64,seed999_r5,cave_entries,2.0516987347447584
evolution,64,seed999_r5,food_total,7.714651805685707
evolution,128,seed1_r1,avg_fitness,7.450120500000001
evolution,128,seed1_r1,top20percent_fitness,20.880315999999997
evolution,128,seed1_r1,peak_population,596.06
evolution,128,seed1_r1,total_agents,1389.41
evolution,128,seed1_r1,avg_lifetime,2073.7175
evolution,128,seed1_r1,lifetime_p90,2265.63
evolution,128,seed1_r1,survived_frac,0.05919877857060062
evolution,128,seed1_r1,avg_learned_weight_diff,0.0
evolution,128,seed1_r1,genome_variance,0.048604285
evolution,128,seed1_r1,cells_visited,903.8689735605608
evolution,128,seed1_r1,cave_entries,1.6508274076377973
evolution,128,seed1_r1,food_total,7.6459439653537835
evolution,128,seed1_r2,avg_fitness,7.5233915
evolution,128,seed1_r2,top20percent_fitness,21.0095035
evolution,128,seed1_r2,peak_population,586.91
evolution,128,seed1_r2,total_agents,1384.565
evolution,128,seed1_r2,avg_lifetime,2055.7569999999996
evolution,128,seed1_r2,lifetime_p90,2203.8105
evolution,128,seed1_r2,survived_frac,0.0602195567604607
evolution,128,seed1_r2,avg_learned_weight_diff,0.0
evolution,128,seed1_r2,genome_variance,0.049174264999999995
evolution,128,seed1_r2,cells_visited,900.1488978736693
evolution,128,seed1_r2,cave_entries,1.8404563131981502
evolution,128,seed1_r2,food_total,7.766457091348078
evolution,128,seed1_r3,avg_fitness,7.506890000000001
evolution,128,seed1_r3,top20percent_fitness,21.087615
evolution,128,seed1_r3,peak_population,594.645
evolution,128,seed1_r3,total_agents,1389.42
evolution,128,seed1_r3,avg_lifetime,2082.2315000000003
evolution,128,seed1_r3,lifetime_p90,2295.687
evolution,128,seed1_r3,survived_frac,0.0623939698765604
evolution,128,seed1_r3,avg_learned_weight_diff,0.0
evolution,128,seed1_r3,genome_variance,0.049914795
evolution,128,seed1_r3,cells_visited,903.1836900105974
evolution,128,seed1_r3,cave_entries,2.2145498123709935
evolution,128,seed1_r3,food_total,7.7580697235523095
evolution,128,seed1_r4,avg_fitness,7.473422499999999
evolution,128,seed1_r4,top20percent_fitness,21.036338999999998
evolution,128,seed1_r4,peak_population,578.91
evolution,128,seed1_r4,total_agents,1367.785
evolution,128,seed1_r4,avg_lifetime,2053.864
evolution,128,seed1_r4,lifetime_p90,2200.215
evolution,128,seed1_r4,survived_frac,0.05869885115382259
evolution,128,seed1_r4,avg_learned_weight_diff,0.0
evolution,128,seed1_r4,genome_variance,0.046921975
evolution,128,seed1_r4,cells_visited,930.2653865482333
evolution,128,seed1_r4,cave_entries,1.3497508204245583
evolution,128,seed1_r4,food_total,7.761327292609918
evolution,128,seed1_r5,avg_fitness,7.494304499999999
evolution,128,seed1_r5,top20percent_fitness,20.986835
evolution,128,seed1_r5,peak_population,600.1
evolution,128,seed1_r5,total_agents,1383.1
evolution,128,seed1_r5,avg_lifetime,2089.1690000000003
evolution,128,seed1_r5,lifetime_p90,2323.2335000000003
evolution,128,seed1_r5,survived_frac,0.061719043266454374
evolution,128,seed1_r5,avg_learned_weight_diff,0.0
evolution,128,seed1_r5,genome_variance,0.05009422000000001
evolution,128,seed1_r5,cells_visited,885.612563114722
evolution,128,seed1_r5,cave_entries,1.6758029096321059
evolution,128,seed1_r5,food_total,7.738439172463527
evolution,128,seed42_r1,avg_fitness,7.503100999999999
evolution,128,seed42_r1,top20percent_fitness,21.064647
evolution,128,seed42_r1,peak_population,591.44
evolution,128,seed42_r1,total_agents,1390.765
evolution,128,seed42_r1,avg_lifetime,2053.7115000000003
evolution,128,seed42_r1,lifetime_p90,2206.9210000000003
evolution,128,seed42_r1,survived_frac,0.06488984957014393
evolution,128,seed42_r1,avg_learned_weight_diff,0.0
evolution,128,seed42_r1,genome_variance,0.047587445
evolution,128,seed42_r1,cells_visited,920.0622804464005
evolution,128,seed42_r1,cave_entries,1.6177423959901547
evolution,128,seed42_r1,food_total,7.682916993192913
evolution,128,seed42_r2,avg_fitness,7.4201045
evolution,128,seed42_r2,top20percent_fitness,20.842846499999997
evolution,128,seed42_r2,peak_population,599.07
evolution,128,seed42_r2,total_agents,1396.37
evolution,128,seed42_r2,avg_lifetime,2052.2045000000003
evolution,128,seed42_r2,lifetime_p90,2205.386
evolution,128,seed42_r2,survived_frac,0.06581895996283935
evolution,128,seed42_r2,avg_learned_weight_diff,0.0
evolution,128,seed42_r2,genome_variance,0.04917956999999999
evolution,128,seed42_r2,cells_visited,907.17426245645
evolution,128,seed42_r2,cave_entries,0.9922305845721147
evolution,128,seed42_r2,food_total,7.590749107851756
evolution,128,seed42_r3,avg_fitness,7.493709
evolution,128,seed42_r3,top20percent_fitness,21.155053500000005
evolution,128,seed42_r3,peak_population,594.975
evolution,128,seed42_r3,total_agents,1389.48
evolution,128,seed42_r3,avg_lifetime,2061.754
evolution,128,seed42_r3,lifetime_p90,2233.666
evolution,128,seed42_r3,survived_frac,0.0659613439540082
evolution,128,seed42_r3,avg_learned_weight_diff,0.0
evolution,128,seed42_r3,genome_variance,0.048769415
evolution,128,seed42_r3,cells_visited,927.8328792255364
evolution,128,seed42_r3,cave_entries,1.8856666145566257
evolution,128,seed42_r3,food_total,7.67551348556729
evolution,128,seed42_r4,avg_fitness,7.4174385
evolution,128,seed42_r4,top20percent_fitness,20.978900499999998
evolution,128,seed42_r4,peak_population,603.875
evolution,128,seed42_r4,total_agents,1409.685
evolution,128,seed42_r4,avg_lifetime,2062.3275
evolution,128,seed42_r4,lifetime_p90,2236.1929999999998
evolution,128,seed42_r4,survived_frac,0.06447661557241183
evolution,128,seed42_r4,avg_learned_weight_diff,0.0
evolution,128,seed42_r4,genome_variance,0.047038245
evolution,128,seed42_r4,cells_visited,924.7224765318689
evolution,128,seed42_r4,cave_entries,1.605553212838318
evolution,128,seed42_r4,food_total,7.573552501070491
evolution,128,seed42_r5,avg_fitness,7.489618499999999
evolution,128,seed42_r5,top20percent_fitness,21.080846499999996
evolution,128,seed42_r5,peak_population,589.785
evolution,128,seed42_r5,total_agents,1384.325
evolution,128,seed42_r5,avg_lifetime,2045.747
evolution,128,seed42_r5,lifetime_p90,2186.04
evolution,128,seed42_r5,survived_frac,0.06337096866639062
evolution,128,seed42_r5,avg_learned_weight_diff,0.0
evolution,128,seed42_r5,genome_variance,0.048529304999999995
evolution,128,seed42_r5,cells_visited,933.0158216311032
evolution,128,seed42_r5,cave_entries,1.725799730519479
evolution,128,seed42_r5,food_total,7.646818220713453
evolution,128,seed999_r1,avg_fitness,7.403543000000001
evolution,128,seed999_r1,top20percent_fitness,20.9256855
evolution,128,seed999_r1,peak_population,577.245
evolution,128,seed999_r1,total_agents,1358.655
evolution,128,seed999_r1,avg_lifetime,2063.7875
evolution,128,seed999_r1,lifetime_p90,2225.6620000000003
evolution,128,seed999_r1,survived_frac,0.05507393883768213
evolution,128,seed999_r1,avg_learned_weight_diff,0.0
evolution,128,seed999_r1,genome_variance,0.04617501000000001
evolution,128,seed999_r1,cells_visited,929.6519104173756
evolution,128,seed999_r1,cave_entries,1.6628506926434792
evolution,128,seed999_r1,food_total,7.687469723100492
evolution,128,seed999_r2,avg_fitness,7.457520499999999
evolution,128,seed999_r2,top20percent_fitness,20.850181499999998
evolution,128,seed999_r2,peak_population,575.575
evolution,128,seed999_r2,total_agents,1358.37
evolution,128,seed999_r2,avg_lifetime,2066.487
evolution,128,seed999_r2,lifetime_p90,2236.763
evolution,128,seed999_r2,survived_frac,0.058543170997585145
evolution,128,seed999_r2,avg_learned_weight_diff,0.0
evolution,128,seed999_r2,genome_variance,0.04739397499999999
evolution,128,seed999_r2,cells_visited,918.776021523609
evolution,128,seed999_r2,cave_entries,1.7532412923648746
evolution,128,seed999_r2,food_total,7.725196438506132
evolution,128,seed999_r3,avg_fitness,7.427482500000001
evolution,128,seed999_r3,top20percent_fitness,20.741133
evolution,128,seed999_r3,peak_population,573.61
evolution,128,seed999_r3,total_agents,1363.545
evolution,128,seed999_r3,avg_lifetime,2042.4254999999998
evolution,128,seed999_r3,lifetime_p90,2168.6225
evolution,128,seed999_r3,survived_frac,0.055698237314798546
evolution,128,seed999_r3,avg_learned_weight_diff,0.0
evolution,128,seed999_r3,genome_variance,0.04803644500000001
evolution,128,seed999_r3,cells_visited,900.8774987107676
evolution,128,seed999_r3,cave_entries,1.212086308272379
evolution,128,seed999_r3,food_total,7.692185516961916
evolution,128,seed999_r4,avg_fitness,7.3802755
evolution,128,seed999_r4,top20percent_fitness,20.814705
evolution,128,seed999_r4,peak_population,586.075
evolution,128,seed999_r4,total_agents,1368.96
evolution,128,seed999_r4,avg_lifetime,2072.9865
evolution,128,seed999_r4,lifetime_p90,2250.9895
evolution,128,seed999_r4,survived_frac,0.05527623297920034
evolution,128,seed999_r4,avg_learned_weight_diff,0.0
evolution,128,seed999_r4,genome_variance,0.048907454999999996
evolution,128,seed999_r4,cells_visited,935.2654475078509
