condition,metric,label,baseline_hidden,hidden_size,mean_baseline,mean_arm,std_baseline,std_arm,diff,pct_change,mannwhitney_p,cliffs_delta,n_baseline,n_arm,final_frac
evolution,avg_fitness,Mean average fitness,64,32,7.495974066666665,7.522905033333333,0.042803242046550415,0.049078804950293,0.02693096666666772,0.3592724097916133,0.15846460599820356,0.30666666666666664,15,15,0.2
evolution,top20percent_fitness,Top-20% fitness,64,32,21.01842256666667,21.065200400000002,0.1386725397440389,0.20741550238793632,0.04677783333333352,0.2225563463907085,0.48073111045562256,0.15555555555555556,15,15,0.2
evolution,peak_population,Peak population,64,32,588.2009999999999,584.7886666666668,7.560867719162043,9.916376096583305,-3.4123333333330947,-0.5801304882740925,0.43064798984807773,-0.17333333333333334,15,15,0.2
evolution,total_agents,Total agents,64,32,1375.5493333333334,1375.1213333333333,15.238116666949201,16.656906522187395,-0.42800000000011096,-0.03111484187651413,0.9338864180775845,-0.022222222222222223,15,15,0.2
evolution,avg_lifetime,Mean lifetime (ticks),64,32,2075.163133333333,2064.3832666666667,13.735445407735822,7.664947098896982,-10.779866666666294,-0.5194708065842806,0.018066622998912377,-0.5111111111111111,15,15,0.2
evolution,lifetime_p90,p90 lifetime (ticks),64,32,2272.916966666666,2238.2656333333334,46.25371594350259,27.521067386317377,-34.651333333332786,-1.5245314211434,0.025102892753593245,-0.48444444444444446,15,15,0.2
evolution,survived_frac,Survived to window close,64,32,0.06258012972966256,0.06317436665852728,0.0037692277277355133,0.004573829319771627,0.0005942369288647192,0.9495616762568885,0.6783024655972324,0.09333333333333334,15,15,0.2
evolution,avg_learned_weight_diff,Learned weight diff (MAD),64,32,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,15,15,0.2
evolution,genome_variance,Genomic variance,64,32,0.04863016233333333,0.04848879833333333,0.0009384182238459701,0.0009594951984866262,-0.000141363999999998,-0.29069201749939594,0.5614474146848649,-0.1288888888888889,15,15,0.2
evolution,cells_visited,Cells explored / organism,64,32,944.0670374788556,981.0295961906385,17.212956478698523,23.38046621244166,36.96255871178289,3.915247248806814,0.0003609347195741742,0.7688888888888888,15,15,0.2
