band_scheme,condition,hidden_size,unit,final,previous,late_growth,band_index,band,trajectory
quartile,learning,32,seed999_r1,7.5199445,7.445682999999999,0.07426150000000131,2,Q3  7.46–7.53,plateaued
quartile,learning,32,seed999_r5,7.527987499999999,7.5488005,-0.020813000000000415,2,Q3  7.46–7.53,plateaued
quartile,learning,32,seed1_r5,7.529588000000001,7.457468,0.07212000000000085,3,Q4  > 7.53,plateaued
quartile,learning,32,seed999_r2,7.534395,7.5600945,-0.025699499999999986,3,Q4  > 7.53,plateaued
quartile,learning,32,seed42_r1,7.540802500000001,7.541803,-0.0010004999999990716,3,Q4  > 7.53,plateaued
quartile,learning,32,seed1_r1,7.5522219999999995,7.5740015000000005,-0.02177950000000095,3,Q4  > 7.53,plateaued
quartile,learning,32,seed42_r2,7.5603514999999994,7.538063999999999,0.022287500000000016,3,Q4  > 7.53,plateaued
quartile,learning,32,seed999_r4,7.5632315,7.5104295,0.052801999999999794,3,Q4  > 7.53,plateaued
quartile,learning,32,seed1_r2,7.5685595,7.543652499999999,0.02490700000000068,3,Q4  > 7.53,plateaued
quartile,learning,32,seed42_r4,7.570931000000001,7.537154499999999,0.033776500000001874,3,Q4  > 7.53,plateaued
quartile,learning,32,seed42_r5,7.5851035,7.516637,0.06846649999999954,3,Q4  > 7.53,plateaued
quartile,learning,32,seed42_r3,7.6222335,7.5397985,0.08243500000000026,3,Q4  > 7.53,plateaued
quartile,learning,32,seed1_r4,7.677326000000001,7.624696,0.05263000000000062,3,Q4  > 7.53,plateaued
quartile,learning,64,seed999_r4,7.445271,7.450996,-0.00572499999999998,1,Q2  7.16–7.46,plateaued
quartile,learning,64,seed999_r1,7.448206,7.555053,-0.10684700000000014,1,Q2  7.16–7.46,plateaued
quartile,learning,64,seed999_r2,7.46503,7.474724,-0.009694000000000536,2,Q3  7.46–7.53,plateaued
quartile,learning,64,seed999_r3,7.476986500000001,7.446099499999999,0.030887000000001663,2,Q3  7.46–7.53,plateaued
quartile,learning,64,seed999_r5,7.479060999999999,7.497054499999999,-0.017993500000000218,2,Q3  7.46–7.53,plateaued
quartile,learning,64,seed42_r3,7.484843499999999,7.499399499999999,-0.014555999999999791,2,Q3  7.46–7.53,plateaued
quartile,learning,64,seed42_r2,7.493372000000001,7.3959315,0.09744050000000115,2,Q3  7.46–7.53,plateaued
