generation,cells_visited,cave_entries,predator_touches,drained_ticks,food_total,lifetime,cave_entries_day,cave_entries_night,energy_at_death,food_default_frac,food_low_frac,food_medium_frac,food_prestige_frac,night_share
1,397.9256756756757,0.1554054054054054,10.662162162162161,19.08108108108108,6.9391891891891895,1330.8918918918919,0.08783783783783784,0.06756756756756757,-2.022702702702703,0.20837390457643623,0.7059396299902629,0.06718597857838364,0.018500486854917234,0.43478260869565216
2,469.64044943820227,0.1404494382022472,8.50561797752809,15.741573033707866,6.623595505617978,1394.4494382022472,0.0898876404494382,0.05056179775280899,-1.637865168539326,0.12383375742154368,0.6836301950805768,0.1594571670907549,0.03307888040712468,0.36
3,449.66911764705884,0.29411764705882354,8.419117647058824,14.963235294117647,6.338235294117647,1433.75,0.15441176470588236,0.13970588235294118,-1.5447058823529414,0.16473317865429235,0.6670533642691415,0.16009280742459397,0.008120649651972157,0.475
4,462.0220588235294,0.18382352941176472,10.294117647058824,18.970588235294116,4.5,1326.1691176470588,0.08823529411764706,0.09558823529411764,-1.8874264705882353,0.21405228758169934,0.5359477124183006,0.17647058823529413,0.07352941176470588,0.52
5,457.35,0.17272727272727273,8.55,16.763636363636362,6.759090909090909,1368.0181818181818,0.06818181818181818,0.10454545454545454,-1.545318181818182,0.10289172831203766,0.6153328850033625,0.19435104236718226,0.08742434431741762,0.6052631578947368
6,435.74213836477986,0.2830188679245283,9.9874213836478,19.62264150943396,5.861635220125786,1253.6352201257862,0.16352201257861634,0.11949685534591195,-1.8205660377358492,0.16416309012875535,0.6072961373390557,0.19742489270386265,0.03111587982832618,0.4222222222222222
7,443.3193277310924,0.20168067226890757,9.655462184873949,21.596638655462186,2.9243697478991595,1231.0756302521008,0.04201680672268908,0.15966386554621848,-1.5012605042016807,0.10057471264367816,0.6436781609195402,0.15517241379310345,0.10057471264367816,0.7916666666666666
8,483.8292682926829,0.16260162601626016,9.520325203252032,20.71951219512195,7.036585365853658,1206.1300813008131,0.04878048780487805,0.11382113821138211,-1.7989024390243904,0.08492201039861352,0.660889659156557,0.16464471403812825,0.08954361640670133,0.7
9,510.9736842105263,0.11654135338345864,10.25187969924812,19.82330827067669,7.842105263157895,1257.6278195488721,0.02631578947368421,0.09022556390977443,-2.0504887218045114,0.12320230105465005,0.5743048897411314,0.236816874400767,0.06567593480345159,0.7741935483870968
10,480.8914728682171,0.3023255813953488,11.147286821705427,25.93798449612403,3.3333333333333335,1037.046511627907,0.17829457364341086,0.12403100775193798,-2.059612403100775,0.1883720930232558,0.4627906976744186,0.2627906976744186,0.08604651162790698,0.41025641025641024
11,456.6860841423948,0.13592233009708737,10.449838187702266,24.093851132686083,6.86084142394822,1060.3948220064724,0.06472491909385113,0.07119741100323625,-1.7878317152103562,0.07358490566037736,0.6339622641509434,0.15849056603773584,0.1339622641509434,0.5238095238095238
12,466.2690058479532,0.30994152046783624,8.912280701754385,19.39766081871345,5.567251461988304,1213.111111111111,0.15789473684210525,0.15204678362573099,-1.84953216374269,0.12920168067226892,0.6628151260504201,0.16176470588235295,0.046218487394957986,0.49056603773584906
13,437.59090909090907,0.5545454545454546,8.672727272727272,22.2,2.2454545454545456,1182.581818181818,0.2727272727272727,0.2818181818181818,-1.7425454545454546,0.12955465587044535,0.5587044534412956,0.2550607287449393,0.05668016194331984,0.5081967213114754
14,409.6737288135593,0.09745762711864407,8.177966101694915,21.03813559322034,6.317796610169491,1146.8898305084747,0.05084745762711865,0.046610169491525424,-1.6446610169491525,0.09121395036887994,0.6780684104627767,0.17169684775318578,0.05902079141515761,0.4782608695652174
15,435.9961832061069,0.17557251908396945,9.316793893129772,21.83969465648855,6.862595419847328,1130.4770992366412,0.1183206106870229,0.05725190839694656,-1.9680534351145038,0.1596218020022247,0.4799777530589544,0.26918798665183535,0.09121245828698554,0.32608695652173914
16,465.23489932885906,0.3087248322147651,10.644295302013424,21.161073825503355,4.449664429530201,1197.3758389261745,0.21476510067114093,0.09395973154362416,-1.6829530201342282,0.26244343891402716,0.4057315233785822,0.22926093514328807,0.10256410256410256,0.30434782608695654
17,494.4736842105263,0.19172932330827067,9.62781954887218,20.872180451127818,6.484962406015038,1177.6015037593984,0.10526315789473684,0.08646616541353383,-1.6361654135338346,0.10318840579710145,0.5936231884057971,0.2371014492753623,0.06608695652173913,0.45098039215686275
18,559.7886178861788,0.23577235772357724,9.272357723577235,19.63821138211382,6.829268292682927,1249.8943089430895,0.12195121951219512,0.11382113821138211,-1.869430894308943,0.15595238095238095,0.5732142857142857,0.16547619047619047,0.10535714285714286,0.4827586206896552
19,593.7352941176471,0.20168067226890757,8.3109243697479,17.147058823529413,6.2521008403361344,1366.281512605042,0.08823529411764706,0.1134453781512605,-1.8211344537815126,0.20631720430107528,0.4213709677419355,0.27553763440860213,0.0967741935483871,0.5625
20,606.8809523809524,0.16666666666666666,7.51360544217687,16.76530612244898,6.0476190476190474,1355.5408163265306,0.08503401360544217,0.08163265306122448,-1.5287414965986394,0.14341957255343082,0.5208098987626547,0.21991001124859394,0.11586051743532058,0.4897959183673469
21,588.8103448275862,0.06896551724137931,8.297413793103448,16.469827586206897,6.443965517241379,1390.021551724138,0.01293103448275862,0.05603448275862069,-1.549741379310345,0.1645484949832776,0.5725752508361204,0.12240802675585284,0.14046822742474915,0.8125
22,550.5410958904109,0.7945205479452054,9.006849315068493,18.445205479452056,3.9863013698630136,1337.3150684931506,0.3904109589041096,0.4041095890410959,-1.7669863013698632,0.2611683848797251,0.3694158075601375,0.27147766323024053,0.0979381443298969,0.5086206896551724
23,492.14126394052045,0.1895910780669145,7.992565055762082,18.382899628252787,6.182156133828996,1265.6617100371748,0.07434944237918216,0.11524163568773234,-1.6569144981412638,0.10763680096211665,0.5441972339146122,0.2627781118460613,0.08538785327720987,0.6078431372549019
24,615.1164179104478,0.24477611940298508,7.3014925373134325,15.471641791044776,7.223880597014926,1424.620895522388,0.06567164179104477,0.1791044776119403,-1.7734626865671643,0.16074380165289257,0.5115702479338843,0.23305785123966943,0.09462809917355372,0.7317073170731707
25,631.1484375,0.078125,8.49609375,16.74609375,5.578125,1399.98828125,0.046875,0.03125,-1.7265234375,0.2107843137254902,0.26750700280112044,0.35084033613445376,0.17086834733893558,0.4
26,544.5927419354839,0.6612903225806451,9.161290322580646,20.798387096774192,5.842741935483871,1183.616935483871,0.3588709677419355,0.3024193548387097,-1.870766129032258,0.1069703243616287,0.5182884748102139,0.2698412698412698,0.1048999309868875,0.4573170731707317
27,549.0453172205438,0.2084592145015106,8.845921450151057,19.794561933534744,6.507552870090635,1238.797583081571,0.10574018126888217,0.1027190332326284,-1.913987915407855,0.13788300835654596,0.47585886722376974,0.2706592386258124,0.11559888579387187,0.4927536231884058
28,595.7945205479452,0.4885844748858447,10.493150684931507,21.71689497716895,4.771689497716895,1181.6347031963471,0.2465753424657534,0.2420091324200913,-2.112511415525114,0.22583732057416267,0.3119617224880383,0.2516746411483254,0.21052631578947367,0.4953271028037383
29,552.3142076502733,0.3442622950819672,9.289617486338798,21.475409836065573,6.748633879781421,1174.4863387978141,0.11475409836065574,0.22950819672131148,-1.7404644808743168,0.12105263157894737,0.5149797570850202,0.21578947368421053,0.14817813765182186,0.6666666666666666
30,583.8938356164383,0.660958904109589,10.174657534246576,21.335616438356166,6.928082191780822,1186.1609589041095,0.3493150684931507,0.3116438356164384,-1.116164383561644,0.17696490360850223,0.4532871972318339,0.2629757785467128,0.10677212061295106,0.47150259067357514
31,649.0370370370371,0.42962962962962964,9.014814814814814,18.992592592592594,5.785185185185185,1300.5074074074073,0.2777777777777778,0.15185185185185185,-1.6241851851851854,0.19014084507042253,0.3617157490396927,0.2612035851472471,0.18693982074263765,0.35344827586206895
