generation,cells_visited,cave_entries,predator_touches,drained_ticks,food_total,lifetime,cave_entries_day,cave_entries_night,energy_at_death,food_default_frac,food_low_frac,food_medium_frac,food_prestige_frac,night_share
1,402.7596899224806,0.11627906976744186,9.984496124031008,17.100775193798448,7.108527131782946,1407.7364341085272,0.07751937984496124,0.03875968992248062,-1.866046511627907,0.1941112322791712,0.7121046892039259,0.08942202835332606,0.004362050163576881,0.3333333333333333
2,457.73821989528795,0.02617801047120419,9.235602094240837,18.319371727748692,6.2356020942408374,1306.0994764397906,0.020942408376963352,0.005235602094240838,-1.8795287958115183,0.12678421494542402,0.6255247691015953,0.17968094038623006,0.06801007556675064,0.2
3,436.55,0.2857142857142857,10.392857142857142,20.257142857142856,5.742857142857143,1224.8857142857144,0.19285714285714287,0.09285714285714286,-2.142714285714286,0.1890547263681592,0.6231343283582089,0.1417910447761194,0.046019900497512436,0.325
4,452.3813559322034,0.1016949152542373,9.864406779661017,21.415254237288135,3.3983050847457625,1197.9915254237287,0.05084745762711865,0.05084745762711865,-2.0253389830508475,0.12718204488778054,0.6059850374064838,0.24438902743142144,0.022443890274314215,0.5
5,387.3122362869198,0.0759493670886076,10.80590717299578,23.358649789029535,6.139240506329114,1126.1434599156119,0.029535864978902954,0.046413502109704644,-1.8867088607594935,0.09278350515463918,0.5298969072164949,0.2618556701030928,0.1154639175257732,0.6111111111111112
6,402.10759493670884,0.11392405063291139,7.569620253164557,16.5126582278481,5.80379746835443,1361.3164556962026,0.05063291139240506,0.06329113924050633,-1.7356329113924052,0.13849509269356597,0.6793893129770993,0.09923664122137404,0.08287895310796074,0.5555555555555556
7,435.58196721311475,0.3360655737704918,8.663934426229508,18.983606557377048,2.6065573770491803,1301.5819672131147,0.21311475409836064,0.12295081967213115,-1.7951639344262293,0.1540880503144654,0.5566037735849056,0.18553459119496854,0.10377358490566038,0.36585365853658536
8,375.49557522123894,0.084070796460177,9.336283185840708,20.030973451327434,6.8053097345132745,1247.3274336283187,0.05752212389380531,0.02654867256637168,-1.7021238938053098,0.0858257477243173,0.5656697009102731,0.2834850455136541,0.06501950585175553,0.3157894736842105
9,344.77372262773724,0.014598540145985401,7.007299270072993,16.48175182481752,4.664233576642336,1340.4306569343066,0.014598540145985401,0.0,-1.644963503649635,0.1784037558685446,0.6431924882629108,0.09546165884194054,0.08294209702660407,0.0
10,397.0530303030303,0.045454545454545456,6.901515151515151,14.386363636363637,3.606060606060606,1498.5227272727273,0.007575757575757576,0.03787878787878788,-1.6,0.27310924369747897,0.3802521008403361,0.28361344537815125,0.06302521008403361,0.8333333333333334
11,373.74285714285713,0.26857142857142857,7.674285714285714,16.268571428571427,6.297142857142857,1365.8,0.18285714285714286,0.08571428571428572,-1.5071999999999999,0.11252268602540835,0.6950998185117967,0.1823956442831216,0.009981851179673321,0.3191489361702128
12,365.90909090909093,0.07878787878787878,7.806060606060606,19.12727272727273,5.757575757575758,1254.9272727272728,0.03636363636363636,0.04242424242424243,-1.6803030303030304,0.13157894736842105,0.6010526315789474,0.20421052631578948,0.06315789473684211,0.5384615384615384
13,348.2232142857143,0.13392857142857142,9.580357142857142,22.660714285714285,1.9910714285714286,1153.2232142857142,0.08035714285714286,0.05357142857142857,-1.9170535714285715,0.13004484304932734,0.47533632286995514,0.31390134529147984,0.08071748878923767,0.4
14,419.27927927927925,0.16666666666666666,7.328828828828829,19.504504504504503,6.256756756756757,1197.545045045045,0.11711711711711711,0.04954954954954955,-1.775945945945946,0.0892728581713463,0.5925125989920806,0.22390208783297336,0.09431245500359971,0.2972972972972973
